game_id,player,season,date,team,opponent,location,city,w_l,route,distance,tz,flight_time,team_rest,player_rest,games_played,mins,pts,shift_hrs,fgm,fga,pct_fg,fg3m,fg3a,pct_fg3,pct_ft,fg2m,fg2a,pct_fg2,ftm,fta,oreb,dreb,treb,ast,stl,blk,tov,pf,plusminus,b2b,b2b_1st,b2b_2nd,x3in4,x4in5,x5in7,traveling_west,traveling_east,pctEFG,pctTS,pctUSG,ortg,drtg,netrtg,pacePer40PACE_PER40,ratioPIE,avg_PIE,PIE_above_season_avg,extra_rest,type_of_rest
21500182,Kawhi Leonard,2015-16,2015-11-20,San Antonio Spurs,New Orleans Pelicans,Away,New Orleans,L,San Antonio - New Orleans,516,America/Chicago,~1.15 hours,1,1,11,37,22,0,9,20,0.45,3,5,0.6,0.5,6,15,0.4,1,2,0,5,5,2,1,1,0,2,-8,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.525,0.527,0.273,91.8,100,-8.2,80.84,0.117,0.172875,-0.055874999999999994,0,no load manage
21500195,Kawhi Leonard,2015-16,2015-11-21,San Antonio Spurs,Memphis Grizzlies,Home,San Antonio,W,New Orleans - San Antonio,516,America/Chicago,~1.15 hours,0,0,12,40,19,0,5,15,0.333,3,6,0.5,0.75,2,9,0.2222222222222222,6,8,2,5,7,3,0,1,0,1,3,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.433,0.513,0.224,96.1,92.2,3.9,76.48,0.121,0.172875,-0.051875000000000004,0,no load manage
21500207,Kawhi Leonard,2015-16,2015-11-23,San Antonio Spurs,Phoenix Suns,Home,San Antonio,W,No Travel,0,America/Chicago,-,1,1,13,37,24,0,11,18,0.611,1,2,0.5,1,10,16,0.625,1,1,3,10,13,4,4,1,3,1,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.639,0.651,0.256,101.4,90.7,10.7,80.07,0.274,0.172875,0.10112500000000002,0,no load manage
21500224,Kawhi Leonard,2015-16,2015-11-25,San Antonio Spurs,Dallas Mavericks,Home,San Antonio,W,No Travel,0,America/Chicago,-,1,1,14,40,26,0,9,16,0.563,4,7,0.5714285714285714,1,5,9,0.5555555555555556,4,4,4,4,8,5,2,0,2,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.688,0.732,0.23,97.3,90.7,6.6,73.71,0.233,0.172875,0.06012500000000001,0,no load manage
21500235,Kawhi Leonard,2015-16,2015-11-27,San Antonio Spurs,Denver Nuggets,Away,Denver,W,San Antonio - Denver,799,America/Denver,~1.78 hours,1,1,15,32,25,-1,11,18,0.611,2,4,0.5,1,9,14,0.6428571428571429,1,1,1,6,7,6,4,5,2,1,18,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.667,0.678,0.299,106.5,77.4,29,77.82,0.347,0.172875,0.17412499999999997,0,no load manage
21500242,Kawhi Leonard,2015-16,2015-11-28,San Antonio Spurs,Atlanta Hawks,Home,San Antonio,W,Denver - San Antonio,799,America/Chicago,~1.78 hours,0,0,16,29,22,1,6,11,0.545,3,3,1,1,3,8,0.375,7,7,1,6,7,2,1,1,2,0,32,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0.682,0.781,0.227,123,71.7,51.3,82.78,0.223,0.172875,0.050125,0,no load manage
21500257,Kawhi Leonard,2015-16,2015-11-30,San Antonio Spurs,Chicago Bulls,Away,Chicago,L,San Antonio - Chicago,1048,America/Chicago,~2.33 hours,1,1,17,40,25,0,9,21,0.429,0,3,0,0.778,9,18,0.5,7,9,3,5,8,3,2,0,2,4,14,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.429,0.501,0.286,102.6,84.6,17.9,77.58,0.139,0.172875,-0.03387499999999999,0,no load manage
21500275,Kawhi Leonard,2015-16,2015-12-02,San Antonio Spurs,Milwaukee Bucks,Home,San Antonio,W,Chicago - San Antonio,1048,America/Chicago,~2.33 hours,1,1,18,25,13,0,3,12,0.25,0,1,0,0.875,3,11,0.2727272727272727,7,8,2,1,3,4,0,0,0,1,14,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.25,0.419,0.262,98.1,71.7,26.4,84.46,0.098,0.172875,-0.074875,0,no load manage
21500280,Kawhi Leonard,2015-16,2015-12-03,San Antonio Spurs,Memphis Grizzlies,Away,Memphis,W,San Antonio - Memphis,631,America/Chicago,~1.4 hours,0,0,19,33,27,0,9,13,0.692,7,9,0.7777777777777778,1,2,4,0.5,2,2,0,8,8,3,2,1,1,2,16,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.962,0.973,0.217,116.1,88.9,27.2,75.82,0.273,0.172875,0.10012500000000002,0,no load manage
21500296,Kawhi Leonard,2015-16,2015-12-05,San Antonio Spurs,Boston Celtics,Home,San Antonio,W,Memphis - San Antonio,631,America/Chicago,~1.4 hours,1,1,20,34,15,0,4,13,0.308,2,4,0.5,0.833,2,9,0.2222222222222222,5,6,0,7,7,4,2,0,3,4,-2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.385,0.48,0.241,105.6,111.4,-5.9,83.27,0.078,0.172875,-0.094875,0,no load manage
21500323,Kawhi Leonard,2015-16,2015-12-09,San Antonio Spurs,Toronto Raptors,Away,Toronto,L,Philadelphia - Toronto,333,America/Toronto,~55 minutes,1,3,21,27,7,0,3,8,0.375,1,2,0.5,0,2,6,0.3333333333333333,0,1,3,3,6,2,1,1,2,1,-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.438,0.415,0.161,80.8,105.7,-24.9,78.7,0.065,0.172875,-0.107875,2,couple extra days rest
21500342,Kawhi Leonard,2015-16,2015-12-11,San Antonio Spurs,Los Angeles Lakers,Home,San Antonio,W,Toronto - San Antonio,1439,America/Chicago,~3.2 hours,1,1,22,25,16,-1,6,12,0.5,0,2,0,1,6,10,0.6,4,4,2,9,11,2,3,1,0,0,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.5,0.581,0.21,111.3,94.2,17.1,84.06,0.266,0.172875,0.09312500000000001,0,no load manage
21500347,Kawhi Leonard,2015-16,2015-12-12,San Antonio Spurs,Atlanta Hawks,Away,Atlanta,W,San Antonio - Atlanta,880,America/New_York,~1.96 hours,0,0,23,32,22,1,7,13,0.538,1,3,0.3333333333333333,1,6,10,0.6,7,7,1,7,8,4,5,0,2,2,36,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0.577,0.684,0.247,118.2,65.6,52.6,80.16,0.251,0.172875,0.078125,0,no load manage
21500364,Kawhi Leonard,2015-16,2015-12-14,San Antonio Spurs,Utah Jazz,Home,San Antonio,W,Atlanta - San Antonio,880,America/Chicago,~1.96 hours,1,1,24,25,22,-1,7,10,0.7,2,3,0.6666666666666666,1,5,7,0.7142857142857143,6,6,0,7,7,2,2,0,0,1,36,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.8,0.87,0.255,157.8,76.1,81.7,73.63,0.293,0.172875,0.12012499999999998,0,no load manage
21500379,Kawhi Leonard,2015-16,2015-12-16,San Antonio Spurs,Washington Wizards,Home,San Antonio,W,No Travel,0,America/Chicago,-,1,1,25,38,27,0,9,15,0.6,4,7,0.5714285714285714,0.833,5,8,0.625,5,6,0,3,3,4,4,0,1,2,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.733,0.765,0.22,112.2,103.9,8.2,78.63,0.176,0.172875,0.003124999999999989,0,no load manage
21500393,Kawhi Leonard,2015-16,2015-12-18,San Antonio Spurs,Los Angeles Clippers,Home,San Antonio,W,No Travel,0,America/Chicago,-,1,1,26,36,19,0,6,14,0.429,1,3,0.3333333333333333,0.857,5,11,0.45454545454545453,6,7,1,8,9,2,0,0,0,3,-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.464,0.556,0.211,110.1,122.9,-12.7,77.44,0.127,0.172875,-0.045875,0,no load manage
21500416,Kawhi Leonard,2015-16,2015-12-21,San Antonio Spurs,Indiana Pacers,Home,San Antonio,W,No Travel,0,America/Chicago,-,2,2,27,35,24,0,10,19,0.526,1,6,0.16666666666666666,1,9,13,0.6923076923076923,3,3,1,5,6,5,3,0,0,2,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.553,0.591,0.263,104.3,88.6,15.7,80.61,0.207,0.172875,0.03412499999999999,0,no load manage
21500431,Kawhi Leonard,2015-16,2015-12-23,San Antonio Spurs,Minnesota Timberwolves,Away,Minneapolis,W,San Antonio - Minneapolis,1109,America/Chicago,~2.46 hours,1,1,28,31,19,0,8,16,0.5,3,7,0.42857142857142855,NA,5,9,0.5555555555555556,0,0,2,4,6,2,2,2,1,1,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.594,0.594,0.246,110.3,86.4,23.9,76.43,0.199,0.172875,0.02612500000000001,0,no load manage
21500439,Kawhi Leonard,2015-16,2015-12-25,San Antonio Spurs,Houston Rockets,Away,Houston,L,Minneapolis - Houston,1056,America/Chicago,~2.35 hours,1,1,29,39,20,0,8,19,0.421,2,5,0.4,1,6,14,0.42857142857142855,2,2,4,4,8,4,5,3,1,4,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.474,0.503,0.233,93.3,87.8,5.5,76.35,0.188,0.172875,0.015125,0,no load manage
21500450,Kawhi Leonard,2015-16,2015-12-26,San Antonio Spurs,Denver Nuggets,Home,San Antonio,W,Houston - San Antonio,189,America/Chicago,~55 minutes,0,0,30,32,20,0,7,13,0.538,2,2,1,1,5,11,0.45454545454545453,4,4,2,3,5,5,2,0,2,1,17,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.615,0.678,0.246,116.1,88.7,27.4,77.59,0.167,0.172875,-0.005874999999999991,0,no load manage
21500465,Kawhi Leonard,2015-16,2015-12-28,San Antonio Spurs,Minnesota Timberwolves,Home,San Antonio,W,No Travel,0,America/Chicago,-,1,1,31,37,17,0,5,9,0.556,1,1,1,0.857,4,8,0.5,6,7,0,11,11,3,1,0,0,5,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.611,0.704,0.145,98.7,94.8,3.9,81.85,0.196,0.172875,0.023125000000000007,0,no load manage
21500481,Kawhi Leonard,2015-16,2015-12-30,San Antonio Spurs,Phoenix Suns,Home,San Antonio,W,No Travel,0,America/Chicago,-,1,1,32,29,19,0,6,10,0.6,3,4,0.75,1,3,6,0.5,4,4,0,0,0,2,2,0,0,0,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.75,0.808,0.2,120.7,80.7,40,78.54,0.186,0.172875,0.013124999999999998,0,no load manage
21500502,Kawhi Leonard,2015-16,2016-01-02,San Antonio Spurs,Houston Rockets,Home,San Antonio,W,No Travel,0,America/Chicago,-,2,2,33,34,22,0,8,12,0.667,2,2,1,0.8,6,10,0.6,4,5,1,5,6,2,0,0,3,3,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.75,0.775,0.233,125.8,102.9,22.8,78.39,0.127,0.172875,-0.045875,0,no load manage
21500516,Kawhi Leonard,2015-16,2016-01-04,San Antonio Spurs,Milwaukee Bucks,Away,Milwaukee,W,San Antonio - Milwaukee,1107,America/Chicago,~2.46 hours,1,1,34,31,24,0,9,12,0.75,3,5,0.6,1,6,7,0.8571428571428571,3,3,0,2,2,1,2,1,4,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.875,0.901,0.236,140,106.3,33.7,79.78,0.156,0.172875,-0.016875,0,no load manage
21500532,Kawhi Leonard,2015-16,2016-01-06,San Antonio Spurs,Utah Jazz,Home,San Antonio,W,Milwaukee - San Antonio,1107,America/Chicago,~2.46 hours,1,1,35,23,15,0,6,11,0.545,2,4,0.5,1,4,7,0.5714285714285714,1,1,0,4,4,3,2,0,2,0,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.636,0.656,0.271,131.8,100,31.8,75.86,0.155,0.172875,-0.017875000000000002,0,no load manage
21500546,Kawhi Leonard,2015-16,2016-01-08,San Antonio Spurs,New York Knicks,Home,San Antonio,W,No Travel,0,America/Chicago,-,1,1,36,37,19,0,8,19,0.421,0,2,0,0.75,8,17,0.47058823529411764,3,4,4,8,12,0,2,2,1,1,-4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.421,0.458,0.253,104,110.8,-6.8,80.76,0.119,0.172875,-0.053875000000000006,0,no load manage
21500566,Kawhi Leonard,2015-16,2016-01-11,San Antonio Spurs,Brooklyn Nets,Away,New York,W,San Antonio - New York,1584,America/New_York,~3.52 hours,2,2,37,30,17,1,6,14,0.429,2,5,0.4,1,4,9,0.4444444444444444,3,3,2,6,8,0,1,0,1,1,19,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.5,0.555,0.242,118.2,83.6,34.5,74.46,0.149,0.172875,-0.023875000000000007,0,no load manage
21500570,Kawhi Leonard,2015-16,2016-01-12,San Antonio Spurs,Detroit Pistons,Away,Detroit,W,New York - Detroit,488,America/Detroit,~1.08 hours,0,0,38,34,7,0,1,7,0.143,0,2,0,0.714,1,5,0.2,5,7,1,4,5,1,1,1,3,3,11,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.143,0.347,0.151,101.3,89.2,12.1,87.38,0,0.172875,-0.172875,0,no load manage
21500590,Kawhi Leonard,2015-16,2016-01-14,San Antonio Spurs,Cleveland Cavaliers,Home,San Antonio,W,Detroit - San Antonio,1238,America/Chicago,~2.75 hours,1,1,39,40,20,-1,6,14,0.429,2,4,0.5,1,4,10,0.4,6,6,2,8,10,5,1,2,4,1,-5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.5,0.601,0.244,102.6,105.1,-2.4,77.8,0.179,0.172875,0.0061249999999999916,0,no load manage
21500612,Kawhi Leonard,2015-16,2016-01-17,San Antonio Spurs,Dallas Mavericks,Home,San Antonio,W,No Travel,0,America/Chicago,-,2,2,40,29,15,0,5,11,0.455,1,3,0.3333333333333333,0.667,4,8,0.5,4,6,0,4,4,1,2,0,1,0,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.5,0.55,0.226,103.3,76.3,27.1,81.74,0.133,0.172875,-0.039874999999999994,0,no load manage
21500644,Kawhi Leonard,2015-16,2016-01-21,San Antonio Spurs,Phoenix Suns,Away,Phoenix,W,San Antonio - Phoenix,847,America/Phoenix,~1.88 hours,3,3,41,22,21,-1,6,15,0.4,1,1,1,1,5,14,0.35714285714285715,8,8,1,2,3,3,0,0,0,2,24,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.433,0.567,0.383,141.9,82.2,59.6,79.28,0.187,0.172875,0.014124999999999999,0,no load manage
21500653,Kawhi Leonard,2015-16,2016-01-22,San Antonio Spurs,Los Angeles Lakers,Away,Los Angeles,W,Phoenix - Los Angeles,366,America/Los_Angeles,~55 minutes,0,0,42,29,18,-1,5,11,0.455,1,4,0.25,0.875,4,7,0.5714285714285714,7,8,1,3,4,2,2,3,0,0,15,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.5,0.62,0.233,120,91.1,28.9,77.44,0.168,0.172875,-0.0048749999999999905,0,no load manage
21500675,Kawhi Leonard,2015-16,2016-01-25,San Antonio Spurs,Golden State Warriors,Away,San Francisco,L,Los Angeles - San Francisco,339,America/Los_Angeles,~55 minutes,2,2,43,25,16,0,4,6,0.667,1,1,1,1,3,5,0.6,7,7,0,5,5,2,2,0,3,1,-19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.75,0.881,0.203,89.1,125.9,-36.8,86.71,0.188,0.172875,0.015125,0,no load manage
21500689,Kawhi Leonard,2015-16,2016-01-27,San Antonio Spurs,Houston Rockets,Home,San Antonio,W,San Francisco - San Antonio,1488,America/Chicago,~3.31 hours,1,1,44,28,18,2,7,12,0.583,3,4,0.75,0.5,4,8,0.5,1,2,0,1,1,1,1,1,1,1,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.708,0.699,0.209,140,100,40,85.56,0.113,0.172875,-0.059875,0,no load manage
21500713,Kawhi Leonard,2015-16,2016-01-30,San Antonio Spurs,Cleveland Cavaliers,Away,Cleveland,L,San Antonio - Cleveland,1256,America/New_York,~2.79 hours,2,2,45,35,24,1,7,15,0.467,3,7,0.42857142857142855,0.875,4,8,0.5,7,8,1,5,6,2,0,0,2,2,-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.567,0.648,0.284,111.9,132.8,-20.9,76.06,0.127,0.172875,-0.045875,0,no load manage
21500726,Kawhi Leonard,2015-16,2016-02-01,San Antonio Spurs,Orlando Magic,Home,San Antonio,W,Cleveland - San Antonio,1256,America/Chicago,~2.79 hours,1,1,46,26,10,-1,4,11,0.364,2,7,0.2857142857142857,NA,2,4,0.5,0,0,0,5,5,2,1,2,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.455,0.455,0.217,100,92.9,7.1,83.81,0.086,0.172875,-0.08687500000000001,0,no load manage
21500742,Kawhi Leonard,2015-16,2016-02-03,San Antonio Spurs,New Orleans Pelicans,Home,San Antonio,W,No Travel,0,America/Chicago,-,1,1,47,36,26,0,11,17,0.647,1,2,0.5,0.75,10,15,0.6666666666666666,3,4,0,5,5,1,1,2,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.676,0.693,0.276,102.7,97.3,5.4,82.52,0.178,0.172875,0.005124999999999991,0,no load manage
21500759,Kawhi Leonard,2015-16,2016-02-05,San Antonio Spurs,Dallas Mavericks,Away,Dallas,W,San Antonio - Dallas,252,America/Chicago,~55 minutes,1,1,48,27,23,0,9,16,0.563,2,4,0.5,1,7,12,0.5833333333333334,3,3,1,1,2,1,0,0,2,0,24,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.625,0.664,0.31,124.5,77.8,46.8,80.28,0.179,0.172875,0.0061249999999999916,0,no load manage
21500767,Kawhi Leonard,2015-16,2016-02-06,San Antonio Spurs,Los Angeles Lakers,Home,San Antonio,W,Dallas - San Antonio,252,America/Chicago,~55 minutes,0,0,49,34,20,0,4,13,0.308,0,3,0,0.8,4,10,0.4,12,15,5,8,13,3,1,0,1,3,2,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.308,0.51,0.253,110.3,109,1.3,79.45,0.149,0.172875,-0.023875000000000007,0,no load manage
21500784,Kawhi Leonard,2015-16,2016-02-09,San Antonio Spurs,Miami Heat,Away,Miami,W,San Antonio - Miami,1148,America/New_York,~2.55 hours,2,2,50,33,23,1,11,17,0.647,1,1,1,NA,10,16,0.625,0,0,2,7,9,4,3,1,3,1,23,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.676,0.676,0.247,130.4,97.1,33.3,82.43,0.188,0.172875,0.015125,0,no load manage
21500790,Kawhi Leonard,2015-16,2016-02-10,San Antonio Spurs,Orlando Magic,Away,Orlando,W,Miami - Orlando,201,America/New_York,~55 minutes,0,0,51,33,29,0,12,19,0.632,3,3,1,1,9,16,0.5625,2,2,1,6,7,2,2,1,2,2,6,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.711,0.729,0.286,113.4,104.5,9,81.58,0.2,0.172875,0.02712500000000001,0,no load manage
21500854,Kawhi Leonard,2015-16,2016-02-24,San Antonio Spurs,Sacramento Kings,Away,Sacramento,W,Phoenix - Sacramento,629,America/Los_Angeles,~1.4 hours,2,13,52,28,18,-1,5,16,0.313,2,5,0.4,1,3,11,0.2727272727272727,6,6,1,7,8,1,4,1,1,2,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.375,0.483,0.292,93.2,86.4,6.8,84.54,0.16,0.172875,-0.012874999999999998,11,minor injury rest
21500860,Kawhi Leonard,2015-16,2016-02-25,San Antonio Spurs,Utah Jazz,Away,Salt Lake City,W,Sacramento - Salt Lake City,530,America/Denver,~1.18 hours,0,0,53,35,29,1,10,15,0.667,3,5,0.6,1,7,10,0.7,6,6,0,5,5,3,3,0,0,2,17,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.767,0.822,0.247,122.2,96.8,25.4,71.09,0.27,0.172875,0.09712500000000002,0,no load manage
21500872,Kawhi Leonard,2015-16,2016-02-27,San Antonio Spurs,Houston Rockets,Away,Houston,W,Salt Lake City - Houston,1201,America/Chicago,~2.67 hours,1,1,54,39,27,1,8,13,0.615,3,4,0.75,0.889,5,9,0.5555555555555556,8,9,0,8,8,1,1,1,2,3,16,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0.731,0.796,0.218,110.1,91,19.1,80.2,0.235,0.172875,0.062124999999999986,0,no load manage
21500905,Kawhi Leonard,2015-16,2016-03-02,San Antonio Spurs,Detroit Pistons,Home,San Antonio,W,Houston - San Antonio,189,America/Chicago,~55 minutes,3,3,55,36,27,0,13,22,0.591,1,6,0.16666666666666666,NA,12,16,0.75,0,0,0,6,6,5,2,0,0,3,22,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.614,0.614,0.301,112.9,82.6,30.2,77.51,0.221,0.172875,0.048125,0,no load manage
21500909,Kawhi Leonard,2015-16,2016-03-03,San Antonio Spurs,New Orleans Pelicans,Away,New Orleans,W,San Antonio - New Orleans,516,America/Chicago,~1.15 hours,0,0,56,39,30,0,12,22,0.545,6,10,0.6,NA,6,12,0.5,0,0,1,10,11,3,2,2,2,1,14,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.682,0.682,0.286,113,94.8,18.2,78.94,0.198,0.172875,0.02512500000000001,0,no load manage
21500928,Kawhi Leonard,2015-16,2016-03-05,San Antonio Spurs,Sacramento Kings,Home,San Antonio,W,New Orleans - San Antonio,516,America/Chicago,~1.15 hours,1,1,57,36,25,0,9,24,0.375,1,5,0.2,0.857,8,19,0.42105263157894735,6,7,5,8,13,6,1,1,4,1,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.396,0.462,0.373,105.5,97.3,8.2,80.81,0.167,0.172875,-0.005874999999999991,0,no load manage
21500939,Kawhi Leonard,2015-16,2016-03-07,San Antonio Spurs,Indiana Pacers,Away,Indianapolis,L,San Antonio - Indianapolis,1000,America/Indiana/Indianapolis,~2.22 hours,1,1,58,40,23,1,9,23,0.391,1,7,0.14285714285714285,0.667,8,16,0.5,4,6,3,3,6,2,0,1,1,3,-3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.413,0.449,0.29,97.4,101.3,-3.8,78.66,0.078,0.172875,-0.094875,0,no load manage
21500945,Kawhi Leonard,2015-16,2016-03-08,San Antonio Spurs,Minnesota Timberwolves,Away,Minneapolis,W,Indianapolis - Minneapolis,510,America/Chicago,~1.13 hours,0,0,59,25,15,-1,6,12,0.5,0,1,0,1,6,11,0.5454545454545454,3,3,1,4,5,2,1,0,0,1,29,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,0.5,0.563,0.25,145.8,87.2,58.6,77.5,0.139,0.172875,-0.03387499999999999,0,no load manage
21500960,Kawhi Leonard,2015-16,2016-03-10,San Antonio Spurs,Chicago Bulls,Home,San Antonio,W,Minneapolis - San Antonio,1109,America/Chicago,~2.46 hours,1,1,60,39,29,0,10,15,0.667,4,5,0.8,1,6,10,0.6,5,5,1,6,7,2,2,2,1,1,16,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.8,0.843,0.202,118.8,95,23.8,82.9,0.201,0.172875,0.02812500000000001,0,no load manage
21500979,Kawhi Leonard,2015-16,2016-03-12,San Antonio Spurs,Oklahoma City Thunder,Home,San Antonio,W,No Travel,0,America/Chicago,-,1,1,61,38,26,0,10,24,0.417,1,6,0.16666666666666666,1,9,18,0.5,5,5,2,5,7,3,3,1,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.438,0.496,0.326,105.4,101.4,4.1,78.24,0.169,0.172875,-0.0038749999999999896,0,no load manage
21501001,Kawhi Leonard,2015-16,2016-03-15,San Antonio Spurs,Los Angeles Clippers,Home,San Antonio,W,No Travel,0,America/Chicago,-,2,2,62,34,20,0,9,15,0.6,0,3,0,1,9,12,0.75,2,2,0,5,5,4,3,0,3,2,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.6,0.63,0.269,116.4,103.3,13.1,72.41,0.182,0.172875,0.009124999999999994,0,no load manage
21501018,Kawhi Leonard,2015-16,2016-03-17,San Antonio Spurs,Portland Trail Blazers,Home,San Antonio,W,No Travel,0,America/Chicago,-,1,1,63,31,22,0,8,11,0.727,4,4,1,1,4,7,0.5714285714285714,2,2,0,2,2,1,0,3,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.909,0.926,0.19,134.9,98.5,36.5,83.75,0.148,0.172875,-0.024875000000000008,0,no load manage
21501036,Kawhi Leonard,2015-16,2016-03-19,San Antonio Spurs,Golden State Warriors,Home,San Antonio,W,No Travel,0,America/Chicago,-,1,1,64,39,18,0,5,14,0.357,1,3,0.3333333333333333,0.875,4,11,0.36363636363636365,7,8,6,8,14,4,0,2,4,4,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.393,0.514,0.25,104.1,94.5,9.6,75.78,0.124,0.172875,-0.048875,0,no load manage
21501043,Kawhi Leonard,2015-16,2016-03-21,San Antonio Spurs,Charlotte Hornets,Away,Charlotte,L,San Antonio - Charlotte,1104,America/New_York,~2.45 hours,1,1,65,31,15,1,6,14,0.429,1,4,0.25,1,5,10,0.5,2,2,0,6,6,0,2,0,1,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.464,0.504,0.222,95.2,90.2,5,80.04,0.102,0.172875,-0.07087500000000001,0,no load manage
21501063,Kawhi Leonard,2015-16,2016-03-23,San Antonio Spurs,Miami Heat,Home,San Antonio,W,Charlotte - San Antonio,1104,America/Chicago,~2.45 hours,1,1,66,24,32,-1,12,21,0.571,3,7,0.42857142857142855,0.714,9,14,0.6428571428571429,5,7,2,6,8,0,1,1,1,1,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.643,0.664,0.462,121.7,85.1,36.6,77.18,0.291,0.172875,0.11812499999999998,0,no load manage
21501118,Kawhi Leonard,2015-16,2016-03-30,San Antonio Spurs,New Orleans Pelicans,Home,San Antonio,W,Memphis - San Antonio,631,America/Chicago,~1.4 hours,1,6,67,22,16,0,4,9,0.444,1,5,0.2,1,3,4,0.75,7,7,0,6,6,4,3,2,0,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.5,0.662,0.255,100,63.6,36.4,80.3,0.366,0.172875,0.193125,5,minor injury rest
