Season,Phase,Month,Week,Date,Team,Opponent,Location,W/L,City,Distance,Route,Rest,TZ,Shift (hrs),Flight Time,Direction (E/W),Return Home,Latitude,Longitude,d.Latitude,d.Longitude
2014-15,RS,Jan,5,2015-01-31,Philadelphia 76ers,Atlanta Hawks,Away,L,Atlanta,671,Philadelphia - Atlanta,0,America/New_York,0,~1.22 hours,-,,33.76,-84.42,40.01,-75.13
2014-15,RS,Feb,5,2015-02-02,Philadelphia 76ers,Cleveland Cavaliers,Away,L,Cleveland,554,Atlanta - Cleveland,1,America/New_York,0,~1.01 hours,-,,41.48,-81.68,33.76,-84.42
2014-15,RS,Feb,5,2015-02-03,Philadelphia 76ers,Denver Nuggets,Home,W,Philadelphia,358,Cleveland - Philadelphia,0,America/New_York,0,~55 minutes,-,,40.01,-75.13,41.48,-81.68
2014-15,RS,Feb,6,2015-02-06,Philadelphia 76ers,Boston Celtics,Away,L,Boston,268,Philadelphia - Boston,2,America/New_York,0,~55 minutes,-,,42.34,-71.02,40.01,-75.13
2014-15,RS,Feb,6,2015-02-07,Philadelphia 76ers,Charlotte Hornets,Home,W,Philadelphia,268,Boston - Philadelphia,0,America/New_York,0,~55 minutes,-,,40.01,-75.13,42.34,-71.02
2014-15,RS,Feb,6,2015-02-09,Philadelphia 76ers,Golden State Warriors,Home,L,Philadelphia,0,No Travel,1,America/New_York,0,-,-,,40.01,-75.13,40.01,-75.13
2014-15,RS,Feb,8,2015-02-20,Philadelphia 76ers,Indiana Pacers,Home,L,Philadelphia,0,No Travel,10,America/New_York,0,-,-,,40.01,-75.13,40.01,-75.13
2014-15,RS,Feb,8,2015-02-22,Philadelphia 76ers,Orlando Magic,Away,L,Orlando,871,Philadelphia - Orlando,1,America/New_York,0,~1.58 hours,-,,28.5,-81.37,40.01,-75.13
2014-15,RS,Feb,8,2015-02-23,Philadelphia 76ers,Miami Heat,Away,L,Miami,201,Orlando - Miami,0,America/New_York,0,~55 minutes,-,,25.78,-80.21,28.5,-81.37
2014-15,RS,Feb,8,2015-02-25,Philadelphia 76ers,Milwaukee Bucks,Away,L,Milwaukee,1272,Miami - Milwaukee,1,America/Chicago,-1,~2.31 hours,West,,43.06,-87.97,25.78,-80.21
2014-15,RS,Feb,9,2015-02-27,Philadelphia 76ers,Washington Wizards,Home,W,Philadelphia,696,Milwaukee - Philadelphia,1,America/New_York,1,~1.27 hours,East,,40.01,-75.13,43.06,-87.97
2014-15,RS,Mar,9,2015-03-01,Philadelphia 76ers,Indiana Pacers,Away,L,Indianapolis,584,Philadelphia - Indianapolis,1,America/Indiana/Indianapolis,0,~1.06 hours,-,,39.78,-86.15,40.01,-75.13
2014-15,RS,Mar,9,2015-03-02,Philadelphia 76ers,Toronto Raptors,Home,L,Philadelphia,584,Indianapolis - Philadelphia,0,America/New_York,0,~1.06 hours,-,,40.01,-75.13,39.78,-86.15
2014-15,RS,Mar,9,2015-03-04,Philadelphia 76ers,Oklahoma City Thunder,Away,L,Oklahoma City,1259,Philadelphia - Oklahoma City,1,America/Chicago,-1,~2.29 hours,West,,35.47,-97.51,40.01,-75.13
2014-15,RS,Mar,10,2015-03-06,Philadelphia 76ers,Utah Jazz,Home,L,Philadelphia,1259,Oklahoma City - Philadelphia,1,America/New_York,1,~2.29 hours,East,,40.01,-75.13,35.47,-97.51
2014-15,RS,Mar,10,2015-03-07,Philadelphia 76ers,Atlanta Hawks,Home,W,Philadelphia,0,No Travel,0,America/New_York,0,-,-,,40.01,-75.13,40.01,-75.13
2014-15,RS,Mar,10,2015-03-11,Philadelphia 76ers,Chicago Bulls,Home,L,Philadelphia,0,No Travel,3,America/New_York,0,-,-,,40.01,-75.13,40.01,-75.13
2014-15,RS,Mar,11,2015-03-13,Philadelphia 76ers,Sacramento Kings,Home,W,Philadelphia,0,No Travel,1,America/New_York,0,-,-,,40.01,-75.13,40.01,-75.13
2014-15,RS,Mar,11,2015-03-14,Philadelphia 76ers,Brooklyn Nets,Home,L,Philadelphia,0,No Travel,0,America/New_York,0,-,-,,40.01,-75.13,40.01,-75.13
2014-15,RS,Mar,11,2015-03-16,Philadelphia 76ers,Boston Celtics,Away,L,Boston,268,Philadelphia - Boston,1,America/New_York,0,~55 minutes,-,,42.34,-71.02,40.01,-75.13
2014-15,RS,Mar,11,2015-03-18,Philadelphia 76ers,Detroit Pistons,Home,W,Philadelphia,268,Boston - Philadelphia,1,America/New_York,0,~55 minutes,-,,40.01,-75.13,42.34,-71.02
2014-15,RS,Mar,12,2015-03-20,Philadelphia 76ers,New York Knicks,Home,W,Philadelphia,0,No Travel,1,America/New_York,0,-,-,,40.01,-75.13,40.01,-75.13
2014-15,RS,Mar,12,2015-03-22,Philadelphia 76ers,Los Angeles Lakers,Away,L,Los Angeles,2398,Philadelphia - Los Angeles,1,America/Los_Angeles,-3,~4.36 hours,West,,34.11,-118.41,40.01,-75.13
2014-15,RS,Mar,12,2015-03-24,Philadelphia 76ers,Sacramento Kings,Away,L,Sacramento,352,Los Angeles - Sacramento,1,America/Los_Angeles,0,~55 minutes,-,,38.57,-121.47,34.11,-118.41
2014-15,RS,Mar,12,2015-03-25,Philadelphia 76ers,Denver Nuggets,Away,W,Denver,892,Sacramento - Denver,0,America/Denver,1,~1.62 hours,East,,39.77,-104.87,38.57,-121.47
2014-15,RS,Mar,13,2015-03-27,Philadelphia 76ers,Los Angeles Clippers,Home,L,Philadelphia,1570,Denver - Philadelphia,1,America/New_York,2,~2.85 hours,East,,40.01,-75.13,39.77,-104.87
2014-15,RS,Mar,13,2015-03-29,Philadelphia 76ers,Cleveland Cavaliers,Away,L,Cleveland,358,Philadelphia - Cleveland,1,America/New_York,0,~55 minutes,-,,41.48,-81.68,40.01,-75.13
2014-15,RS,Mar,13,2015-03-30,Philadelphia 76ers,Los Angeles Lakers,Home,L,Philadelphia,358,Cleveland - Philadelphia,0,America/New_York,0,~55 minutes,-,,40.01,-75.13,41.48,-81.68
2014-15,RS,Apr,13,2015-04-01,Philadelphia 76ers,Washington Wizards,Away,L,Washington,126,Philadelphia - Washington,1,America/New_York,0,~55 minutes,-,,38.91,-77.02,40.01,-75.13
2014-15,RS,Apr,14,2015-04-04,Philadelphia 76ers,Charlotte Hornets,Away,L,Charlotte,332,Washington - Charlotte,2,America/New_York,0,~55 minutes,-,,35.2,-80.83,38.91,-77.02
2014-15,RS,Apr,14,2015-04-05,Philadelphia 76ers,New York Knicks,Away,L,New York,533,Charlotte - New York,0,America/New_York,0,~58.15 minutes,-,,40.67,-73.94,35.2,-80.83
2014-15,RS,Apr,14,2015-04-08,Philadelphia 76ers,Washington Wizards,Home,L,Philadelphia,78,New York - Philadelphia,2,America/New_York,0,~55 minutes,-,,40.01,-75.13,40.67,-73.94
2014-15,RS,Apr,15,2015-04-11,Philadelphia 76ers,Chicago Bulls,Away,L,Chicago,667,Philadelphia - Chicago,2,America/Chicago,-1,~1.21 hours,West,,41.84,-87.68,40.01,-75.13
2014-15,RS,Apr,15,2015-04-13,Philadelphia 76ers,Milwaukee Bucks,Home,L,Philadelphia,667,Chicago - Philadelphia,1,America/New_York,1,~1.21 hours,East,,40.01,-75.13,41.84,-87.68
2014-15,RS,Apr,15,2015-04-15,Philadelphia 76ers,Miami Heat,Home,L,Philadelphia,0,No Travel,1,America/New_York,0,-,-,,40.01,-75.13,40.01,-75.13
2014-15,RS,Oct,44,2014-10-29,Phoenix Suns,Los Angeles Lakers,Home,W,Phoenix,0,No Travel,15,America/Phoenix,0,-,-,,33.54,-112.07,33.54,-112.07
2014-15,RS,Oct,44,2014-10-31,Phoenix Suns,San Antonio Spurs,Home,W,Phoenix,0,No Travel,1,America/Phoenix,0,-,-,,33.54,-112.07,33.54,-112.07
2014-15,RS,Nov,44,2014-11-01,Phoenix Suns,Utah Jazz,Away,L,Salt Lake City,501,Phoenix - Salt Lake City,0,America/Denver,0,~55 minutes,-,,40.78,-111.93,33.54,-112.07
2014-15,RS,Nov,44,2014-11-04,Phoenix Suns,Los Angeles Lakers,Away,W,Los Angeles,582,Salt Lake City - Los Angeles,2,America/Los_Angeles,-1,~1.06 hours,West,,34.11,-118.41,40.78,-111.93
2014-15,RS,Nov,45,2014-11-05,Phoenix Suns,Memphis Grizzlies,Home,L,Phoenix,366,Los Angeles - Phoenix,0,America/Phoenix,1,~55 minutes,East,,33.54,-112.07,34.11,-118.41
2014-15,RS,Nov,45,2014-11-07,Phoenix Suns,Sacramento Kings,Home,L,Phoenix,0,No Travel,1,America/Phoenix,0,-,-,,33.54,-112.07,33.54,-112.07
2014-15,RS,Nov,45,2014-11-09,Phoenix Suns,Golden State Warriors,Home,W,Phoenix,0,No Travel,1,America/Phoenix,0,-,-,,33.54,-112.07,33.54,-112.07
2014-15,RS,Nov,46,2014-11-12,Phoenix Suns,Brooklyn Nets,Home,W,Phoenix,0,No Travel,2,America/Phoenix,0,-,-,,33.54,-112.07,33.54,-112.07
2014-15,RS,Nov,46,2014-11-14,Phoenix Suns,Charlotte Hornets,Home,L,Phoenix,0,No Travel,1,America/Phoenix,0,-,-,,33.54,-112.07,33.54,-112.07
2014-15,RS,Nov,46,2014-11-15,Phoenix Suns,Los Angeles Clippers,Away,L,Los Angeles,366,Phoenix - Los Angeles,0,America/Los_Angeles,-1,~55 minutes,West,,34.11,-118.41,33.54,-112.07
2014-15,RS,Nov,46,2014-11-17,Phoenix Suns,Boston Celtics,Away,W,Boston,2601,Los Angeles - Boston,1,America/New_York,3,~4.73 hours,East,,42.34,-71.02,34.11,-118.41
2014-15,RS,Nov,47,2014-11-19,Phoenix Suns,Detroit Pistons,Away,W,Detroit,617,Boston - Detroit,1,America/Detroit,0,~1.12 hours,-,,42.38,-83.1,42.34,-71.02
2014-15,RS,Nov,47,2014-11-21,Phoenix Suns,Philadelphia 76ers,Away,W,Philadelphia,446,Detroit - Philadelphia,1,America/New_York,0,~55 minutes,-,,40.01,-75.13,42.38,-83.1
2014-15,RS,Nov,47,2014-11-22,Phoenix Suns,Indiana Pacers,Away,W,Indianapolis,584,Philadelphia - Indianapolis,0,America/Indiana/Indianapolis,0,~1.06 hours,-,,39.78,-86.15,40.01,-75.13
2014-15,RS,Nov,47,2014-11-24,Phoenix Suns,Toronto Raptors,Away,L,Toronto,440,Indianapolis - Toronto,1,America/Toronto,0,~55 minutes,-,,43.65,-79.38,39.78,-86.15
2014-15,RS,Nov,48,2014-11-26,Phoenix Suns,Denver Nuggets,Home,W,Phoenix,1884,Toronto - Phoenix,1,America/Phoenix,-2,~3.43 hours,West,,33.54,-112.07,43.65,-79.38
2014-15,RS,Nov,48,2014-11-28,Phoenix Suns,Denver Nuggets,Away,L,Denver,587,Phoenix - Denver,1,America/Denver,0,~1.07 hours,-,,39.77,-104.87,33.54,-112.07
2014-15,RS,Nov,48,2014-11-30,Phoenix Suns,Orlando Magic,Home,L,Phoenix,587,Denver - Phoenix,1,America/Phoenix,0,~1.07 hours,-,,33.54,-112.07,39.77,-104.87
2014-15,RS,Dec,48,2014-12-02,Phoenix Suns,Indiana Pacers,Home,W,Phoenix,0,No Travel,1,America/Phoenix,0,-,-,,33.54,-112.07,33.54,-112.07
2014-15,RS,Dec,49,2014-12-05,Phoenix Suns,Dallas Mavericks,Away,W,Dallas,886,Phoenix - Dallas,2,America/Chicago,1,~1.61 hours,East,,32.79,-96.77,33.54,-112.07
2014-15,RS,Dec,49,2014-12-06,Phoenix Suns,Houston Rockets,Away,L,Houston,224,Dallas - Houston,0,America/Chicago,0,~55 minutes,-,,29.77,-95.39,32.79,-96.77
2014-15,RS,Dec,49,2014-12-08,Phoenix Suns,Los Angeles Clippers,Away,L,Los Angeles,1380,Houston - Los Angeles,1,America/Los_Angeles,-2,~2.51 hours,West,,34.11,-118.41,29.77,-95.39
2014-15,RS,Dec,49,2014-12-09,Phoenix Suns,Miami Heat,Home,L,Phoenix,366,Los Angeles - Phoenix,0,America/Phoenix,1,~55 minutes,East,,33.54,-112.07,34.11,-118.41
2014-15,RS,Dec,50,2014-12-12,Phoenix Suns,Detroit Pistons,Home,L,Phoenix,0,No Travel,2,America/Phoenix,0,-,-,,33.54,-112.07,33.54,-112.07
2014-15,RS,Dec,50,2014-12-14,Phoenix Suns,Oklahoma City Thunder,Away,L,Oklahoma City,839,Phoenix - Oklahoma City,1,America/Chicago,1,~1.53 hours,East,,35.47,-97.51,33.54,-112.07
2014-15,RS,Dec,50,2014-12-15,Phoenix Suns,Milwaukee Bucks,Home,L,Phoenix,839,Oklahoma City - Phoenix,0,America/Phoenix,-1,~1.53 hours,West,,33.54,-112.07,35.47,-97.51
2014-15,RS,Dec,51,2014-12-17,Phoenix Suns,Charlotte Hornets,Away,W,Charlotte,1779,Phoenix - Charlotte,1,America/New_York,2,~3.23 hours,East,,35.2,-80.83,33.54,-112.07
2014-15,RS,Dec,51,2014-12-20,Phoenix Suns,New York Knicks,Away,W,New York,533,Charlotte - New York,2,America/New_York,0,~58.15 minutes,-,,40.67,-73.94,35.2,-80.83
2014-15,RS,Dec,51,2014-12-21,Phoenix Suns,Washington Wizards,Away,W,Washington,204,New York - Washington,0,America/New_York,0,~55 minutes,-,,38.91,-77.02,40.67,-73.94
2014-15,RS,Dec,51,2014-12-23,Phoenix Suns,Dallas Mavericks,Home,W,Phoenix,1977,Washington - Phoenix,1,America/Phoenix,-2,~3.59 hours,West,,33.54,-112.07,38.91,-77.02
2014-15,RS,Dec,52,2014-12-26,Phoenix Suns,Sacramento Kings,Away,W,Sacramento,629,Phoenix - Sacramento,2,America/Los_Angeles,-1,~1.14 hours,West,,38.57,-121.47,33.54,-112.07
2014-15,RS,Dec,52,2014-12-28,Phoenix Suns,Los Angeles Lakers,Away,W,Los Angeles,352,Sacramento - Los Angeles,1,America/Los_Angeles,0,~55 minutes,-,,34.11,-118.41,38.57,-121.47
2014-15,RS,Dec,52,2014-12-30,Phoenix Suns,New Orleans Pelicans,Away,L,New Orleans,1686,Los Angeles - New Orleans,1,America/Chicago,2,~3.07 hours,East,,30.07,-89.93,34.11,-118.41
2014-15,RS,Dec,53,2014-12-31,Phoenix Suns,Oklahoma City Thunder,Away,L,Oklahoma City,577,New Orleans - Oklahoma City,0,America/Chicago,0,~1.05 hours,-,,35.47,-97.51,30.07,-89.93
2014-15,RS,Jan,1,2015-01-02,Phoenix Suns,Philadelphia 76ers,Home,W,Phoenix,839,Oklahoma City - Phoenix,1,America/Phoenix,-1,~1.53 hours,West,,33.54,-112.07,35.47,-97.51
2014-15,RS,Jan,1,2015-01-04,Phoenix Suns,Toronto Raptors,Home,W,Phoenix,0,No Travel,1,America/Phoenix,0,-,-,,33.54,-112.07,33.54,-112.07
2014-15,RS,Jan,1,2015-01-06,Phoenix Suns,Milwaukee Bucks,Away,W,Milwaukee,1457,Phoenix - Milwaukee,1,America/Chicago,1,~2.65 hours,East,,43.06,-87.97,33.54,-112.07
2014-15,RS,Jan,1,2015-01-07,Phoenix Suns,Minnesota Timberwolves,Away,W,Minneapolis,294,Milwaukee - Minneapolis,0,America/Chicago,0,~55 minutes,-,,44.96,-93.27,43.06,-87.97
2014-15,RS,Jan,2,2015-01-09,Phoenix Suns,San Antonio Spurs,Away,L,San Antonio,1109,Minneapolis - San Antonio,1,America/Chicago,0,~2.02 hours,-,,29.46,-98.51,44.96,-93.27
2014-15,RS,Jan,2,2015-01-11,Phoenix Suns,Memphis Grizzlies,Away,L,Memphis,631,San Antonio - Memphis,1,America/Chicago,0,~1.15 hours,-,,35.11,-90.01,29.46,-98.51
2014-15,RS,Jan,2,2015-01-13,Phoenix Suns,Cleveland Cavaliers,Home,W,Phoenix,1262,Memphis - Phoenix,1,America/Phoenix,-1,~2.29 hours,West,,33.54,-112.07,35.11,-90.01
2014-15,RS,Jan,3,2015-01-16,Phoenix Suns,Minnesota Timberwolves,Home,W,Phoenix,0,No Travel,2,America/Phoenix,0,-,-,,33.54,-112.07,33.54,-112.07
2014-15,RS,Jan,3,2015-01-19,Phoenix Suns,Los Angeles Lakers,Home,W,Phoenix,0,No Travel,2,America/Phoenix,0,-,-,,33.54,-112.07,33.54,-112.07
2014-15,RS,Jan,3,2015-01-21,Phoenix Suns,Portland Trail Blazers,Home,W,Phoenix,0,No Travel,1,America/Phoenix,0,-,-,,33.54,-112.07,33.54,-112.07
2014-15,RS,Jan,4,2015-01-23,Phoenix Suns,Houston Rockets,Home,L,Phoenix,0,No Travel,1,America/Phoenix,0,-,-,,33.54,-112.07,33.54,-112.07
2014-15,RS,Jan,4,2015-01-25,Phoenix Suns,Los Angeles Clippers,Home,L,Phoenix,0,No Travel,1,America/Phoenix,0,-,-,,33.54,-112.07,33.54,-112.07
2014-15,RS,Jan,4,2015-01-28,Phoenix Suns,Washington Wizards,Home,W,Phoenix,0,No Travel,2,America/Phoenix,0,-,-,,33.54,-112.07,33.54,-112.07
2014-15,RS,Jan,5,2015-01-30,Phoenix Suns,Chicago Bulls,Home,W,Phoenix,0,No Travel,1,America/Phoenix,0,-,-,,33.54,-112.07,33.54,-112.07
2014-15,RS,Jan,5,2015-01-31,Phoenix Suns,Golden State Warriors,Away,L,San Francisco,652,Phoenix - San Francisco,0,America/Los_Angeles,-1,~1.19 hours,West,,37.77,-122.45,33.54,-112.07
2014-15,RS,Feb,5,2015-02-02,Phoenix Suns,Memphis Grizzlies,Home,L,Phoenix,652,San Francisco - Phoenix,1,America/Phoenix,1,~1.19 hours,East,,33.54,-112.07,37.77,-122.45
2014-15,RS,Feb,6,2015-02-05,Phoenix Suns,Portland Trail Blazers,Away,L,Portland,1001,Phoenix - Portland,2,America/Los_Angeles,-1,~1.82 hours,West,,45.54,-122.66,33.54,-112.07
2014-15,RS,Feb,6,2015-02-06,Phoenix Suns,Utah Jazz,Home,W,Phoenix,1001,Portland - Phoenix,0,America/Phoenix,1,~1.82 hours,East,,33.54,-112.07,45.54,-122.66
2014-15,RS,Feb,6,2015-02-08,Phoenix Suns,Sacramento Kings,Away,L,Sacramento,629,Phoenix - Sacramento,1,America/Los_Angeles,-1,~1.14 hours,West,,38.57,-121.47,33.54,-112.07
2014-15,RS,Feb,6,2015-02-10,Phoenix Suns,Houston Rockets,Home,L,Phoenix,629,Sacramento - Phoenix,1,America/Phoenix,1,~1.14 hours,East,,33.54,-112.07,38.57,-121.47
2014-15,RS,Feb,8,2015-02-20,Phoenix Suns,Minnesota Timberwolves,Away,L,Minneapolis,1274,Phoenix - Minneapolis,9,America/Chicago,1,~2.32 hours,East,,44.96,-93.27,33.54,-112.07
2014-15,RS,Feb,8,2015-02-21,Phoenix Suns,Chicago Bulls,Away,L,Chicago,354,Minneapolis - Chicago,0,America/Chicago,0,~55 minutes,-,,41.84,-87.68,44.96,-93.27
2014-15,RS,Feb,8,2015-02-23,Phoenix Suns,Boston Celtics,Home,L,Phoenix,1446,Chicago - Phoenix,1,America/Phoenix,-1,~2.63 hours,West,,33.54,-112.07,41.84,-87.68
2014-15,RS,Feb,8,2015-02-25,Phoenix Suns,Denver Nuggets,Away,W,Denver,587,Phoenix - Denver,1,America/Denver,0,~1.07 hours,-,,39.77,-104.87,33.54,-112.07
2014-15,RS,Feb,9,2015-02-26,Phoenix Suns,Oklahoma City Thunder,Home,W,Phoenix,587,Denver - Phoenix,0,America/Phoenix,0,~1.07 hours,-,,33.54,-112.07,39.77,-104.87
2014-15,RS,Feb,9,2015-02-28,Phoenix Suns,San Antonio Spurs,Home,L,Phoenix,0,No Travel,1,America/Phoenix,0,-,-,,33.54,-112.07,33.54,-112.07
2014-15,RS,Mar,9,2015-03-02,Phoenix Suns,Miami Heat,Away,L,Miami,1979,Phoenix - Miami,1,America/New_York,2,~3.6 hours,East,,25.78,-80.21,33.54,-112.07
2014-15,RS,Mar,9,2015-03-04,Phoenix Suns,Orlando Magic,Away,W,Orlando,201,Miami - Orlando,1,America/New_York,0,~55 minutes,-,,28.5,-81.37,25.78,-80.21
2014-15,RS,Mar,10,2015-03-06,Phoenix Suns,Brooklyn Nets,Away,W,New York,941,Orlando - New York,1,America/New_York,0,~1.71 hours,-,,40.67,-73.94,28.5,-81.37
2014-15,RS,Mar,10,2015-03-07,Phoenix Suns,Cleveland Cavaliers,Away,L,Cleveland,407,New York - Cleveland,0,America/New_York,0,~55 minutes,-,,41.48,-81.68,40.67,-73.94
2014-15,RS,Mar,10,2015-03-09,Phoenix Suns,Golden State Warriors,Home,L,Phoenix,1744,Cleveland - Phoenix,1,America/Phoenix,-2,~3.17 hours,West,,33.54,-112.07,41.48,-81.68
2014-15,RS,Mar,10,2015-03-11,Phoenix Suns,Minnesota Timberwolves,Home,W,Phoenix,0,No Travel,1,America/Phoenix,0,-,-,,33.54,-112.07,33.54,-112.07
2014-15,RS,Mar,11,2015-03-13,Phoenix Suns,Atlanta Hawks,Home,L,Phoenix,0,No Travel,1,America/Phoenix,0,-,-,,33.54,-112.07,33.54,-112.07
2014-15,RS,Mar,11,2015-03-15,Phoenix Suns,New York Knicks,Home,W,Phoenix,0,No Travel,1,America/Phoenix,0,-,-,,33.54,-112.07,33.54,-112.07
2014-15,RS,Mar,12,2015-03-19,Phoenix Suns,New Orleans Pelicans,Home,W,Phoenix,0,No Travel,3,America/Phoenix,0,-,-,,33.54,-112.07,33.54,-112.07
2014-15,RS,Mar,12,2015-03-21,Phoenix Suns,Houston Rockets,Away,W,Houston,1014,Phoenix - Houston,1,America/Chicago,1,~1.84 hours,East,,29.77,-95.39,33.54,-112.07
2014-15,RS,Mar,12,2015-03-22,Phoenix Suns,Dallas Mavericks,Home,W,Phoenix,1014,Houston - Phoenix,0,America/Phoenix,-1,~1.84 hours,West,,33.54,-112.07,29.77,-95.39
2014-15,RS,Mar,12,2015-03-25,Phoenix Suns,Sacramento Kings,Home,L,Phoenix,0,No Travel,2,America/Phoenix,0,-,-,,33.54,-112.07,33.54,-112.07
2014-15,RS,Mar,13,2015-03-27,Phoenix Suns,Portland Trail Blazers,Home,L,Phoenix,0,No Travel,1,America/Phoenix,0,-,-,,33.54,-112.07,33.54,-112.07
2014-15,RS,Mar,13,2015-03-29,Phoenix Suns,Oklahoma City Thunder,Home,L,Phoenix,0,No Travel,1,America/Phoenix,0,-,-,,33.54,-112.07,33.54,-112.07
2014-15,RS,Mar,13,2015-03-30,Phoenix Suns,Portland Trail Blazers,Away,L,Portland,1001,Phoenix - Portland,0,America/Los_Angeles,-1,~1.82 hours,West,,45.54,-122.66,33.54,-112.07
2014-15,RS,Apr,14,2015-04-02,Phoenix Suns,Golden State Warriors,Away,L,San Francisco,537,Portland - San Francisco,2,America/Los_Angeles,0,~58.58 minutes,-,,37.77,-122.45,45.54,-122.66
2014-15,RS,Apr,14,2015-04-04,Phoenix Suns,Utah Jazz,Home,W,Phoenix,652,San Francisco - Phoenix,1,America/Phoenix,1,~1.19 hours,East,,33.54,-112.07,37.77,-122.45
2014-15,RS,Apr,14,2015-04-07,Phoenix Suns,Atlanta Hawks,Away,L,Atlanta,1586,Phoenix - Atlanta,2,America/New_York,2,~2.88 hours,East,,33.76,-84.42,33.54,-112.07
2014-15,RS,Apr,14,2015-04-08,Phoenix Suns,Dallas Mavericks,Away,L,Dallas,716,Atlanta - Dallas,0,America/Chicago,-1,~1.3 hours,West,,32.79,-96.77,33.76,-84.42
2014-15,RS,Apr,15,2015-04-10,Phoenix Suns,New Orleans Pelicans,Away,L,New Orleans,445,Dallas - New Orleans,1,America/Chicago,0,~55 minutes,-,,30.07,-89.93,32.79,-96.77
2014-15,RS,Apr,15,2015-04-12,Phoenix Suns,San Antonio Spurs,Away,L,San Antonio,516,New Orleans - San Antonio,1,America/Chicago,0,~56.29 minutes,-,,29.46,-98.51,30.07,-89.93
2014-15,RS,Apr,15,2015-04-14,Phoenix Suns,Los Angeles Clippers,Home,L,Phoenix,847,San Antonio - NA,1,America/Phoenix,-1,~1.54 hours,West,,33.54,-112.07,29.46,-98.51
2014-15,RS,Oct,44,2014-10-29,Portland Trail Blazers,Oklahoma City Thunder,Home,W,Portland,0,No Travel,15,America/Los_Angeles,0,-,-,,45.54,-122.66,45.54,-122.66
2014-15,RS,Oct,44,2014-10-31,Portland Trail Blazers,Sacramento Kings,Away,L,Sacramento,486,Portland - Sacramento,1,America/Los_Angeles,0,~55 minutes,-,,38.57,-121.47,45.54,-122.66
2014-15,RS,Nov,44,2014-11-02,Portland Trail Blazers,Golden State Warriors,Home,L,Portland,486,Sacramento - Portland,1,America/Los_Angeles,0,~55 minutes,-,,45.54,-122.66,38.57,-121.47
2014-15,RS,Nov,44,2014-11-04,Portland Trail Blazers,Cleveland Cavaliers,Home,W,Portland,0,No Travel,1,America/Los_Angeles,0,-,-,,45.54,-122.66,45.54,-122.66
2014-15,RS,Nov,45,2014-11-06,Portland Trail Blazers,Dallas Mavericks,Home,W,Portland,0,No Travel,1,America/Los_Angeles,0,-,-,,45.54,-122.66,45.54,-122.66
2014-15,RS,Nov,45,2014-11-08,Portland Trail Blazers,Los Angeles Clippers,Away,L,Los Angeles,821,Portland - Los Angeles,1,America/Los_Angeles,0,~1.49 hours,-,,34.11,-118.41,45.54,-122.66
2014-15,RS,Nov,45,2014-11-09,Portland Trail Blazers,Denver Nuggets,Home,W,Portland,821,Los Angeles - Portland,0,America/Los_Angeles,0,~1.49 hours,-,,45.54,-122.66,34.11,-118.41
2014-15,RS,Nov,45,2014-11-11,Portland Trail Blazers,Charlotte Hornets,Home,W,Portland,0,No Travel,1,America/Los_Angeles,0,-,-,,45.54,-122.66,45.54,-122.66
2014-15,RS,Nov,46,2014-11-12,Portland Trail Blazers,Denver Nuggets,Away,W,Denver,986,Portland - Denver,0,America/Denver,1,~1.79 hours,East,,39.77,-104.87,45.54,-122.66
2014-15,RS,Nov,46,2014-11-15,Portland Trail Blazers,Brooklyn Nets,Home,W,Portland,986,Denver - Portland,2,America/Los_Angeles,-1,~1.79 hours,West,,45.54,-122.66,39.77,-104.87
2014-15,RS,Nov,46,2014-11-17,Portland Trail Blazers,New Orleans Pelicans,Home,W,Portland,0,No Travel,1,America/Los_Angeles,0,-,-,,45.54,-122.66,45.54,-122.66
2014-15,RS,Nov,47,2014-11-21,Portland Trail Blazers,Chicago Bulls,Home,W,Portland,0,No Travel,3,America/Los_Angeles,0,-,-,,45.54,-122.66,45.54,-122.66
2014-15,RS,Nov,47,2014-11-23,Portland Trail Blazers,Boston Celtics,Away,W,Boston,2535,Portland - Boston,1,America/New_York,3,~4.61 hours,East,,42.34,-71.02,45.54,-122.66
2014-15,RS,Nov,47,2014-11-24,Portland Trail Blazers,Philadelphia 76ers,Away,W,Philadelphia,268,Boston - Philadelphia,0,America/New_York,0,~55 minutes,-,,40.01,-75.13,42.34,-71.02
2014-15,RS,Nov,48,2014-11-26,Portland Trail Blazers,Charlotte Hornets,Away,W,Charlotte,456,Philadelphia - Charlotte,1,America/New_York,0,~55 minutes,-,,35.2,-80.83,40.01,-75.13
2014-15,RS,Nov,48,2014-11-28,Portland Trail Blazers,Memphis Grizzlies,Home,L,Portland,2287,Charlotte - Portland,1,America/Los_Angeles,-3,~4.16 hours,West,,45.54,-122.66,35.2,-80.83
2014-15,RS,Nov,48,2014-11-30,Portland Trail Blazers,Minnesota Timberwolves,Home,W,Portland,0,No Travel,1,America/Los_Angeles,0,-,-,,45.54,-122.66,45.54,-122.66
2014-15,RS,Dec,48,2014-12-02,Portland Trail Blazers,Denver Nuggets,Away,W,Denver,986,Portland - Denver,1,America/Denver,1,~1.79 hours,East,,39.77,-104.87,45.54,-122.66
2014-15,RS,Dec,49,2014-12-04,Portland Trail Blazers,Indiana Pacers,Home,W,Portland,986,Denver - Portland,1,America/Los_Angeles,-1,~1.79 hours,West,,45.54,-122.66,39.77,-104.87
