Season,Phase,Month,Week,Date,Team,Opponent,Location,W/L,City,Distance,Route,Rest,TZ,Shift (hrs),Flight Time,Direction (E/W),Return Home,Latitude,Longitude,d.Latitude,d.Longitude
2014-15,RS,Dec,51,2014-12-23,Los Angeles Lakers,Golden State Warriors,Home,W,Los Angeles,352,Sacramento - Los Angeles,1,America/Los_Angeles,0,~55 minutes,-,,34.11,-118.41,38.57,-121.47
2014-15,RS,Dec,52,2014-12-25,Los Angeles Lakers,Chicago Bulls,Away,L,Chicago,1747,Los Angeles - Chicago,1,America/Chicago,2,~3.18 hours,East,,41.84,-87.68,34.11,-118.41
2014-15,RS,Dec,52,2014-12-26,Los Angeles Lakers,Dallas Mavericks,Away,L,Dallas,800,Chicago - Dallas,0,America/Chicago,0,~1.45 hours,-,,32.79,-96.77,41.84,-87.68
2014-15,RS,Dec,52,2014-12-28,Los Angeles Lakers,Phoenix Suns,Home,L,Los Angeles,1249,Dallas - Los Angeles,1,America/Los_Angeles,-2,~2.27 hours,West,,34.11,-118.41,32.79,-96.77
2014-15,RS,Dec,52,2014-12-30,Los Angeles Lakers,Denver Nuggets,Away,W,Denver,843,Los Angeles - Denver,1,America/Denver,1,~1.53 hours,East,,39.77,-104.87,34.11,-118.41
2014-15,RS,Jan,1,2015-01-02,Los Angeles Lakers,Memphis Grizzlies,Home,L,Los Angeles,843,Denver - Los Angeles,2,America/Los_Angeles,-1,~1.53 hours,West,,34.11,-118.41,39.77,-104.87
2014-15,RS,Jan,1,2015-01-04,Los Angeles Lakers,Indiana Pacers,Home,W,Los Angeles,0,No Travel,1,America/Los_Angeles,0,-,-,,34.11,-118.41,34.11,-118.41
2014-15,RS,Jan,1,2015-01-05,Los Angeles Lakers,Portland Trail Blazers,Away,L,Portland,821,Los Angeles - Portland,0,America/Los_Angeles,0,~1.49 hours,-,,45.54,-122.66,34.11,-118.41
2014-15,RS,Jan,1,2015-01-07,Los Angeles Lakers,Los Angeles Clippers,Away,L,Los Angeles,821,Portland - Los Angeles,1,America/Los_Angeles,0,~1.49 hours,-,,34.11,-118.41,45.54,-122.66
2014-15,RS,Jan,2,2015-01-09,Los Angeles Lakers,Orlando Magic,Home,W,Los Angeles,0,No Travel,1,America/Los_Angeles,0,-,-,,34.11,-118.41,34.11,-118.41
2014-15,RS,Jan,2,2015-01-11,Los Angeles Lakers,Portland Trail Blazers,Home,L,Los Angeles,0,No Travel,1,America/Los_Angeles,0,-,-,,34.11,-118.41,34.11,-118.41
2014-15,RS,Jan,2,2015-01-13,Los Angeles Lakers,Miami Heat,Home,L,Los Angeles,0,No Travel,1,America/Los_Angeles,0,-,-,,34.11,-118.41,34.11,-118.41
2014-15,RS,Jan,3,2015-01-15,Los Angeles Lakers,Cleveland Cavaliers,Home,L,Los Angeles,0,No Travel,1,America/Los_Angeles,0,-,-,,34.11,-118.41,34.11,-118.41
2014-15,RS,Jan,3,2015-01-16,Los Angeles Lakers,Utah Jazz,Away,L,Salt Lake City,582,Los Angeles - Salt Lake City,0,America/Denver,1,~1.06 hours,East,,40.78,-111.93,34.11,-118.41
2014-15,RS,Jan,3,2015-01-19,Los Angeles Lakers,Phoenix Suns,Away,L,Phoenix,501,Salt Lake City - Phoenix,2,America/Phoenix,0,~55 minutes,-,,33.54,-112.07,40.78,-111.93
2014-15,RS,Jan,3,2015-01-21,Los Angeles Lakers,New Orleans Pelicans,Away,L,New Orleans,1320,Phoenix - New Orleans,1,America/Chicago,1,~2.4 hours,East,,30.07,-89.93,33.54,-112.07
2014-15,RS,Jan,4,2015-01-23,Los Angeles Lakers,San Antonio Spurs,Away,L,San Antonio,516,New Orleans - San Antonio,1,America/Chicago,0,~56.29 minutes,-,,29.46,-98.51,30.07,-89.93
2014-15,RS,Jan,4,2015-01-25,Los Angeles Lakers,Houston Rockets,Home,L,Los Angeles,1210,San Antonio - Los Angeles,1,America/Los_Angeles,-2,~2.2 hours,West,,34.11,-118.41,29.46,-98.51
2014-15,RS,Jan,4,2015-01-27,Los Angeles Lakers,Washington Wizards,Home,L,Los Angeles,0,No Travel,1,America/Los_Angeles,0,-,-,,34.11,-118.41,34.11,-118.41
2014-15,RS,Jan,5,2015-01-29,Los Angeles Lakers,Chicago Bulls,Home,W,Los Angeles,0,No Travel,1,America/Los_Angeles,0,-,-,,34.11,-118.41,34.11,-118.41
2014-15,RS,Feb,5,2015-02-01,Los Angeles Lakers,New York Knicks,Away,L,New York,2458,Los Angeles - New York,2,America/New_York,3,~4.47 hours,East,,40.67,-73.94,34.11,-118.41
2014-15,RS,Feb,5,2015-02-04,Los Angeles Lakers,Milwaukee Bucks,Away,L,Milwaukee,740,New York - Milwaukee,2,America/Chicago,-1,~1.35 hours,West,,43.06,-87.97,40.67,-73.94
2014-15,RS,Feb,6,2015-02-06,Los Angeles Lakers,Orlando Magic,Away,L,Orlando,1072,Milwaukee - Orlando,1,America/New_York,1,~1.95 hours,East,,28.5,-81.37,43.06,-87.97
2014-15,RS,Feb,6,2015-02-08,Los Angeles Lakers,Cleveland Cavaliers,Away,L,Cleveland,897,Orlando - Cleveland,1,America/New_York,0,~1.63 hours,-,,41.48,-81.68,28.5,-81.37
2014-15,RS,Feb,6,2015-02-10,Los Angeles Lakers,Denver Nuggets,Home,L,Los Angeles,2054,Cleveland - Los Angeles,1,America/Los_Angeles,-3,~3.73 hours,West,,34.11,-118.41,41.48,-81.68
2014-15,RS,Feb,6,2015-02-11,Los Angeles Lakers,Portland Trail Blazers,Away,L,Portland,821,Los Angeles - Portland,0,America/Los_Angeles,0,~1.49 hours,-,,45.54,-122.66,34.11,-118.41
2014-15,RS,Feb,8,2015-02-20,Los Angeles Lakers,Brooklyn Nets,Home,L,Los Angeles,821,Portland - Los Angeles,8,America/Los_Angeles,0,~1.49 hours,-,,34.11,-118.41,45.54,-122.66
2014-15,RS,Feb,8,2015-02-22,Los Angeles Lakers,Boston Celtics,Home,W,Los Angeles,0,No Travel,1,America/Los_Angeles,0,-,-,,34.11,-118.41,34.11,-118.41
2014-15,RS,Feb,8,2015-02-25,Los Angeles Lakers,Utah Jazz,Away,W,Salt Lake City,582,Los Angeles - Salt Lake City,2,America/Denver,1,~1.06 hours,East,,40.78,-111.93,34.11,-118.41
2014-15,RS,Feb,9,2015-02-27,Los Angeles Lakers,Milwaukee Bucks,Home,W,Los Angeles,582,Salt Lake City - Los Angeles,1,America/Los_Angeles,-1,~1.06 hours,West,,34.11,-118.41,40.78,-111.93
2014-15,RS,Mar,9,2015-03-01,Los Angeles Lakers,Oklahoma City Thunder,Home,L,Los Angeles,0,No Travel,1,America/Los_Angeles,0,-,-,,34.11,-118.41,34.11,-118.41
2014-15,RS,Mar,9,2015-03-03,Los Angeles Lakers,Charlotte Hornets,Away,L,Charlotte,2126,Los Angeles - Charlotte,1,America/New_York,3,~3.87 hours,East,,35.2,-80.83,34.11,-118.41
2014-15,RS,Mar,9,2015-03-04,Los Angeles Lakers,Miami Heat,Away,L,Miami,652,Charlotte - Miami,0,America/New_York,0,~1.19 hours,-,,25.78,-80.21,35.2,-80.83
2014-15,RS,Mar,10,2015-03-06,Los Angeles Lakers,Memphis Grizzlies,Away,L,Memphis,869,Miami - Memphis,1,America/Chicago,-1,~1.58 hours,West,,35.11,-90.01,25.78,-80.21
2014-15,RS,Mar,10,2015-03-08,Los Angeles Lakers,Dallas Mavericks,Home,L,Los Angeles,1612,Memphis - Los Angeles,1,America/Los_Angeles,-2,~2.93 hours,West,,34.11,-118.41,35.11,-90.01
2014-15,RS,Mar,10,2015-03-10,Los Angeles Lakers,Detroit Pistons,Home,W,Los Angeles,0,No Travel,1,America/Los_Angeles,0,-,-,,34.11,-118.41,34.11,-118.41
2014-15,RS,Mar,11,2015-03-12,Los Angeles Lakers,New York Knicks,Home,L,Los Angeles,0,No Travel,1,America/Los_Angeles,0,-,-,,34.11,-118.41,34.11,-118.41
2014-15,RS,Mar,11,2015-03-15,Los Angeles Lakers,Atlanta Hawks,Home,L,Los Angeles,0,No Travel,2,America/Los_Angeles,0,-,-,,34.11,-118.41,34.11,-118.41
2014-15,RS,Mar,11,2015-03-16,Los Angeles Lakers,Golden State Warriors,Away,L,San Francisco,339,Los Angeles - San Francisco,0,America/Los_Angeles,0,~55 minutes,-,,37.77,-122.45,34.11,-118.41
2014-15,RS,Mar,12,2015-03-19,Los Angeles Lakers,Utah Jazz,Home,L,Los Angeles,339,San Francisco - Los Angeles,2,America/Los_Angeles,0,~55 minutes,-,,34.11,-118.41,37.77,-122.45
2014-15,RS,Mar,12,2015-03-22,Los Angeles Lakers,Philadelphia 76ers,Home,W,Los Angeles,0,No Travel,2,America/Los_Angeles,0,-,-,,34.11,-118.41,34.11,-118.41
2014-15,RS,Mar,12,2015-03-24,Los Angeles Lakers,Oklahoma City Thunder,Away,L,Oklahoma City,1188,Los Angeles - Oklahoma City,1,America/Chicago,2,~2.16 hours,East,,35.47,-97.51,34.11,-118.41
2014-15,RS,Mar,12,2015-03-25,Los Angeles Lakers,Minnesota Timberwolves,Away,W,Minneapolis,693,Oklahoma City - Minneapolis,0,America/Chicago,0,~1.26 hours,-,,44.96,-93.27,35.47,-97.51
2014-15,RS,Mar,13,2015-03-27,Los Angeles Lakers,Toronto Raptors,Away,L,Toronto,692,Minneapolis - Toronto,1,America/Toronto,1,~1.26 hours,East,,43.65,-79.38,44.96,-93.27
2014-15,RS,Mar,13,2015-03-29,Los Angeles Lakers,Brooklyn Nets,Away,L,New York,346,Toronto - New York,1,America/New_York,0,~55 minutes,-,,40.67,-73.94,43.65,-79.38
2014-15,RS,Mar,13,2015-03-30,Los Angeles Lakers,Philadelphia 76ers,Away,W,Philadelphia,78,New York - Philadelphia,0,America/New_York,0,~55 minutes,-,,40.01,-75.13,40.67,-73.94
2014-15,RS,Apr,13,2015-04-01,Los Angeles Lakers,New Orleans Pelicans,Home,L,Los Angeles,2398,Philadelphia - Los Angeles,1,America/Los_Angeles,-3,~4.36 hours,West,,34.11,-118.41,40.01,-75.13
2014-15,RS,Apr,14,2015-04-03,Los Angeles Lakers,Portland Trail Blazers,Home,L,Los Angeles,0,No Travel,1,America/Los_Angeles,0,-,-,,34.11,-118.41,34.11,-118.41
2014-15,RS,Apr,14,2015-04-05,Los Angeles Lakers,Los Angeles Clippers,Home,L,Los Angeles,0,No Travel,1,America/Los_Angeles,0,-,-,,34.11,-118.41,34.11,-118.41
2014-15,RS,Apr,14,2015-04-07,Los Angeles Lakers,Los Angeles Clippers,Away,L,Los Angeles,0,No Travel,1,America/Los_Angeles,0,-,-,,34.11,-118.41,34.11,-118.41
2014-15,RS,Apr,14,2015-04-08,Los Angeles Lakers,Denver Nuggets,Away,L,Denver,843,Los Angeles - Denver,0,America/Denver,1,~1.53 hours,East,,39.77,-104.87,34.11,-118.41
2014-15,RS,Apr,15,2015-04-10,Los Angeles Lakers,Minnesota Timberwolves,Home,W,Los Angeles,843,Denver - Los Angeles,1,America/Los_Angeles,-1,~1.53 hours,West,,34.11,-118.41,39.77,-104.87
2014-15,RS,Apr,15,2015-04-12,Los Angeles Lakers,Dallas Mavericks,Home,L,Los Angeles,0,No Travel,1,America/Los_Angeles,0,-,-,,34.11,-118.41,34.11,-118.41
2014-15,RS,Apr,15,2015-04-13,Los Angeles Lakers,Sacramento Kings,Away,L,Sacramento,352,Los Angeles - Sacramento,0,America/Los_Angeles,0,~55 minutes,-,,38.57,-121.47,34.11,-118.41
2014-15,RS,Apr,15,2015-04-15,Los Angeles Lakers,Sacramento Kings,Home,L,Los Angeles,352,Sacramento - NA,1,America/Los_Angeles,0,~55 minutes,-,,34.11,-118.41,38.57,-121.47
2014-15,RS,Oct,44,2014-10-29,Memphis Grizzlies,Minnesota Timberwolves,Home,W,Memphis,0,No Travel,15,America/Chicago,0,-,-,,35.11,-90.01,35.11,-90.01
2014-15,RS,Oct,44,2014-10-31,Memphis Grizzlies,Indiana Pacers,Away,W,Indianapolis,386,Memphis - Indianapolis,1,America/Indiana/Indianapolis,1,~55 minutes,East,,39.78,-86.15,35.11,-90.01
2014-15,RS,Nov,44,2014-11-01,Memphis Grizzlies,Charlotte Hornets,Away,W,Charlotte,430,Indianapolis - Charlotte,0,America/New_York,0,~55 minutes,-,,35.2,-80.83,39.78,-86.15
2014-15,RS,Nov,44,2014-11-03,Memphis Grizzlies,New Orleans Pelicans,Home,W,Memphis,519,Charlotte - Memphis,1,America/Chicago,-1,~56.62 minutes,West,,35.11,-90.01,35.2,-80.83
2014-15,RS,Nov,45,2014-11-05,Memphis Grizzlies,Phoenix Suns,Away,W,Phoenix,1262,Memphis - Phoenix,1,America/Phoenix,-1,~2.29 hours,West,,33.54,-112.07,35.11,-90.01
2014-15,RS,Nov,45,2014-11-07,Memphis Grizzlies,Oklahoma City Thunder,Away,W,Oklahoma City,839,Phoenix - Oklahoma City,1,America/Chicago,1,~1.53 hours,East,,35.47,-97.51,33.54,-112.07
2014-15,RS,Nov,45,2014-11-08,Memphis Grizzlies,Milwaukee Bucks,Away,L,Milwaukee,731,Oklahoma City - Milwaukee,0,America/Chicago,0,~1.33 hours,-,,43.06,-87.97,35.47,-97.51
2014-15,RS,Nov,45,2014-11-11,Memphis Grizzlies,Los Angeles Lakers,Home,W,Memphis,560,Milwaukee - Memphis,2,America/Chicago,0,~1.02 hours,-,,35.11,-90.01,43.06,-87.97
2014-15,RS,Nov,46,2014-11-13,Memphis Grizzlies,Sacramento Kings,Home,W,Memphis,0,No Travel,1,America/Chicago,0,-,-,,35.11,-90.01,35.11,-90.01
2014-15,RS,Nov,46,2014-11-15,Memphis Grizzlies,Detroit Pistons,Home,W,Memphis,0,No Travel,1,America/Chicago,0,-,-,,35.11,-90.01,35.11,-90.01
2014-15,RS,Nov,46,2014-11-17,Memphis Grizzlies,Houston Rockets,Home,W,Memphis,0,No Travel,1,America/Chicago,0,-,-,,35.11,-90.01,35.11,-90.01
2014-15,RS,Nov,47,2014-11-19,Memphis Grizzlies,Toronto Raptors,Away,L,Toronto,818,Memphis - Toronto,1,America/Toronto,1,~1.49 hours,East,,43.65,-79.38,35.11,-90.01
2014-15,RS,Nov,47,2014-11-21,Memphis Grizzlies,Boston Celtics,Home,W,Memphis,818,Toronto - Memphis,1,America/Chicago,-1,~1.49 hours,West,,35.11,-90.01,43.65,-79.38
2014-15,RS,Nov,47,2014-11-23,Memphis Grizzlies,Los Angeles Clippers,Home,W,Memphis,0,No Travel,1,America/Chicago,0,-,-,,35.11,-90.01,35.11,-90.01
2014-15,RS,Nov,48,2014-11-26,Memphis Grizzlies,Los Angeles Lakers,Away,W,Los Angeles,1612,Memphis - Los Angeles,2,America/Los_Angeles,-2,~2.93 hours,West,,34.11,-118.41,35.11,-90.01
2014-15,RS,Nov,48,2014-11-28,Memphis Grizzlies,Portland Trail Blazers,Away,W,Portland,821,Los Angeles - Portland,1,America/Los_Angeles,0,~1.49 hours,-,,45.54,-122.66,34.11,-118.41
2014-15,RS,Nov,48,2014-11-30,Memphis Grizzlies,Sacramento Kings,Away,W,Sacramento,486,Portland - Sacramento,1,America/Los_Angeles,0,~55 minutes,-,,38.57,-121.47,45.54,-122.66
2014-15,RS,Dec,49,2014-12-03,Memphis Grizzlies,Houston Rockets,Away,L,Houston,1604,Sacramento - Houston,2,America/Chicago,2,~2.92 hours,East,,29.77,-95.39,38.57,-121.47
2014-15,RS,Dec,49,2014-12-05,Memphis Grizzlies,San Antonio Spurs,Home,L,Memphis,484,Houston - Memphis,1,America/Chicago,0,~55 minutes,-,,35.11,-90.01,29.77,-95.39
2014-15,RS,Dec,49,2014-12-07,Memphis Grizzlies,Miami Heat,Home,W,Memphis,0,No Travel,1,America/Chicago,0,-,-,,35.11,-90.01,35.11,-90.01
2014-15,RS,Dec,49,2014-12-09,Memphis Grizzlies,Dallas Mavericks,Home,W,Memphis,0,No Travel,1,America/Chicago,0,-,-,,35.11,-90.01,35.11,-90.01
2014-15,RS,Dec,50,2014-12-12,Memphis Grizzlies,Charlotte Hornets,Home,W,Memphis,0,No Travel,2,America/Chicago,0,-,-,,35.11,-90.01,35.11,-90.01
2014-15,RS,Dec,50,2014-12-13,Memphis Grizzlies,Philadelphia 76ers,Away,W,Philadelphia,882,Memphis - Philadelphia,0,America/New_York,1,~1.6 hours,East,,40.01,-75.13,35.11,-90.01
2014-15,RS,Dec,50,2014-12-16,Memphis Grizzlies,Golden State Warriors,Home,W,Memphis,882,Philadelphia - Memphis,2,America/Chicago,-1,~1.6 hours,West,,35.11,-90.01,40.01,-75.13
2014-15,RS,Dec,51,2014-12-17,Memphis Grizzlies,San Antonio Spurs,Away,W,San Antonio,631,Memphis - San Antonio,0,America/Chicago,0,~1.15 hours,-,,29.46,-98.51,35.11,-90.01
2014-15,RS,Dec,51,2014-12-19,Memphis Grizzlies,Chicago Bulls,Home,L,Memphis,631,San Antonio - Memphis,1,America/Chicago,0,~1.15 hours,-,,35.11,-90.01,29.46,-98.51
2014-15,RS,Dec,51,2014-12-21,Memphis Grizzlies,Cleveland Cavaliers,Away,L,Cleveland,630,Memphis - Cleveland,1,America/New_York,1,~1.15 hours,East,,41.48,-81.68,35.11,-90.01
2014-15,RS,Dec,51,2014-12-22,Memphis Grizzlies,Utah Jazz,Home,L,Memphis,630,Cleveland - Memphis,0,America/Chicago,-1,~1.15 hours,West,,35.11,-90.01,41.48,-81.68
2014-15,RS,Dec,52,2014-12-26,Memphis Grizzlies,Houston Rockets,Home,L,Memphis,0,No Travel,3,America/Chicago,0,-,-,,35.11,-90.01,35.11,-90.01
2014-15,RS,Dec,52,2014-12-27,Memphis Grizzlies,Miami Heat,Away,W,Miami,869,Memphis - Miami,0,America/New_York,1,~1.58 hours,East,,25.78,-80.21,35.11,-90.01
2014-15,RS,Dec,52,2014-12-30,Memphis Grizzlies,San Antonio Spurs,Home,W,Memphis,869,Miami - Memphis,2,America/Chicago,-1,~1.58 hours,West,,35.11,-90.01,25.78,-80.21
2014-15,RS,Jan,1,2015-01-02,Memphis Grizzlies,Los Angeles Lakers,Away,W,Los Angeles,1612,Memphis - Los Angeles,2,America/Los_Angeles,-2,~2.93 hours,West,,34.11,-118.41,35.11,-90.01
2014-15,RS,Jan,1,2015-01-03,Memphis Grizzlies,Denver Nuggets,Away,L,Denver,843,Los Angeles - Denver,0,America/Denver,1,~1.53 hours,East,,39.77,-104.87,34.11,-118.41
2014-15,RS,Jan,1,2015-01-05,Memphis Grizzlies,New York Knicks,Home,W,Memphis,876,Denver - Memphis,1,America/Chicago,1,~1.59 hours,East,,35.11,-90.01,39.77,-104.87
2014-15,RS,Jan,1,2015-01-07,Memphis Grizzlies,Atlanta Hawks,Away,L,Atlanta,332,Memphis - Atlanta,1,America/New_York,1,~55 minutes,East,,33.76,-84.42,35.11,-90.01
2014-15,RS,Jan,2,2015-01-09,Memphis Grizzlies,New Orleans Pelicans,Away,L,New Orleans,412,Atlanta - New Orleans,1,America/Chicago,-1,~55 minutes,West,,30.07,-89.93,33.76,-84.42
2014-15,RS,Jan,2,2015-01-11,Memphis Grizzlies,Phoenix Suns,Home,W,Memphis,348,New Orleans - Memphis,1,America/Chicago,0,~55 minutes,-,,35.11,-90.01,30.07,-89.93
2014-15,RS,Jan,2,2015-01-14,Memphis Grizzlies,Brooklyn Nets,Away,W,New York,955,Memphis - New York,2,America/New_York,1,~1.74 hours,East,,40.67,-73.94,35.11,-90.01
2014-15,RS,Jan,3,2015-01-16,Memphis Grizzlies,Orlando Magic,Away,W,Orlando,941,New York - Orlando,1,America/New_York,0,~1.71 hours,-,,28.5,-81.37,40.67,-73.94
2014-15,RS,Jan,3,2015-01-17,Memphis Grizzlies,Portland Trail Blazers,Home,W,Memphis,682,Orlando - Memphis,0,America/Chicago,-1,~1.24 hours,West,,35.11,-90.01,28.5,-81.37
2014-15,RS,Jan,3,2015-01-19,Memphis Grizzlies,Dallas Mavericks,Home,L,Memphis,0,No Travel,1,America/Chicago,0,-,-,,35.11,-90.01,35.11,-90.01
2014-15,RS,Jan,3,2015-01-21,Memphis Grizzlies,Toronto Raptors,Home,W,Memphis,0,No Travel,1,America/Chicago,0,-,-,,35.11,-90.01,35.11,-90.01
2014-15,RS,Jan,4,2015-01-24,Memphis Grizzlies,Philadelphia 76ers,Home,W,Memphis,0,No Travel,2,America/Chicago,0,-,-,,35.11,-90.01,35.11,-90.01
2014-15,RS,Jan,4,2015-01-26,Memphis Grizzlies,Orlando Magic,Home,W,Memphis,0,No Travel,1,America/Chicago,0,-,-,,35.11,-90.01,35.11,-90.01
2014-15,RS,Jan,4,2015-01-27,Memphis Grizzlies,Dallas Mavericks,Away,W,Dallas,419,Memphis - Dallas,0,America/Chicago,0,~55 minutes,-,,32.79,-96.77,35.11,-90.01
2014-15,RS,Jan,5,2015-01-29,Memphis Grizzlies,Denver Nuggets,Home,W,Memphis,419,Dallas - Memphis,1,America/Chicago,0,~55 minutes,-,,35.11,-90.01,32.79,-96.77
2014-15,RS,Jan,5,2015-01-31,Memphis Grizzlies,Oklahoma City Thunder,Home,W,Memphis,0,No Travel,1,America/Chicago,0,-,-,,35.11,-90.01,35.11,-90.01
2014-15,RS,Feb,5,2015-02-02,Memphis Grizzlies,Phoenix Suns,Away,W,Phoenix,1262,Memphis - Phoenix,1,America/Phoenix,-1,~2.29 hours,West,,33.54,-112.07,35.11,-90.01
2014-15,RS,Feb,5,2015-02-04,Memphis Grizzlies,Utah Jazz,Away,W,Salt Lake City,501,Phoenix - Salt Lake City,1,America/Denver,0,~55 minutes,-,,40.78,-111.93,33.54,-112.07
2014-15,RS,Feb,6,2015-02-06,Memphis Grizzlies,Minnesota Timberwolves,Away,L,Minneapolis,986,Salt Lake City - Minneapolis,1,America/Chicago,1,~1.79 hours,East,,44.96,-93.27,40.78,-111.93
2014-15,RS,Feb,6,2015-02-08,Memphis Grizzlies,Atlanta Hawks,Home,W,Memphis,702,Minneapolis - Memphis,1,America/Chicago,0,~1.28 hours,-,,35.11,-90.01,44.96,-93.27
2014-15,RS,Feb,6,2015-02-10,Memphis Grizzlies,Brooklyn Nets,Home,W,Memphis,0,No Travel,1,America/Chicago,0,-,-,,35.11,-90.01,35.11,-90.01
2014-15,RS,Feb,6,2015-02-11,Memphis Grizzlies,Oklahoma City Thunder,Away,L,Oklahoma City,424,Memphis - Oklahoma City,0,America/Chicago,0,~55 minutes,-,,35.47,-97.51,35.11,-90.01
2014-15,RS,Feb,8,2015-02-22,Memphis Grizzlies,Portland Trail Blazers,Away,W,Portland,1485,Oklahoma City - Portland,10,America/Los_Angeles,-2,~2.7 hours,West,,45.54,-122.66,35.47,-97.51
2014-15,RS,Feb,8,2015-02-23,Memphis Grizzlies,Los Angeles Clippers,Away,W,Los Angeles,821,Portland - Los Angeles,0,America/Los_Angeles,0,~1.49 hours,-,,34.11,-118.41,45.54,-122.66
2014-15,RS,Feb,8,2015-02-25,Memphis Grizzlies,Sacramento Kings,Away,L,Sacramento,352,Los Angeles - Sacramento,1,America/Los_Angeles,0,~55 minutes,-,,38.57,-121.47,34.11,-118.41
2014-15,RS,Feb,9,2015-02-27,Memphis Grizzlies,Los Angeles Clippers,Home,L,Memphis,1748,Sacramento - Memphis,1,America/Chicago,2,~3.18 hours,East,,35.11,-90.01,38.57,-121.47
2014-15,RS,Feb,9,2015-02-28,Memphis Grizzlies,Minnesota Timberwolves,Away,W,Minneapolis,702,Memphis - Minneapolis,0,America/Chicago,0,~1.28 hours,-,,44.96,-93.27,35.11,-90.01
2014-15,RS,Mar,9,2015-03-03,Memphis Grizzlies,Utah Jazz,Home,L,Memphis,702,Minneapolis - Memphis,2,America/Chicago,0,~1.28 hours,-,,35.11,-90.01,44.96,-93.27
2014-15,RS,Mar,9,2015-03-04,Memphis Grizzlies,Houston Rockets,Away,W,Houston,484,Memphis - Houston,0,America/Chicago,0,~55 minutes,-,,29.77,-95.39,35.11,-90.01
2014-15,RS,Mar,10,2015-03-06,Memphis Grizzlies,Los Angeles Lakers,Home,W,Memphis,484,Houston - Memphis,1,America/Chicago,0,~55 minutes,-,,35.11,-90.01,29.77,-95.39
2014-15,RS,Mar,10,2015-03-07,Memphis Grizzlies,New Orleans Pelicans,Away,L,New Orleans,348,Memphis - New Orleans,0,America/Chicago,0,~55 minutes,-,,30.07,-89.93,35.11,-90.01
2014-15,RS,Mar,10,2015-03-09,Memphis Grizzlies,Chicago Bulls,Away,W,Chicago,823,New Orleans - Chicago,1,America/Chicago,0,~1.5 hours,-,,41.84,-87.68,30.07,-89.93
2014-15,RS,Mar,10,2015-03-11,Memphis Grizzlies,Boston Celtics,Away,L,Boston,854,Chicago - Boston,1,America/New_York,1,~1.55 hours,East,,42.34,-71.02,41.84,-87.68
2014-15,RS,Mar,11,2015-03-12,Memphis Grizzlies,Washington Wizards,Away,L,Washington,394,Boston - Washington,0,America/New_York,0,~55 minutes,-,,38.91,-77.02,42.34,-71.02
2014-15,RS,Mar,11,2015-03-14,Memphis Grizzlies,Milwaukee Bucks,Home,W,Memphis,763,Washington - Memphis,1,America/Chicago,-1,~1.39 hours,West,,35.11,-90.01,38.91,-77.02
2014-15,RS,Mar,11,2015-03-16,Memphis Grizzlies,Denver Nuggets,Home,W,Memphis,0,No Travel,1,America/Chicago,0,-,-,,35.11,-90.01,35.11,-90.01
2014-15,RS,Mar,11,2015-03-17,Memphis Grizzlies,Detroit Pistons,Away,L,Detroit,625,Memphis - Detroit,0,America/Detroit,1,~1.14 hours,East,,42.38,-83.1,35.11,-90.01
2014-15,RS,Mar,12,2015-03-20,Memphis Grizzlies,Dallas Mavericks,Away,W,Dallas,998,Detroit - Dallas,2,America/Chicago,-1,~1.81 hours,West,,32.79,-96.77,42.38,-83.1
2014-15,RS,Mar,12,2015-03-21,Memphis Grizzlies,Portland Trail Blazers,Home,W,Memphis,419,Dallas - Memphis,0,America/Chicago,0,~55 minutes,-,,35.11,-90.01,32.79,-96.77
2014-15,RS,Mar,12,2015-03-23,Memphis Grizzlies,New York Knicks,Away,W,New York,955,Memphis - New York,1,America/New_York,1,~1.74 hours,East,,40.67,-73.94,35.11,-90.01
2014-15,RS,Mar,12,2015-03-25,Memphis Grizzlies,Cleveland Cavaliers,Home,L,Memphis,955,New York - Memphis,1,America/Chicago,-1,~1.74 hours,West,,35.11,-90.01,40.67,-73.94
2014-15,RS,Mar,13,2015-03-27,Memphis Grizzlies,Golden State Warriors,Home,L,Memphis,0,No Travel,1,America/Chicago,0,-,-,,35.11,-90.01,35.11,-90.01
2014-15,RS,Mar,13,2015-03-29,Memphis Grizzlies,San Antonio Spurs,Away,L,San Antonio,631,Memphis - San Antonio,1,America/Chicago,0,~1.15 hours,-,,29.46,-98.51,35.11,-90.01
2014-15,RS,Mar,13,2015-03-30,Memphis Grizzlies,Sacramento Kings,Home,W,Memphis,631,San Antonio - Memphis,0,America/Chicago,0,~1.15 hours,-,,35.11,-90.01,29.46,-98.51
2014-15,RS,Apr,14,2015-04-03,Memphis Grizzlies,Oklahoma City Thunder,Home,W,Memphis,0,No Travel,3,America/Chicago,0,-,-,,35.11,-90.01,35.11,-90.01
2014-15,RS,Apr,14,2015-04-04,Memphis Grizzlies,Washington Wizards,Home,L,Memphis,0,No Travel,0,America/Chicago,0,-,-,,35.11,-90.01,35.11,-90.01
2014-15,RS,Apr,14,2015-04-08,Memphis Grizzlies,New Orleans Pelicans,Home,W,Memphis,0,No Travel,3,America/Chicago,0,-,-,,35.11,-90.01,35.11,-90.01
2014-15,RS,Apr,15,2015-04-10,Memphis Grizzlies,Utah Jazz,Away,W,Salt Lake City,1254,Memphis - Salt Lake City,1,America/Denver,-1,~2.28 hours,West,,40.78,-111.93,35.11,-90.01
