"","team","w","l","w_lpercent","gb","pw","pl","ps_g","pa_g","date"
"317","Philadelphia 76ers",0,5,0,"5.5",1,4,92.8,104.2,"2016-11-5"
"318","Oklahoma City Thunder*",5,1,0.833,"—",4,2,103.7,100,"2016-11-5"
"319","Los Angeles Clippers*",5,1,0.833,"—",5,1,102.7,90.7,"2016-11-5"
"320","San Antonio Spurs*",5,2,0.714,"0.5",5,2,102.6,97.1,"2016-11-5"
"321","Golden State Warriors*",4,2,0.667,"1.0",3,3,112.3,110,"2016-11-5"
"322","Utah Jazz*",3,3,0.5,"2.0",3,3,94,93.7,"2016-11-5"
"323","Portland Trail Blazers*",3,3,0.5,"2.0",3,3,109.7,111.8,"2016-11-5"
"324","Houston Rockets*",3,3,0.5,"2.0",3,3,108,108.2,"2016-11-5"
"325","Memphis Grizzlies*",3,3,0.5,"2.0",2,4,95.8,101.7,"2016-11-5"
"326","Los Angeles Lakers",3,3,0.5,"2.0",3,3,108.8,108.5,"2016-11-5"
"327","Denver Nuggets",2,3,0.4,"2.5",2,3,102,104.8,"2016-11-5"
"328","Phoenix Suns",2,4,0.333,"3.0",2,4,105.3,112.3,"2016-11-5"
"329","Sacramento Kings",2,5,0.286,"3.5",2,5,98.4,104.6,"2016-11-5"
"330","Minnesota Timberwolves",1,4,0.2,"3.5",3,2,101.6,100.4,"2016-11-5"
"331","Dallas Mavericks",0,5,0,"4.5",1,4,97.4,106.2,"2016-11-5"
"332","New Orleans Pelicans",0,6,0,"5.0",2,4,100.3,107.5,"2016-11-5"
"333","Cleveland Cavaliers*",6,0,1,"—",5,1,112.3,103.5,"2016-11-6"
"334","Charlotte Hornets",4,1,0.8,"1.5",4,1,102,95.8,"2016-11-6"
"335","Atlanta Hawks*",4,2,0.667,"2.0",5,1,107.3,96.8,"2016-11-6"
"336","Toronto Raptors*",4,2,0.667,"2.0",4,2,100.8,95.5,"2016-11-6"
"337","Detroit Pistons",4,2,0.667,"2.0",4,2,100.5,93,"2016-11-6"
"338","Milwaukee Bucks*",4,3,0.571,"2.5",4,3,103.3,101.4,"2016-11-6"
"339","Boston Celtics*",3,3,0.5,"3.0",3,3,110.2,111.8,"2016-11-6"
"340","Chicago Bulls*",3,3,0.5,"3.0",4,2,106.5,103.8,"2016-11-6"
"341","Indiana Pacers*",3,3,0.5,"3.0",3,3,109.7,111.5,"2016-11-6"
"342","Orlando Magic",3,3,0.5,"3.0",2,4,95,100.3,"2016-11-6"
"343","Miami Heat",2,3,0.4,"3.5",3,2,98.6,98.2,"2016-11-6"
"344","New York Knicks",2,4,0.333,"4.0",2,4,102.2,109.8,"2016-11-6"
"345","Brooklyn Nets",2,4,0.333,"4.0",2,4,103.3,107.3,"2016-11-6"
"346","Washington Wizards*",1,4,0.2,"4.5",1,4,97.2,103.8,"2016-11-6"
"347","Philadelphia 76ers",0,5,0,"5.5",1,4,92.8,104.2,"2016-11-6"
"348","Oklahoma City Thunder*",5,1,0.833,"—",4,2,103.7,100,"2016-11-6"
"349","Los Angeles Clippers*",5,1,0.833,"—",5,1,102.7,90.7,"2016-11-6"
"350","San Antonio Spurs*",5,2,0.714,"0.5",5,2,102.6,97.1,"2016-11-6"
"351","Golden State Warriors*",4,2,0.667,"1.0",3,3,112.3,110,"2016-11-6"
"352","Utah Jazz*",4,3,0.571,"1.5",4,3,96.9,95.9,"2016-11-6"
"353","Portland Trail Blazers*",4,3,0.571,"1.5",3,4,108.3,109.3,"2016-11-6"
"354","Los Angeles Lakers",4,3,0.571,"1.5",4,3,110.3,108.4,"2016-11-6"
"355","Houston Rockets*",3,3,0.5,"2.0",3,3,108,108.2,"2016-11-6"
"356","Denver Nuggets",3,3,0.5,"2.0",3,3,105.5,105.2,"2016-11-6"
"357","Memphis Grizzlies*",3,4,0.429,"2.5",2,5,95.6,101.4,"2016-11-6"
"358","Sacramento Kings",3,5,0.375,"3.0",3,5,98.1,102.9,"2016-11-6"
"359","Phoenix Suns",2,5,0.286,"3.5",2,5,105.7,113.3,"2016-11-6"
"360","Minnesota Timberwolves",1,4,0.2,"3.5",3,2,101.6,100.4,"2016-11-6"
"361","Dallas Mavericks",1,5,0.167,"4.0",2,4,95.5,101,"2016-11-6"
"362","New Orleans Pelicans",0,6,0,"5.0",2,4,100.3,107.5,"2016-11-6"
"363","Cleveland Cavaliers*",6,0,1,"—",5,1,112.3,103.5,"2016-11-7"
"364","Charlotte Hornets",5,1,0.833,"1.0",5,1,105.3,96.5,"2016-11-7"
"365","Atlanta Hawks*",4,2,0.667,"2.0",5,1,107.3,96.8,"2016-11-7"
"366","Toronto Raptors*",4,2,0.667,"2.0",4,2,100.8,95.5,"2016-11-7"
"367","Chicago Bulls*",4,3,0.571,"2.5",5,2,107.3,100.4,"2016-11-7"
"368","Milwaukee Bucks*",4,3,0.571,"2.5",4,3,103.3,101.4,"2016-11-7"
"369","Detroit Pistons",4,3,0.571,"2.5",4,3,97.9,96,"2016-11-7"
"370","Boston Celtics*",3,3,0.5,"3.0",3,3,110.2,111.8,"2016-11-7"
"371","Indiana Pacers*",3,4,0.429,"3.5",2,5,108.3,113,"2016-11-7"
"372","Orlando Magic",3,4,0.429,"3.5",1,6,92.9,102,"2016-11-7"
"373","Miami Heat",2,4,0.333,"4.0",3,3,96.3,98,"2016-11-7"
"374","New York Knicks",2,4,0.333,"4.0",2,4,102.2,109.8,"2016-11-7"
"375","Brooklyn Nets",2,4,0.333,"4.0",2,4,103.3,107.3,"2016-11-7"
"376","Washington Wizards*",1,5,0.167,"5.0",2,4,98.7,105.5,"2016-11-7"
"377","Philadelphia 76ers",0,6,0,"6.0",1,5,91.3,105,"2016-11-7"
"378","Oklahoma City Thunder*",6,1,0.857,"—",5,2,102.7,97.9,"2016-11-7"
"379","Los Angeles Clippers*",6,1,0.857,"—",6,1,104.3,89.4,"2016-11-7"
"380","Golden State Warriors*",5,2,0.714,"1.0",4,3,112.9,109.4,"2016-11-7"
"381","San Antonio Spurs*",5,2,0.714,"1.0",5,2,102.6,97.1,"2016-11-7"
"382","Utah Jazz*",5,3,0.625,"1.5",5,3,98.4,94.4,"2016-11-7"
"383","Portland Trail Blazers*",4,3,0.571,"2.0",3,4,108.3,109.3,"2016-11-7"
"384","Houston Rockets*",4,3,0.571,"2.0",4,3,108.9,107.9,"2016-11-7"
"385","Los Angeles Lakers",4,3,0.571,"2.0",4,3,110.3,108.4,"2016-11-7"
"386","Denver Nuggets",3,3,0.5,"2.5",3,3,105.5,105.2,"2016-11-7"
"387","Memphis Grizzlies*",3,4,0.429,"3.0",2,5,95.6,101.4,"2016-11-7"
"388","Sacramento Kings",3,5,0.375,"3.5",3,5,98.1,102.9,"2016-11-7"
"389","Phoenix Suns",2,5,0.286,"4.0",2,5,105.7,113.3,"2016-11-7"
"390","Minnesota Timberwolves",1,4,0.2,"4.0",3,2,101.6,100.4,"2016-11-7"
"391","Dallas Mavericks",1,5,0.167,"4.5",2,4,95.5,101,"2016-11-7"
"392","New Orleans Pelicans",0,7,0,"6.0",2,5,101.1,108.7,"2016-11-7"
"393","Cleveland Cavaliers*",6,1,0.857,"—",5,2,111.4,104.4,"2016-11-8"
"394","Charlotte Hornets",5,1,0.833,"0.5",5,1,105.3,96.5,"2016-11-8"
"395","Atlanta Hawks*",5,2,0.714,"1.0",6,1,107.7,98.1,"2016-11-8"
"396","Toronto Raptors*",4,2,0.667,"1.5",4,2,100.8,95.5,"2016-11-8"
"397","Chicago Bulls*",4,3,0.571,"2.0",5,2,107.3,100.4,"2016-11-8"
"398","Milwaukee Bucks*",4,3,0.571,"2.0",4,3,103.3,101.4,"2016-11-8"
"399","Detroit Pistons",4,3,0.571,"2.0",4,3,97.9,96,"2016-11-8"
"400","Boston Celtics*",3,3,0.5,"2.5",3,3,110.2,111.8,"2016-11-8"
"401","Indiana Pacers*",3,4,0.429,"3.0",2,5,108.3,113,"2016-11-8"
"402","Brooklyn Nets",3,4,0.429,"3.0",3,4,105.6,107.7,"2016-11-8"
"403","Orlando Magic",3,4,0.429,"3.0",1,6,92.9,102,"2016-11-8"
"404","Miami Heat",2,4,0.333,"3.5",3,3,96.3,98,"2016-11-8"
"405","New York Knicks",2,4,0.333,"3.5",2,4,102.2,109.8,"2016-11-8"
"406","Washington Wizards*",1,5,0.167,"4.5",2,4,98.7,105.5,"2016-11-8"
"407","Philadelphia 76ers",0,6,0,"5.5",1,5,91.3,105,"2016-11-8"
"408","Oklahoma City Thunder*",6,1,0.857,"—",5,2,102.7,97.9,"2016-11-8"
"409","Los Angeles Clippers*",6,1,0.857,"—",6,1,104.3,89.4,"2016-11-8"
"410","Golden State Warriors*",5,2,0.714,"1.0",4,3,112.9,109.4,"2016-11-8"
"411","San Antonio Spurs*",5,2,0.714,"1.0",5,2,102.6,97.1,"2016-11-8"
"412","Utah Jazz*",5,3,0.625,"1.5",5,3,98.4,94.4,"2016-11-8"
"413","Portland Trail Blazers*",5,3,0.625,"1.5",4,4,110.3,110.8,"2016-11-8"
"414","Houston Rockets*",4,3,0.571,"2.0",4,3,108.9,107.9,"2016-11-8"
"415","Memphis Grizzlies*",4,4,0.5,"2.5",3,5,97.1,102.1,"2016-11-8"
"416","Los Angeles Lakers",4,4,0.5,"2.5",4,4,108.6,108.5,"2016-11-8"
"417","Sacramento Kings",4,5,0.444,"3.0",3,6,98.6,101.9,"2016-11-8"
"418","Denver Nuggets",3,4,0.429,"3.0",4,3,105.7,105.6,"2016-11-8"
"419","Dallas Mavericks",2,5,0.286,"4.0",3,4,97.4,100.4,"2016-11-8"
"420","Phoenix Suns",2,6,0.25,"4.5",2,6,107.6,114.6,"2016-11-8"
"421","Minnesota Timberwolves",1,5,0.167,"4.5",3,3,103,103.5,"2016-11-8"
"422","New Orleans Pelicans",0,8,0,"6.5",2,6,100.3,107.9,"2016-11-8"
"423","Cleveland Cavaliers*",6,1,0.857,"—",5,2,111.4,104.4,"2016-11-9"
"424","Charlotte Hornets",6,1,0.857,"—",5,2,105.1,96.7,"2016-11-9"
"425","Atlanta Hawks*",6,2,0.75,"0.5",6,2,108.6,99.3,"2016-11-9"
"426","Toronto Raptors*",5,2,0.714,"1.0",5,2,102.4,96.4,"2016-11-9"
"427","Milwaukee Bucks*",4,3,0.571,"2.0",4,3,103.3,101.4,"2016-11-9"
"428","Chicago Bulls*",4,4,0.5,"2.5",5,3,107.3,102.3,"2016-11-9"
"429","Indiana Pacers*",4,4,0.5,"2.5",3,5,110,113.3,"2016-11-9"
"430","Detroit Pistons",4,4,0.5,"2.5",4,4,98.1,97.4,"2016-11-9"
"431","Boston Celtics*",3,4,0.429,"3.0",2,5,107.7,112.7,"2016-11-9"
"432","New York Knicks",3,4,0.429,"3.0",2,5,103.3,107.9,"2016-11-9"
"433","Brooklyn Nets",3,5,0.375,"3.5",3,5,104.4,108,"2016-11-9"
"434","Orlando Magic",3,5,0.375,"3.5",2,6,94.6,104.6,"2016-11-9"
"435","Miami Heat",2,4,0.333,"3.5",3,3,96.3,98,"2016-11-9"
"436","Washington Wizards*",2,5,0.286,"4.0",3,4,101.4,103.7,"2016-11-9"
"437","Philadelphia 76ers",0,7,0,"6.0",1,6,94.7,107.4,"2016-11-9"
"438","Los Angeles Clippers*",7,1,0.875,"—",7,1,105.1,88.3,"2016-11-9"
"439","Golden State Warriors*",6,2,0.75,"1.0",5,3,113.3,107.6,"2016-11-9"
"440","Oklahoma City Thunder*",6,2,0.75,"1.0",5,3,102.6,99.6,"2016-11-9"
"441","San Antonio Spurs*",5,3,0.625,"2.0",5,3,102.1,97.6,"2016-11-9"
"442","Houston Rockets*",5,3,0.625,"2.0",4,4,107.9,106.8,"2016-11-9"
"443","Utah Jazz*",5,4,0.556,"2.5",5,4,98.3,95.4,"2016-11-9"
"444","Portland Trail Blazers*",5,4,0.556,"2.5",3,6,106.9,110.8,"2016-11-9"
"445","Memphis Grizzlies*",4,4,0.5,"3.0",3,5,97.1,102.1,"2016-11-9"
"446","Los Angeles Lakers",4,4,0.5,"3.0",4,4,108.6,108.5,"2016-11-9"
"447","Sacramento Kings",4,5,0.444,"3.5",3,6,98.6,101.9,"2016-11-9"
"448","Denver Nuggets",3,4,0.429,"3.5",4,3,105.7,105.6,"2016-11-9"
"449","Phoenix Suns",3,6,0.333,"4.5",3,6,107.6,113,"2016-11-9"
"450","Minnesota Timberwolves",2,5,0.286,"4.5",4,3,105.9,104,"2016-11-9"
"451","Dallas Mavericks",2,6,0.25,"5.0",3,5,97.1,102.4,"2016-11-9"
"452","New Orleans Pelicans",0,8,0,"7.0",2,6,100.3,107.9,"2016-11-9"
"453","Cleveland Cavaliers*",6,1,0.857,"—",5,2,111.4,104.4,"2016-11-10"
"454","Charlotte Hornets",6,1,0.857,"—",5,2,105.1,96.7,"2016-11-10"
"455","Atlanta Hawks*",6,2,0.75,"0.5",6,2,108.6,99.3,"2016-11-10"
"456","Toronto Raptors*",5,2,0.714,"1.0",5,2,102.4,96.4,"2016-11-10"
"457","Chicago Bulls*",5,4,0.556,"2.0",6,3,106.2,101.4,"2016-11-10"
"458","Indiana Pacers*",4,4,0.5,"2.5",3,5,110,113.3,"2016-11-10"
"459","Milwaukee Bucks*",4,4,0.5,"2.5",4,4,103.6,102.8,"2016-11-10"
"460","Detroit Pistons",4,4,0.5,"2.5",4,4,98.1,97.4,"2016-11-10"
"461","Boston Celtics*",3,4,0.429,"3.0",2,5,107.7,112.7,"2016-11-10"
"462","New York Knicks",3,4,0.429,"3.0",2,5,103.3,107.9,"2016-11-10"
"463","Brooklyn Nets",3,5,0.375,"3.5",3,5,104.4,108,"2016-11-10"
"464","Orlando Magic",3,5,0.375,"3.5",2,6,94.6,104.6,"2016-11-10"
"465","Washington Wizards*",2,5,0.286,"4.0",3,4,101.4,103.7,"2016-11-10"
"466","Miami Heat",2,5,0.286,"4.0",3,4,96.1,98,"2016-11-10"
"467","Philadelphia 76ers",0,7,0,"6.0",1,6,94.7,107.4,"2016-11-10"
"468","Los Angeles Clippers*",7,1,0.875,"—",7,1,105.1,88.3,"2016-11-10"
"469","Golden State Warriors*",7,2,0.778,"0.5",7,2,114.6,106.9,"2016-11-10"
"470","Oklahoma City Thunder*",6,2,0.75,"1.0",5,3,102.6,99.6,"2016-11-10"
"471","San Antonio Spurs*",5,3,0.625,"2.0",5,3,102.1,97.6,"2016-11-10"
"472","Houston Rockets*",5,3,0.625,"2.0",4,4,107.9,106.8,"2016-11-10"
"473","Utah Jazz*",5,4,0.556,"2.5",5,4,98.3,95.4,"2016-11-10"
"474","Portland Trail Blazers*",5,4,0.556,"2.5",3,6,106.9,110.8,"2016-11-10"
"475","Los Angeles Lakers",5,4,0.556,"2.5",5,4,107.8,106.6,"2016-11-10"
"476","Memphis Grizzlies*",4,4,0.5,"3.0",3,5,97.1,102.1,"2016-11-10"
"477","Sacramento Kings",4,6,0.4,"4.0",4,6,97.8,101.8,"2016-11-10"
"478","Denver Nuggets",3,5,0.375,"4.0",3,5,105.1,108,"2016-11-10"
"479","Phoenix Suns",3,6,0.333,"4.5",3,6,107.6,113,"2016-11-10"
"480","Minnesota Timberwolves",2,5,0.286,"4.5",4,3,105.9,104,"2016-11-10"
"481","Dallas Mavericks",2,6,0.25,"5.0",3,5,97.1,102.4,"2016-11-10"
"482","New Orleans Pelicans",1,8,0.111,"6.5",3,6,101.6,107.7,"2016-11-10"
"483","Cleveland Cavaliers*",7,1,0.875,"—",6,2,110.6,103.1,"2016-11-11"
"484","Atlanta Hawks*",6,2,0.75,"1.0",6,2,108.6,99.3,"2016-11-11"
"485","Toronto Raptors*",6,2,0.75,"1.0",5,3,103.8,98.3,"2016-11-11"
"486","Charlotte Hornets",6,2,0.75,"1.0",6,2,105.9,98.8,"2016-11-11"
"487","Chicago Bulls*",5,4,0.556,"2.5",6,3,106.2,101.4,"2016-11-11"
"488","Boston Celtics*",4,4,0.5,"3.0",4,4,108.6,109.5,"2016-11-11"
"489","Milwaukee Bucks*",4,4,0.5,"3.0",4,4,103.6,102.8,"2016-11-11"
"490","Indiana Pacers*",4,5,0.444,"3.5",4,5,109.4,112.8,"2016-11-11"
"491","Detroit Pistons",4,5,0.444,"3.5",4,5,96.8,97.2,"2016-11-11"
"492","New York Knicks",3,5,0.375,"4.0",2,6,101.3,108.8,"2016-11-11"
"493","Brooklyn Nets",3,5,0.375,"4.0",3,5,104.4,108,"2016-11-11"
"494","Orlando Magic",3,6,0.333,"4.5",2,7,92.3,102.7,"2016-11-11"
"495","Miami Heat",2,5,0.286,"4.5",3,4,96.1,98,"2016-11-11"
"496","Washington Wizards*",2,6,0.25,"5.0",3,5,100.5,103.9,"2016-11-11"
"497","Philadelphia 76ers",1,7,0.125,"6.0",2,6,96.5,107.1,"2016-11-11"
"498","Los Angeles Clippers*",8,1,0.889,"—",8,1,105.7,90.4,"2016-11-11"
"499","Golden State Warriors*",7,2,0.778,"1.0",7,2,114.6,106.9,"2016-11-11"
"500","San Antonio Spurs*",6,3,0.667,"2.0",6,3,101.4,96.3,"2016-11-11"
"501","Oklahoma City Thunder*",6,3,0.667,"2.0",5,4,103.2,100.8,"2016-11-11"
"502","Houston Rockets*",5,3,0.625,"2.5",4,4,107.9,106.8,"2016-11-11"
"503","Utah Jazz*",6,4,0.6,"2.5",6,4,97.2,93.3,"2016-11-11"
"504","Portland Trail Blazers*",6,4,0.6,"2.5",4,6,108.4,111.7,"2016-11-11"
"505","Los Angeles Lakers",5,4,0.556,"3.0",5,4,107.8,106.6,"2016-11-11"
"506","Memphis Grizzlies*",4,4,0.5,"3.5",3,5,97.1,102.1,"2016-11-11"
"507","Denver Nuggets",3,5,0.375,"4.5",3,5,105.1,108,"2016-11-11"
"508","Sacramento Kings",4,7,0.364,"5.0",4,7,99.8,103.6,"2016-11-11"
"509","Phoenix Suns",3,6,0.333,"5.0",3,6,107.6,113,"2016-11-11"
"510","Minnesota Timberwolves",2,5,0.286,"5.0",4,3,105.9,104,"2016-11-11"
"511","Dallas Mavericks",2,6,0.25,"5.5",3,5,97.1,102.4,"2016-11-11"
"512","New Orleans Pelicans",1,8,0.111,"7.0",3,6,101.6,107.7,"2016-11-11"
"513","Cleveland Cavaliers*",7,1,0.875,"—",6,2,110.6,103.1,"2016-11-12"
"514","Atlanta Hawks*",7,2,0.778,"0.5",7,2,109.6,98.9,"2016-11-12"
"515","Toronto Raptors*",7,2,0.778,"0.5",6,3,105.3,99.2,"2016-11-12"
"516","Charlotte Hornets",6,2,0.75,"1.0",6,2,105.9,98.8,"2016-11-12"
"517","Chicago Bulls*",6,4,0.6,"2.0",7,3,106.2,100.8,"2016-11-12"
"518","Boston Celtics*",5,4,0.556,"2.5",4,5,108.2,108.3,"2016-11-12"
"519","Milwaukee Bucks*",5,4,0.556,"2.5",5,4,103.9,102,"2016-11-12"
"520","Detroit Pistons",5,5,0.5,"3.0",5,5,97.7,97,"2016-11-12"
"521","Brooklyn Nets",4,5,0.444,"3.5",4,5,106.3,107.6,"2016-11-12"
"522","Indiana Pacers*",4,6,0.4,"4.0",4,6,108.4,112,"2016-11-12"
"523","New York Knicks",3,6,0.333,"4.5",2,7,101.9,109.8,"2016-11-12"
"524","Orlando Magic",3,6,0.333,"4.5",2,7,92.3,102.7,"2016-11-12"
"525","Miami Heat",2,6,0.25,"5.0",3,5,95.5,98.5,"2016-11-12"
"526","Washington Wizards*",2,7,0.222,"5.5",3,6,99.9,104.1,"2016-11-12"
"527","Philadelphia 76ers",1,8,0.111,"6.5",1,8,96.4,108.2,"2016-11-12"
"528","Los Angeles Clippers*",9,1,0.9,"—",9,1,107,91.9,"2016-11-12"
"529","Golden State Warriors*",7,2,0.778,"1.5",7,2,114.6,106.9,"2016-11-12"
"530","San Antonio Spurs*",7,3,0.7,"2.0",7,3,101.9,96.7,"2016-11-12"
"531","Oklahoma City Thunder*",6,3,0.667,"2.5",5,4,103.2,100.8,"2016-11-12"
"532","Utah Jazz*",7,4,0.636,"2.5",7,4,97.6,93.1,"2016-11-12"
"533","Portland Trail Blazers*",6,4,0.6,"3.0",4,6,108.4,111.7,"2016-11-12"
"534","Los Angeles Lakers",6,4,0.6,"3.0",6,4,109.6,105.8,"2016-11-12"
"535","Houston Rockets*",5,4,0.556,"3.5",5,4,107,106.7,"2016-11-12"
"536","Memphis Grizzlies*",4,5,0.444,"4.5",3,6,97,102.6,"2016-11-12"
"537","Sacramento Kings",4,7,0.364,"5.5",4,7,99.8,103.6,"2016-11-12"
"538","Denver Nuggets",3,6,0.333,"5.5",3,6,104,107.8,"2016-11-12"
"539","Phoenix Suns",3,7,0.3,"6.0",3,7,107.2,113.9,"2016-11-12"
"540","Dallas Mavericks",2,6,0.25,"6.0",3,5,97.1,102.4,"2016-11-12"
"541","Minnesota Timberwolves",2,6,0.25,"6.0",4,4,105.8,105.9,"2016-11-12"
"542","New Orleans Pelicans",1,9,0.1,"8.0",3,7,101.3,109.5,"2016-11-12"
"543","Cleveland Cavaliers*",8,1,0.889,"—",7,2,109.4,102,"2016-11-13"
"544","Atlanta Hawks*",7,2,0.778,"1.0",7,2,109.6,98.9,"2016-11-13"
"545","Toronto Raptors*",7,2,0.778,"1.0",6,3,105.3,99.2,"2016-11-13"
"546","Charlotte Hornets",6,3,0.667,"2.0",6,3,104.4,98.9,"2016-11-13"
"547","Chicago Bulls*",6,4,0.6,"2.5",7,3,106.2,100.8,"2016-11-13"
"548","Boston Celtics*",5,4,0.556,"3.0",4,5,108.2,108.3,"2016-11-13"
"549","Milwaukee Bucks*",5,4,0.556,"3.0",5,4,103.9,102,"2016-11-13"
"550","Detroit Pistons",5,5,0.5,"3.5",5,5,97.7,97,"2016-11-13"
"551","Brooklyn Nets",4,5,0.444,"4.0",4,5,106.3,107.6,"2016-11-13"
"552","Indiana Pacers*",4,6,0.4,"4.5",4,6,108.4,112,"2016-11-13"
"553","Orlando Magic",4,6,0.4,"4.5",2,8,95,104.1,"2016-11-13"
"554","New York Knicks",3,6,0.333,"5.0",2,7,101.9,109.8,"2016-11-13"
"555","Miami Heat",2,6,0.25,"5.5",3,5,95.5,98.5,"2016-11-13"
"556","Washington Wizards*",2,7,0.222,"6.0",3,6,99.9,104.1,"2016-11-13"
"557","Philadelphia 76ers",1,8,0.111,"7.0",1,8,96.4,108.2,"2016-11-13"
"558","Los Angeles Clippers*",9,1,0.9,"—",9,1,107,91.9,"2016-11-13"
"559","Golden State Warriors*",8,2,0.8,"1.0",7,3,116.4,108.2,"2016-11-13"
"560","San Antonio Spurs*",7,3,0.7,"2.0",7,3,101.9,96.7,"2016-11-13"
"561","Utah Jazz*",7,4,0.636,"2.5",7,4,97.6,93.1,"2016-11-13"
"562","Portland Trail Blazers*",7,4,0.636,"2.5",5,6,108.7,111.1,"2016-11-13"
"563","Oklahoma City Thunder*",6,4,0.6,"3.0",6,4,104.6,102.6,"2016-11-13"
"564","Houston Rockets*",5,4,0.556,"3.5",5,4,107,106.7,"2016-11-13"
"565","Los Angeles Lakers",6,5,0.545,"3.5",6,5,108.6,107.5,"2016-11-13"
"566","Memphis Grizzlies*",4,5,0.444,"4.5",3,6,97,102.6,"2016-11-13"
"567","Sacramento Kings",4,7,0.364,"5.5",4,7,99.8,103.6,"2016-11-13"
"568","Minnesota Timberwolves",3,6,0.333,"5.5",5,4,107.9,105.1,"2016-11-13"
"569","Denver Nuggets",3,7,0.3,"6.0",4,6,104.1,108.2,"2016-11-13"
"570","Phoenix Suns",3,8,0.273,"6.5",3,8,108.4,115.6,"2016-11-13"
"571","Dallas Mavericks",2,6,0.25,"6.0",3,5,97.1,102.4,"2016-11-13"
"572","New Orleans Pelicans",1,9,0.1,"8.0",3,7,101.3,109.5,"2016-11-13"
"573","Cleveland Cavaliers*",8,1,0.889,"—",7,2,109.4,102,"2016-11-14"
"574","Atlanta Hawks*",7,2,0.778,"1.0",7,2,109.6,98.9,"2016-11-14"
"575","Toronto Raptors*",7,2,0.778,"1.0",6,3,105.3,99.2,"2016-11-14"
"576","Charlotte Hornets",6,3,0.667,"2.0",6,3,104.4,98.9,"2016-11-14"
"577","Chicago Bulls*",6,4,0.6,"2.5",7,3,106.2,100.8,"2016-11-14"
"578","Milwaukee Bucks*",5,4,0.556,"3.0",5,4,103.9,102,"2016-11-14"
"579","Detroit Pistons",6,5,0.545,"3.0",6,5,98.3,96.2,"2016-11-14"
"580","Boston Celtics*",5,5,0.5,"3.5",5,5,107.9,108.1,"2016-11-14"
"581","Indiana Pacers*",5,6,0.455,"4.0",5,6,106.5,108.1,"2016-11-14"
"582","New York Knicks",4,6,0.4,"4.5",3,7,101,106.5,"2016-11-14"
"583","Brooklyn Nets",4,6,0.4,"4.5",4,6,105.2,109.5,"2016-11-14"
"584","Orlando Magic",4,7,0.364,"5.0",2,9,92.6,102.6,"2016-11-14"
"585","Washington Wizards*",2,7,0.222,"6.0",3,6,99.9,104.1,"2016-11-14"
"586","Miami Heat",2,7,0.222,"6.0",4,5,94.9,98,"2016-11-14"
"587","Philadelphia 76ers",1,9,0.1,"7.5",1,9,95.6,108.9,"2016-11-14"
"588","Los Angeles Clippers*",10,1,0.909,"—",10,1,108.8,92.2,"2016-11-14"
"589","Golden State Warriors*",8,2,0.8,"1.5",7,3,116.4,108.2,"2016-11-14"
"590","San Antonio Spurs*",8,3,0.727,"2.0",7,4,101.2,96.1,"2016-11-14"
"591","Portland Trail Blazers*",7,4,0.636,"3.0",5,6,108.7,111.1,"2016-11-14"
"592","Houston Rockets*",6,4,0.6,"3.5",6,4,107.8,104.8,"2016-11-14"
"593","Utah Jazz*",7,5,0.583,"3.5",8,4,97.5,93.8,"2016-11-14"
"594","Oklahoma City Thunder*",6,5,0.545,"4.0",6,5,103.1,102.7,"2016-11-14"
"595","Los Angeles Lakers",6,5,0.545,"4.0",6,5,108.6,107.5,"2016-11-14"
"596","Memphis Grizzlies*",5,5,0.5,"4.5",4,6,97.5,101.9,"2016-11-14"
"597","Sacramento Kings",4,7,0.364,"6.0",4,7,99.8,103.6,"2016-11-14"
"598","Minnesota Timberwolves",3,6,0.333,"6.0",5,4,107.9,105.1,"2016-11-14"
"599","Denver Nuggets",3,7,0.3,"6.5",4,6,104.1,108.2,"2016-11-14"
"600","Phoenix Suns",3,8,0.273,"7.0",3,8,108.4,115.6,"2016-11-14"
"601","Dallas Mavericks",2,7,0.222,"7.0",3,6,94.9,101.3,"2016-11-14"
"602","New Orleans Pelicans",2,9,0.182,"8.0",3,8,101.7,109.1,"2016-11-14"
"603","Cleveland Cavaliers*",9,1,0.9,"—",7,3,110.6,103.5,"2016-11-15"
"604","Atlanta Hawks*",8,2,0.8,"1.0",8,2,107.9,98,"2016-11-15"
"605","Toronto Raptors*",7,3,0.7,"2.0",7,3,106.5,101.4,"2016-11-15"
"606","Charlotte Hornets",7,3,0.7,"2.0",7,3,105.5,99.8,"2016-11-15"
"607","Chicago Bulls*",7,4,0.636,"2.5",8,3,106.8,99.6,"2016-11-15"
"608","Milwaukee Bucks*",5,4,0.556,"3.5",5,4,103.9,102,"2016-11-15"
"609","Detroit Pistons",6,5,0.545,"3.5",6,5,98.3,96.2,"2016-11-15"
"610","Boston Celtics*",5,5,0.5,"4.0",5,5,107.9,108.1,"2016-11-15"
"611","Indiana Pacers*",5,6,0.455,"4.5",5,6,106.5,108.1,"2016-11-15"
"612","New York Knicks",4,6,0.4,"5.0",3,7,101,106.5,"2016-11-15"
"613","Brooklyn Nets",4,7,0.364,"5.5",4,7,106.4,110.9,"2016-11-15"
"614","Orlando Magic",4,7,0.364,"5.5",2,9,92.6,102.6,"2016-11-15"
"615","Washington Wizards*",2,7,0.222,"6.5",3,6,99.9,104.1,"2016-11-15"
"616","Miami Heat",2,8,0.2,"7.0",4,6,94.4,97.5,"2016-11-15"
