"","team","w","l","w_lpercent","gb","pw","pl","ps_g","pa_g","date"
"1796","Portland Trail Blazers*",13,19,0.406,"14.5",12,20,108.8,112.8,"2016-12-23"
"1797","Denver Nuggets",12,18,0.4,"14.5",13,17,107.5,109.7,"2016-12-23"
"1798","New Orleans Pelicans",11,21,0.344,"16.5",12,20,102.6,106.7,"2016-12-23"
"1799","Los Angeles Lakers",11,22,0.333,"17.0",10,23,104.3,110.8,"2016-12-23"
"1800","Minnesota Timberwolves",9,20,0.31,"17.0",12,17,103.9,106.2,"2016-12-23"
"1801","Dallas Mavericks",9,21,0.3,"17.5",9,21,94.1,99.6,"2016-12-23"
"1802","Phoenix Suns",9,21,0.3,"17.5",9,21,107.1,113.6,"2016-12-23"
"1803","Cleveland Cavaliers*",22,6,0.786,"—",21,7,110.9,102.7,"2016-12-24"
"1804","Toronto Raptors*",21,8,0.724,"1.5",22,7,112,102.8,"2016-12-24"
"1805","Boston Celtics*",17,13,0.567,"6.0",17,13,104.7,103,"2016-12-24"
"1806","Charlotte Hornets",17,13,0.567,"6.0",17,13,104.3,102.1,"2016-12-24"
"1807","New York Knicks",16,13,0.552,"6.5",12,17,105.3,107.6,"2016-12-24"
"1808","Atlanta Hawks*",15,15,0.5,"8.0",13,17,102.2,104.1,"2016-12-24"
"1809","Milwaukee Bucks*",14,14,0.5,"8.0",16,12,104.6,102.5,"2016-12-24"
"1810","Indiana Pacers*",15,16,0.484,"8.5",14,17,104.5,106.3,"2016-12-24"
"1811","Chicago Bulls*",14,15,0.483,"8.5",16,13,101,99.7,"2016-12-24"
"1812","Washington Wizards*",13,16,0.448,"9.5",13,16,105,106.7,"2016-12-24"
"1813","Detroit Pistons",14,18,0.438,"10.0",16,16,98.4,98.1,"2016-12-24"
"1814","Orlando Magic",14,18,0.438,"10.0",11,21,98.3,102.5,"2016-12-24"
"1815","Miami Heat",10,21,0.323,"13.5",12,19,98.6,101.4,"2016-12-24"
"1816","Brooklyn Nets",7,22,0.241,"15.5",7,22,106.1,114.7,"2016-12-24"
"1817","Philadelphia 76ers",7,22,0.241,"15.5",8,21,98.7,106.4,"2016-12-24"
"1818","Golden State Warriors*",27,4,0.871,"—",26,5,117.5,104.1,"2016-12-24"
"1819","San Antonio Spurs*",24,6,0.8,"2.5",21,9,104.1,97.9,"2016-12-24"
"1820","Houston Rockets*",22,9,0.71,"5.0",22,9,112.9,106.1,"2016-12-24"
"1821","Los Angeles Clippers*",22,9,0.71,"5.0",23,8,109.1,101.2,"2016-12-24"
"1822","Memphis Grizzlies*",20,12,0.625,"7.5",16,16,97.4,97.3,"2016-12-24"
"1823","Oklahoma City Thunder*",18,12,0.6,"8.5",16,14,106.8,105.3,"2016-12-24"
"1824","Utah Jazz*",18,13,0.581,"9.0",20,11,99.1,95.2,"2016-12-24"
"1825","Sacramento Kings",13,17,0.433,"13.5",13,17,102.3,104.2,"2016-12-24"
"1826","Portland Trail Blazers*",13,19,0.406,"14.5",12,20,108.8,112.8,"2016-12-24"
"1827","Denver Nuggets",12,18,0.4,"14.5",13,17,107.5,109.7,"2016-12-24"
"1828","New Orleans Pelicans",11,21,0.344,"16.5",12,20,102.6,106.7,"2016-12-24"
"1829","Los Angeles Lakers",11,22,0.333,"17.0",10,23,104.3,110.8,"2016-12-24"
"1830","Minnesota Timberwolves",9,20,0.31,"17.0",12,17,103.9,106.2,"2016-12-24"
"1831","Dallas Mavericks",9,21,0.3,"17.5",9,21,94.1,99.6,"2016-12-24"
"1832","Phoenix Suns",9,21,0.3,"17.5",9,21,107.1,113.6,"2016-12-24"
"1833","Cleveland Cavaliers*",23,6,0.793,"—",21,8,110.8,102.9,"2016-12-25"
"1834","Toronto Raptors*",21,8,0.724,"2.0",22,7,112,102.8,"2016-12-25"
"1835","Boston Celtics*",18,13,0.581,"6.0",17,14,105.2,103.4,"2016-12-25"
"1836","Charlotte Hornets",17,13,0.567,"6.5",17,13,104.3,102.1,"2016-12-25"
"1837","New York Knicks",16,14,0.533,"7.5",13,17,105.6,107.9,"2016-12-25"
"1838","Atlanta Hawks*",15,15,0.5,"8.5",13,17,102.2,104.1,"2016-12-25"
"1839","Milwaukee Bucks*",14,14,0.5,"8.5",16,12,104.6,102.5,"2016-12-25"
"1840","Indiana Pacers*",15,16,0.484,"9.0",14,17,104.5,106.3,"2016-12-25"
"1841","Chicago Bulls*",14,16,0.467,"9.5",16,14,101,100.3,"2016-12-25"
"1842","Washington Wizards*",13,16,0.448,"10.0",13,16,105,106.7,"2016-12-25"
"1843","Detroit Pistons",14,18,0.438,"10.5",16,16,98.4,98.1,"2016-12-25"
"1844","Orlando Magic",14,18,0.438,"10.5",11,21,98.3,102.5,"2016-12-25"
"1845","Miami Heat",10,21,0.323,"14.0",12,19,98.6,101.4,"2016-12-25"
"1846","Brooklyn Nets",7,22,0.241,"16.0",7,22,106.1,114.7,"2016-12-25"
"1847","Philadelphia 76ers",7,22,0.241,"16.0",8,21,98.7,106.4,"2016-12-25"
"1848","Golden State Warriors*",27,5,0.844,"—",27,5,117.2,104.3,"2016-12-25"
"1849","San Antonio Spurs*",25,6,0.806,"1.5",22,9,104.6,97.9,"2016-12-25"
"1850","Houston Rockets*",22,9,0.71,"4.5",22,9,112.9,106.1,"2016-12-25"
"1851","Los Angeles Clippers*",22,10,0.688,"5.0",23,9,108.9,101.5,"2016-12-25"
"1852","Memphis Grizzlies*",20,12,0.625,"7.0",16,16,97.4,97.3,"2016-12-25"
"1853","Oklahoma City Thunder*",19,12,0.613,"7.5",17,14,107,105.2,"2016-12-25"
"1854","Utah Jazz*",18,13,0.581,"8.5",20,11,99.1,95.2,"2016-12-25"
"1855","Sacramento Kings",13,17,0.433,"13.0",13,17,102.3,104.2,"2016-12-25"
"1856","Portland Trail Blazers*",13,19,0.406,"14.0",12,20,108.8,112.8,"2016-12-25"
"1857","Denver Nuggets",12,18,0.4,"14.0",13,17,107.5,109.7,"2016-12-25"
"1858","Los Angeles Lakers",12,22,0.353,"16.0",11,23,104.5,110.6,"2016-12-25"
"1859","New Orleans Pelicans",11,21,0.344,"16.0",12,20,102.6,106.7,"2016-12-25"
"1860","Dallas Mavericks",9,21,0.3,"17.0",9,21,94.1,99.6,"2016-12-25"
"1861","Phoenix Suns",9,21,0.3,"17.0",9,21,107.1,113.6,"2016-12-25"
"1862","Minnesota Timberwolves",9,21,0.3,"17.0",12,18,103.8,106.4,"2016-12-25"
"1863","Cleveland Cavaliers*",23,7,0.767,"—",22,8,110.1,103,"2016-12-26"
"1864","Toronto Raptors*",22,8,0.733,"1.0",23,7,111.4,102.4,"2016-12-26"
"1865","Boston Celtics*",18,13,0.581,"5.5",17,14,105.2,103.4,"2016-12-26"
"1866","Charlotte Hornets",17,14,0.548,"6.5",18,13,104.7,102.7,"2016-12-26"
"1867","New York Knicks",16,14,0.533,"7.0",13,17,105.6,107.9,"2016-12-26"
"1868","Atlanta Hawks*",15,16,0.484,"8.5",13,18,101.8,104.1,"2016-12-26"
"1869","Chicago Bulls*",15,16,0.484,"8.5",16,15,100.6,99.8,"2016-12-26"
"1870","Milwaukee Bucks*",14,15,0.483,"8.5",16,13,104.5,102.7,"2016-12-26"
"1871","Indiana Pacers*",15,17,0.469,"9.0",14,18,103.8,105.8,"2016-12-26"
"1872","Washington Wizards*",14,16,0.467,"9.0",14,16,105.1,106.5,"2016-12-26"
"1873","Detroit Pistons",15,18,0.455,"9.5",17,16,98.7,97.9,"2016-12-26"
"1874","Orlando Magic",15,18,0.455,"9.5",12,21,98.7,102.5,"2016-12-26"
"1875","Miami Heat",10,21,0.323,"13.5",12,19,98.6,101.4,"2016-12-26"
"1876","Brooklyn Nets",8,22,0.267,"15.0",8,22,106.6,114.8,"2016-12-26"
"1877","Philadelphia 76ers",7,23,0.233,"16.0",8,22,98.7,106.2,"2016-12-26"
"1878","Golden State Warriors*",27,5,0.844,"—",27,5,117.2,104.3,"2016-12-26"
"1879","San Antonio Spurs*",25,6,0.806,"1.5",22,9,104.6,97.9,"2016-12-26"
"1880","Houston Rockets*",23,9,0.719,"4.0",23,9,113.5,106.4,"2016-12-26"
"1881","Los Angeles Clippers*",22,11,0.667,"5.5",24,9,108.7,101.6,"2016-12-26"
"1882","Oklahoma City Thunder*",19,12,0.613,"7.5",17,14,107,105.2,"2016-12-26"
"1883","Memphis Grizzlies*",20,13,0.606,"7.5",16,17,97.5,97.7,"2016-12-26"
"1884","Utah Jazz*",18,13,0.581,"8.5",20,11,99.1,95.2,"2016-12-26"
"1885","Sacramento Kings",14,17,0.452,"12.5",14,17,102.3,104.1,"2016-12-26"
"1886","Denver Nuggets",13,18,0.419,"13.5",14,17,107.5,109.4,"2016-12-26"
"1887","Portland Trail Blazers*",13,20,0.394,"14.5",12,21,108.2,112.2,"2016-12-26"
"1888","New Orleans Pelicans",12,21,0.364,"15.5",12,21,102.8,106.6,"2016-12-26"
"1889","Los Angeles Lakers",12,22,0.353,"16.0",11,23,104.5,110.6,"2016-12-26"
"1890","Minnesota Timberwolves",10,21,0.323,"16.5",13,18,103.8,105.9,"2016-12-26"
"1891","Dallas Mavericks",9,22,0.29,"17.5",10,21,94.4,100,"2016-12-26"
"1892","Phoenix Suns",9,22,0.29,"17.5",9,22,107.3,114.2,"2016-12-26"
"1893","Cleveland Cavaliers*",23,7,0.767,"—",22,8,110.1,103,"2016-12-27"
"1894","Toronto Raptors*",22,8,0.733,"1.0",23,7,111.4,102.4,"2016-12-27"
"1895","Boston Celtics*",19,13,0.594,"5.0",18,14,105.4,103.3,"2016-12-27"
"1896","Charlotte Hornets",17,14,0.548,"6.5",18,13,104.7,102.7,"2016-12-27"
"1897","New York Knicks",16,14,0.533,"7.0",13,17,105.6,107.9,"2016-12-27"
"1898","Atlanta Hawks*",15,16,0.484,"8.5",13,18,101.8,104.1,"2016-12-27"
"1899","Chicago Bulls*",15,16,0.484,"8.5",16,15,100.6,99.8,"2016-12-27"
"1900","Milwaukee Bucks*",14,15,0.483,"8.5",16,13,104.5,102.7,"2016-12-27"
"1901","Indiana Pacers*",15,17,0.469,"9.0",14,18,103.8,105.8,"2016-12-27"
"1902","Washington Wizards*",14,16,0.467,"9.0",14,16,105.1,106.5,"2016-12-27"
"1903","Detroit Pistons",15,18,0.455,"9.5",17,16,98.7,97.9,"2016-12-27"
"1904","Orlando Magic",15,18,0.455,"9.5",12,21,98.7,102.5,"2016-12-27"
"1905","Miami Heat",10,22,0.313,"14.0",13,19,98.4,101.6,"2016-12-27"
"1906","Brooklyn Nets",8,22,0.267,"15.0",8,22,106.6,114.8,"2016-12-27"
"1907","Philadelphia 76ers",7,23,0.233,"16.0",8,22,98.7,106.2,"2016-12-27"
"1908","Golden State Warriors*",27,5,0.844,"—",27,5,117.2,104.3,"2016-12-27"
"1909","San Antonio Spurs*",25,6,0.806,"1.5",22,9,104.6,97.9,"2016-12-27"
"1910","Houston Rockets*",24,9,0.727,"3.5",24,9,113.8,106.4,"2016-12-27"
"1911","Los Angeles Clippers*",22,11,0.667,"5.5",24,9,108.7,101.6,"2016-12-27"
"1912","Oklahoma City Thunder*",20,12,0.625,"7.0",18,14,107,104.8,"2016-12-27"
"1913","Utah Jazz*",19,13,0.594,"8.0",20,12,99.2,95.3,"2016-12-27"
"1914","Memphis Grizzlies*",20,14,0.588,"8.0",16,18,97.7,98.1,"2016-12-27"
"1915","Sacramento Kings",14,17,0.452,"12.5",14,17,102.3,104.1,"2016-12-27"
"1916","Denver Nuggets",13,18,0.419,"13.5",14,17,107.5,109.4,"2016-12-27"
"1917","Portland Trail Blazers*",13,20,0.394,"14.5",12,21,108.2,112.2,"2016-12-27"
"1918","New Orleans Pelicans",12,21,0.364,"15.5",12,21,102.8,106.6,"2016-12-27"
"1919","Los Angeles Lakers",12,23,0.343,"16.5",11,24,104.4,110.3,"2016-12-27"
"1920","Minnesota Timberwolves",10,21,0.323,"16.5",13,18,103.8,105.9,"2016-12-27"
"1921","Phoenix Suns",9,22,0.29,"17.5",9,22,107.3,114.2,"2016-12-27"
"1922","Dallas Mavericks",9,23,0.281,"18.0",10,22,94.8,100.7,"2016-12-27"
"1923","Cleveland Cavaliers*",23,7,0.767,"—",22,8,110.1,103,"2016-12-28"
"1924","Toronto Raptors*",22,9,0.71,"1.5",23,8,111.4,103,"2016-12-28"
"1925","Boston Celtics*",19,13,0.594,"5.0",18,14,105.4,103.3,"2016-12-28"
"1926","Charlotte Hornets",18,14,0.563,"6.0",19,13,105.2,102.6,"2016-12-28"
"1927","New York Knicks",16,15,0.516,"7.5",13,18,105.4,107.7,"2016-12-28"
"1928","Atlanta Hawks*",16,16,0.5,"8.0",14,18,101.8,103.9,"2016-12-28"
"1929","Chicago Bulls*",16,16,0.5,"8.0",17,15,100.7,99.8,"2016-12-28"
"1930","Milwaukee Bucks*",15,15,0.5,"8.0",18,12,105,102.4,"2016-12-28"
"1931","Washington Wizards*",15,16,0.484,"8.5",14,17,105.3,106.5,"2016-12-28"
"1932","Indiana Pacers*",15,18,0.455,"9.5",14,19,103.9,106,"2016-12-28"
"1933","Detroit Pistons",15,19,0.441,"10.0",17,17,98.5,98.5,"2016-12-28"
"1934","Orlando Magic",15,19,0.441,"10.0",12,22,98.8,103,"2016-12-28"
"1935","Miami Heat",10,22,0.313,"14.0",13,19,98.4,101.6,"2016-12-28"
"1936","Brooklyn Nets",8,23,0.258,"15.5",8,23,106.4,114.3,"2016-12-28"
"1937","Philadelphia 76ers",7,23,0.233,"16.0",8,22,98.7,106.2,"2016-12-28"
"1938","Golden State Warriors*",28,5,0.848,"—",28,5,117.3,104.5,"2016-12-28"
"1939","San Antonio Spurs*",26,6,0.813,"1.5",23,9,105,97.9,"2016-12-28"
"1940","Houston Rockets*",24,9,0.727,"4.0",24,9,113.8,106.4,"2016-12-28"
"1941","Los Angeles Clippers*",22,12,0.647,"6.5",24,10,108.4,101.6,"2016-12-28"
"1942","Oklahoma City Thunder*",20,12,0.625,"7.5",18,14,107,104.8,"2016-12-28"
"1943","Utah Jazz*",19,13,0.594,"8.5",20,12,99.2,95.3,"2016-12-28"
"1944","Memphis Grizzlies*",20,14,0.588,"8.5",16,18,97.7,98.1,"2016-12-28"
"1945","Denver Nuggets",14,18,0.438,"13.5",14,18,107.4,109.2,"2016-12-28"
"1946","Sacramento Kings",14,18,0.438,"13.5",14,18,101.9,104,"2016-12-28"
"1947","Portland Trail Blazers*",14,20,0.412,"14.5",13,21,108,111.5,"2016-12-28"
"1948","New Orleans Pelicans",13,21,0.382,"15.5",13,21,102.8,106.4,"2016-12-28"
"1949","Los Angeles Lakers",12,23,0.343,"17.0",11,24,104.4,110.3,"2016-12-28"
"1950","Minnesota Timberwolves",10,22,0.313,"17.5",14,18,103.8,105.8,"2016-12-28"
"1951","Dallas Mavericks",9,23,0.281,"18.5",10,22,94.8,100.7,"2016-12-28"
"1952","Phoenix Suns",9,23,0.281,"18.5",9,23,107,114.3,"2016-12-28"
"1953","Cleveland Cavaliers*",24,7,0.774,"—",22,9,110.6,103.5,"2016-12-29"
"1954","Toronto Raptors*",22,10,0.688,"2.5",24,8,110.8,102.9,"2016-12-29"
"1955","Boston Celtics*",19,14,0.576,"6.0",19,14,105.8,104,"2016-12-29"
"1956","Charlotte Hornets",19,14,0.576,"6.0",20,13,104.8,102,"2016-12-29"
"1957","New York Knicks",16,15,0.516,"8.0",13,18,105.4,107.7,"2016-12-29"
"1958","Atlanta Hawks*",16,16,0.5,"8.5",14,18,101.8,103.9,"2016-12-29"
"1959","Chicago Bulls*",16,16,0.5,"8.5",17,15,100.7,99.8,"2016-12-29"
"1960","Milwaukee Bucks*",15,15,0.5,"8.5",18,12,105,102.4,"2016-12-29"
"1961","Washington Wizards*",15,16,0.484,"9.0",14,17,105.3,106.5,"2016-12-29"
"1962","Indiana Pacers*",15,18,0.455,"10.0",14,19,103.9,106,"2016-12-29"
"1963","Detroit Pistons",15,19,0.441,"10.5",17,17,98.5,98.5,"2016-12-29"
"1964","Orlando Magic",15,19,0.441,"10.5",12,22,98.8,103,"2016-12-29"
"1965","Miami Heat",10,23,0.303,"15.0",13,20,97.9,101.2,"2016-12-29"
"1966","Brooklyn Nets",8,23,0.258,"16.0",8,23,106.4,114.3,"2016-12-29"
"1967","Philadelphia 76ers",7,24,0.226,"17.0",8,23,98.2,106,"2016-12-29"
"1968","Golden State Warriors*",28,5,0.848,"—",28,5,117.3,104.5,"2016-12-29"
"1969","San Antonio Spurs*",26,6,0.813,"1.5",23,9,105,97.9,"2016-12-29"
"1970","Houston Rockets*",24,9,0.727,"4.0",24,9,113.8,106.4,"2016-12-29"
"1971","Los Angeles Clippers*",22,12,0.647,"6.5",24,10,108.4,101.6,"2016-12-29"
"1972","Utah Jazz*",20,13,0.606,"8.0",21,12,99.2,95,"2016-12-29"
"1973","Oklahoma City Thunder*",20,13,0.606,"8.0",18,15,106.2,105.1,"2016-12-29"
"1974","Memphis Grizzlies*",21,14,0.6,"8.0",18,17,98.2,97.6,"2016-12-29"
"1975","Denver Nuggets",14,18,0.438,"13.5",14,18,107.4,109.2,"2016-12-29"
"1976","Sacramento Kings",14,18,0.438,"13.5",14,18,101.9,104,"2016-12-29"
"1977","Portland Trail Blazers*",14,20,0.412,"14.5",13,21,108,111.5,"2016-12-29"
"1978","New Orleans Pelicans",13,21,0.382,"15.5",13,21,102.8,106.4,"2016-12-29"
"1979","Los Angeles Lakers",12,24,0.333,"17.5",11,25,103.9,110.1,"2016-12-29"
"1980","Minnesota Timberwolves",10,22,0.313,"17.5",14,18,103.8,105.8,"2016-12-29"
"1981","Dallas Mavericks",10,23,0.303,"18.0",10,23,95,100.4,"2016-12-29"
"1982","Phoenix Suns",10,23,0.303,"18.0",10,23,106.8,113.6,"2016-12-29"
"1983","Cleveland Cavaliers*",24,7,0.774,"—",22,9,110.6,103.5,"2016-12-30"
"1984","Toronto Raptors*",22,10,0.688,"2.5",24,8,110.8,102.9,"2016-12-30"
"1985","Boston Celtics*",20,14,0.588,"5.5",19,15,106.1,104.3,"2016-12-30"
"1986","Charlotte Hornets",19,14,0.576,"6.0",20,13,104.8,102,"2016-12-30"
"1987","Atlanta Hawks*",17,16,0.515,"8.0",15,18,101.9,103.7,"2016-12-30"
"1988","Washington Wizards*",16,16,0.5,"8.5",16,16,105.7,106.1,"2016-12-30"
"1989","New York Knicks",16,16,0.5,"8.5",13,19,104.9,107.6,"2016-12-30"
"1990","Chicago Bulls*",16,17,0.485,"9.0",17,16,100.7,100.2,"2016-12-30"
"1991","Milwaukee Bucks*",15,16,0.484,"9.0",18,13,104.8,102.8,"2016-12-30"
"1992","Indiana Pacers*",16,18,0.471,"9.5",15,19,104.1,105.8,"2016-12-30"
"1993","Orlando Magic",15,19,0.441,"10.5",12,22,98.8,103,"2016-12-30"
"1994","Detroit Pistons",15,20,0.429,"11.0",17,18,98.5,98.7,"2016-12-30"
"1995","Miami Heat",10,24,0.294,"15.5",13,21,98.4,101.7,"2016-12-30"
"1996","Brooklyn Nets",8,24,0.25,"16.5",8,24,106,114.4,"2016-12-30"
"1997","Philadelphia 76ers",8,24,0.25,"16.5",8,24,99,106.5,"2016-12-30"
"1998","Golden State Warriors*",29,5,0.853,"—",28,6,117,104.3,"2016-12-30"
"1999","San Antonio Spurs*",27,6,0.818,"1.5",24,9,105.2,97.8,"2016-12-30"
"2000","Houston Rockets*",25,9,0.735,"4.0",25,9,114.5,106.7,"2016-12-30"
"2001","Los Angeles Clippers*",22,13,0.629,"7.5",24,11,108.6,102.7,"2016-12-30"
"2002","Utah Jazz*",20,13,0.606,"8.5",21,12,99.2,95,"2016-12-30"
"2003","Oklahoma City Thunder*",20,13,0.606,"8.5",18,15,106.2,105.1,"2016-12-30"
"2004","Memphis Grizzlies*",21,14,0.6,"8.5",18,17,98.2,97.6,"2016-12-30"
"2005","Sacramento Kings",14,18,0.438,"14.0",14,18,101.9,104,"2016-12-30"
"2006","Denver Nuggets",14,19,0.424,"14.5",15,18,107.8,109.7,"2016-12-30"
"2007","Portland Trail Blazers*",14,21,0.4,"15.5",13,22,107.6,111.5,"2016-12-30"
"2008","New Orleans Pelicans",14,21,0.4,"15.5",14,21,102.9,105.9,"2016-12-30"
"2009","Los Angeles Lakers",12,24,0.333,"18.0",11,25,103.9,110.1,"2016-12-30"
"2010","Minnesota Timberwolves",11,22,0.333,"17.5",15,18,104.2,105.6,"2016-12-30"
"2011","Phoenix Suns",10,23,0.303,"18.5",10,23,106.8,113.6,"2016-12-30"
"2012","Dallas Mavericks",10,24,0.294,"19.0",11,23,95.1,100.6,"2016-12-30"
"2013","Cleveland Cavaliers*",25,7,0.781,"—",23,9,110.9,103.6,"2016-12-31"
"2014","Toronto Raptors*",22,10,0.688,"3.0",24,8,110.8,102.9,"2016-12-31"
"2015","Boston Celtics*",20,14,0.588,"6.0",19,15,106.1,104.3,"2016-12-31"
"2016","Charlotte Hornets",19,15,0.559,"7.0",20,14,104.9,102.6,"2016-12-31"
"2017","Atlanta Hawks*",17,16,0.515,"8.5",15,18,101.9,103.7,"2016-12-31"
"2018","Washington Wizards*",16,16,0.5,"9.0",16,16,105.7,106.1,"2016-12-31"
"2019","Milwaukee Bucks*",16,16,0.5,"9.0",19,13,105.1,102.6,"2016-12-31"
"2020","New York Knicks",16,17,0.485,"9.5",13,20,105.5,108.3,"2016-12-31"
"2021","Chicago Bulls*",16,18,0.471,"10.0",17,17,100.5,100.6,"2016-12-31"
"2022","Indiana Pacers*",16,18,0.471,"10.0",15,19,104.1,105.8,"2016-12-31"
"2023","Orlando Magic",15,19,0.441,"11.0",12,22,98.8,103,"2016-12-31"
"2024","Detroit Pistons",15,20,0.429,"11.5",17,18,98.5,98.7,"2016-12-31"
"2025","Miami Heat",10,24,0.294,"16.0",13,21,98.4,101.7,"2016-12-31"
"2026","Brooklyn Nets",8,24,0.25,"17.0",8,24,106,114.4,"2016-12-31"
"2027","Philadelphia 76ers",8,24,0.25,"17.0",8,24,99,106.5,"2016-12-31"
"2028","Golden State Warriors*",29,5,0.853,"—",28,6,117,104.3,"2016-12-31"
"2029","San Antonio Spurs*",27,6,0.818,"1.5",24,9,105.2,97.8,"2016-12-31"
"2030","Houston Rockets*",26,9,0.743,"3.5",25,10,114.9,107.1,"2016-12-31"
"2031","Utah Jazz*",21,13,0.618,"8.0",22,12,98.9,94.7,"2016-12-31"
"2032","Oklahoma City Thunder*",21,13,0.618,"8.0",19,15,106.4,104.6,"2016-12-31"
"2033","Memphis Grizzlies*",22,14,0.611,"8.0",19,17,98.6,97.6,"2016-12-31"
"2034","Los Angeles Clippers*",22,14,0.611,"8.0",24,12,108,103.1,"2016-12-31"
"2035","Denver Nuggets",14,19,0.424,"14.5",15,18,107.8,109.7,"2016-12-31"
"2036","Sacramento Kings",14,19,0.424,"14.5",14,19,101.8,104.3,"2016-12-31"
"2037","Portland Trail Blazers*",14,21,0.4,"15.5",13,22,107.6,111.5,"2016-12-31"
"2038","New Orleans Pelicans",14,21,0.4,"15.5",14,21,102.9,105.9,"2016-12-31"
"2039","Los Angeles Lakers",12,24,0.333,"18.0",11,25,103.9,110.1,"2016-12-31"
"2040","Minnesota Timberwolves",11,22,0.333,"17.5",15,18,104.2,105.6,"2016-12-31"
"2041","Phoenix Suns",10,24,0.294,"19.0",10,24,106.2,112.9,"2016-12-31"
"2042","Dallas Mavericks",10,24,0.294,"19.0",11,23,95.1,100.6,"2016-12-31"
"2043","Cleveland Cavaliers*",25,7,0.781,"—",23,9,110.9,103.6,"2017-1-1"
"2044","Toronto Raptors*",23,10,0.697,"2.5",24,9,111.2,103.2,"2017-1-1"
"2045","Boston Celtics*",20,14,0.588,"6.0",19,15,106.1,104.3,"2017-1-1"
"2046","Charlotte Hornets",19,15,0.559,"7.0",20,14,104.9,102.6,"2017-1-1"
"2047","Atlanta Hawks*",18,16,0.529,"8.0",15,19,102.3,103.9,"2017-1-1"
"2048","Washington Wizards*",16,16,0.5,"9.0",16,16,105.7,106.1,"2017-1-1"
"2049","Milwaukee Bucks*",16,16,0.5,"9.0",19,13,105.1,102.6,"2017-1-1"
"2050","Indiana Pacers*",17,18,0.486,"9.5",16,19,104.5,105.8,"2017-1-1"
"2051","New York Knicks",16,17,0.485,"9.5",13,20,105.5,108.3,"2017-1-1"
"2052","Chicago Bulls*",16,18,0.471,"10.0",17,17,100.5,100.6,"2017-1-1"
"2053","Detroit Pistons",16,20,0.444,"11.0",18,18,98.8,98.7,"2017-1-1"
"2054","Orlando Magic",15,20,0.429,"11.5",12,23,98.9,103.4,"2017-1-1"
"2055","Miami Heat",10,25,0.286,"16.5",13,22,98.4,101.9,"2017-1-1"
"2056","Brooklyn Nets",8,24,0.25,"17.0",8,24,106,114.4,"2017-1-1"
"2057","Philadelphia 76ers",8,24,0.25,"17.0",8,24,99,106.5,"2017-1-1"
"2058","Golden State Warriors*",29,5,0.853,"—",28,6,117,104.3,"2017-1-1"
"2059","San Antonio Spurs*",27,7,0.794,"2.0",25,9,105.4,98.3,"2017-1-1"
"2060","Houston Rockets*",26,9,0.743,"3.5",25,10,114.9,107.1,"2017-1-1"
"2061","Utah Jazz*",21,13,0.618,"8.0",22,12,98.9,94.7,"2017-1-1"
"2062","Oklahoma City Thunder*",21,13,0.618,"8.0",19,15,106.4,104.6,"2017-1-1"
"2063","Memphis Grizzlies*",22,14,0.611,"8.0",19,17,98.6,97.6,"2017-1-1"
"2064","Los Angeles Clippers*",22,14,0.611,"8.0",24,12,108,103.1,"2017-1-1"
"2065","Denver Nuggets",14,19,0.424,"14.5",15,18,107.8,109.7,"2017-1-1"
"2066","Sacramento Kings",14,19,0.424,"14.5",14,19,101.8,104.3,"2017-1-1"
"2067","Portland Trail Blazers*",15,21,0.417,"15.0",14,22,107.3,110.9,"2017-1-1"
"2068","New Orleans Pelicans",14,21,0.4,"15.5",14,21,102.9,105.9,"2017-1-1"
"2069","Los Angeles Lakers",12,25,0.324,"18.5",11,26,104.2,110.4,"2017-1-1"
"2070","Minnesota Timberwolves",11,23,0.324,"18.0",15,19,103.7,105.3,"2017-1-1"
"2071","Dallas Mavericks",10,24,0.294,"19.0",11,23,95.1,100.6,"2017-1-1"
"2072","Phoenix Suns",10,24,0.294,"19.0",10,24,106.2,112.9,"2017-1-1"
"2073","Cleveland Cavaliers*",26,7,0.788,"—",24,9,110.3,103,"2017-1-2"
"2074","Toronto Raptors*",23,10,0.697,"3.0",24,9,111.2,103.2,"2017-1-2"
"2075","Boston Celtics*",20,14,0.588,"6.5",19,15,106.1,104.3,"2017-1-2"
"2076","Charlotte Hornets",19,16,0.543,"8.0",20,15,105.1,103,"2017-1-2"
"2077","Atlanta Hawks*",18,16,0.529,"8.5",15,19,102.3,103.9,"2017-1-2"
"2078","Milwaukee Bucks*",17,16,0.515,"9.0",19,14,104.9,102.4,"2017-1-2"
"2079","Chicago Bulls*",17,18,0.486,"10.0",18,17,101,100.9,"2017-1-2"
"2080","Indiana Pacers*",17,18,0.486,"10.0",16,19,104.5,105.8,"2017-1-2"
"2081","Washington Wizards*",16,17,0.485,"10.0",16,17,105.2,106,"2017-1-2"
"2082","New York Knicks",16,18,0.471,"10.5",14,20,105.4,108.5,"2017-1-2"
"2083","Detroit Pistons",16,20,0.444,"11.5",18,18,98.8,98.7,"2017-1-2"
"2084","Orlando Magic",16,20,0.444,"11.5",13,23,99.4,103.4,"2017-1-2"
"2085","Miami Heat",10,25,0.286,"17.0",13,22,98.4,101.9,"2017-1-2"
"2086","Philadelphia 76ers",8,24,0.25,"17.5",8,24,99,106.5,"2017-1-2"
"2087","Brooklyn Nets",8,25,0.242,"18.0",8,25,105.5,114,"2017-1-2"
"2088","Golden State Warriors*",30,5,0.857,"—",29,6,117.3,104.7,"2017-1-2"
