"team","w","l","w_lpercent","gb","pw","pl","ps_g","pa_g","date"
"New Orleans Hornets","5","16",".238","12.0","6","15","91.3","97.6","2012-12-12"
"New York Knicks*","17","5",".773","—","16","6","103.2","95.8","2012-12-13"
"Boston Celtics*","12","9",".571","4.5","11","10","98.3","97.5","2012-12-13"
"Brooklyn Nets*","12","9",".571","4.5","12","9","96.0","93.8","2012-12-13"
"Philadelphia 76ers","12","10",".545","5.0","9","13","92.6","94.6","2012-12-13"
"Toronto Raptors","4","19",".174","13.5","6","17","95.2","102.6","2012-12-13"
"Chicago Bulls*","12","9",".571","—","13","8","94.0","91.3","2012-12-13"
"Milwaukee Bucks*","11","9",".550","0.5","10","10","96.9","97.1","2012-12-13"
"Indiana Pacers*","11","11",".500","1.5","11","11","91.0","91.3","2012-12-13"
"Detroit Pistons","7","17",".292","6.5","9","15","94.3","97.3","2012-12-13"
"Cleveland Cavaliers","5","18",".217","8.0","7","16","94.0","100.0","2012-12-13"
"Miami Heat*","14","6",".700","—","13","7","103.2","99.5","2012-12-13"
"Atlanta Hawks*","14","6",".700","—","13","7","97.2","93.1","2012-12-13"
"Orlando Magic","8","13",".381","6.5","8","13","91.6","95.1","2012-12-13"
"Charlotte Bobcats","7","15",".318","8.0","5","17","95.9","103.7","2012-12-13"
"Washington Wizards","3","16",".158","10.5","5","14","90.4","97.0","2012-12-13"
"Oklahoma City Thunder*","18","4",".818","—","17","5","105.4","96.1","2012-12-13"
"Utah Jazz","13","10",".565","5.5","13","10","101.2","99.2","2012-12-13"
"Minnesota Timberwolves","10","9",".526","6.5","10","9","93.9","92.6","2012-12-13"
"Denver Nuggets*","11","12",".478","7.5","11","12","100.9","101.0","2012-12-13"
"Portland Trail Blazers","10","12",".455","8.0","9","13","97.2","100.2","2012-12-13"
"Los Angeles Clippers*","16","6",".727","—","16","6","101.8","94.2","2012-12-13"
"Golden State Warriors*","15","7",".682","1.0","12","10","99.5","98.6","2012-12-13"
"Los Angeles Lakers*","9","14",".391","7.5","13","10","101.7","99.5","2012-12-13"
"Phoenix Suns","8","15",".348","8.5","8","15","97.1","102.1","2012-12-13"
"Sacramento Kings","7","14",".333","8.5","7","14","94.0","99.4","2012-12-13"
"San Antonio Spurs*","18","6",".750","—","18","6","104.8","97.4","2012-12-13"
"Memphis Grizzlies*","14","5",".737","1.5","14","5","97.2","90.7","2012-12-13"
"Dallas Mavericks","11","11",".500","6.0","11","11","100.8","101.3","2012-12-13"
"Houston Rockets*","10","11",".476","6.5","10","11","104.2","104.8","2012-12-13"
"New Orleans Hornets","5","16",".238","11.5","6","15","91.3","97.6","2012-12-13"
"New York Knicks*","17","5",".773","—","16","6","103.2","95.8","2012-12-14"
"Brooklyn Nets*","13","9",".591","4.0","13","9","96.5","94.3","2012-12-14"
"Boston Celtics*","12","10",".545","5.0","11","11","97.9","97.7","2012-12-14"
"Philadelphia 76ers","12","11",".522","5.5","10","13","92.3","94.6","2012-12-14"
"Toronto Raptors","5","19",".208","13.0","7","17","95.2","101.4","2012-12-14"
"Chicago Bulls*","12","9",".571","—","13","8","94.0","91.3","2012-12-14"
"Milwaukee Bucks*","12","9",".571","—","10","11","96.6","96.6","2012-12-14"
"Indiana Pacers*","12","11",".522","1.0","12","11","91.2","91.0","2012-12-14"
"Detroit Pistons","7","18",".280","7.0","10","15","94.7","97.7","2012-12-14"
"Cleveland Cavaliers","5","19",".208","8.5","7","17","93.7","99.6","2012-12-14"
"Miami Heat*","14","6",".700","—","13","7","103.2","99.5","2012-12-14"
"Atlanta Hawks*","14","6",".700","—","13","7","97.2","93.1","2012-12-14"
"Orlando Magic","9","13",".409","6.0","9","13","91.9","94.6","2012-12-14"
"Charlotte Bobcats","7","15",".318","8.0","5","17","95.9","103.7","2012-12-14"
"Washington Wizards","3","17",".150","11.0","5","15","90.7","97.3","2012-12-14"
"Oklahoma City Thunder*","19","4",".826","—","18","5","105.7","96.4","2012-12-14"
"Utah Jazz","13","11",".542","6.5","13","11","100.5","99.2","2012-12-14"
"Denver Nuggets*","12","12",".500","7.5","12","12","100.8","100.7","2012-12-14"
"Minnesota Timberwolves","11","9",".550","6.5","11","9","94.9","93.1","2012-12-14"
"Portland Trail Blazers","10","12",".455","8.5","9","13","97.2","100.2","2012-12-14"
"Los Angeles Clippers*","16","6",".727","—","16","6","101.8","94.2","2012-12-14"
"Golden State Warriors*","15","8",".652","1.5","12","11","98.9","98.6","2012-12-14"
"Los Angeles Lakers*","10","14",".417","7.0","14","10","101.7","99.4","2012-12-14"
"Phoenix Suns","9","15",".375","8.0","9","15","97.2","101.3","2012-12-14"
"Sacramento Kings","7","15",".318","9.0","7","15","94.5","100.0","2012-12-14"
"San Antonio Spurs*","18","6",".750","—","18","6","104.8","97.4","2012-12-14"
"Memphis Grizzlies*","14","6",".700","2.0","14","6","97.1","91.1","2012-12-14"
"Houston Rockets*","11","11",".500","6.0","11","11","104.1","104.1","2012-12-14"
"Dallas Mavericks","11","12",".478","6.5","10","13","99.6","101.0","2012-12-14"
"New Orleans Hornets","5","17",".227","12.0","6","16","91.8","98.3","2012-12-14"
"New York Knicks*","18","5",".783","—","17","6","103.2","96.1","2012-12-15"
"Brooklyn Nets*","13","10",".565","5.0","13","10","95.9","93.8","2012-12-15"
"Boston Celtics*","12","11",".522","6.0","11","12","97.4","97.9","2012-12-15"
"Philadelphia 76ers","12","11",".522","6.0","10","13","92.3","94.6","2012-12-15"
"Toronto Raptors","5","19",".208","13.5","7","17","95.2","101.4","2012-12-15"
"Chicago Bulls*","13","9",".591","—","13","9","93.5","90.9","2012-12-15"
"Indiana Pacers*","13","11",".542","1.0","13","11","91.0","90.4","2012-12-15"
"Milwaukee Bucks*","12","10",".545","1.0","10","12","96.0","97.2","2012-12-15"
"Detroit Pistons","7","19",".269","8.0","10","16","94.0","97.3","2012-12-15"
"Cleveland Cavaliers","5","20",".200","9.5","8","17","94.0","99.8","2012-12-15"
"Miami Heat*","15","6",".714","—","14","7","103.1","98.1","2012-12-15"
"Atlanta Hawks*","14","7",".667","1.0","13","8","97.0","94.1","2012-12-15"
"Orlando Magic","10","13",".435","6.0","10","13","92.6","94.8","2012-12-15"
"Charlotte Bobcats","7","16",".304","9.0","6","17","96.0","103.9","2012-12-15"
"Washington Wizards","3","18",".143","12.0","5","16","89.8","97.5","2012-12-15"
"Oklahoma City Thunder*","19","4",".826","—","18","5","105.7","96.4","2012-12-15"
"Utah Jazz","13","12",".520","7.0","13","12","99.9","99.2","2012-12-15"
"Minnesota Timberwolves","12","9",".571","6.0","12","9","95.8","93.7","2012-12-15"
"Denver Nuggets*","12","12",".500","7.5","12","12","100.8","100.7","2012-12-15"
"Portland Trail Blazers","10","12",".455","8.5","9","13","97.2","100.2","2012-12-15"
"Los Angeles Clippers*","17","6",".739","—","18","5","102.2","93.8","2012-12-15"
"Golden State Warriors*","16","8",".667","1.5","13","11","99.6","98.4","2012-12-15"
"Los Angeles Lakers*","10","14",".417","7.5","14","10","101.7","99.4","2012-12-15"
"Phoenix Suns","9","15",".375","8.5","9","15","97.2","101.3","2012-12-15"
"Sacramento Kings","7","15",".318","9.5","7","15","94.5","100.0","2012-12-15"
"San Antonio Spurs*","19","6",".760","—","19","6","104.8","97.0","2012-12-15"
"Memphis Grizzlies*","15","6",".714","2.0","15","6","97.1","90.9","2012-12-15"
"Houston Rockets*","11","11",".500","6.5","11","11","104.1","104.1","2012-12-15"
"Dallas Mavericks","11","13",".458","7.5","11","13","99.9","101.6","2012-12-15"
"New Orleans Hornets","5","17",".227","12.5","6","16","91.8","98.3","2012-12-15"
"New York Knicks*","18","5",".783","—","17","6","103.2","96.1","2012-12-16"
"Brooklyn Nets*","13","10",".565","5.0","13","10","95.9","93.8","2012-12-16"
"Boston Celtics*","12","11",".522","6.0","11","12","97.4","97.9","2012-12-16"
"Philadelphia 76ers","12","12",".500","6.5","10","14","92.5","95.3","2012-12-16"
"Toronto Raptors","6","19",".240","13.0","8","17","95.5","101.2","2012-12-16"
"Chicago Bulls*","13","9",".591","—","13","9","93.5","90.9","2012-12-16"
"Indiana Pacers*","13","11",".542","1.0","13","11","91.0","90.4","2012-12-16"
"Milwaukee Bucks*","12","10",".545","1.0","10","12","96.0","97.2","2012-12-16"
"Detroit Pistons","7","19",".269","8.0","10","16","94.0","97.3","2012-12-16"
"Cleveland Cavaliers","5","20",".200","9.5","8","17","94.0","99.8","2012-12-16"
"Miami Heat*","15","6",".714","—","14","7","103.1","98.1","2012-12-16"
"Atlanta Hawks*","14","7",".667","1.0","13","8","97.0","94.1","2012-12-16"
"Orlando Magic","10","13",".435","6.0","10","13","92.6","94.8","2012-12-16"
"Charlotte Bobcats","7","16",".304","9.0","6","17","96.0","103.9","2012-12-16"
"Washington Wizards","3","18",".143","12.0","5","16","89.8","97.5","2012-12-16"
"Oklahoma City Thunder*","19","4",".826","—","18","5","105.7","96.4","2012-12-16"
"Denver Nuggets*","13","12",".520","7.0","13","12","101.6","100.6","2012-12-16"
"Utah Jazz","13","12",".520","7.0","13","12","99.9","99.2","2012-12-16"
"Minnesota Timberwolves","12","9",".571","6.0","12","9","95.8","93.7","2012-12-16"
"Portland Trail Blazers","11","12",".478","8.0","9","14","97.1","99.9","2012-12-16"
"Los Angeles Clippers*","17","6",".739","—","18","5","102.2","93.8","2012-12-16"
"Golden State Warriors*","16","8",".667","1.5","13","11","99.6","98.4","2012-12-16"
"Los Angeles Lakers*","11","14",".440","7.0","15","10","102.1","99.3","2012-12-16"
"Phoenix Suns","9","15",".375","8.5","9","15","97.2","101.3","2012-12-16"
"Sacramento Kings","7","16",".304","10.0","7","16","94.6","101.0","2012-12-16"
"San Antonio Spurs*","19","6",".760","—","19","6","104.8","97.0","2012-12-16"
"Memphis Grizzlies*","15","6",".714","2.0","15","6","97.1","90.9","2012-12-16"
"Houston Rockets*","11","12",".478","7.0","11","12","103.7","104.0","2012-12-16"
"Dallas Mavericks","11","13",".458","7.5","11","13","99.9","101.6","2012-12-16"
"New Orleans Hornets","5","18",".217","13.0","7","16","91.9","98.1","2012-12-16"
"New York Knicks*","18","6",".750","—","17","7","102.9","96.6","2012-12-17"
"Brooklyn Nets*","13","10",".565","4.5","13","10","95.9","93.8","2012-12-17"
"Boston Celtics*","12","11",".522","5.5","11","12","97.4","97.9","2012-12-17"
"Philadelphia 76ers","12","12",".500","6.0","10","14","92.5","95.3","2012-12-17"
"Toronto Raptors","6","19",".240","12.5","8","17","95.5","101.2","2012-12-17"
"Chicago Bulls*","13","10",".565","—","13","10","92.5","90.4","2012-12-17"
"Indiana Pacers*","13","11",".542","0.5","13","11","91.0","90.4","2012-12-17"
"Milwaukee Bucks*","12","10",".545","0.5","10","12","96.0","97.2","2012-12-17"
"Detroit Pistons","7","20",".259","8.0","10","17","93.4","97.0","2012-12-17"
"Cleveland Cavaliers","5","20",".200","9.0","8","17","94.0","99.8","2012-12-17"
"Miami Heat*","15","6",".714","—","14","7","103.1","98.1","2012-12-17"
"Atlanta Hawks*","14","7",".667","1.0","13","8","97.0","94.1","2012-12-17"
"Orlando Magic","11","13",".458","5.5","10","14","93.0","94.7","2012-12-17"
"Charlotte Bobcats","7","16",".304","9.0","6","17","96.0","103.9","2012-12-17"
"Washington Wizards","3","18",".143","12.0","5","16","89.8","97.5","2012-12-17"
"Oklahoma City Thunder*","20","4",".833","—","19","5","105.8","96.3","2012-12-17"
"Denver Nuggets*","13","12",".520","7.5","13","12","101.6","100.6","2012-12-17"
"Utah Jazz","13","12",".520","7.5","13","12","99.9","99.2","2012-12-17"
"Minnesota Timberwolves","12","10",".545","7.0","12","10","95.7","94.0","2012-12-17"
"Portland Trail Blazers","11","12",".478","8.5","9","14","97.1","99.9","2012-12-17"
"Los Angeles Clippers*","18","6",".750","—","19","5","101.6","93.1","2012-12-17"
"Golden State Warriors*","16","8",".667","2.0","13","11","99.6","98.4","2012-12-17"
"Los Angeles Lakers*","11","14",".440","7.5","15","10","102.1","99.3","2012-12-17"
"Phoenix Suns","10","15",".400","8.5","9","16","97.4","100.9","2012-12-17"
"Sacramento Kings","7","17",".292","11.0","7","17","94.4","101.0","2012-12-17"
"San Antonio Spurs*","19","7",".731","—","19","7","104.3","97.4","2012-12-17"
"Memphis Grizzlies*","16","6",".727","1.0","16","6","96.4","90.0","2012-12-17"
"Houston Rockets*","12","12",".500","6.0","12","12","104.0","103.7","2012-12-17"
"Dallas Mavericks","11","13",".458","7.0","11","13","99.9","101.6","2012-12-17"
"New Orleans Hornets","5","18",".217","12.5","7","16","91.9","98.1","2012-12-17"
"New York Knicks*","18","6",".750","—","17","7","102.9","96.6","2012-12-18"
"Brooklyn Nets*","13","11",".542","5.0","14","10","95.7","93.7","2012-12-18"
"Boston Celtics*","12","12",".500","6.0","11","13","97.1","98.0","2012-12-18"
"Philadelphia 76ers","12","13",".480","6.5","10","15","92.8","95.8","2012-12-18"
"Toronto Raptors","7","19",".269","12.0","9","17","96.2","101.1","2012-12-18"
"Chicago Bulls*","14","10",".583","—","14","10","92.8","90.3","2012-12-18"
"Milwaukee Bucks*","13","10",".565","0.5","11","12","96.1","97.0","2012-12-18"
"Indiana Pacers*","13","12",".520","1.5","13","12","91.1","90.7","2012-12-18"
"Detroit Pistons","7","20",".259","8.5","10","17","93.4","97.0","2012-12-18"
"Cleveland Cavaliers","5","21",".192","10.0","8","18","94.2","100.3","2012-12-18"
"Miami Heat*","16","6",".727","—","15","7","103.1","97.9","2012-12-18"
"Atlanta Hawks*","15","7",".682","1.0","13","9","97.1","94.2","2012-12-18"
"Orlando Magic","11","13",".458","6.0","10","14","93.0","94.7","2012-12-18"
"Charlotte Bobcats","7","17",".292","10.0","6","18","96.1","103.8","2012-12-18"
"Washington Wizards","3","19",".136","13.0","5","17","90.0","97.6","2012-12-18"
"Oklahoma City Thunder*","20","4",".833","—","19","5","105.8","96.3","2012-12-18"
"Denver Nuggets*","14","12",".538","7.0","14","12","102.0","100.8","2012-12-18"
"Utah Jazz","14","12",".538","7.0","14","12","99.6","98.8","2012-12-18"
"Minnesota Timberwolves","12","11",".522","7.5","12","11","95.5","94.4","2012-12-18"
"Portland Trail Blazers","11","12",".478","8.5","9","14","97.1","99.9","2012-12-18"
"Los Angeles Clippers*","18","6",".750","—","19","5","101.6","93.1","2012-12-18"
"Golden State Warriors*","17","8",".680","1.5","14","11","99.7","98.3","2012-12-18"
"Los Angeles Lakers*","12","14",".462","7.0","15","11","102.0","99.3","2012-12-18"
"Phoenix Suns","10","15",".400","8.5","9","16","97.4","100.9","2012-12-18"
"Sacramento Kings","7","17",".292","11.0","7","17","94.4","101.0","2012-12-18"
"San Antonio Spurs*","19","8",".704","—","19","8","104.4","97.9","2012-12-18"
"Memphis Grizzlies*","16","6",".727","0.5","16","6","96.4","90.0","2012-12-18"
"Houston Rockets*","12","12",".500","5.5","12","12","104.0","103.7","2012-12-18"
"Dallas Mavericks","12","13",".480","6.0","11","14","100.2","101.5","2012-12-18"
"New Orleans Hornets","5","19",".208","12.5","7","17","92.1","98.3","2012-12-18"
"New York Knicks*","19","6",".760","—","18","7","102.8","96.2","2012-12-19"
"Boston Celtics*","13","12",".520","6.0","12","13","97.3","97.7","2012-12-19"
"Brooklyn Nets*","13","12",".520","6.0","14","11","95.3","94.0","2012-12-19"
"Philadelphia 76ers","12","14",".462","7.5","10","16","93.2","96.9","2012-12-19"
"Toronto Raptors","8","19",".296","12.0","9","18","96.2","100.7","2012-12-19"
"Chicago Bulls*","14","10",".583","—","14","10","92.8","90.3","2012-12-19"
"Indiana Pacers*","14","12",".538","1.0","14","12","91.6","90.5","2012-12-19"
"Milwaukee Bucks*","13","11",".542","1.0","11","13","95.5","96.8","2012-12-19"
"Detroit Pistons","7","21",".250","9.0","10","18","93.3","97.0","2012-12-19"
"Cleveland Cavaliers","5","22",".185","10.5","8","19","94.1","100.4","2012-12-19"
"Miami Heat*","16","6",".727","—","15","7","103.1","97.9","2012-12-19"
"Atlanta Hawks*","15","8",".652","1.5","14","9","96.9","94.4","2012-12-19"
"Orlando Magic","12","13",".480","5.5","11","14","92.8","94.2","2012-12-19"
"Charlotte Bobcats","7","18",".280","10.5","6","19","96.4","104.4","2012-12-19"
"Washington Wizards","3","20",".130","13.5","6","17","89.7","97.3","2012-12-19"
"Oklahoma City Thunder*","21","4",".840","—","20","5","105.6","96.1","2012-12-19"
"Denver Nuggets*","14","12",".538","7.5","14","12","102.0","100.8","2012-12-19"
"Utah Jazz","14","13",".519","8.0","14","13","99.0","99.0","2012-12-19"
"Minnesota Timberwolves","12","11",".522","8.0","12","11","95.5","94.4","2012-12-19"
"Portland Trail Blazers","11","12",".478","9.0","9","14","97.1","99.9","2012-12-19"
"Los Angeles Clippers*","19","6",".760","—","20","5","101.3","92.4","2012-12-19"
"Golden State Warriors*","17","9",".654","2.5","14","12","100.8","99.5","2012-12-19"
"Los Angeles Lakers*","12","14",".462","7.5","15","11","102.0","99.3","2012-12-19"
"Phoenix Suns","11","15",".423","8.5","11","15","98.3","101.0","2012-12-19"
"Sacramento Kings","8","17",".320","11.0","7","18","95.8","102.0","2012-12-19"
"San Antonio Spurs*","19","8",".704","—","19","8","104.4","97.9","2012-12-19"
"Memphis Grizzlies*","17","6",".739","—","17","6","96.1","89.5","2012-12-19"
"Houston Rockets*","13","12",".520","5.0","13","12","104.8","103.7","2012-12-19"
"Dallas Mavericks","12","13",".480","6.0","11","14","100.2","101.5","2012-12-19"
"New Orleans Hornets","5","20",".200","13.0","7","18","91.5","98.1","2012-12-19"
"New York Knicks*","19","6",".760","—","18","7","102.8","96.2","2012-12-20"
"Boston Celtics*","13","12",".520","6.0","12","13","97.3","97.7","2012-12-20"
"Brooklyn Nets*","13","12",".520","6.0","14","11","95.3","94.0","2012-12-20"
"Philadelphia 76ers","12","14",".462","7.5","10","16","93.2","96.9","2012-12-20"
"Toronto Raptors","8","19",".296","12.0","9","18","96.2","100.7","2012-12-20"
"Chicago Bulls*","14","10",".583","—","14","10","92.8","90.3","2012-12-20"
"Indiana Pacers*","14","12",".538","1.0","14","12","91.6","90.5","2012-12-20"
"Milwaukee Bucks*","13","11",".542","1.0","11","13","95.5","96.8","2012-12-20"
"Detroit Pistons","7","21",".250","9.0","10","18","93.3","97.0","2012-12-20"
"Cleveland Cavaliers","5","22",".185","10.5","8","19","94.1","100.4","2012-12-20"
"Miami Heat*","17","6",".739","—","16","7","103.4","97.7","2012-12-20"
"Atlanta Hawks*","15","8",".652","2.0","14","9","96.9","94.4","2012-12-20"
"Orlando Magic","12","13",".480","6.0","11","14","92.8","94.2","2012-12-20"
"Charlotte Bobcats","7","18",".280","11.0","6","19","96.4","104.4","2012-12-20"
"Washington Wizards","3","20",".130","14.0","6","17","89.7","97.3","2012-12-20"
"Oklahoma City Thunder*","21","5",".808","—","20","6","105.1","96.2","2012-12-20"
"Denver Nuggets*","14","13",".519","7.5","14","13","101.7","100.8","2012-12-20"
"Utah Jazz","14","13",".519","7.5","14","13","99.0","99.0","2012-12-20"
"Minnesota Timberwolves","13","11",".542","7.0","13","11","95.7","94.4","2012-12-20"
"Portland Trail Blazers","12","12",".500","8.0","10","14","97.3","99.6","2012-12-20"
"Los Angeles Clippers*","19","6",".760","—","20","5","101.3","92.4","2012-12-20"
"Golden State Warriors*","17","9",".654","2.5","14","12","100.8","99.5","2012-12-20"
"Los Angeles Lakers*","12","14",".462","7.5","15","11","102.0","99.3","2012-12-20"
"Phoenix Suns","11","15",".423","8.5","11","15","98.3","101.0","2012-12-20"
"Sacramento Kings","8","17",".320","11.0","7","18","95.8","102.0","2012-12-20"
"San Antonio Spurs*","19","8",".704","—","19","8","104.4","97.9","2012-12-20"
"Memphis Grizzlies*","17","6",".739","—","17","6","96.1","89.5","2012-12-20"
"Houston Rockets*","13","12",".520","5.0","13","12","104.8","103.7","2012-12-20"
"Dallas Mavericks","12","14",".462","6.5","11","15","100.0","101.8","2012-12-20"
"New Orleans Hornets","5","20",".200","13.0","7","18","91.5","98.1","2012-12-20"
"New York Knicks*","19","7",".731","—","18","8","102.9","96.7","2012-12-21"
"Brooklyn Nets*","13","12",".520","5.5","14","11","95.3","94.0","2012-12-21"
"Boston Celtics*","13","13",".500","6.0","12","14","97.2","97.8","2012-12-21"
"Philadelphia 76ers","13","14",".481","6.5","11","16","93.4","96.3","2012-12-21"
"Toronto Raptors","9","19",".321","11.0","10","18","96.1","100.4","2012-12-21"
"Chicago Bulls*","15","10",".600","—","15","10","93.5","91.0","2012-12-21"
"Indiana Pacers*","15","12",".556","1.0","15","12","91.9","90.4","2012-12-21"
"Milwaukee Bucks*","14","11",".560","1.0","12","13","95.6","96.6","2012-12-21"
"Detroit Pistons","8","21",".276","9.0","12","17","93.5","96.0","2012-12-21"
"Cleveland Cavaliers","5","23",".179","11.5","8","20","93.9","100.3","2012-12-21"
"Miami Heat*","17","6",".739","—","16","7","103.4","97.7","2012-12-21"
"Atlanta Hawks*","15","9",".625","2.5","13","11","96.2","94.6","2012-12-21"
"Orlando Magic","12","14",".462","6.5","12","14","92.7","94.2","2012-12-21"
"Charlotte Bobcats","7","19",".269","11.5","6","20","96.6","104.8","2012-12-21"
"Washington Wizards","3","21",".125","14.5","5","19","88.8","97.4","2012-12-21"
"Oklahoma City Thunder*","21","5",".808","—","20","6","105.1","96.2","2012-12-21"
"Denver Nuggets*","14","13",".519","7.5","14","13","101.7","100.8","2012-12-21"
"Utah Jazz","14","13",".519","7.5","14","13","99.0","99.0","2012-12-21"
"Minnesota Timberwolves","13","11",".542","7.0","13","11","95.7","94.4","2012-12-21"
"Portland Trail Blazers","12","12",".500","8.0","10","14","97.3","99.6","2012-12-21"
"Los Angeles Clippers*","20","6",".769","—","20","6","101.1","92.2","2012-12-21"
"Golden State Warriors*","18","9",".667","2.5","15","12","101.3","99.6","2012-12-21"
"Los Angeles Lakers*","12","14",".462","8.0","15","11","102.0","99.3","2012-12-21"
"Phoenix Suns","11","15",".423","9.0","11","15","98.3","101.0","2012-12-21"
"Sacramento Kings","8","18",".308","12.0","7","19","95.4","101.8","2012-12-21"
"San Antonio Spurs*","20","8",".714","—","20","8","104.2","97.8","2012-12-21"
"Memphis Grizzlies*","18","6",".750","—","18","6","95.9","89.2","2012-12-21"
"Houston Rockets*","13","12",".520","5.5","13","12","104.8","103.7","2012-12-21"
"Dallas Mavericks","12","15",".444","7.5","11","16","99.3","101.5","2012-12-21"
"New Orleans Hornets","5","21",".192","14.0","7","19","91.6","98.2","2012-12-21"
"New York Knicks*","19","7",".731","—","18","8","102.9","96.7","2012-12-22"
"Brooklyn Nets*","13","12",".520","5.5","14","11","95.3","94.0","2012-12-22"
"Boston Celtics*","13","13",".500","6.0","12","14","97.2","97.8","2012-12-22"
"Philadelphia 76ers","13","14",".481","6.5","11","16","93.4","96.3","2012-12-22"
"Toronto Raptors","9","19",".321","11.0","10","18","96.1","100.4","2012-12-22"
"Indiana Pacers*","16","12",".571","—","16","12","91.5","89.9","2012-12-22"
"Chicago Bulls*","15","11",".577","—","15","11","92.8","91.0","2012-12-22"
"Milwaukee Bucks*","14","12",".538","1.0","12","14","95.1","96.5","2012-12-22"
"Detroit Pistons","9","21",".300","8.0","13","17","93.6","95.7","2012-12-22"
"Cleveland Cavaliers","6","23",".207","10.5","9","20","93.9","99.7","2012-12-22"
"Miami Heat*","18","6",".750","—","17","7","103.5","97.4","2012-12-22"
"Atlanta Hawks*","16","9",".640","2.5","14","11","96.0","93.8","2012-12-22"
"Orlando Magic","12","14",".462","7.0","12","14","92.7","94.2","2012-12-22"
"Charlotte Bobcats","7","20",".259","12.5","6","21","96.3","105.0","2012-12-22"
"Washington Wizards","3","22",".120","15.5","5","20","88.8","97.3","2012-12-22"
"Oklahoma City Thunder*","21","5",".808","—","20","6","105.1","96.2","2012-12-22"
"Denver Nuggets*","15","13",".536","7.0","16","12","102.0","100.3","2012-12-22"
"Utah Jazz","14","14",".500","8.0","13","15","98.6","99.2","2012-12-22"
"Minnesota Timberwolves","13","11",".542","7.0","13","11","95.7","94.4","2012-12-22"
"Portland Trail Blazers","13","12",".520","7.5","11","14","97.2","99.4","2012-12-22"
"Los Angeles Clippers*","20","6",".769","—","20","6","101.1","92.2","2012-12-22"
"Golden State Warriors*","18","10",".643","3.0","16","12","101.8","100.2","2012-12-22"
"Los Angeles Lakers*","13","14",".481","7.5","16","11","102.6","99.9","2012-12-22"
"Phoenix Suns","11","16",".407","9.5","11","16","98.1","100.8","2012-12-22"
"Sacramento Kings","8","18",".308","12.0","7","19","95.4","101.8","2012-12-22"
"San Antonio Spurs*","20","8",".714","—","20","8","104.2","97.8","2012-12-22"
"Memphis Grizzlies*","18","7",".720","0.5","17","8","95.9","90.5","2012-12-22"
"Houston Rockets*","14","12",".538","5.0","15","11","105.4","103.4","2012-12-22"
"Dallas Mavericks","12","15",".444","7.5","11","16","99.3","101.5","2012-12-22"
"New Orleans Hornets","5","22",".185","14.5","7","20","91.0","97.5","2012-12-22"
"New York Knicks*","20","7",".741","—","19","8","102.6","96.5","2012-12-23"
"Brooklyn Nets*","14","12",".538","5.5","14","12","95.3","93.9","2012-12-23"
"Boston Celtics*","13","13",".500","6.5","12","14","97.2","97.8","2012-12-23"
"Philadelphia 76ers","13","15",".464","7.5","11","17","93.4","96.2","2012-12-23"
"Toronto Raptors","9","19",".321","11.5","10","18","96.1","100.4","2012-12-23"
"Indiana Pacers*","16","12",".571","—","16","12","91.5","89.9","2012-12-23"
"Chicago Bulls*","15","11",".577","—","15","11","92.8","91.0","2012-12-23"
"Milwaukee Bucks*","14","12",".538","1.0","12","14","95.1","96.5","2012-12-23"
"Detroit Pistons","9","21",".300","8.0","13","17","93.6","95.7","2012-12-23"
"Cleveland Cavaliers","6","23",".207","10.5","9","20","93.9","99.7","2012-12-23"
"Miami Heat*","18","6",".750","—","17","7","103.5","97.4","2012-12-23"
"Atlanta Hawks*","16","9",".640","2.5","14","11","96.0","93.8","2012-12-23"
"Orlando Magic","12","15",".444","7.5","12","15","92.7","94.3","2012-12-23"
"Charlotte Bobcats","7","20",".259","12.5","6","21","96.3","105.0","2012-12-23"
"Washington Wizards","3","22",".120","15.5","5","20","88.8","97.3","2012-12-23"
"Oklahoma City Thunder*","21","5",".808","—","20","6","105.1","96.2","2012-12-23"
"Denver Nuggets*","15","13",".536","7.0","16","12","102.0","100.3","2012-12-23"
"Utah Jazz","15","14",".517","7.5","14","15","98.6","99.0","2012-12-23"
"Minnesota Timberwolves","13","12",".520","7.5","14","11","95.5","94.4","2012-12-23"
"Portland Trail Blazers","13","13",".500","8.0","11","15","97.2","99.7","2012-12-23"
"Los Angeles Clippers*","21","6",".778","—","22","5","101.2","91.6","2012-12-23"
"Golden State Warriors*","18","10",".643","3.5","16","12","101.8","100.2","2012-12-23"
"Los Angeles Lakers*","13","14",".481","8.0","16","11","102.6","99.9","2012-12-23"
"Phoenix Suns","11","17",".393","10.5","11","17","97.3","100.9","2012-12-23"
"Sacramento Kings","9","18",".333","12.0","8","19","95.9","101.6","2012-12-23"
"San Antonio Spurs*","21","8",".724","—","21","8","105.0","97.6","2012-12-23"
"Memphis Grizzlies*","18","7",".720","1.0","17","8","95.9","90.5","2012-12-23"
"Houston Rockets*","14","12",".538","5.5","15","11","105.4","103.4","2012-12-23"
"Dallas Mavericks","12","16",".429","8.5","11","17","99.0","102.5","2012-12-23"
"New Orleans Hornets","5","22",".185","15.0","7","20","91.0","97.5","2012-12-23"
"New York Knicks*","20","7",".741","—","19","8","102.6","96.5","2012-12-24"
"Brooklyn Nets*","14","12",".538","5.5","14","12","95.3","93.9","2012-12-24"
"Boston Celtics*","13","13",".500","6.5","12","14","97.2","97.8","2012-12-24"
