season,phase,date,team,opponent,location,city,w_l,route,distance,tz,flight_time,direction_e_w,return_home,player,team_rest,player_rest,games_played,mi_ns,pts,shift_hrs,fgm,fga,pct_fg,fg3m,fg3a,pct_fg3,pct_ft,fg2m,fg2a,pct_fg2,ftm,fta,oreb,dreb,treb,ast,stl,blk,tov,pf,plusminus,fpts
2012-13,RS,2013-03-16,San Antonio Spurs,Cleveland Cavaliers,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,46,33,24,0,8,16,0.5,1,2,0.5,0.875,7,14,0.5,7,8,4,9,13,4,2,2,1,2,25,56.6
2012-13,RS,2013-03-20,San Antonio Spurs,Golden State Warriors,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,3,3,47,33,9,0,4,7,0.571,1,2,0.5,NA,3,5,0.6,0,0,0,4,4,0,0,1,1,3,4,15.8
2012-13,RS,2013-03-22,San Antonio Spurs,Utah Jazz,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,48,43,21,0,9,14,0.643,3,4,0.75,NA,6,10,0.6,0,0,3,5,8,0,2,2,2,0,12,40.6
2012-13,RS,2013-03-24,San Antonio Spurs,Houston Rockets,Away,Houston,L,San Antonio - Houston,189,America/Chicago,~55 minutes,-,,Kawhi Leonard,1,1,49,30,12,0,4,8,0.5,2,5,0.4,1,2,3,0.6666666666666666,2,2,1,5,6,1,0,0,0,2,2,20.7
2012-13,RS,2013-03-27,San Antonio Spurs,Denver Nuggets,Home,San Antonio,W,Houston - San Antonio,189,America/Chicago,~55 minutes,-,,Kawhi Leonard,2,2,50,38,11,0,4,7,0.571,1,1,1,0.667,3,6,0.5,2,3,0,7,7,3,2,0,0,0,16,29.9
2012-13,RS,2013-03-29,San Antonio Spurs,Los Angeles Clippers,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,51,32,4,0,2,6,0.333,0,1,0,NA,2,5,0.4,0,0,1,5,6,4,1,0,1,1,7,19.2
2012-13,RS,2013-03-31,San Antonio Spurs,Miami Heat,Home,San Antonio,L,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,52,37,17,0,8,13,0.615,1,3,0.3333333333333333,NA,7,10,0.7,0,0,5,6,11,1,2,0,1,1,2,36.7
2012-13,RS,2013-04-04,San Antonio Spurs,Oklahoma City Thunder,Away,Oklahoma City,L,San Antonio - Oklahoma City,420,America/Chicago,~56 minutes,-,,Kawhi Leonard,0,3,53,42,24,0,9,18,0.5,3,4,0.75,0.5,6,14,0.42857142857142855,3,6,6,8,14,6,1,0,2,0,-3,50.8
2012-13,RS,2013-04-06,San Antonio Spurs,Atlanta Hawks,Home,San Antonio,W,Oklahoma City - San Antonio,420,America/Chicago,~56 minutes,-,,Kawhi Leonard,1,1,54,40,23,0,7,10,0.7,1,1,1,0.8,6,9,0.6666666666666666,8,10,0,6,6,4,2,2,3,4,-1,45.2
2012-13,RS,2013-04-10,San Antonio Spurs,Denver Nuggets,Away,Denver,L,San Antonio - Denver,799,America/Denver,~1.78 hours,West,,Kawhi Leonard,3,3,55,29,8,-1,4,10,0.4,0,1,0,NA,4,9,0.4444444444444444,0,0,5,6,11,1,3,0,1,0,-3,30.7
2012-13,RS,2013-04-12,San Antonio Spurs,Sacramento Kings,Home,San Antonio,W,Denver - San Antonio,799,America/Chicago,~1.78 hours,East,,Kawhi Leonard,1,1,56,35,15,1,7,14,0.5,0,5,0,0.5,7,9,0.7777777777777778,1,2,0,7,7,1,0,2,2,1,4,28.9
2012-13,RS,2013-04-14,San Antonio Spurs,Los Angeles Lakers,Away,Los Angeles,L,San Antonio - Los Angeles,1210,America/Los_Angeles,~2.69 hours,West,,Kawhi Leonard,1,1,57,33,8,-2,1,5,0.2,0,0,0,1,1,5,0.2,6,6,1,6,7,4,2,0,1,3,-4,27.4
2012-13,RS,2013-04-17,San Antonio Spurs,Minnesota Timberwolves,Home,San Antonio,L,San Francisco - San Antonio,1488,America/Chicago,~3.31 hours,East,,Kawhi Leonard,1,2,58,26,4,2,2,6,0.333,0,1,0,NA,2,5,0.4,0,0,0,3,3,1,2,0,1,3,-5,14.1
2012-13,PO,2013-04-21,San Antonio Spurs,Los Angeles Lakers,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,3,3,1,36,8,0,3,8,0.375,1,3,0.3333333333333333,1,2,5,0.4,1,1,2,9,11,2,2,2,1,3,7,35.2
2012-13,PO,2013-04-24,San Antonio Spurs,Los Angeles Lakers,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,2,2,2,39,16,0,8,12,0.667,0,2,0,NA,8,10,0.8,0,0,1,6,7,0,0,1,1,1,10,26.4
2012-13,PO,2013-04-26,San Antonio Spurs,Los Angeles Lakers,Away,Los Angeles,W,San Antonio - Los Angeles,1210,America/Los_Angeles,~2.69 hours,West,,Kawhi Leonard,1,1,3,27,12,-2,5,8,0.625,0,0,0,1,5,8,0.625,2,2,0,4,4,2,1,0,0,1,15,22.8
2012-13,PO,2013-04-28,San Antonio Spurs,Los Angeles Lakers,Away,Los Angeles,W,No Travel,0,America/Los_Angeles,-,-,,Kawhi Leonard,1,1,4,32,13,0,5,10,0.5,1,2,0.5,1,4,8,0.5,2,2,1,6,7,1,3,0,0,0,13,31.9
2012-13,PO,2013-05-06,San Antonio Spurs,Golden State Warriors,Home,San Antonio,W,Los Angeles - San Antonio,1210,America/Chicago,~2.69 hours,East,,Kawhi Leonard,7,7,5,41,18,2,7,11,0.636,1,1,1,0.6,6,10,0.6,3,5,4,5,9,3,2,0,1,4,6,38.3
2012-13,PO,2013-05-08,San Antonio Spurs,Golden State Warriors,Home,San Antonio,L,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,6,43,11,0,5,11,0.455,0,3,0,0.2,5,8,0.625,1,5,7,5,12,2,1,2,2,0,-8,35.4
2012-13,PO,2013-05-10,San Antonio Spurs,Golden State Warriors,Away,San Francisco,W,San Antonio - San Francisco,1488,America/Los_Angeles,~3.31 hours,West,,Kawhi Leonard,1,1,7,41,15,-2,5,7,0.714,1,1,1,0.5,4,6,0.6666666666666666,4,8,2,7,9,1,1,0,0,2,17,30.3
2012-13,PO,2013-05-12,San Antonio Spurs,Golden State Warriors,Away,San Francisco,L,No Travel,0,America/Los_Angeles,-,-,,Kawhi Leonard,1,1,8,45,11,0,4,11,0.364,0,3,0,0.75,4,8,0.5,3,4,3,5,8,2,1,0,3,4,-11,23.6
2012-13,PO,2013-05-14,San Antonio Spurs,Golden State Warriors,Home,San Antonio,W,San Francisco - San Antonio,1488,America/Chicago,~3.31 hours,East,,Kawhi Leonard,1,1,9,37,17,2,7,8,0.875,3,4,0.75,NA,4,4,1,0,0,2,5,7,1,2,0,1,2,19,31.9
2012-13,PO,2013-05-16,San Antonio Spurs,Golden State Warriors,Away,San Francisco,W,San Antonio - San Francisco,1488,America/Los_Angeles,~3.31 hours,West,,Kawhi Leonard,1,1,10,34,16,-2,6,13,0.462,1,4,0.25,0.75,5,9,0.5555555555555556,3,4,4,6,10,0,2,0,2,3,7,32
2012-13,PO,2013-05-19,San Antonio Spurs,Memphis Grizzlies,Home,San Antonio,W,San Francisco - San Antonio,1488,America/Chicago,~3.31 hours,East,,Kawhi Leonard,2,2,11,30,18,2,7,10,0.7,4,5,0.8,NA,3,5,0.6,0,0,0,2,2,1,2,1,1,0,9,29.9
2012-13,PO,2013-05-21,San Antonio Spurs,Memphis Grizzlies,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,12,40,12,0,5,9,0.556,2,5,0.4,NA,3,4,0.75,0,0,0,9,9,0,0,1,2,1,15,23.8
2012-13,PO,2013-05-25,San Antonio Spurs,Memphis Grizzlies,Away,Memphis,W,San Antonio - Memphis,631,America/Chicago,~1.4 hours,-,,Kawhi Leonard,3,3,13,35,4,0,2,6,0.333,0,1,0,0,2,5,0.4,0,1,2,9,11,0,1,1,1,1,6,22.2
2012-13,PO,2013-05-27,San Antonio Spurs,Memphis Grizzlies,Away,Memphis,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,14,38,11,0,5,7,0.714,1,2,0.5,NA,4,5,0.8,0,0,1,5,6,1,5,0,1,2,13,33.7
2012-13,PO,2013-06-06,San Antonio Spurs,Miami Heat,Away,Miami,W,San Antonio - Miami,1148,America/New_York,~2.55 hours,East,,Kawhi Leonard,9,9,15,35,10,1,3,9,0.333,0,4,0,1,3,5,0.6,4,4,2,8,10,1,1,0,0,2,6,26.5
2012-13,PO,2013-06-09,San Antonio Spurs,Miami Heat,Away,Miami,L,No Travel,0,America/New_York,-,-,,Kawhi Leonard,2,2,16,33,9,0,4,12,0.333,1,3,0.3333333333333333,0,3,9,0.3333333333333333,0,1,8,6,14,2,1,0,1,2,-21,30.8
2012-13,PO,2013-06-11,San Antonio Spurs,Miami Heat,Home,San Antonio,W,Miami - San Antonio,1148,America/Chicago,~2.55 hours,West,,Kawhi Leonard,1,1,17,29,14,-1,6,10,0.6,2,3,0.6666666666666666,NA,4,7,0.5714285714285714,0,0,3,9,12,2,4,0,1,2,29,42.4
2012-13,PO,2013-06-13,San Antonio Spurs,Miami Heat,Home,San Antonio,L,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,18,33,12,0,5,10,0.5,1,2,0.5,0.5,4,8,0.5,1,2,1,6,7,0,1,2,1,2,-6,28.4
2012-13,PO,2013-06-16,San Antonio Spurs,Miami Heat,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,2,2,19,33,16,0,6,8,0.75,2,4,0.5,1,4,4,1,2,2,1,7,8,1,3,0,2,3,2,34.1
2012-13,PO,2013-06-18,San Antonio Spurs,Miami Heat,Away,Miami,L,San Antonio - Miami,1148,America/New_York,~2.55 hours,East,,Kawhi Leonard,1,1,20,46,22,1,9,14,0.643,1,3,0.3333333333333333,0.75,8,11,0.7272727272727273,3,4,2,9,11,0,3,0,0,3,11,44.2
2012-13,PO,2013-06-20,San Antonio Spurs,Miami Heat,Away,Miami,L,No Travel,0,America/New_York,-,-,,Kawhi Leonard,1,1,21,45,19,0,8,17,0.471,1,4,0.25,0.5,7,13,0.5384615384615384,2,4,4,12,16,0,1,1,2,2,-8,42.2
2013-14,RS,2013-10-30,San Antonio Spurs,Memphis Grizzlies,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,15,15,1,30,14,0,5,9,0.556,2,2,1,1,3,7,0.42857142857142855,2,2,1,6,7,1,0,2,4,2,2,25.9
2013-14,RS,2013-11-01,San Antonio Spurs,Los Angeles Lakers,Away,Los Angeles,W,San Antonio - Los Angeles,1210,America/Los_Angeles,~2.69 hours,West,,Kawhi Leonard,1,1,2,32,15,-2,6,15,0.4,0,4,0,1,6,11,0.5454545454545454,3,3,2,9,11,0,1,0,0,3,11,31.2
2013-14,RS,2013-11-02,San Antonio Spurs,Portland Trail Blazers,Away,Portland,L,Los Angeles - Portland,821,America/Los_Angeles,~1.82 hours,-,,Kawhi Leonard,0,0,3,26,9,0,4,9,0.444,0,0,0,1,4,9,0.4444444444444444,1,1,0,1,1,1,2,0,1,2,-11,16.7
2013-14,RS,2013-11-05,San Antonio Spurs,Denver Nuggets,Away,Denver,W,Portland - Denver,986,America/Denver,~2.19 hours,East,,Kawhi Leonard,2,2,4,34,14,1,7,14,0.5,0,2,0,NA,7,12,0.5833333333333334,0,0,0,3,3,2,2,0,2,3,-5,24.6
2013-14,RS,2013-11-06,San Antonio Spurs,Phoenix Suns,Home,San Antonio,W,Denver - San Antonio,799,America/Chicago,~1.78 hours,East,,Kawhi Leonard,0,0,5,27,8,1,4,9,0.444,0,2,0,NA,4,7,0.5714285714285714,0,0,1,5,6,1,1,0,3,3,4,16.7
2013-14,RS,2013-11-08,San Antonio Spurs,Golden State Warriors,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,6,31,13,0,6,8,0.75,1,2,0.5,0,5,6,0.8333333333333334,0,1,2,5,7,2,4,0,0,1,0,36.4
2013-14,RS,2013-11-10,San Antonio Spurs,New York Knicks,Away,New York,W,San Antonio - New York,1584,America/New_York,~3.52 hours,East,,Kawhi Leonard,1,1,7,23,18,1,7,10,0.7,1,3,0.3333333333333333,0.75,6,7,0.8571428571428571,3,4,0,4,4,0,1,1,0,3,7,28.8
2013-14,RS,2013-11-11,San Antonio Spurs,Philadelphia 76ers,Away,Philadelphia,W,New York - Philadelphia,78,America/New_York,~55 minutes,-,,Kawhi Leonard,0,0,8,24,13,0,6,12,0.5,1,4,0.25,NA,5,8,0.625,0,0,1,8,9,3,2,0,2,1,18,32.3
2013-14,RS,2013-11-13,San Antonio Spurs,Washington Wizards,Home,San Antonio,W,Philadelphia - San Antonio,1509,America/Chicago,~3.35 hours,West,,Kawhi Leonard,1,1,9,24,13,-1,5,7,0.714,2,4,0.5,0.5,3,3,1,1,2,0,3,3,2,2,0,0,0,-4,25.6
2013-14,RS,2013-11-15,San Antonio Spurs,Utah Jazz,Away,Salt Lake City,W,San Antonio - Salt Lake City,1087,America/Denver,~2.42 hours,West,,Kawhi Leonard,1,1,10,29,6,-1,3,8,0.375,0,2,0,NA,3,6,0.5,0,0,1,8,9,1,2,0,2,5,-1,22.3
2013-14,RS,2013-11-20,San Antonio Spurs,Boston Celtics,Home,San Antonio,W,Salt Lake City - San Antonio,1087,America/Chicago,~2.42 hours,East,,Kawhi Leonard,4,4,11,32,16,1,7,14,0.5,1,5,0.2,0.5,6,9,0.6666666666666666,1,2,2,6,8,2,5,1,0,2,4,46.6
2013-14,RS,2013-11-22,San Antonio Spurs,Memphis Grizzlies,Away,Memphis,W,San Antonio - Memphis,631,America/Chicago,~1.4 hours,-,,Kawhi Leonard,1,1,12,33,12,0,6,11,0.545,0,1,0,NA,6,10,0.6,0,0,5,4,9,3,3,0,2,2,4,34.3
2013-14,RS,2013-11-23,San Antonio Spurs,Cleveland Cavaliers,Home,San Antonio,W,Memphis - San Antonio,631,America/Chicago,~1.4 hours,-,,Kawhi Leonard,0,0,13,13,9,0,3,4,0.75,1,1,1,1,2,3,0.6666666666666666,2,2,0,3,3,0,0,1,0,1,19,15.6
2013-14,RS,2013-11-25,San Antonio Spurs,New Orleans Pelicans,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,14,21,7,0,3,8,0.375,0,1,0,1,3,7,0.42857142857142855,1,1,2,9,11,1,2,0,1,1,12,26.7
2013-14,RS,2013-11-27,San Antonio Spurs,Oklahoma City Thunder,Away,Oklahoma City,L,San Antonio - Oklahoma City,420,America/Chicago,~56 minutes,-,,Kawhi Leonard,1,1,15,38,14,0,6,18,0.333,1,5,0.2,0.5,5,13,0.38461538461538464,1,2,3,7,10,2,4,0,1,4,-9,40
2013-14,RS,2013-11-29,San Antonio Spurs,Orlando Magic,Away,Orlando,W,Oklahoma City - Orlando,1060,America/New_York,~2.36 hours,East,,Kawhi Leonard,1,1,16,23,10,1,5,7,0.714,0,1,0,NA,5,6,0.8333333333333334,0,0,1,2,3,1,3,1,1,1,1,26.1
2013-14,RS,2013-11-30,San Antonio Spurs,Houston Rockets,Home,San Antonio,L,Orlando - San Antonio,1038,America/Chicago,~2.31 hours,West,,Kawhi Leonard,0,0,17,29,6,-1,3,8,0.375,0,3,0,NA,3,5,0.6,0,0,1,3,4,1,2,3,1,1,-6,26.3
2013-14,RS,2013-12-02,San Antonio Spurs,Atlanta Hawks,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,18,22,4,0,2,7,0.286,0,2,0,NA,2,5,0.4,0,0,0,5,5,1,1,0,1,0,-3,13.5
2013-14,RS,2013-12-07,San Antonio Spurs,Indiana Pacers,Home,San Antonio,L,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,4,4,19,37,18,0,8,13,0.615,2,4,0.5,NA,6,9,0.6666666666666666,0,0,1,2,3,3,0,0,1,2,-25,25.1
2013-14,RS,2013-12-10,San Antonio Spurs,Toronto Raptors,Away,Toronto,W,San Antonio - Toronto,1439,America/Toronto,~3.2 hours,East,,Kawhi Leonard,2,2,20,29,8,1,3,8,0.375,1,3,0.3333333333333333,1,2,5,0.4,1,1,2,5,7,4,1,0,1,2,9,24.4
2013-14,RS,2013-12-11,San Antonio Spurs,Milwaukee Bucks,Away,Milwaukee,W,Toronto - Milwaukee,434,America/Chicago,~57.87 minutes,West,,Kawhi Leonard,0,0,21,24,13,-1,3,8,0.375,0,0,0,0.875,3,8,0.375,7,8,2,3,5,0,2,0,0,1,35,25
2013-14,RS,2013-12-13,San Antonio Spurs,Minnesota Timberwolves,Home,San Antonio,W,Milwaukee - San Antonio,1107,America/Chicago,~2.46 hours,-,,Kawhi Leonard,1,1,22,34,19,0,8,11,0.727,3,5,0.6,NA,5,6,0.8333333333333334,0,0,0,6,6,5,2,1,1,2,-5,41.7
2013-14,RS,2013-12-14,San Antonio Spurs,Utah Jazz,Away,Salt Lake City,W,San Antonio - Salt Lake City,1087,America/Denver,~2.42 hours,West,,Kawhi Leonard,0,0,23,31,13,-1,6,8,0.75,1,3,0.3333333333333333,NA,5,5,1,0,0,1,2,3,2,2,0,2,1,11,23.6
2013-14,RS,2013-12-16,San Antonio Spurs,Los Angeles Clippers,Away,Los Angeles,L,Salt Lake City - Los Angeles,582,America/Los_Angeles,~1.29 hours,West,,Kawhi Leonard,1,1,24,32,12,-1,6,11,0.545,0,2,0,NA,6,9,0.6666666666666666,0,0,4,4,8,1,1,0,1,4,-20,25.1
2013-14,RS,2013-12-18,San Antonio Spurs,Phoenix Suns,Away,Phoenix,W,Los Angeles - Phoenix,366,America/Phoenix,~55 minutes,East,,Kawhi Leonard,1,1,25,31,14,1,5,15,0.333,2,3,0.6666666666666666,0.667,3,12,0.25,2,3,2,4,6,2,2,0,2,3,-2,28.2
2013-14,RS,2013-12-19,San Antonio Spurs,Golden State Warriors,Away,San Francisco,W,Phoenix - San Francisco,652,America/Los_Angeles,~1.45 hours,West,,Kawhi Leonard,0,0,26,35,21,-1,8,14,0.571,1,1,1,0.571,7,13,0.5384615384615384,4,7,1,9,10,3,1,0,1,0,4,39.5
2013-14,RS,2013-12-23,San Antonio Spurs,Toronto Raptors,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,3,27,31,13,0,5,12,0.417,2,5,0.4,1,3,7,0.42857142857142855,1,1,3,7,10,2,1,0,1,1,12,30
2013-14,RS,2013-12-25,San Antonio Spurs,Houston Rockets,Home,San Antonio,L,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,28,29,13,0,6,14,0.429,0,2,0,1,6,12,0.5,1,1,3,4,7,0,0,0,2,3,-23,19.4
2013-14,RS,2013-12-26,San Antonio Spurs,Dallas Mavericks,Away,Dallas,W,San Antonio - Dallas,252,America/Chicago,~55 minutes,-,,Kawhi Leonard,0,0,29,28,7,0,3,6,0.5,0,2,0,0.5,3,4,0.75,1,2,1,7,8,2,2,1,2,5,-9,26.6
2013-14,RS,2013-12-29,San Antonio Spurs,Sacramento Kings,Home,San Antonio,W,Dallas - San Antonio,252,America/Chicago,~55 minutes,-,,Kawhi Leonard,2,2,30,29,5,0,2,6,0.333,1,3,0.3333333333333333,NA,1,3,0.3333333333333333,0,0,1,1,2,3,1,0,0,1,-5,14.9
2013-14,RS,2013-12-31,San Antonio Spurs,Brooklyn Nets,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,31,27,6,0,3,6,0.5,0,1,0,NA,3,5,0.6,0,0,2,4,6,1,2,1,1,2,30,22.7
2013-14,RS,2014-01-02,San Antonio Spurs,New York Knicks,Home,San Antonio,L,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,32,28,8,0,1,5,0.2,1,3,0.3333333333333333,0.625,0,2,0,5,8,1,3,4,4,1,1,1,4,-9,23.8
2013-14,RS,2014-01-04,San Antonio Spurs,Los Angeles Clippers,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,33,30,10,0,5,8,0.625,0,1,0,NA,5,7,0.7142857142857143,0,0,0,4,4,0,0,0,4,2,17,10.8
2013-14,RS,2014-01-07,San Antonio Spurs,Memphis Grizzlies,Away,Memphis,W,San Antonio - Memphis,631,America/Chicago,~1.4 hours,-,,Kawhi Leonard,2,2,34,33,17,0,7,9,0.778,2,4,0.5,0.333,5,5,1,1,3,1,5,6,1,2,0,1,1,15,30.7
2013-14,RS,2014-01-08,San Antonio Spurs,Dallas Mavericks,Home,San Antonio,W,Memphis - San Antonio,631,America/Chicago,~1.4 hours,-,,Kawhi Leonard,0,0,35,26,12,0,5,9,0.556,1,2,0.5,1,4,7,0.5714285714285714,1,1,1,7,8,0,1,0,0,1,15,24.6
2013-14,RS,2014-01-12,San Antonio Spurs,Minnesota Timberwolves,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,3,3,36,36,17,0,8,11,0.727,1,1,1,NA,7,10,0.7,0,0,1,5,6,2,2,2,2,3,15,37.2
2013-14,RS,2014-01-13,San Antonio Spurs,New Orleans Pelicans,Away,New Orleans,W,San Antonio - New Orleans,516,America/Chicago,~1.15 hours,-,,Kawhi Leonard,0,0,37,33,13,0,4,6,0.667,1,1,1,1,3,5,0.6,4,4,0,6,6,3,2,1,1,2,10,32.7
2013-14,RS,2014-01-15,San Antonio Spurs,Utah Jazz,Home,San Antonio,W,New Orleans - San Antonio,516,America/Chicago,~1.15 hours,-,,Kawhi Leonard,1,1,38,33,15,0,6,12,0.5,2,6,0.3333333333333333,1,4,6,0.6666666666666666,1,1,0,7,7,6,3,2,0,3,4,47.4
2013-14,RS,2014-01-17,San Antonio Spurs,Portland Trail Blazers,Home,San Antonio,L,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,39,29,7,0,3,4,0.75,1,2,0.5,NA,2,2,1,0,0,2,7,9,2,2,0,0,4,-6,26.8
2013-14,RS,2014-01-19,San Antonio Spurs,Milwaukee Bucks,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,40,21,11,0,5,9,0.556,0,1,0,1,5,8,0.625,1,1,0,5,5,1,0,1,1,1,10,20.5
2013-14,RS,2014-01-22,San Antonio Spurs,Oklahoma City Thunder,Home,San Antonio,L,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,2,2,41,15,3,0,1,2,0.5,1,2,0.5,NA,0,0,0,0,0,1,0,1,1,1,0,2,1,-2,6.7
2013-14,RS,2014-02-26,San Antonio Spurs,Detroit Pistons,Home,San Antonio,W,Phoenix - San Antonio,847,America/Chicago,~1.88 hours,East,,Kawhi Leonard,4,34,42,29,15,1,5,9,0.556,1,2,0.5,1,4,7,0.5714285714285714,4,4,1,5,6,4,2,2,2,1,23,38.2
2013-14,RS,2014-02-28,San Antonio Spurs,Charlotte Bobcats,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,43,30,12,0,4,9,0.444,2,4,0.5,1,2,5,0.4,2,2,0,8,8,1,3,2,3,2,2,35.1
2013-14,RS,2014-03-02,San Antonio Spurs,Dallas Mavericks,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,44,34,16,0,6,9,0.667,3,5,0.6,1,3,4,0.75,1,1,2,5,7,1,1,1,2,2,6,29.9
2013-14,RS,2014-03-04,San Antonio Spurs,Cleveland Cavaliers,Away,Cleveland,W,San Antonio - Cleveland,1256,America/New_York,~2.79 hours,East,,Kawhi Leonard,1,1,45,26,18,1,7,10,0.7,2,2,1,1,5,8,0.625,2,2,2,3,5,3,4,4,3,3,18,49.5
2013-14,RS,2014-03-06,San Antonio Spurs,Miami Heat,Home,San Antonio,W,Cleveland - San Antonio,1256,America/Chicago,~2.79 hours,West,,Kawhi Leonard,1,1,46,30,11,-1,4,13,0.308,1,4,0.25,1,3,9,0.3333333333333333,2,2,0,5,5,0,5,0,1,4,6,31
2013-14,RS,2014-03-08,San Antonio Spurs,Orlando Magic,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,47,38,17,0,5,6,0.833,1,2,0.5,0.857,4,4,1,6,7,0,7,7,4,2,2,3,1,13,40.4
2013-14,RS,2014-03-11,San Antonio Spurs,Chicago Bulls,Away,Chicago,W,San Antonio - Chicago,1048,America/Chicago,~2.33 hours,-,,Kawhi Leonard,2,2,48,29,16,0,6,12,0.5,2,4,0.5,1,4,8,0.5,2,2,0,9,9,1,0,0,3,1,14,25.3
2013-14,RS,2014-03-12,San Antonio Spurs,Portland Trail Blazers,Home,San Antonio,W,Chicago - San Antonio,1048,America/Chicago,~2.33 hours,-,,Kawhi Leonard,0,0,49,35,12,0,6,8,0.75,0,1,0,NA,6,7,0.8571428571428571,0,0,2,7,9,1,2,1,1,2,-3,32.3
2013-14,RS,2014-03-14,San Antonio Spurs,Los Angeles Lakers,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,50,21,9,0,3,8,0.375,0,1,0,1,3,7,0.42857142857142855,3,3,0,4,4,2,2,2,1,1,16,27.8
2013-14,RS,2014-03-16,San Antonio Spurs,Utah Jazz,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,51,27,11,0,4,8,0.5,2,2,1,0.5,2,6,0.3333333333333333,1,2,0,6,6,3,0,1,0,0,15,25.7
2013-14,RS,2014-03-19,San Antonio Spurs,Los Angeles Lakers,Away,Los Angeles,W,San Antonio - Los Angeles,1210,America/Los_Angeles,~2.69 hours,West,,Kawhi Leonard,2,2,52,34,22,-2,8,12,0.667,1,3,0.3333333333333333,0.833,7,9,0.7777777777777778,5,6,0,10,10,4,2,1,0,2,17,49
2013-14,RS,2014-03-21,San Antonio Spurs,Sacramento Kings,Away,Sacramento,W,Los Angeles - Sacramento,352,America/Los_Angeles,~55 minutes,-,,Kawhi Leonard,1,1,53,31,15,0,4,11,0.364,2,6,0.3333333333333333,0.833,2,5,0.4,5,6,1,6,7,1,1,1,0,3,7,30.9
2013-14,RS,2014-03-22,San Antonio Spurs,Golden State Warriors,Away,San Francisco,W,Sacramento - San Francisco,77,America/Los_Angeles,~55 minutes,-,,Kawhi Leonard,0,0,54,34,16,0,5,14,0.357,2,4,0.5,1,3,10,0.3,4,4,2,5,7,0,1,2,2,2,12,31.4
2013-14,RS,2014-03-24,San Antonio Spurs,Philadelphia 76ers,Home,San Antonio,W,San Francisco - San Antonio,1488,America/Chicago,~3.31 hours,East,,Kawhi Leonard,1,1,55,26,15,2,6,9,0.667,1,3,0.3333333333333333,1,5,6,0.8333333333333334,2,2,1,4,5,2,0,1,1,0,26,26
2013-14,RS,2014-03-26,San Antonio Spurs,Denver Nuggets,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,56,35,8,0,3,8,0.375,1,2,0.5,1,2,6,0.3333333333333333,1,1,2,4,6,1,3,3,1,2,3,33.7
2013-14,RS,2014-03-28,San Antonio Spurs,Denver Nuggets,Away,Denver,W,San Antonio - Denver,799,America/Denver,~1.78 hours,West,,Kawhi Leonard,1,1,57,23,14,-1,6,11,0.545,2,3,0.6666666666666666,0,4,8,0.5,0,1,1,3,4,6,2,3,2,1,14,40.8
2013-14,RS,2014-03-29,San Antonio Spurs,New Orleans Pelicans,Home,San Antonio,W,Denver - San Antonio,799,America/Chicago,~1.78 hours,East,,Kawhi Leonard,0,0,58,23,15,1,4,9,0.444,2,4,0.5,0.833,2,5,0.4,5,6,0,5,5,2,1,1,0,1,12,30
