season,phase,date,team,opponent,location,city,w_l,route,distance,tz,flight_time,direction_e_w,return_home,player,team_rest,player_rest,games_played,mi_ns,pts,shift_hrs,fgm,fga,pct_fg,fg3m,fg3a,pct_fg3,pct_ft,fg2m,fg2a,pct_fg2,ftm,fta,oreb,dreb,treb,ast,stl,blk,tov,pf,plusminus,fpts
2013-14,RS,2014-03-31,San Antonio Spurs,Indiana Pacers,Away,Indianapolis,W,San Antonio - Indianapolis,1000,America/Indiana/Indianapolis,~2.22 hours,East,,Kawhi Leonard,1,1,59,37,13,1,5,9,0.556,2,4,0.5,0.5,3,5,0.6,1,2,3,8,11,2,1,1,1,1,19,34.2
2013-14,RS,2014-04-02,San Antonio Spurs,Golden State Warriors,Home,San Antonio,W,Indianapolis - San Antonio,1000,America/Chicago,~2.22 hours,West,,Kawhi Leonard,1,1,60,29,11,-1,4,9,0.444,0,3,0,1,4,6,0.6666666666666666,3,3,0,4,4,1,4,0,1,0,15,28.3
2013-14,RS,2014-04-03,San Antonio Spurs,Oklahoma City Thunder,Away,Oklahoma City,L,San Antonio - Oklahoma City,420,America/Chicago,~56 minutes,-,,Kawhi Leonard,0,0,61,29,17,0,8,15,0.533,1,3,0.3333333333333333,NA,7,12,0.5833333333333334,0,0,0,2,2,3,3,0,2,4,0,30.9
2013-14,RS,2014-04-06,San Antonio Spurs,Memphis Grizzlies,Home,San Antonio,W,Oklahoma City - San Antonio,420,America/Chicago,~56 minutes,-,,Kawhi Leonard,2,2,62,30,26,0,12,13,0.923,2,2,1,NA,10,11,0.9090909090909091,0,0,0,3,3,5,0,0,1,1,13,36.1
2013-14,RS,2014-04-08,San Antonio Spurs,Minnesota Timberwolves,Away,Minneapolis,L,San Antonio - Minneapolis,1109,America/Chicago,~2.46 hours,-,,Kawhi Leonard,1,1,63,27,11,0,5,10,0.5,0,2,0,1,5,8,0.625,1,1,0,6,6,1,2,1,0,3,-10,28.7
2013-14,RS,2014-04-10,San Antonio Spurs,Dallas Mavericks,Away,Dallas,W,Minneapolis - Dallas,862,America/Chicago,~1.92 hours,-,,Kawhi Leonard,1,1,64,37,16,0,5,14,0.357,2,6,0.3333333333333333,0.8,3,8,0.375,4,5,6,10,16,5,2,0,2,2,10,46.7
2013-14,RS,2014-04-11,San Antonio Spurs,Phoenix Suns,Home,San Antonio,W,Dallas - San Antonio,252,America/Chicago,~55 minutes,-,,Kawhi Leonard,0,0,65,34,18,0,7,14,0.5,2,4,0.5,0.667,5,10,0.5,2,3,1,4,5,4,3,0,0,1,3,39
2013-14,RS,2014-04-16,San Antonio Spurs,Los Angeles Lakers,Home,San Antonio,L,Houston - San Antonio,189,America/Chicago,~55 minutes,-,,Kawhi Leonard,1,4,66,24,14,0,6,10,0.6,2,5,0.4,NA,4,5,0.8,0,0,0,5,5,4,0,2,0,3,-1,32
2013-14,PO,2014-04-20,San Antonio Spurs,Dallas Mavericks,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,3,3,1,31,11,0,4,11,0.364,0,3,0,0.75,4,8,0.5,3,4,1,9,10,0,0,0,1,2,23,22
2013-14,PO,2014-04-23,San Antonio Spurs,Dallas Mavericks,Home,San Antonio,L,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,2,2,2,22,6,0,1,5,0.2,1,2,0.5,0.6,0,3,0,3,5,4,1,5,0,0,0,2,3,-6,10
2013-14,PO,2014-04-26,San Antonio Spurs,Dallas Mavericks,Away,Dallas,L,San Antonio - Dallas,252,America/Chicago,~55 minutes,-,,Kawhi Leonard,2,2,3,38,17,0,7,8,0.875,2,2,1,0.333,5,6,0.8333333333333334,1,3,1,4,5,3,5,0,5,4,-7,37.5
2013-14,PO,2014-04-28,San Antonio Spurs,Dallas Mavericks,Away,Dallas,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,4,38,7,0,3,8,0.375,0,3,0,0.5,3,5,0.6,1,2,3,9,12,1,0,1,3,2,6,22.9
2013-14,PO,2014-04-30,San Antonio Spurs,Dallas Mavericks,Home,San Antonio,W,Dallas - San Antonio,252,America/Chicago,~55 minutes,-,,Kawhi Leonard,1,1,5,35,15,0,6,10,0.6,1,2,0.5,0.667,5,8,0.625,2,3,1,7,8,1,0,0,1,1,13,25.1
2013-14,PO,2014-05-02,San Antonio Spurs,Dallas Mavericks,Away,Dallas,L,San Antonio - Dallas,252,America/Chicago,~55 minutes,-,,Kawhi Leonard,1,1,6,35,12,0,4,9,0.444,1,2,0.5,0.75,3,7,0.42857142857142855,3,4,0,6,6,1,3,0,1,4,7,28.7
2013-14,PO,2014-05-04,San Antonio Spurs,Dallas Mavericks,Home,San Antonio,W,Dallas - San Antonio,252,America/Chicago,~55 minutes,-,,Kawhi Leonard,1,1,7,29,15,0,7,14,0.5,1,5,0.2,0,6,9,0.6666666666666666,0,1,1,5,6,1,0,0,0,2,15,23.7
2013-14,PO,2014-05-06,San Antonio Spurs,Portland Trail Blazers,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,8,33,16,0,6,13,0.462,1,4,0.25,0.6,5,9,0.5555555555555556,3,5,1,8,9,1,4,0,0,1,18,40.3
2013-14,PO,2014-05-08,San Antonio Spurs,Portland Trail Blazers,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,9,28,20,0,8,9,0.889,4,4,1,NA,4,5,0.8,0,0,0,5,5,0,2,2,0,3,13,38
2013-14,PO,2014-05-10,San Antonio Spurs,Portland Trail Blazers,Away,Portland,W,San Antonio - Portland,1717,America/Los_Angeles,~3.82 hours,West,,Kawhi Leonard,1,1,10,29,16,-2,4,10,0.4,1,3,0.3333333333333333,1,3,7,0.42857142857142855,7,7,0,10,10,0,1,0,0,4,3,31
2013-14,PO,2014-05-12,San Antonio Spurs,Portland Trail Blazers,Away,Portland,L,No Travel,0,America/Los_Angeles,-,-,,Kawhi Leonard,1,1,11,27,11,0,5,10,0.5,0,2,0,0.5,5,8,0.625,1,2,1,6,7,3,2,2,0,1,-15,35.9
2013-14,PO,2014-05-14,San Antonio Spurs,Portland Trail Blazers,Home,San Antonio,W,Portland - San Antonio,1717,America/Chicago,~3.82 hours,East,,Kawhi Leonard,1,1,12,35,22,2,9,15,0.6,3,4,0.75,0.5,6,11,0.5454545454545454,1,2,1,6,7,2,5,0,0,2,23,48.4
2013-14,PO,2014-05-19,San Antonio Spurs,Oklahoma City Thunder,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,4,4,13,39,16,0,7,16,0.438,1,4,0.25,0.5,6,12,0.5,1,2,1,5,6,2,3,1,1,2,12,37.2
2013-14,PO,2014-05-21,San Antonio Spurs,Oklahoma City Thunder,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,14,16,4,0,2,4,0.5,0,0,0,NA,2,4,0.5,0,0,0,1,1,4,1,1,1,3,23,16.2
2013-14,PO,2014-05-25,San Antonio Spurs,Oklahoma City Thunder,Away,Oklahoma City,L,San Antonio - Oklahoma City,420,America/Chicago,~56 minutes,-,,Kawhi Leonard,3,3,15,31,10,0,4,11,0.364,0,3,0,1,4,8,0.5,2,2,1,2,3,2,2,0,1,2,-13,21.6
2013-14,PO,2014-05-27,San Antonio Spurs,Oklahoma City Thunder,Away,Oklahoma City,L,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,16,25,10,0,3,9,0.333,2,5,0.4,1,1,4,0.25,2,2,1,4,5,1,0,0,1,1,-20,16.5
2013-14,PO,2014-05-29,San Antonio Spurs,Oklahoma City Thunder,Home,San Antonio,W,Oklahoma City - San Antonio,420,America/Chicago,~56 minutes,-,,Kawhi Leonard,1,1,17,33,14,0,4,7,0.571,1,2,0.5,1,3,5,0.6,5,5,1,6,7,2,2,0,1,3,22,30.4
2013-14,PO,2014-05-31,San Antonio Spurs,Oklahoma City Thunder,Away,Oklahoma City,W,San Antonio - Oklahoma City,420,America/Chicago,~56 minutes,-,,Kawhi Leonard,1,1,18,44,17,0,8,21,0.381,1,5,0.2,NA,7,16,0.4375,0,0,5,6,11,4,1,1,2,4,-6,40.2
2013-14,PO,2014-06-05,San Antonio Spurs,Miami Heat,Home,San Antonio,W,Oklahoma City - San Antonio,420,America/Chicago,~56 minutes,-,,Kawhi Leonard,4,4,19,24,9,0,3,5,0.6,2,3,0.6666666666666666,0.5,1,2,0.5,1,2,0,2,2,0,1,0,4,3,11,10.4
2013-14,PO,2014-06-08,San Antonio Spurs,Miami Heat,Home,San Antonio,L,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,2,2,20,32,9,0,3,9,0.333,2,3,0.6666666666666666,0.5,1,6,0.16666666666666666,1,2,0,2,2,3,1,0,0,6,-6,18.9
2013-14,PO,2014-06-10,San Antonio Spurs,Miami Heat,Away,Miami,W,San Antonio - Miami,1148,America/New_York,~2.55 hours,East,,Kawhi Leonard,1,1,21,39,29,1,10,13,0.769,3,6,0.5,0.857,7,7,1,6,7,1,3,4,2,2,2,1,4,19,47.8
2013-14,PO,2014-06-12,San Antonio Spurs,Miami Heat,Away,Miami,W,No Travel,0,America/New_York,-,-,,Kawhi Leonard,1,1,22,39,20,0,7,12,0.583,1,3,0.3333333333333333,0.833,6,9,0.6666666666666666,5,6,5,9,14,3,3,3,1,3,23,58.3
2013-14,PO,2014-06-15,San Antonio Spurs,Miami Heat,Home,San Antonio,W,Miami - NA,1148,America/Chicago,~2.55 hours,West,,Kawhi Leonard,2,2,23,34,22,-1,7,10,0.7,3,4,0.75,0.833,4,6,0.6666666666666666,5,6,2,8,10,2,1,1,3,6,15,40
2014-15,RS,2014-10-31,San Antonio Spurs,Phoenix Suns,Away,Phoenix,L,San Antonio - Phoenix,847,America/Phoenix,~1.88 hours,West,,Kawhi Leonard,2,15,1,24,6,-1,0,5,0,0,1,0,1,0,4,0,6,6,1,7,8,1,0,0,1,0,13,16.1
2014-15,RS,2014-11-05,San Antonio Spurs,Atlanta Hawks,Home,San Antonio,W,Phoenix - San Antonio,847,America/Chicago,~1.88 hours,East,,Kawhi Leonard,4,4,2,30,11,1,5,10,0.5,1,4,0.25,NA,4,6,0.6666666666666666,0,0,0,6,6,2,1,0,2,1,-2,22.2
2014-15,RS,2014-11-06,San Antonio Spurs,Houston Rockets,Away,Houston,L,San Antonio - Houston,189,America/Chicago,~55 minutes,-,,Kawhi Leonard,0,0,3,29,7,0,2,11,0.182,0,2,0,1,2,9,0.2222222222222222,3,3,0,4,4,5,4,0,1,0,-12,30.3
2014-15,RS,2014-11-08,San Antonio Spurs,New Orleans Pelicans,Home,San Antonio,L,Houston - San Antonio,189,America/Chicago,~55 minutes,-,,Kawhi Leonard,1,1,4,37,14,0,5,13,0.385,0,2,0,0.667,5,11,0.45454545454545453,4,6,5,9,14,3,1,1,0,3,2,41.3
2014-15,RS,2014-11-10,San Antonio Spurs,Los Angeles Clippers,Away,Los Angeles,W,San Antonio - Los Angeles,1210,America/Los_Angeles,~2.69 hours,West,,Kawhi Leonard,1,1,5,37,26,-2,10,18,0.556,1,3,0.3333333333333333,1,9,15,0.6,5,5,5,5,10,3,3,1,1,4,9,53.5
2014-15,RS,2014-11-11,San Antonio Spurs,Golden State Warriors,Away,San Francisco,W,Los Angeles - San Francisco,339,America/Los_Angeles,~55 minutes,-,,Kawhi Leonard,0,0,6,35,19,0,7,11,0.636,2,3,0.6666666666666666,1,5,8,0.625,3,3,2,4,6,1,1,0,0,3,9,30.7
2014-15,RS,2014-11-14,San Antonio Spurs,Los Angeles Lakers,Away,Los Angeles,W,San Francisco - Los Angeles,339,America/Los_Angeles,~55 minutes,-,,Kawhi Leonard,2,2,7,18,12,0,5,6,0.833,2,2,1,0,3,4,0.75,0,2,0,5,5,0,2,2,3,3,-1,27
2014-15,RS,2014-11-15,San Antonio Spurs,Sacramento Kings,Away,Sacramento,L,Los Angeles - Sacramento,352,America/Los_Angeles,~55 minutes,-,,Kawhi Leonard,0,0,8,40,16,0,7,16,0.438,1,8,0.125,1,6,8,0.75,1,1,1,4,5,4,1,1,3,5,-11,31
2014-15,RS,2014-11-17,San Antonio Spurs,Philadelphia 76ers,Home,San Antonio,W,Sacramento - San Antonio,1453,America/Chicago,~3.23 hours,East,,Kawhi Leonard,1,1,9,20,5,2,2,7,0.286,0,1,0,1,2,6,0.3333333333333333,1,1,2,9,11,2,3,0,1,1,22,29.2
2014-15,RS,2014-11-19,San Antonio Spurs,Cleveland Cavaliers,Away,Cleveland,W,San Antonio - Cleveland,1256,America/New_York,~2.79 hours,East,,Kawhi Leonard,1,1,10,37,12,1,4,11,0.364,0,4,0,0.667,4,7,0.5714285714285714,4,6,1,9,10,4,4,0,2,1,3,40
2014-15,RS,2014-11-21,San Antonio Spurs,Minnesota Timberwolves,Away,Minneapolis,W,Cleveland - Minneapolis,631,America/Chicago,~1.4 hours,West,,Kawhi Leonard,1,1,11,25,14,-1,5,12,0.417,1,3,0.3333333333333333,0.75,4,9,0.4444444444444444,3,4,2,0,2,0,2,0,4,4,24,18.4
2014-15,RS,2014-11-22,San Antonio Spurs,Brooklyn Nets,Home,San Antonio,W,Minneapolis - San Antonio,1109,America/Chicago,~2.46 hours,-,,Kawhi Leonard,0,0,12,36,21,0,9,19,0.474,0,2,0,0.75,9,17,0.5294117647058824,3,4,1,8,9,1,1,0,4,0,8,32.3
2014-15,RS,2014-11-26,San Antonio Spurs,Indiana Pacers,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,3,3,13,36,21,0,8,12,0.667,2,2,1,0.5,6,10,0.6,3,6,1,12,13,1,1,0,2,3,7,39.1
2014-15,RS,2014-11-28,San Antonio Spurs,Sacramento Kings,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,14,38,19,0,6,13,0.462,4,6,0.6666666666666666,0.75,2,7,0.2857142857142857,3,4,0,4,4,2,3,4,0,3,1,47.8
2014-15,RS,2014-11-30,San Antonio Spurs,Boston Celtics,Away,Boston,W,San Antonio - Boston,1767,America/New_York,~3.93 hours,East,,Kawhi Leonard,1,1,15,30,12,1,5,9,0.556,1,3,0.3333333333333333,1,4,6,0.6666666666666666,1,1,0,6,6,0,2,0,0,1,28,25.2
2014-15,RS,2014-12-01,San Antonio Spurs,Philadelphia 76ers,Away,Philadelphia,W,Boston - Philadelphia,268,America/New_York,~55 minutes,-,,Kawhi Leonard,0,0,16,33,26,0,9,15,0.6,2,6,0.3333333333333333,0.75,7,9,0.7777777777777778,6,8,1,9,10,4,2,0,3,2,11,47
2014-15,RS,2014-12-03,San Antonio Spurs,Brooklyn Nets,Away,New York,L,Philadelphia - New York,78,America/New_York,~55 minutes,-,,Kawhi Leonard,1,1,17,39,12,0,4,16,0.25,1,2,0.5,0.75,3,14,0.21428571428571427,3,4,4,9,13,1,1,0,0,0,1,32.1
2014-15,RS,2014-12-05,San Antonio Spurs,Memphis Grizzlies,Away,Memphis,W,New York - Memphis,955,America/Chicago,~2.12 hours,West,,Kawhi Leonard,1,1,18,31,9,-1,3,10,0.3,1,2,0.5,1,2,8,0.25,2,2,1,5,6,3,1,1,1,3,-3,25.7
2014-15,RS,2014-12-06,San Antonio Spurs,Minnesota Timberwolves,Home,San Antonio,W,Memphis - San Antonio,631,America/Chicago,~1.4 hours,-,,Kawhi Leonard,0,0,19,27,18,0,7,12,0.583,0,2,0,0.8,7,10,0.7,4,5,0,3,3,4,1,0,3,2,27,27.6
2014-15,RS,2014-12-09,San Antonio Spurs,Utah Jazz,Away,Salt Lake City,L,San Antonio - Salt Lake City,1087,America/Denver,~2.42 hours,West,,Kawhi Leonard,2,2,20,36,16,-1,7,13,0.538,0,1,0,0.4,7,12,0.5833333333333334,2,5,2,3,5,5,5,0,2,3,0,42.5
2014-15,RS,2014-12-14,San Antonio Spurs,Denver Nuggets,Away,Denver,W,San Antonio - Denver,799,America/Denver,~1.78 hours,West,,Kawhi Leonard,1,4,21,37,18,-1,6,14,0.429,0,2,0,1,6,12,0.5,6,6,2,6,8,4,5,6,1,3,13,65.6
2014-15,RS,2014-12-15,San Antonio Spurs,Portland Trail Blazers,Away,Portland,L,Denver - Portland,986,America/Los_Angeles,~2.19 hours,West,,Kawhi Leonard,0,0,22,33,21,-1,7,18,0.389,0,0,0,0.875,7,18,0.3888888888888889,7,8,0,9,9,4,0,1,4,1,-5,36.8
2014-15,RS,2015-01-16,San Antonio Spurs,Portland Trail Blazers,Home,San Antonio,W,Charlotte - San Antonio,1104,America/Chicago,~2.45 hours,West,,Kawhi Leonard,1,31,23,31,20,-1,8,18,0.444,1,4,0.25,0.75,7,14,0.5,3,4,0,4,4,5,3,0,0,2,17,41.3
2014-15,RS,2015-01-18,San Antonio Spurs,Utah Jazz,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,24,30,12,0,4,11,0.364,1,2,0.5,0.75,3,9,0.3333333333333333,3,4,3,6,9,1,2,1,1,0,14,32.3
2014-15,RS,2015-01-20,San Antonio Spurs,Denver Nuggets,Away,Denver,W,San Antonio - Denver,799,America/Denver,~1.78 hours,West,,Kawhi Leonard,1,1,25,31,17,-1,6,13,0.462,3,6,0.5,1,3,7,0.42857142857142855,2,2,3,12,15,3,2,1,2,4,5,46.5
2014-15,RS,2015-01-22,San Antonio Spurs,Chicago Bulls,Away,Chicago,L,Denver - Chicago,909,America/Chicago,~2.02 hours,East,,Kawhi Leonard,1,1,26,27,16,1,5,11,0.455,1,2,0.5,0.833,4,9,0.4444444444444444,5,6,0,4,4,0,0,0,2,2,-27,18.8
2014-15,RS,2015-01-23,San Antonio Spurs,Los Angeles Lakers,Home,San Antonio,W,Chicago - San Antonio,1048,America/Chicago,~2.33 hours,-,,Kawhi Leonard,0,0,27,33,15,0,6,12,0.5,1,3,0.3333333333333333,0.667,5,9,0.5555555555555556,2,3,2,12,14,3,2,0,1,1,16,41.3
2014-15,RS,2015-01-25,San Antonio Spurs,Milwaukee Bucks,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,28,36,19,0,4,11,0.364,1,5,0.2,0.833,3,6,0.5,10,12,4,10,14,2,3,1,0,3,2,50.8
2014-15,RS,2015-01-28,San Antonio Spurs,Charlotte Hornets,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,2,2,29,23,9,0,3,6,0.5,0,2,0,1,3,4,0.75,3,3,1,4,5,3,1,0,1,2,-5,21.5
2014-15,RS,2015-01-31,San Antonio Spurs,Los Angeles Clippers,Home,San Antonio,L,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,2,2,30,34,24,0,8,18,0.444,4,8,0.5,0.8,4,10,0.4,4,5,1,4,5,0,3,0,0,3,-20,39
2014-15,RS,2015-02-04,San Antonio Spurs,Orlando Magic,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,3,3,31,38,18,0,7,9,0.778,0,0,0,1,7,9,0.7777777777777778,4,4,0,5,5,5,4,1,3,0,-3,43.5
2014-15,RS,2015-02-06,San Antonio Spurs,Miami Heat,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,32,33,24,0,8,15,0.533,5,10,0.5,0.75,3,5,0.6,3,4,1,3,4,4,3,0,1,0,25,42.8
2014-15,RS,2015-02-08,San Antonio Spurs,Toronto Raptors,Away,Toronto,L,San Antonio - Toronto,1439,America/Toronto,~3.2 hours,East,,Kawhi Leonard,1,1,33,37,11,1,5,17,0.294,1,5,0.2,NA,4,12,0.3333333333333333,0,0,2,3,5,1,1,0,3,1,-23,18.5
2014-15,RS,2015-02-09,San Antonio Spurs,Indiana Pacers,Away,Indianapolis,W,Toronto - Indianapolis,440,America/Indiana/Indianapolis,~58.67 minutes,-,,Kawhi Leonard,0,0,34,31,10,0,4,12,0.333,1,2,0.5,1,3,10,0.3,1,1,2,4,6,1,1,1,0,2,0,24.7
2014-15,RS,2015-02-11,San Antonio Spurs,Detroit Pistons,Away,Detroit,W,Indianapolis - Detroit,240,America/Detroit,~55 minutes,-,,Kawhi Leonard,1,1,35,28,8,0,2,12,0.167,0,2,0,1,2,10,0.2,4,4,2,4,6,4,4,2,1,4,10,38.2
2014-15,RS,2015-02-19,San Antonio Spurs,Los Angeles Clippers,Away,Los Angeles,L,San Antonio - Los Angeles,1210,America/Los_Angeles,~2.69 hours,West,,Kawhi Leonard,7,7,36,27,4,-2,1,11,0.091,0,6,0,0.5,1,5,0.2,2,4,2,4,6,6,1,0,3,2,4,20.2
2014-15,RS,2015-02-20,San Antonio Spurs,Golden State Warriors,Away,San Francisco,L,Los Angeles - San Francisco,339,America/Los_Angeles,~55 minutes,-,,Kawhi Leonard,0,0,37,19,12,0,5,7,0.714,1,1,1,0.5,4,6,0.6666666666666666,1,2,2,4,6,0,0,1,2,3,-9,20.2
2014-15,RS,2015-02-23,San Antonio Spurs,Utah Jazz,Away,Salt Lake City,L,San Francisco - Salt Lake City,600,America/Denver,~1.33 hours,East,,Kawhi Leonard,2,2,38,25,8,1,3,6,0.5,0,1,0,0.4,3,5,0.6,2,5,1,3,4,2,3,1,3,2,-13,24.8
2014-15,RS,2015-02-25,San Antonio Spurs,Portland Trail Blazers,Away,Portland,L,Salt Lake City - Portland,632,America/Los_Angeles,~1.4 hours,West,,Kawhi Leonard,1,1,39,35,14,-1,5,13,0.385,1,4,0.25,1,4,9,0.4444444444444444,3,3,2,6,8,3,4,1,2,1,-13,41.1
2014-15,RS,2015-02-27,San Antonio Spurs,Sacramento Kings,Away,Sacramento,W,Portland - Sacramento,486,America/Los_Angeles,~1.08 hours,-,,Kawhi Leonard,1,1,40,36,17,0,7,14,0.5,1,3,0.3333333333333333,1,6,11,0.5454545454545454,2,2,1,6,7,5,1,2,0,3,6,41.9
2014-15,RS,2015-02-28,San Antonio Spurs,Phoenix Suns,Away,Phoenix,W,Sacramento - Phoenix,629,America/Phoenix,~1.4 hours,East,,Kawhi Leonard,0,0,41,32,22,1,9,18,0.5,0,1,0,1,9,17,0.5294117647058824,4,4,0,10,10,0,3,2,0,2,24,49
2014-15,RS,2015-03-04,San Antonio Spurs,Sacramento Kings,Home,San Antonio,W,Phoenix - San Antonio,847,America/Chicago,~1.88 hours,East,,Kawhi Leonard,3,3,42,29,21,1,9,11,0.818,2,4,0.5,0.25,7,7,1,1,4,1,4,5,1,3,1,1,1,21,39.5
2014-15,RS,2015-03-06,San Antonio Spurs,Denver Nuggets,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,43,36,25,0,10,17,0.588,1,5,0.2,1,9,12,0.75,4,4,0,8,8,4,1,3,2,3,17,50.6
2014-15,RS,2015-03-08,San Antonio Spurs,Chicago Bulls,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,44,39,20,0,9,20,0.45,0,4,0,1,9,16,0.5625,2,2,3,5,8,0,3,0,0,1,17,38.6
2014-15,RS,2015-03-10,San Antonio Spurs,Toronto Raptors,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,45,39,24,0,10,19,0.526,0,0,0,1,10,19,0.5263157894736842,4,4,4,7,11,1,5,1,1,1,12,55.7
2014-15,RS,2015-03-12,San Antonio Spurs,Cleveland Cavaliers,Home,San Antonio,L,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,46,44,24,0,9,14,0.643,1,3,0.3333333333333333,0.625,8,11,0.7272727272727273,5,8,3,6,9,7,1,1,3,5,-5,48.3
2014-15,RS,2015-03-15,San Antonio Spurs,Minnesota Timberwolves,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,2,2,47,25,15,0,6,13,0.462,2,2,1,1,4,11,0.36363636363636365,1,1,1,5,6,1,5,1,0,1,24,41.7
2014-15,RS,2015-03-17,San Antonio Spurs,New York Knicks,Away,New York,L,San Antonio - New York,1584,America/New_York,~3.52 hours,East,,Kawhi Leonard,1,1,48,36,13,1,3,9,0.333,1,1,1,0.75,2,8,0.25,6,8,0,5,5,1,1,2,3,2,5,26.5
2014-15,RS,2015-03-18,San Antonio Spurs,Milwaukee Bucks,Away,Milwaukee,W,New York - Milwaukee,740,America/Chicago,~1.64 hours,West,,Kawhi Leonard,0,0,49,27,14,-1,3,8,0.375,2,3,0.6666666666666666,0.75,1,5,0.2,6,8,0,2,2,2,4,1,1,4,6,33.4
2014-15,RS,2015-03-20,San Antonio Spurs,Boston Celtics,Home,San Antonio,W,Milwaukee - San Antonio,1107,America/Chicago,~2.46 hours,-,,Kawhi Leonard,1,1,50,31,22,0,8,14,0.571,2,5,0.4,1,6,9,0.6666666666666666,4,4,0,7,7,2,3,0,0,0,23,42.4
2014-15,RS,2015-03-22,San Antonio Spurs,Atlanta Hawks,Away,Atlanta,W,San Antonio - Atlanta,880,America/New_York,~1.96 hours,East,,Kawhi Leonard,1,1,51,32,20,1,8,14,0.571,1,3,0.3333333333333333,0.75,7,11,0.6363636363636364,3,4,1,9,10,7,4,0,4,2,18,50.5
2014-15,RS,2015-03-24,San Antonio Spurs,Dallas Mavericks,Away,Dallas,L,Atlanta - Dallas,716,America/Chicago,~1.59 hours,West,,Kawhi Leonard,1,1,52,36,19,-1,7,16,0.438,0,3,0,0.833,7,13,0.5384615384615384,5,6,2,7,9,3,4,1,0,4,-7,49.3
2014-15,RS,2015-03-25,San Antonio Spurs,Oklahoma City Thunder,Home,San Antonio,W,Dallas - San Antonio,252,America/Chicago,~55 minutes,-,,Kawhi Leonard,0,0,53,23,14,0,5,9,0.556,1,2,0.5,0.75,4,7,0.5714285714285714,3,4,1,4,5,5,1,1,0,1,30,33.5
2014-15,RS,2015-03-27,San Antonio Spurs,Dallas Mavericks,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,54,32,12,0,4,13,0.308,1,4,0.25,0.75,3,9,0.3333333333333333,3,4,1,5,6,3,1,0,5,2,2,21.7
2014-15,RS,2015-03-29,San Antonio Spurs,Memphis Grizzlies,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,55,33,25,0,11,17,0.647,1,3,0.3333333333333333,1,10,14,0.7142857142857143,2,2,1,9,10,1,1,0,3,0,17,38.5
2014-15,RS,2015-03-31,San Antonio Spurs,Miami Heat,Away,Miami,W,San Antonio - Miami,1148,America/New_York,~2.55 hours,East,,Kawhi Leonard,1,1,56,38,22,1,8,13,0.615,1,3,0.3333333333333333,0.833,7,10,0.7,5,6,1,8,9,3,4,2,1,2,23,54.3
2014-15,RS,2015-04-01,San Antonio Spurs,Orlando Magic,Away,Orlando,W,Miami - Orlando,201,America/New_York,~55 minutes,-,,Kawhi Leonard,0,0,57,21,10,0,3,7,0.429,2,2,1,1,1,5,0.2,2,2,1,6,7,1,2,0,0,0,-3,25.9
2014-15,RS,2015-04-03,San Antonio Spurs,Denver Nuggets,Home,San Antonio,W,Orlando - San Antonio,1038,America/Chicago,~2.31 hours,West,,Kawhi Leonard,1,1,58,22,20,-1,9,13,0.692,2,4,0.5,NA,7,9,0.7777777777777778,0,0,0,2,2,4,1,1,1,3,27,33.4
2014-15,RS,2015-04-05,San Antonio Spurs,Golden State Warriors,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,59,24,26,0,11,17,0.647,1,2,0.5,0.75,10,15,0.6666666666666666,3,4,0,5,5,3,7,0,1,1,13,56.5
