"","team","w","l","w_lpercent","gb","pw","pl","ps_g","pa_g","date"
"6632","Sacramento Kings",33,49,0.402,"40.0",34,48,106.6,109.1,"2016-5-31"
"6633","New Orleans Pelicans",30,52,0.366,"43.0",31,51,102.7,106.5,"2016-5-31"
"6634","Minnesota Timberwolves",29,53,0.354,"44.0",31,51,102.4,106,"2016-5-31"
"6635","Phoenix Suns",23,59,0.28,"50.0",24,58,100.9,107.5,"2016-5-31"
"6636","Los Angeles Lakers",17,65,0.207,"56.0",17,65,97.3,106.9,"2016-5-31"
"6637","Cleveland Cavaliers*",57,25,0.695,"—",57,25,104.3,98.3,"2016-6-1"
"6638","Toronto Raptors*",56,26,0.683,"1.0",53,29,102.7,98.2,"2016-6-1"
"6639","Miami Heat*",48,34,0.585,"9.0",46,36,100,98.4,"2016-6-1"
"6640","Atlanta Hawks*",48,34,0.585,"9.0",51,31,102.8,99.2,"2016-6-1"
"6641","Boston Celtics*",48,34,0.585,"9.0",50,32,105.7,102.5,"2016-6-1"
"6642","Charlotte Hornets*",48,34,0.585,"9.0",49,33,103.4,100.7,"2016-6-1"
"6643","Indiana Pacers*",45,37,0.549,"12.0",46,36,102.2,100.5,"2016-6-1"
"6644","Detroit Pistons*",44,38,0.537,"13.0",43,39,102,101.4,"2016-6-1"
"6645","Chicago Bulls",42,40,0.512,"15.0",37,45,101.6,103.1,"2016-6-1"
"6646","Washington Wizards",41,41,0.5,"16.0",40,42,104.1,104.6,"2016-6-1"
"6647","Orlando Magic",35,47,0.427,"22.0",36,46,102.1,103.7,"2016-6-1"
"6648","Milwaukee Bucks",33,49,0.402,"24.0",29,53,99,103.2,"2016-6-1"
"6649","New York Knicks",32,50,0.39,"25.0",33,49,98.4,101.1,"2016-6-1"
"6650","Brooklyn Nets",21,61,0.256,"36.0",22,60,98.6,106,"2016-6-1"
"6651","Philadelphia 76ers",10,72,0.122,"47.0",16,66,97.4,107.6,"2016-6-1"
"6652","Golden State Warriors*",73,9,0.89,"—",65,17,114.9,104.1,"2016-6-1"
"6653","San Antonio Spurs*",67,15,0.817,"6.0",67,15,103.5,92.9,"2016-6-1"
"6654","Oklahoma City Thunder*",55,27,0.671,"18.0",59,23,110.2,102.9,"2016-6-1"
"6655","Los Angeles Clippers*",53,29,0.646,"20.0",53,29,104.5,100.2,"2016-6-1"
"6656","Portland Trail Blazers*",44,38,0.537,"29.0",43,39,105.1,104.3,"2016-6-1"
"6657","Memphis Grizzlies*",42,40,0.512,"31.0",35,47,99.1,101.3,"2016-6-1"
"6658","Dallas Mavericks*",42,40,0.512,"31.0",40,42,102.3,102.6,"2016-6-1"
"6659","Houston Rockets*",41,41,0.5,"32.0",42,40,106.5,106.4,"2016-6-1"
"6660","Utah Jazz",40,42,0.488,"33.0",46,36,97.7,95.9,"2016-6-1"
"6661","Denver Nuggets",33,49,0.402,"40.0",33,49,101.9,105,"2016-6-1"
"6662","Sacramento Kings",33,49,0.402,"40.0",34,48,106.6,109.1,"2016-6-1"
"6663","New Orleans Pelicans",30,52,0.366,"43.0",31,51,102.7,106.5,"2016-6-1"
"6664","Minnesota Timberwolves",29,53,0.354,"44.0",31,51,102.4,106,"2016-6-1"
"6665","Phoenix Suns",23,59,0.28,"50.0",24,58,100.9,107.5,"2016-6-1"
"6666","Los Angeles Lakers",17,65,0.207,"56.0",17,65,97.3,106.9,"2016-6-1"
"6667","Cleveland Cavaliers*",57,25,0.695,"—",57,25,104.3,98.3,"2016-6-2"
"6668","Toronto Raptors*",56,26,0.683,"1.0",53,29,102.7,98.2,"2016-6-2"
"6669","Miami Heat*",48,34,0.585,"9.0",46,36,100,98.4,"2016-6-2"
"6670","Atlanta Hawks*",48,34,0.585,"9.0",51,31,102.8,99.2,"2016-6-2"
"6671","Boston Celtics*",48,34,0.585,"9.0",50,32,105.7,102.5,"2016-6-2"
"6672","Charlotte Hornets*",48,34,0.585,"9.0",49,33,103.4,100.7,"2016-6-2"
"6673","Indiana Pacers*",45,37,0.549,"12.0",46,36,102.2,100.5,"2016-6-2"
"6674","Detroit Pistons*",44,38,0.537,"13.0",43,39,102,101.4,"2016-6-2"
"6675","Chicago Bulls",42,40,0.512,"15.0",37,45,101.6,103.1,"2016-6-2"
"6676","Washington Wizards",41,41,0.5,"16.0",40,42,104.1,104.6,"2016-6-2"
"6677","Orlando Magic",35,47,0.427,"22.0",36,46,102.1,103.7,"2016-6-2"
"6678","Milwaukee Bucks",33,49,0.402,"24.0",29,53,99,103.2,"2016-6-2"
"6679","New York Knicks",32,50,0.39,"25.0",33,49,98.4,101.1,"2016-6-2"
"6680","Brooklyn Nets",21,61,0.256,"36.0",22,60,98.6,106,"2016-6-2"
"6681","Philadelphia 76ers",10,72,0.122,"47.0",16,66,97.4,107.6,"2016-6-2"
"6682","Golden State Warriors*",73,9,0.89,"—",65,17,114.9,104.1,"2016-6-2"
"6683","San Antonio Spurs*",67,15,0.817,"6.0",67,15,103.5,92.9,"2016-6-2"
"6684","Oklahoma City Thunder*",55,27,0.671,"18.0",59,23,110.2,102.9,"2016-6-2"
"6685","Los Angeles Clippers*",53,29,0.646,"20.0",53,29,104.5,100.2,"2016-6-2"
"6686","Portland Trail Blazers*",44,38,0.537,"29.0",43,39,105.1,104.3,"2016-6-2"
"6687","Memphis Grizzlies*",42,40,0.512,"31.0",35,47,99.1,101.3,"2016-6-2"
"6688","Dallas Mavericks*",42,40,0.512,"31.0",40,42,102.3,102.6,"2016-6-2"
"6689","Houston Rockets*",41,41,0.5,"32.0",42,40,106.5,106.4,"2016-6-2"
"6690","Utah Jazz",40,42,0.488,"33.0",46,36,97.7,95.9,"2016-6-2"
"6691","Denver Nuggets",33,49,0.402,"40.0",33,49,101.9,105,"2016-6-2"
"6692","Sacramento Kings",33,49,0.402,"40.0",34,48,106.6,109.1,"2016-6-2"
"6693","New Orleans Pelicans",30,52,0.366,"43.0",31,51,102.7,106.5,"2016-6-2"
"6694","Minnesota Timberwolves",29,53,0.354,"44.0",31,51,102.4,106,"2016-6-2"
"6695","Phoenix Suns",23,59,0.28,"50.0",24,58,100.9,107.5,"2016-6-2"
"6696","Los Angeles Lakers",17,65,0.207,"56.0",17,65,97.3,106.9,"2016-6-2"
"6697","Cleveland Cavaliers*",57,25,0.695,"—",57,25,104.3,98.3,"2016-6-3"
"6698","Toronto Raptors*",56,26,0.683,"1.0",53,29,102.7,98.2,"2016-6-3"
"6699","Miami Heat*",48,34,0.585,"9.0",46,36,100,98.4,"2016-6-3"
"6700","Atlanta Hawks*",48,34,0.585,"9.0",51,31,102.8,99.2,"2016-6-3"
"6701","Boston Celtics*",48,34,0.585,"9.0",50,32,105.7,102.5,"2016-6-3"
"6702","Charlotte Hornets*",48,34,0.585,"9.0",49,33,103.4,100.7,"2016-6-3"
"6703","Indiana Pacers*",45,37,0.549,"12.0",46,36,102.2,100.5,"2016-6-3"
"6704","Detroit Pistons*",44,38,0.537,"13.0",43,39,102,101.4,"2016-6-3"
"6705","Chicago Bulls",42,40,0.512,"15.0",37,45,101.6,103.1,"2016-6-3"
"6706","Washington Wizards",41,41,0.5,"16.0",40,42,104.1,104.6,"2016-6-3"
"6707","Orlando Magic",35,47,0.427,"22.0",36,46,102.1,103.7,"2016-6-3"
"6708","Milwaukee Bucks",33,49,0.402,"24.0",29,53,99,103.2,"2016-6-3"
"6709","New York Knicks",32,50,0.39,"25.0",33,49,98.4,101.1,"2016-6-3"
"6710","Brooklyn Nets",21,61,0.256,"36.0",22,60,98.6,106,"2016-6-3"
"6711","Philadelphia 76ers",10,72,0.122,"47.0",16,66,97.4,107.6,"2016-6-3"
"6712","Golden State Warriors*",73,9,0.89,"—",65,17,114.9,104.1,"2016-6-3"
"6713","San Antonio Spurs*",67,15,0.817,"6.0",67,15,103.5,92.9,"2016-6-3"
"6714","Oklahoma City Thunder*",55,27,0.671,"18.0",59,23,110.2,102.9,"2016-6-3"
"6715","Los Angeles Clippers*",53,29,0.646,"20.0",53,29,104.5,100.2,"2016-6-3"
"6716","Portland Trail Blazers*",44,38,0.537,"29.0",43,39,105.1,104.3,"2016-6-3"
"6717","Memphis Grizzlies*",42,40,0.512,"31.0",35,47,99.1,101.3,"2016-6-3"
"6718","Dallas Mavericks*",42,40,0.512,"31.0",40,42,102.3,102.6,"2016-6-3"
"6719","Houston Rockets*",41,41,0.5,"32.0",42,40,106.5,106.4,"2016-6-3"
"6720","Utah Jazz",40,42,0.488,"33.0",46,36,97.7,95.9,"2016-6-3"
"6721","Denver Nuggets",33,49,0.402,"40.0",33,49,101.9,105,"2016-6-3"
"6722","Sacramento Kings",33,49,0.402,"40.0",34,48,106.6,109.1,"2016-6-3"
"6723","New Orleans Pelicans",30,52,0.366,"43.0",31,51,102.7,106.5,"2016-6-3"
"6724","Minnesota Timberwolves",29,53,0.354,"44.0",31,51,102.4,106,"2016-6-3"
"6725","Phoenix Suns",23,59,0.28,"50.0",24,58,100.9,107.5,"2016-6-3"
"6726","Los Angeles Lakers",17,65,0.207,"56.0",17,65,97.3,106.9,"2016-6-3"
"6727","Cleveland Cavaliers*",57,25,0.695,"—",57,25,104.3,98.3,"2016-6-4"
"6728","Toronto Raptors*",56,26,0.683,"1.0",53,29,102.7,98.2,"2016-6-4"
"6729","Miami Heat*",48,34,0.585,"9.0",46,36,100,98.4,"2016-6-4"
"6730","Atlanta Hawks*",48,34,0.585,"9.0",51,31,102.8,99.2,"2016-6-4"
"6731","Boston Celtics*",48,34,0.585,"9.0",50,32,105.7,102.5,"2016-6-4"
"6732","Charlotte Hornets*",48,34,0.585,"9.0",49,33,103.4,100.7,"2016-6-4"
"6733","Indiana Pacers*",45,37,0.549,"12.0",46,36,102.2,100.5,"2016-6-4"
"6734","Detroit Pistons*",44,38,0.537,"13.0",43,39,102,101.4,"2016-6-4"
"6735","Chicago Bulls",42,40,0.512,"15.0",37,45,101.6,103.1,"2016-6-4"
"6736","Washington Wizards",41,41,0.5,"16.0",40,42,104.1,104.6,"2016-6-4"
"6737","Orlando Magic",35,47,0.427,"22.0",36,46,102.1,103.7,"2016-6-4"
"6738","Milwaukee Bucks",33,49,0.402,"24.0",29,53,99,103.2,"2016-6-4"
"6739","New York Knicks",32,50,0.39,"25.0",33,49,98.4,101.1,"2016-6-4"
"6740","Brooklyn Nets",21,61,0.256,"36.0",22,60,98.6,106,"2016-6-4"
"6741","Philadelphia 76ers",10,72,0.122,"47.0",16,66,97.4,107.6,"2016-6-4"
"6742","Golden State Warriors*",73,9,0.89,"—",65,17,114.9,104.1,"2016-6-4"
"6743","San Antonio Spurs*",67,15,0.817,"6.0",67,15,103.5,92.9,"2016-6-4"
"6744","Oklahoma City Thunder*",55,27,0.671,"18.0",59,23,110.2,102.9,"2016-6-4"
"6745","Los Angeles Clippers*",53,29,0.646,"20.0",53,29,104.5,100.2,"2016-6-4"
"6746","Portland Trail Blazers*",44,38,0.537,"29.0",43,39,105.1,104.3,"2016-6-4"
"6747","Memphis Grizzlies*",42,40,0.512,"31.0",35,47,99.1,101.3,"2016-6-4"
"6748","Dallas Mavericks*",42,40,0.512,"31.0",40,42,102.3,102.6,"2016-6-4"
"6749","Houston Rockets*",41,41,0.5,"32.0",42,40,106.5,106.4,"2016-6-4"
"6750","Utah Jazz",40,42,0.488,"33.0",46,36,97.7,95.9,"2016-6-4"
"6751","Denver Nuggets",33,49,0.402,"40.0",33,49,101.9,105,"2016-6-4"
"6752","Sacramento Kings",33,49,0.402,"40.0",34,48,106.6,109.1,"2016-6-4"
"6753","New Orleans Pelicans",30,52,0.366,"43.0",31,51,102.7,106.5,"2016-6-4"
"6754","Minnesota Timberwolves",29,53,0.354,"44.0",31,51,102.4,106,"2016-6-4"
"6755","Phoenix Suns",23,59,0.28,"50.0",24,58,100.9,107.5,"2016-6-4"
"6756","Los Angeles Lakers",17,65,0.207,"56.0",17,65,97.3,106.9,"2016-6-4"
"6757","Cleveland Cavaliers*",57,25,0.695,"—",57,25,104.3,98.3,"2016-6-5"
"6758","Toronto Raptors*",56,26,0.683,"1.0",53,29,102.7,98.2,"2016-6-5"
"6759","Miami Heat*",48,34,0.585,"9.0",46,36,100,98.4,"2016-6-5"
"6760","Atlanta Hawks*",48,34,0.585,"9.0",51,31,102.8,99.2,"2016-6-5"
"6761","Boston Celtics*",48,34,0.585,"9.0",50,32,105.7,102.5,"2016-6-5"
"6762","Charlotte Hornets*",48,34,0.585,"9.0",49,33,103.4,100.7,"2016-6-5"
"6763","Indiana Pacers*",45,37,0.549,"12.0",46,36,102.2,100.5,"2016-6-5"
"6764","Detroit Pistons*",44,38,0.537,"13.0",43,39,102,101.4,"2016-6-5"
"6765","Chicago Bulls",42,40,0.512,"15.0",37,45,101.6,103.1,"2016-6-5"
"6766","Washington Wizards",41,41,0.5,"16.0",40,42,104.1,104.6,"2016-6-5"
"6767","Orlando Magic",35,47,0.427,"22.0",36,46,102.1,103.7,"2016-6-5"
"6768","Milwaukee Bucks",33,49,0.402,"24.0",29,53,99,103.2,"2016-6-5"
"6769","New York Knicks",32,50,0.39,"25.0",33,49,98.4,101.1,"2016-6-5"
"6770","Brooklyn Nets",21,61,0.256,"36.0",22,60,98.6,106,"2016-6-5"
"6771","Philadelphia 76ers",10,72,0.122,"47.0",16,66,97.4,107.6,"2016-6-5"
"6772","Golden State Warriors*",73,9,0.89,"—",65,17,114.9,104.1,"2016-6-5"
"6773","San Antonio Spurs*",67,15,0.817,"6.0",67,15,103.5,92.9,"2016-6-5"
"6774","Oklahoma City Thunder*",55,27,0.671,"18.0",59,23,110.2,102.9,"2016-6-5"
"6775","Los Angeles Clippers*",53,29,0.646,"20.0",53,29,104.5,100.2,"2016-6-5"
"6776","Portland Trail Blazers*",44,38,0.537,"29.0",43,39,105.1,104.3,"2016-6-5"
"6777","Memphis Grizzlies*",42,40,0.512,"31.0",35,47,99.1,101.3,"2016-6-5"
"6778","Dallas Mavericks*",42,40,0.512,"31.0",40,42,102.3,102.6,"2016-6-5"
"6779","Houston Rockets*",41,41,0.5,"32.0",42,40,106.5,106.4,"2016-6-5"
"6780","Utah Jazz",40,42,0.488,"33.0",46,36,97.7,95.9,"2016-6-5"
"6781","Denver Nuggets",33,49,0.402,"40.0",33,49,101.9,105,"2016-6-5"
"6782","Sacramento Kings",33,49,0.402,"40.0",34,48,106.6,109.1,"2016-6-5"
"6783","New Orleans Pelicans",30,52,0.366,"43.0",31,51,102.7,106.5,"2016-6-5"
"6784","Minnesota Timberwolves",29,53,0.354,"44.0",31,51,102.4,106,"2016-6-5"
"6785","Phoenix Suns",23,59,0.28,"50.0",24,58,100.9,107.5,"2016-6-5"
"6786","Los Angeles Lakers",17,65,0.207,"56.0",17,65,97.3,106.9,"2016-6-5"
"6787","Cleveland Cavaliers*",57,25,0.695,"—",57,25,104.3,98.3,"2016-6-6"
"6788","Toronto Raptors*",56,26,0.683,"1.0",53,29,102.7,98.2,"2016-6-6"
"6789","Miami Heat*",48,34,0.585,"9.0",46,36,100,98.4,"2016-6-6"
"6790","Atlanta Hawks*",48,34,0.585,"9.0",51,31,102.8,99.2,"2016-6-6"
"6791","Boston Celtics*",48,34,0.585,"9.0",50,32,105.7,102.5,"2016-6-6"
"6792","Charlotte Hornets*",48,34,0.585,"9.0",49,33,103.4,100.7,"2016-6-6"
"6793","Indiana Pacers*",45,37,0.549,"12.0",46,36,102.2,100.5,"2016-6-6"
"6794","Detroit Pistons*",44,38,0.537,"13.0",43,39,102,101.4,"2016-6-6"
"6795","Chicago Bulls",42,40,0.512,"15.0",37,45,101.6,103.1,"2016-6-6"
"6796","Washington Wizards",41,41,0.5,"16.0",40,42,104.1,104.6,"2016-6-6"
"6797","Orlando Magic",35,47,0.427,"22.0",36,46,102.1,103.7,"2016-6-6"
"6798","Milwaukee Bucks",33,49,0.402,"24.0",29,53,99,103.2,"2016-6-6"
"6799","New York Knicks",32,50,0.39,"25.0",33,49,98.4,101.1,"2016-6-6"
"6800","Brooklyn Nets",21,61,0.256,"36.0",22,60,98.6,106,"2016-6-6"
"6801","Philadelphia 76ers",10,72,0.122,"47.0",16,66,97.4,107.6,"2016-6-6"
"6802","Golden State Warriors*",73,9,0.89,"—",65,17,114.9,104.1,"2016-6-6"
"6803","San Antonio Spurs*",67,15,0.817,"6.0",67,15,103.5,92.9,"2016-6-6"
"6804","Oklahoma City Thunder*",55,27,0.671,"18.0",59,23,110.2,102.9,"2016-6-6"
"6805","Los Angeles Clippers*",53,29,0.646,"20.0",53,29,104.5,100.2,"2016-6-6"
"6806","Portland Trail Blazers*",44,38,0.537,"29.0",43,39,105.1,104.3,"2016-6-6"
"6807","Memphis Grizzlies*",42,40,0.512,"31.0",35,47,99.1,101.3,"2016-6-6"
"6808","Dallas Mavericks*",42,40,0.512,"31.0",40,42,102.3,102.6,"2016-6-6"
"6809","Houston Rockets*",41,41,0.5,"32.0",42,40,106.5,106.4,"2016-6-6"
"6810","Utah Jazz",40,42,0.488,"33.0",46,36,97.7,95.9,"2016-6-6"
"6811","Denver Nuggets",33,49,0.402,"40.0",33,49,101.9,105,"2016-6-6"
"6812","Sacramento Kings",33,49,0.402,"40.0",34,48,106.6,109.1,"2016-6-6"
"6813","New Orleans Pelicans",30,52,0.366,"43.0",31,51,102.7,106.5,"2016-6-6"
"6814","Minnesota Timberwolves",29,53,0.354,"44.0",31,51,102.4,106,"2016-6-6"
"6815","Phoenix Suns",23,59,0.28,"50.0",24,58,100.9,107.5,"2016-6-6"
"6816","Los Angeles Lakers",17,65,0.207,"56.0",17,65,97.3,106.9,"2016-6-6"
"6817","Cleveland Cavaliers*",57,25,0.695,"—",57,25,104.3,98.3,"2016-6-7"
"6818","Toronto Raptors*",56,26,0.683,"1.0",53,29,102.7,98.2,"2016-6-7"
"6819","Miami Heat*",48,34,0.585,"9.0",46,36,100,98.4,"2016-6-7"
"6820","Atlanta Hawks*",48,34,0.585,"9.0",51,31,102.8,99.2,"2016-6-7"
"6821","Boston Celtics*",48,34,0.585,"9.0",50,32,105.7,102.5,"2016-6-7"
"6822","Charlotte Hornets*",48,34,0.585,"9.0",49,33,103.4,100.7,"2016-6-7"
"6823","Indiana Pacers*",45,37,0.549,"12.0",46,36,102.2,100.5,"2016-6-7"
"6824","Detroit Pistons*",44,38,0.537,"13.0",43,39,102,101.4,"2016-6-7"
"6825","Chicago Bulls",42,40,0.512,"15.0",37,45,101.6,103.1,"2016-6-7"
"6826","Washington Wizards",41,41,0.5,"16.0",40,42,104.1,104.6,"2016-6-7"
"6827","Orlando Magic",35,47,0.427,"22.0",36,46,102.1,103.7,"2016-6-7"
"6828","Milwaukee Bucks",33,49,0.402,"24.0",29,53,99,103.2,"2016-6-7"
"6829","New York Knicks",32,50,0.39,"25.0",33,49,98.4,101.1,"2016-6-7"
"6830","Brooklyn Nets",21,61,0.256,"36.0",22,60,98.6,106,"2016-6-7"
"6831","Philadelphia 76ers",10,72,0.122,"47.0",16,66,97.4,107.6,"2016-6-7"
"6832","Golden State Warriors*",73,9,0.89,"—",65,17,114.9,104.1,"2016-6-7"
"6833","San Antonio Spurs*",67,15,0.817,"6.0",67,15,103.5,92.9,"2016-6-7"
"6834","Oklahoma City Thunder*",55,27,0.671,"18.0",59,23,110.2,102.9,"2016-6-7"
"6835","Los Angeles Clippers*",53,29,0.646,"20.0",53,29,104.5,100.2,"2016-6-7"
"6836","Portland Trail Blazers*",44,38,0.537,"29.0",43,39,105.1,104.3,"2016-6-7"
"6837","Memphis Grizzlies*",42,40,0.512,"31.0",35,47,99.1,101.3,"2016-6-7"
"6838","Dallas Mavericks*",42,40,0.512,"31.0",40,42,102.3,102.6,"2016-6-7"
"6839","Houston Rockets*",41,41,0.5,"32.0",42,40,106.5,106.4,"2016-6-7"
"6840","Utah Jazz",40,42,0.488,"33.0",46,36,97.7,95.9,"2016-6-7"
"6841","Denver Nuggets",33,49,0.402,"40.0",33,49,101.9,105,"2016-6-7"
"6842","Sacramento Kings",33,49,0.402,"40.0",34,48,106.6,109.1,"2016-6-7"
"6843","New Orleans Pelicans",30,52,0.366,"43.0",31,51,102.7,106.5,"2016-6-7"
"6844","Minnesota Timberwolves",29,53,0.354,"44.0",31,51,102.4,106,"2016-6-7"
"6845","Phoenix Suns",23,59,0.28,"50.0",24,58,100.9,107.5,"2016-6-7"
"6846","Los Angeles Lakers",17,65,0.207,"56.0",17,65,97.3,106.9,"2016-6-7"
"6847","Cleveland Cavaliers*",57,25,0.695,"—",57,25,104.3,98.3,"2016-6-8"
"6848","Toronto Raptors*",56,26,0.683,"1.0",53,29,102.7,98.2,"2016-6-8"
"6849","Miami Heat*",48,34,0.585,"9.0",46,36,100,98.4,"2016-6-8"
"6850","Atlanta Hawks*",48,34,0.585,"9.0",51,31,102.8,99.2,"2016-6-8"
"6851","Boston Celtics*",48,34,0.585,"9.0",50,32,105.7,102.5,"2016-6-8"
"6852","Charlotte Hornets*",48,34,0.585,"9.0",49,33,103.4,100.7,"2016-6-8"
"6853","Indiana Pacers*",45,37,0.549,"12.0",46,36,102.2,100.5,"2016-6-8"
"6854","Detroit Pistons*",44,38,0.537,"13.0",43,39,102,101.4,"2016-6-8"
"6855","Chicago Bulls",42,40,0.512,"15.0",37,45,101.6,103.1,"2016-6-8"
"6856","Washington Wizards",41,41,0.5,"16.0",40,42,104.1,104.6,"2016-6-8"
"6857","Orlando Magic",35,47,0.427,"22.0",36,46,102.1,103.7,"2016-6-8"
"6858","Milwaukee Bucks",33,49,0.402,"24.0",29,53,99,103.2,"2016-6-8"
"6859","New York Knicks",32,50,0.39,"25.0",33,49,98.4,101.1,"2016-6-8"
"6860","Brooklyn Nets",21,61,0.256,"36.0",22,60,98.6,106,"2016-6-8"
"6861","Philadelphia 76ers",10,72,0.122,"47.0",16,66,97.4,107.6,"2016-6-8"
"6862","Golden State Warriors*",73,9,0.89,"—",65,17,114.9,104.1,"2016-6-8"
"6863","San Antonio Spurs*",67,15,0.817,"6.0",67,15,103.5,92.9,"2016-6-8"
"6864","Oklahoma City Thunder*",55,27,0.671,"18.0",59,23,110.2,102.9,"2016-6-8"
"6865","Los Angeles Clippers*",53,29,0.646,"20.0",53,29,104.5,100.2,"2016-6-8"
"6866","Portland Trail Blazers*",44,38,0.537,"29.0",43,39,105.1,104.3,"2016-6-8"
"6867","Memphis Grizzlies*",42,40,0.512,"31.0",35,47,99.1,101.3,"2016-6-8"
"6868","Dallas Mavericks*",42,40,0.512,"31.0",40,42,102.3,102.6,"2016-6-8"
"6869","Houston Rockets*",41,41,0.5,"32.0",42,40,106.5,106.4,"2016-6-8"
"6870","Utah Jazz",40,42,0.488,"33.0",46,36,97.7,95.9,"2016-6-8"
"6871","Denver Nuggets",33,49,0.402,"40.0",33,49,101.9,105,"2016-6-8"
"6872","Sacramento Kings",33,49,0.402,"40.0",34,48,106.6,109.1,"2016-6-8"
"6873","New Orleans Pelicans",30,52,0.366,"43.0",31,51,102.7,106.5,"2016-6-8"
"6874","Minnesota Timberwolves",29,53,0.354,"44.0",31,51,102.4,106,"2016-6-8"
"6875","Phoenix Suns",23,59,0.28,"50.0",24,58,100.9,107.5,"2016-6-8"
"6876","Los Angeles Lakers",17,65,0.207,"56.0",17,65,97.3,106.9,"2016-6-8"
"6877","Cleveland Cavaliers*",57,25,0.695,"—",57,25,104.3,98.3,"2016-6-9"
"6878","Toronto Raptors*",56,26,0.683,"1.0",53,29,102.7,98.2,"2016-6-9"
"6879","Miami Heat*",48,34,0.585,"9.0",46,36,100,98.4,"2016-6-9"
"6880","Atlanta Hawks*",48,34,0.585,"9.0",51,31,102.8,99.2,"2016-6-9"
"6881","Boston Celtics*",48,34,0.585,"9.0",50,32,105.7,102.5,"2016-6-9"
"6882","Charlotte Hornets*",48,34,0.585,"9.0",49,33,103.4,100.7,"2016-6-9"
"6883","Indiana Pacers*",45,37,0.549,"12.0",46,36,102.2,100.5,"2016-6-9"
"6884","Detroit Pistons*",44,38,0.537,"13.0",43,39,102,101.4,"2016-6-9"
"6885","Chicago Bulls",42,40,0.512,"15.0",37,45,101.6,103.1,"2016-6-9"
"6886","Washington Wizards",41,41,0.5,"16.0",40,42,104.1,104.6,"2016-6-9"
"6887","Orlando Magic",35,47,0.427,"22.0",36,46,102.1,103.7,"2016-6-9"
"6888","Milwaukee Bucks",33,49,0.402,"24.0",29,53,99,103.2,"2016-6-9"
"6889","New York Knicks",32,50,0.39,"25.0",33,49,98.4,101.1,"2016-6-9"
"6890","Brooklyn Nets",21,61,0.256,"36.0",22,60,98.6,106,"2016-6-9"
"6891","Philadelphia 76ers",10,72,0.122,"47.0",16,66,97.4,107.6,"2016-6-9"
"6892","Golden State Warriors*",73,9,0.89,"—",65,17,114.9,104.1,"2016-6-9"
"6893","San Antonio Spurs*",67,15,0.817,"6.0",67,15,103.5,92.9,"2016-6-9"
"6894","Oklahoma City Thunder*",55,27,0.671,"18.0",59,23,110.2,102.9,"2016-6-9"
"6895","Los Angeles Clippers*",53,29,0.646,"20.0",53,29,104.5,100.2,"2016-6-9"
"6896","Portland Trail Blazers*",44,38,0.537,"29.0",43,39,105.1,104.3,"2016-6-9"
"6897","Memphis Grizzlies*",42,40,0.512,"31.0",35,47,99.1,101.3,"2016-6-9"
"6898","Dallas Mavericks*",42,40,0.512,"31.0",40,42,102.3,102.6,"2016-6-9"
"6899","Houston Rockets*",41,41,0.5,"32.0",42,40,106.5,106.4,"2016-6-9"
"6900","Utah Jazz",40,42,0.488,"33.0",46,36,97.7,95.9,"2016-6-9"
"6901","Denver Nuggets",33,49,0.402,"40.0",33,49,101.9,105,"2016-6-9"
"6902","Sacramento Kings",33,49,0.402,"40.0",34,48,106.6,109.1,"2016-6-9"
"6903","New Orleans Pelicans",30,52,0.366,"43.0",31,51,102.7,106.5,"2016-6-9"
"6904","Minnesota Timberwolves",29,53,0.354,"44.0",31,51,102.4,106,"2016-6-9"
"6905","Phoenix Suns",23,59,0.28,"50.0",24,58,100.9,107.5,"2016-6-9"
"6906","Los Angeles Lakers",17,65,0.207,"56.0",17,65,97.3,106.9,"2016-6-9"
"6907","Cleveland Cavaliers*",57,25,0.695,"—",57,25,104.3,98.3,"2016-6-10"
"6908","Toronto Raptors*",56,26,0.683,"1.0",53,29,102.7,98.2,"2016-6-10"
"6909","Miami Heat*",48,34,0.585,"9.0",46,36,100,98.4,"2016-6-10"
"6910","Atlanta Hawks*",48,34,0.585,"9.0",51,31,102.8,99.2,"2016-6-10"
"6911","Boston Celtics*",48,34,0.585,"9.0",50,32,105.7,102.5,"2016-6-10"
"6912","Charlotte Hornets*",48,34,0.585,"9.0",49,33,103.4,100.7,"2016-6-10"
"6913","Indiana Pacers*",45,37,0.549,"12.0",46,36,102.2,100.5,"2016-6-10"
"6914","Detroit Pistons*",44,38,0.537,"13.0",43,39,102,101.4,"2016-6-10"
"6915","Chicago Bulls",42,40,0.512,"15.0",37,45,101.6,103.1,"2016-6-10"
"6916","Washington Wizards",41,41,0.5,"16.0",40,42,104.1,104.6,"2016-6-10"
"6917","Orlando Magic",35,47,0.427,"22.0",36,46,102.1,103.7,"2016-6-10"
"6918","Milwaukee Bucks",33,49,0.402,"24.0",29,53,99,103.2,"2016-6-10"
"6919","New York Knicks",32,50,0.39,"25.0",33,49,98.4,101.1,"2016-6-10"
"6920","Brooklyn Nets",21,61,0.256,"36.0",22,60,98.6,106,"2016-6-10"
"6921","Philadelphia 76ers",10,72,0.122,"47.0",16,66,97.4,107.6,"2016-6-10"
"6922","Golden State Warriors*",73,9,0.89,"—",65,17,114.9,104.1,"2016-6-10"
"6923","San Antonio Spurs*",67,15,0.817,"6.0",67,15,103.5,92.9,"2016-6-10"
"6924","Oklahoma City Thunder*",55,27,0.671,"18.0",59,23,110.2,102.9,"2016-6-10"
