game_id,player,season,date,team,opponent,location,city,w_l,route,distance,tz,flight_time,team_rest,player_rest,games_played,mins,pts,shift_hrs,fgm,fga,pct_fg,fg3m,fg3a,pct_fg3,pct_ft,fg2m,fg2a,pct_fg2,ftm,fta,oreb,dreb,treb,ast,stl,blk,tov,pf,plusminus,b2b,b2b_1st,b2b_2nd,x3in4,x4in5,x5in7,traveling_west,traveling_east,pctEFG,pctTS,pctUSG,ortg,drtg,netrtg,pacePer40PACE_PER40,ratioPIE
21500644,Kawhi Leonard,2015-16,2016-01-21,San Antonio Spurs,Phoenix Suns,Away,Phoenix,W,San Antonio - Phoenix,847,America/Phoenix,~1.88 hours,3,3,41,22,21,-1,6,15,0.4,1,1,1,1,5,14,0.35714285714285715,8,8,1,2,3,3,0,0,0,2,24,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.433,0.567,0.383,141.9,82.2,59.6,79.28,0.187
21500653,Kawhi Leonard,2015-16,2016-01-22,San Antonio Spurs,Los Angeles Lakers,Away,Los Angeles,W,Phoenix - Los Angeles,366,America/Los_Angeles,~55 minutes,0,0,42,29,18,-1,5,11,0.455,1,4,0.25,0.875,4,7,0.5714285714285714,7,8,1,3,4,2,2,3,0,0,15,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.5,0.62,0.233,120,91.1,28.9,77.44,0.168
21500675,Kawhi Leonard,2015-16,2016-01-25,San Antonio Spurs,Golden State Warriors,Away,San Francisco,L,Los Angeles - San Francisco,339,America/Los_Angeles,~55 minutes,2,2,43,25,16,0,4,6,0.667,1,1,1,1,3,5,0.6,7,7,0,5,5,2,2,0,3,1,-19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.75,0.881,0.203,89.1,125.9,-36.8,86.71,0.188
21500689,Kawhi Leonard,2015-16,2016-01-27,San Antonio Spurs,Houston Rockets,Home,San Antonio,W,San Francisco - San Antonio,1488,America/Chicago,~3.31 hours,1,1,44,28,18,2,7,12,0.583,3,4,0.75,0.5,4,8,0.5,1,2,0,1,1,1,1,1,1,1,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.708,0.699,0.209,140,100,40,85.56,0.113
21500713,Kawhi Leonard,2015-16,2016-01-30,San Antonio Spurs,Cleveland Cavaliers,Away,Cleveland,L,San Antonio - Cleveland,1256,America/New_York,~2.79 hours,2,2,45,35,24,1,7,15,0.467,3,7,0.42857142857142855,0.875,4,8,0.5,7,8,1,5,6,2,0,0,2,2,-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.567,0.648,0.284,111.9,132.8,-20.9,76.06,0.127
21500726,Kawhi Leonard,2015-16,2016-02-01,San Antonio Spurs,Orlando Magic,Home,San Antonio,W,Cleveland - San Antonio,1256,America/Chicago,~2.79 hours,1,1,46,26,10,-1,4,11,0.364,2,7,0.2857142857142857,NA,2,4,0.5,0,0,0,5,5,2,1,2,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.455,0.455,0.217,100,92.9,7.1,83.81,0.086
21500742,Kawhi Leonard,2015-16,2016-02-03,San Antonio Spurs,New Orleans Pelicans,Home,San Antonio,W,No Travel,0,America/Chicago,-,1,1,47,36,26,0,11,17,0.647,1,2,0.5,0.75,10,15,0.6666666666666666,3,4,0,5,5,1,1,2,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.676,0.693,0.276,102.7,97.3,5.4,82.52,0.178
21500759,Kawhi Leonard,2015-16,2016-02-05,San Antonio Spurs,Dallas Mavericks,Away,Dallas,W,San Antonio - Dallas,252,America/Chicago,~55 minutes,1,1,48,27,23,0,9,16,0.563,2,4,0.5,1,7,12,0.5833333333333334,3,3,1,1,2,1,0,0,2,0,24,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.625,0.664,0.31,124.5,77.8,46.8,80.28,0.179
21500767,Kawhi Leonard,2015-16,2016-02-06,San Antonio Spurs,Los Angeles Lakers,Home,San Antonio,W,Dallas - San Antonio,252,America/Chicago,~55 minutes,0,0,49,34,20,0,4,13,0.308,0,3,0,0.8,4,10,0.4,12,15,5,8,13,3,1,0,1,3,2,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.308,0.51,0.253,110.3,109,1.3,79.45,0.149
21500784,Kawhi Leonard,2015-16,2016-02-09,San Antonio Spurs,Miami Heat,Away,Miami,W,San Antonio - Miami,1148,America/New_York,~2.55 hours,2,2,50,33,23,1,11,17,0.647,1,1,1,NA,10,16,0.625,0,0,2,7,9,4,3,1,3,1,23,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.676,0.676,0.247,130.4,97.1,33.3,82.43,0.188
21500790,Kawhi Leonard,2015-16,2016-02-10,San Antonio Spurs,Orlando Magic,Away,Orlando,W,Miami - Orlando,201,America/New_York,~55 minutes,0,0,51,33,29,0,12,19,0.632,3,3,1,1,9,16,0.5625,2,2,1,6,7,2,2,1,2,2,6,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.711,0.729,0.286,113.4,104.5,9,81.58,0.2
21500854,Kawhi Leonard,2015-16,2016-02-24,San Antonio Spurs,Sacramento Kings,Away,Sacramento,W,Phoenix - Sacramento,629,America/Los_Angeles,~1.4 hours,2,13,52,28,18,-1,5,16,0.313,2,5,0.4,1,3,11,0.2727272727272727,6,6,1,7,8,1,4,1,1,2,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.375,0.483,0.292,93.2,86.4,6.8,84.54,0.16
21500860,Kawhi Leonard,2015-16,2016-02-25,San Antonio Spurs,Utah Jazz,Away,Salt Lake City,W,Sacramento - Salt Lake City,530,America/Denver,~1.18 hours,0,0,53,35,29,1,10,15,0.667,3,5,0.6,1,7,10,0.7,6,6,0,5,5,3,3,0,0,2,17,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.767,0.822,0.247,122.2,96.8,25.4,71.09,0.27
21500872,Kawhi Leonard,2015-16,2016-02-27,San Antonio Spurs,Houston Rockets,Away,Houston,W,Salt Lake City - Houston,1201,America/Chicago,~2.67 hours,1,1,54,39,27,1,8,13,0.615,3,4,0.75,0.889,5,9,0.5555555555555556,8,9,0,8,8,1,1,1,2,3,16,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0.731,0.796,0.218,110.1,91,19.1,80.2,0.235
21500905,Kawhi Leonard,2015-16,2016-03-02,San Antonio Spurs,Detroit Pistons,Home,San Antonio,W,Houston - San Antonio,189,America/Chicago,~55 minutes,3,3,55,36,27,0,13,22,0.591,1,6,0.16666666666666666,NA,12,16,0.75,0,0,0,6,6,5,2,0,0,3,22,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.614,0.614,0.301,112.9,82.6,30.2,77.51,0.221
21500909,Kawhi Leonard,2015-16,2016-03-03,San Antonio Spurs,New Orleans Pelicans,Away,New Orleans,W,San Antonio - New Orleans,516,America/Chicago,~1.15 hours,0,0,56,39,30,0,12,22,0.545,6,10,0.6,NA,6,12,0.5,0,0,1,10,11,3,2,2,2,1,14,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.682,0.682,0.286,113,94.8,18.2,78.94,0.198
21500928,Kawhi Leonard,2015-16,2016-03-05,San Antonio Spurs,Sacramento Kings,Home,San Antonio,W,New Orleans - San Antonio,516,America/Chicago,~1.15 hours,1,1,57,36,25,0,9,24,0.375,1,5,0.2,0.857,8,19,0.42105263157894735,6,7,5,8,13,6,1,1,4,1,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.396,0.462,0.373,105.5,97.3,8.2,80.81,0.167
21500939,Kawhi Leonard,2015-16,2016-03-07,San Antonio Spurs,Indiana Pacers,Away,Indianapolis,L,San Antonio - Indianapolis,1000,America/Indiana/Indianapolis,~2.22 hours,1,1,58,40,23,1,9,23,0.391,1,7,0.14285714285714285,0.667,8,16,0.5,4,6,3,3,6,2,0,1,1,3,-3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.413,0.449,0.29,97.4,101.3,-3.8,78.66,0.078
21500945,Kawhi Leonard,2015-16,2016-03-08,San Antonio Spurs,Minnesota Timberwolves,Away,Minneapolis,W,Indianapolis - Minneapolis,510,America/Chicago,~1.13 hours,0,0,59,25,15,-1,6,12,0.5,0,1,0,1,6,11,0.5454545454545454,3,3,1,4,5,2,1,0,0,1,29,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,0.5,0.563,0.25,145.8,87.2,58.6,77.5,0.139
21500960,Kawhi Leonard,2015-16,2016-03-10,San Antonio Spurs,Chicago Bulls,Home,San Antonio,W,Minneapolis - San Antonio,1109,America/Chicago,~2.46 hours,1,1,60,39,29,0,10,15,0.667,4,5,0.8,1,6,10,0.6,5,5,1,6,7,2,2,2,1,1,16,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.8,0.843,0.202,118.8,95,23.8,82.9,0.201
21500979,Kawhi Leonard,2015-16,2016-03-12,San Antonio Spurs,Oklahoma City Thunder,Home,San Antonio,W,No Travel,0,America/Chicago,-,1,1,61,38,26,0,10,24,0.417,1,6,0.16666666666666666,1,9,18,0.5,5,5,2,5,7,3,3,1,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.438,0.496,0.326,105.4,101.4,4.1,78.24,0.169
21501001,Kawhi Leonard,2015-16,2016-03-15,San Antonio Spurs,Los Angeles Clippers,Home,San Antonio,W,No Travel,0,America/Chicago,-,2,2,62,34,20,0,9,15,0.6,0,3,0,1,9,12,0.75,2,2,0,5,5,4,3,0,3,2,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.6,0.63,0.269,116.4,103.3,13.1,72.41,0.182
21501018,Kawhi Leonard,2015-16,2016-03-17,San Antonio Spurs,Portland Trail Blazers,Home,San Antonio,W,No Travel,0,America/Chicago,-,1,1,63,31,22,0,8,11,0.727,4,4,1,1,4,7,0.5714285714285714,2,2,0,2,2,1,0,3,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.909,0.926,0.19,134.9,98.5,36.5,83.75,0.148
21501036,Kawhi Leonard,2015-16,2016-03-19,San Antonio Spurs,Golden State Warriors,Home,San Antonio,W,No Travel,0,America/Chicago,-,1,1,64,39,18,0,5,14,0.357,1,3,0.3333333333333333,0.875,4,11,0.36363636363636365,7,8,6,8,14,4,0,2,4,4,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.393,0.514,0.25,104.1,94.5,9.6,75.78,0.124
21501043,Kawhi Leonard,2015-16,2016-03-21,San Antonio Spurs,Charlotte Hornets,Away,Charlotte,L,San Antonio - Charlotte,1104,America/New_York,~2.45 hours,1,1,65,31,15,1,6,14,0.429,1,4,0.25,1,5,10,0.5,2,2,0,6,6,0,2,0,1,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.464,0.504,0.222,95.2,90.2,5,80.04,0.102
21501063,Kawhi Leonard,2015-16,2016-03-23,San Antonio Spurs,Miami Heat,Home,San Antonio,W,Charlotte - San Antonio,1104,America/Chicago,~2.45 hours,1,1,66,24,32,-1,12,21,0.571,3,7,0.42857142857142855,0.714,9,14,0.6428571428571429,5,7,2,6,8,0,1,1,1,1,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.643,0.664,0.462,121.7,85.1,36.6,77.18,0.291
21501118,Kawhi Leonard,2015-16,2016-03-30,San Antonio Spurs,New Orleans Pelicans,Home,San Antonio,W,Memphis - San Antonio,631,America/Chicago,~1.4 hours,1,6,67,22,16,0,4,9,0.444,1,5,0.2,1,3,4,0.75,7,7,0,6,6,4,3,2,0,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.5,0.662,0.255,100,63.6,36.4,80.3,0.366
21501140,Kawhi Leonard,2015-16,2016-04-02,San Antonio Spurs,Toronto Raptors,Home,San Antonio,W,No Travel,0,America/Chicago,-,2,2,68,40,33,0,10,17,0.588,2,5,0.4,1,8,12,0.6666666666666666,11,11,0,6,6,7,3,1,2,5,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.647,0.755,0.27,122.4,102.6,19.8,76.28,0.219
21501161,Kawhi Leonard,2015-16,2016-04-05,San Antonio Spurs,Utah Jazz,Away,Salt Lake City,W,San Antonio - Salt Lake City,1087,America/Denver,~2.42 hours,2,2,69,38,18,-1,5,14,0.357,0,4,0,0.889,5,10,0.5,8,9,1,7,8,0,1,2,2,3,-18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.357,0.501,0.282,91.2,117.6,-26.5,71.02,0.1
21501177,Kawhi Leonard,2015-16,2016-04-07,San Antonio Spurs,Golden State Warriors,Away,San Francisco,L,Salt Lake City - San Francisco,600,America/Los_Angeles,~1.33 hours,1,1,70,35,23,-1,8,12,0.667,2,3,0.6666666666666666,0.625,6,9,0.6666666666666666,5,8,1,2,3,2,1,0,2,0,-15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.75,0.741,0.23,95.7,117.1,-21.4,80.38,0.134
21501201,Kawhi Leonard,2015-16,2016-04-10,San Antonio Spurs,Golden State Warriors,Home,San Antonio,L,Denver - San Antonio,799,America/Chicago,~1.78 hours,1,2,71,39,20,1,7,22,0.318,0,3,0,0.857,7,19,0.3684210526315789,6,7,6,7,13,5,2,3,0,3,-10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0.318,0.399,0.261,95.9,111.1,-15.2,74.4,0.146
21501215,Kawhi Leonard,2015-16,2016-04-12,San Antonio Spurs,Oklahoma City Thunder,Home,San Antonio,W,No Travel,0,America/Chicago,-,1,1,72,39,26,0,10,20,0.5,1,5,0.2,0.625,9,15,0.6,5,8,1,4,5,5,2,2,3,3,-1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.525,0.553,0.333,102.8,107.1,-4.4,73.32,0.165
21600003,Kawhi Leonard,2016-17,2016-10-25,San Antonio Spurs,Golden State Warriors,Away,San Francisco,W,San Antonio - San Francisco,1488,America/Los_Angeles,~3.31 hours,15,15,1,32,35,-2,10,21,0.476,0,3,0,1,10,18,0.5555555555555556,15,15,3,2,5,3,5,0,2,1,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.476,0.634,0.366,127.9,105.8,22.1,85.49,0.225
21600016,Kawhi Leonard,2016-17,2016-10-27,San Antonio Spurs,Sacramento Kings,Away,Sacramento,W,San Francisco - Sacramento,77,America/Los_Angeles,~55 minutes,1,1,2,35,30,0,11,21,0.524,1,5,0.2,1,10,16,0.625,7,7,0,3,3,5,5,0,1,5,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.548,0.623,0.324,110.8,100,10.8,76.18,0.227
21600032,Kawhi Leonard,2016-17,2016-10-29,San Antonio Spurs,New Orleans Pelicans,Home,San Antonio,W,Sacramento - San Antonio,1453,America/Chicago,~3.23 hours,1,1,3,28,20,2,6,12,0.5,2,4,0.5,1,4,8,0.5,6,6,0,4,4,3,2,0,0,1,13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.583,0.683,0.259,124.1,98.2,25.9,77.86,0.193
21600037,Kawhi Leonard,2016-17,2016-10-30,San Antonio Spurs,Miami Heat,Away,Miami,W,San Antonio - Miami,1148,America/New_York,~2.55 hours,0,0,4,30,27,1,8,16,0.5,1,3,0.3333333333333333,0.833,7,13,0.5384615384615384,10,12,0,2,2,6,1,1,4,3,12,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0.531,0.634,0.394,115.3,94.9,20.3,79.15,0.189
21600053,Kawhi Leonard,2016-17,2016-11-01,San Antonio Spurs,Utah Jazz,Home,San Antonio,L,Miami - San Antonio,1148,America/Chicago,~2.55 hours,1,1,5,36,30,-1,10,18,0.556,5,7,0.7142857142857143,1,5,11,0.45454545454545453,5,5,0,7,7,2,2,0,2,1,-5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.694,0.743,0.328,106.2,113.8,-7.7,72.65,0.215
21600077,Kawhi Leonard,2016-17,2016-11-04,San Antonio Spurs,Utah Jazz,Away,Salt Lake City,W,San Antonio - Salt Lake City,1087,America/Denver,~2.42 hours,2,2,6,32,29,-1,9,18,0.5,1,5,0.2,1,8,13,0.6153846153846154,10,10,4,7,11,4,1,1,1,2,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.528,0.647,0.343,123.3,109.8,13.5,76.83,0.232
21600086,Kawhi Leonard,2016-17,2016-11-05,San Antonio Spurs,Los Angeles Clippers,Home,San Antonio,L,Salt Lake City - San Antonio,1087,America/Chicago,~2.42 hours,0,0,7,28,14,1,3,13,0.231,0,3,0,1,3,10,0.3,8,8,1,5,6,1,1,1,2,1,-9,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.231,0.424,0.311,96.5,114.3,-17.8,80.96,0.079
21600114,Kawhi Leonard,2016-17,2016-11-09,San Antonio Spurs,Houston Rockets,Home,San Antonio,L,No Travel,0,America/Chicago,-,3,3,8,39,34,0,11,26,0.423,4,6,0.6666666666666666,1,7,20,0.35,8,8,2,5,7,1,1,2,2,1,-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.5,0.576,0.368,96.1,109,-12.9,79.01,0.173
21600127,Kawhi Leonard,2016-17,2016-11-11,San Antonio Spurs,Detroit Pistons,Home,San Antonio,W,No Travel,0,America/Chicago,-,1,1,9,37,17,0,5,18,0.278,4,5,0.8,1,1,13,0.07692307692307693,3,3,0,4,4,1,4,0,2,1,-1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.389,0.44,0.276,106.2,107.7,-1.5,69.88,0.074
21600134,Kawhi Leonard,2016-17,2016-11-12,San Antonio Spurs,Houston Rockets,Away,Houston,W,San Antonio - Houston,189,America/Chicago,~55 minutes,0,0,10,38,20,0,9,16,0.563,0,5,0,1,9,11,0.8181818181818182,2,2,0,2,2,0,4,0,2,3,1,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.563,0.592,0.244,111,111.1,-0.2,77.06,0.101
21600150,Kawhi Leonard,2016-17,2016-11-14,San Antonio Spurs,Miami Heat,Home,San Antonio,W,Houston - San Antonio,189,America/Chicago,~55 minutes,1,1,11,35,24,0,7,19,0.368,3,5,0.6,0.778,4,14,0.2857142857142857,7,9,1,11,12,4,0,0,4,2,-1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.447,0.523,0.342,102.9,105.8,-2.9,80.42,0.148
21600168,Kawhi Leonard,2016-17,2016-11-16,San Antonio Spurs,Sacramento Kings,Away,Sacramento,W,San Antonio - Sacramento,1453,America/Los_Angeles,~3.23 hours,1,1,12,32,20,-2,7,14,0.5,4,9,0.4444444444444444,1,3,5,0.6,2,2,2,4,6,1,4,1,1,1,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.643,0.672,0.229,127,85.9,41,79.29,0.173
21600182,Kawhi Leonard,2016-17,2016-11-18,San Antonio Spurs,Los Angeles Lakers,Away,Los Angeles,W,Sacramento - Los Angeles,352,America/Los_Angeles,~55 minutes,1,1,13,39,23,0,7,15,0.467,2,7,0.2857142857142857,0.875,5,8,0.625,7,8,1,11,12,7,2,0,3,0,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.533,0.621,0.25,122.8,113,9.8,79.59,0.177
21600206,Kawhi Leonard,2016-17,2016-11-21,San Antonio Spurs,Dallas Mavericks,Home,San Antonio,W,Los Angeles - San Antonio,1210,America/Chicago,~2.69 hours,2,2,14,34,24,2,8,19,0.421,1,1,1,0.875,7,18,0.3888888888888889,7,8,2,7,9,4,1,0,1,2,-7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.447,0.533,0.338,95.2,106.3,-11.1,74.56,0.213
21600213,Kawhi Leonard,2016-17,2016-11-23,San Antonio Spurs,Charlotte Hornets,Away,Charlotte,W,San Antonio - Charlotte,1104,America/New_York,~2.45 hours,1,1,15,37,30,1,14,21,0.667,2,7,0.2857142857142857,0,12,14,0.8571428571428571,0,1,2,3,5,4,1,1,0,2,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.714,0.7,0.259,129.2,119.4,9.7,78.69,0.168
21600225,Kawhi Leonard,2016-17,2016-11-25,San Antonio Spurs,Boston Celtics,Away,Boston,W,Charlotte - Boston,722,America/New_York,~1.6 hours,1,1,16,35,25,0,8,18,0.444,3,7,0.42857142857142855,1,5,11,0.45454545454545453,6,6,2,8,10,4,0,2,2,1,-2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.528,0.606,0.307,110.8,115.6,-4.9,73.68,0.185
21600240,Kawhi Leonard,2016-17,2016-11-26,San Antonio Spurs,Washington Wizards,Away,Washington,W,Boston - Washington,394,America/New_York,~55 minutes,0,0,17,36,19,0,5,14,0.357,1,6,0.16666666666666666,0.8,4,8,0.5,8,10,0,1,1,5,3,0,3,1,8,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.393,0.516,0.26,119.7,108.5,11.3,79.74,0.09
21600264,Kawhi Leonard,2016-17,2016-11-29,San Antonio Spurs,Orlando Magic,Home,San Antonio,L,Washington - San Antonio,1387,America/Chicago,~3.08 hours,2,2,18,32,21,-1,6,16,0.375,1,4,0.25,0.889,5,12,0.4166666666666667,8,9,1,1,2,0,2,0,2,1,-18,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.406,0.526,0.319,91.8,117.5,-25.7,77.42,0.086
21600272,Kawhi Leonard,2016-17,2016-11-30,San Antonio Spurs,Dallas Mavericks,Away,Dallas,W,San Antonio - Dallas,252,America/Chicago,~55 minutes,0,0,19,31,21,0,5,16,0.313,2,5,0.4,0.75,3,11,0.2727272727272727,9,12,1,6,7,2,2,0,2,1,5,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.375,0.493,0.359,113.8,107,6.8,74.1,0.124
21600289,Kawhi Leonard,2016-17,2016-12-02,San Antonio Spurs,Washington Wizards,Home,San Antonio,W,Dallas - San Antonio,252,America/Chicago,~55 minutes,1,1,20,34,23,0,9,18,0.5,2,4,0.5,1,7,14,0.5,3,3,1,4,5,2,2,0,1,1,-4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.556,0.595,0.25,107,115.9,-8.9,81.63,0.136
21600309,Kawhi Leonard,2016-17,2016-12-05,San Antonio Spurs,Milwaukee Bucks,Away,Milwaukee,W,San Antonio - Milwaukee,1107,America/Chicago,~2.46 hours,2,2,21,31,21,0,9,22,0.409,1,5,0.2,1,8,17,0.47058823529411764,2,2,2,7,9,0,0,2,2,1,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.432,0.459,0.325,100,93.4,6.6,79.35,0.147
21600319,Kawhi Leonard,2016-17,2016-12-06,San Antonio Spurs,Minnesota Timberwolves,Away,Minneapolis,W,Milwaukee - Minneapolis,294,America/Chicago,~55 minutes,0,0,22,36,31,0,11,15,0.733,2,3,0.6666666666666666,0.875,9,12,0.75,7,8,0,1,1,4,2,0,1,1,16,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.8,0.837,0.286,120.9,97,23.9,75.28,0.253
21600336,Kawhi Leonard,2016-17,2016-12-08,San Antonio Spurs,Chicago Bulls,Away,Chicago,L,Minneapolis - Chicago,354,America/Chicago,~55 minutes,1,1,23,38,24,0,10,19,0.526,1,2,0.5,1,9,17,0.5294117647058824,3,3,3,5,8,5,2,0,2,3,-9,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.553,0.591,0.241,98.7,110.5,-11.8,79.75,0.155
21600353,Kawhi Leonard,2016-17,2016-12-10,San Antonio Spurs,Brooklyn Nets,Home,San Antonio,W,Chicago - San Antonio,1048,America/Chicago,~2.33 hours,1,1,24,27,30,0,10,18,0.556,4,7,0.5714285714285714,1,6,11,0.5454545454545454,6,6,1,6,7,3,1,1,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.667,0.727,0.333,135.7,96.5,39.2,83.29,0.242
21600383,Kawhi Leonard,2016-17,2016-12-14,San Antonio Spurs,Boston Celtics,Home,San Antonio,W,No Travel,0,America/Chicago,-,3,3,25,37,26,0,9,17,0.529,1,5,0.2,1,8,12,0.6666666666666666,7,7,1,2,3,6,2,1,4,1,8,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.559,0.647,0.286,110.5,102.7,7.8,82.15,0.146
21600387,Kawhi Leonard,2016-17,2016-12-15,San Antonio Spurs,Phoenix Suns,Away,Phoenix,W,San Antonio - Phoenix,847,America/Phoenix,~1.88 hours,0,0,26,27,18,-1,6,12,0.5,1,3,0.3333333333333333,1,5,9,0.5555555555555556,5,5,2,8,10,4,2,0,1,0,14,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.542,0.634,0.234,117.9,92.9,25,81.65,0.295
21600412,Kawhi Leonard,2016-17,2016-12-18,San Antonio Spurs,New Orleans Pelicans,Home,San Antonio,W,Phoenix - San Antonio,847,America/Chicago,~1.88 hours,2,2,27,24,13,1,5,10,0.5,1,3,0.3333333333333333,1,4,7,0.5714285714285714,2,2,0,2,2,0,1,1,0,1,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.55,0.597,0.193,124.5,82,42.5,80.98,0.107
21600425,Kawhi Leonard,2016-17,2016-12-20,San Antonio Spurs,Houston Rockets,Away,Houston,W,San Antonio - Houston,189,America/Chicago,~55 minutes,1,1,28,36,21,0,5,15,0.333,0,4,0,0.846,5,11,0.45454545454545453,11,13,0,5,5,4,5,0,7,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.333,0.507,0.325,106.7,106.7,0,82.53,0.101
21600441,Kawhi Leonard,2016-17,2016-12-22,San Antonio Spurs,Los Angeles Clippers,Away,Los Angeles,L,Houston - Los Angeles,1380,America/Los_Angeles,~3.07 hours,1,1,29,34,27,-2,8,19,0.421,1,3,0.3333333333333333,0.909,7,16,0.4375,10,11,4,5,9,5,1,2,4,2,-8,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.447,0.566,0.341,97.1,108.7,-11.6,81.01,0.19
21600454,Kawhi Leonard,2016-17,2016-12-23,San Antonio Spurs,Portland Trail Blazers,Away,Portland,W,Los Angeles - Portland,821,America/Los_Angeles,~1.82 hours,0,0,30,32,33,0,9,15,0.6,5,7,0.7142857142857143,1,4,8,0.5,10,10,0,3,3,2,1,0,2,2,11,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.767,0.851,0.31,126.2,108.2,18,76.95,0.232
