"","test_actual","test_fold","type","test_preds"
"63330",11.7,"5","w60_tf",-0.222187888540741
"63331",7.1,"5","sn_net_rating_diff",3.78520333310181
"63332",7.1,"5","w60_en",2.94336993067781
"63333",7.1,"5","w_40",4.04685798913963
"63334",7.1,"5","w40_t",3.89863710168538
"63335",7.1,"5","w40_td",4.15692943184801
"63336",7.1,"5","w60_tf",5.76567203473904
"63337",3.3,"5","sn_net_rating_diff",1.36079086036708
"63338",3.3,"5","w60_en",0.654647543270007
"63339",3.3,"5","w_40",1.43585661911051
"63340",3.3,"5","w40_t",1.57725795910312
"63341",3.3,"5","w40_td",1.82989486262691
"63342",3.3,"5","w60_tf",0.865947423557992
"63343",-9.3,"5","sn_net_rating_diff",0.97288486472952
"63344",-9.3,"5","w60_en",0.728874699279451
"63345",-9.3,"5","w_40",0.245365015525023
"63346",-9.3,"5","w40_t",-0.869394545015139
"63347",-9.3,"5","w40_td",-1.8396890973346
"63348",-9.3,"5","w60_tf",0.215746492328186
"63349",7.7,"5","sn_net_rating_diff",0.00311987563562699
"63350",7.7,"5","w60_en",-0.96635086299914
"63351",7.7,"5","w_40",-0.177051510827814
"63352",7.7,"5","w40_t",-1.37622170922309
"63353",7.7,"5","w40_td",-1.71466038398255
"63354",7.7,"5","w60_tf",-0.0310451813398265
"63355",-15.1,"5","sn_net_rating_diff",-7.9489530349343
"63356",-15.1,"5","w60_en",-7.85434884981896
"63357",-15.1,"5","w_40",-8.00785488251264
"63358",-15.1,"5","w40_t",-8.51131561603971
"63359",-15.1,"5","w40_td",-9.43918011322303
"63360",-15.1,"5","w60_tf",-7.46910788843132
"63361",-29.5,"5","sn_net_rating_diff",-6.68825854911224
"63362",-29.5,"5","w60_en",-5.65317281884996
"63363",-29.5,"5","w_40",-6.34502862881287
"63364",-29.5,"5","w40_t",-5.49620440553151
"63365",-29.5,"5","w40_td",-4.84959636790054
"63366",-29.5,"5","w60_tf",-4.93650430558899
"63367",-20,"5","sn_net_rating_diff",-3.48803408510239
"63368",-20,"5","w60_en",-3.68805398858327
"63369",-20,"5","w_40",-3.50567809984063
"63370",-20,"5","w40_t",-2.59744596896341
"63371",-20,"5","w40_td",-2.45908750937186
"63372",-20,"5","w60_tf",-4.17046154909576
"63373",3.1,"5","sn_net_rating_diff",-5.13663456656201
"63374",3.1,"5","w60_en",-3.8584245096417
"63375",3.1,"5","w_40",-5.50541588690017
"63376",3.1,"5","w40_t",-5.74417831393159
"63377",3.1,"5","w40_td",-6.03604817446614
"63378",3.1,"5","w60_tf",-3.59281491013603
"63379",-20.9,"5","sn_net_rating_diff",-14.6403314596822
"63380",-20.9,"5","w60_en",-13.3933118794569
"63381",-20.9,"5","w_40",-14.2358723104054
"63382",-20.9,"5","w40_t",-14.0444946260055
"63383",-20.9,"5","w40_td",-14.6479404620889
"63384",-20.9,"5","w60_tf",-14.1260973375873
"63385",1.1,"5","sn_net_rating_diff",-0.48176261891132
"63386",1.1,"5","w60_en",-1.75591772628981
"63387",1.1,"5","w_40",-0.0912071917687718
"63388",1.1,"5","w40_t",0.617926063980968
"63389",1.1,"5","w40_td",0.843961838439213
"63390",1.1,"5","w60_tf",-1.01313625246642
"63391",13.9,"5","sn_net_rating_diff",0.391025871273184
"63392",13.9,"5","w60_en",0.0898532009412514
"63393",13.9,"5","w_40",0.183372311726564
"63394",13.9,"5","w40_t",-1.09581330552314
"63395",13.9,"5","w40_td",-1.60511467334297
"63396",13.9,"5","w60_tf",2.01431782465443
"63397",-10.9,"5","sn_net_rating_diff",-0.578739117820709
"63398",-10.9,"5","w60_en",-0.266354046117825
"63399",-10.9,"5","w_40",-1.22823981002803
"63400",-10.9,"5","w40_t",-1.33700068234665
"63401",-10.9,"5","w40_td",-2.03187044389988
"63402",-10.9,"5","w60_tf",-0.0324400409461512
"63403",0.9,"5","sn_net_rating_diff",-1.83943360364277
"63404",0.9,"5","w60_en",-1.60438412182238
"63405",0.9,"5","w_40",-1.95897174208437
"63406",0.9,"5","w40_t",-2.29282475759529
"63407",0.9,"5","w40_td",-2.22686917110445
"63408",0.9,"5","w60_tf",-2.34877763719257
"63409",9,"5","sn_net_rating_diff",4.46403882546754
"63410",9,"5","w60_en",4.59997474047604
"63411",9,"5","w_40",4.08118527145012
"63412",9,"5","w40_t",4.31205850965514
"63413",9,"5","w40_td",4.86529129307777
"63414",9,"5","w60_tf",4.90517354871803
"63415",11.5,"5","sn_net_rating_diff",5.7247333112896
"63416",11.5,"5","w60_en",4.21351125095415
"63417",11.5,"5","w_40",5.13395159301119
"63418",11.5,"5","w40_t",3.89785684463889
"63419",11.5,"5","w40_td",3.92642366859702
"63420",11.5,"5","w60_tf",2.92376235929622
"63421",-3.9,"5","sn_net_rating_diff",-0.772692115639487
"63422",-3.9,"5","w60_en",-1.6289936881857
"63423",-3.9,"5","w_40",-0.457883458151747
"63424",-3.9,"5","w40_t",-1.73653838374657
"63425",-3.9,"5","w40_td",-1.14924199213637
"63426",-3.9,"5","w60_tf",-2.99659123852314
"63427",-3.3,"5","sn_net_rating_diff",-6.9791880458404
"63428",-3.3,"5","w60_en",-6.22837130626611
"63429",-3.3,"5","w_40",-6.58658592769597
"63430",-3.3,"5","w40_t",-5.91260632711933
"63431",-3.3,"5","w40_td",-5.64522197339591
"63432",-3.3,"5","w60_tf",-6.95713752814726
"63433",-1.1,"5","sn_net_rating_diff",-0.578739117820709
"63434",-1.1,"5","w60_en",-0.259079933968484
"63435",-1.1,"5","w_40",-1.60149740099245
"63436",-1.1,"5","w40_t",-1.23669924026411
"63437",-1.1,"5","w40_td",-2.45064956892856
"63438",-1.1,"5","w60_tf",-0.379700051874911
"63439",-10.9,"5","sn_net_rating_diff",-9.20964752075636
"63440",-10.9,"5","w60_en",-7.84659988031498
"63441",-10.9,"5","w_40",-8.53663304487956
"63442",-10.9,"5","w40_t",-7.95713317796976
"63443",-10.9,"5","w40_td",-7.60894490927624
"63444",-10.9,"5","w60_tf",-9.43327145678218
"63445",4,"5","sn_net_rating_diff",1.06986136363891
"63446",4,"5","w60_en",0.346284644299888
"63447",4,"5","w_40",0.775276737794918
"63448",4,"5","w40_t",0.640674069405222
"63449",4,"5","w40_td",0.746235119976864
"63450",4,"5","w60_tf",-1.00431521374112
"63451",-8,"5","sn_net_rating_diff",7.95519278620555
"63452",-8,"5","w60_en",6.34470677686664
"63453",-8,"5","w_40",6.77078142913803
"63454",-8,"5","w40_t",6.81548054584245
"63455",-8,"5","w40_td",6.41813181723693
"63456",-8,"5","w60_tf",8.16366909889931
"63457",-3,"5","sn_net_rating_diff",-0.966645113458266
"63458",-3,"5","w60_en",-1.24438377759637
"63459",-3,"5","w_40",-0.702754164714112
"63460",-3,"5","w40_t",0.209594138237394
"63461",-3,"5","w40_td",0.862352689367482
"63462",-3,"5","w60_tf",0.0782746625247812
"63463",-7,"5","sn_net_rating_diff",-10.858248002216
"63464",-7,"5","w60_en",-9.11093628884893
"63465",-7,"5","w_40",-10.1937631893891
"63466",-7,"5","w40_t",-9.17891404175568
"63467",-7,"5","w40_td",-9.16900582228121
"63468",-7,"5","w60_tf",-9.92793072831928
"63469",-7.7,"5","sn_net_rating_diff",1.55474385818586
"63470",-7.7,"5","w60_en",0.407818570780823
"63471",-7.7,"5","w_40",1.59255624119309
"63472",-7.7,"5","w40_t",1.28286323339088
"63473",-7.7,"5","w40_td",1.85186548679894
"63474",-7.7,"5","w60_tf",1.24480764395991
"63475",-14.5,"5","sn_net_rating_diff",0.875908365820131
"63476",-14.5,"5","w60_en",0.474818113806323
"63477",-14.5,"5","w_40",1.8168641400233
"63478",-14.5,"5","w40_t",1.8380922926236
"63479",-14.5,"5","w40_td",3.33091473092004
"63480",-14.5,"5","w60_tf",2.23725182222302
"63481",6.3,"5","sn_net_rating_diff",-4.16686957746811
"63482",6.3,"5","w60_en",-4.07021740263587
"63483",6.3,"5","w_40",-4.1572029735096
"63484",6.3,"5","w40_t",-3.8887423518256
"63485",6.3,"5","w40_td",-4.06340235096066
"63486",6.3,"5","w60_tf",-4.93302104785827
"63487",-17.2,"5","sn_net_rating_diff",2.33055584946097
"63488",-17.2,"5","w60_en",1.15281623764527
"63489",-17.2,"5","w_40",3.10820323354103
"63490",-17.2,"5","w40_t",2.64962687470499
"63491",-17.2,"5","w40_td",3.98581228581105
"63492",-17.2,"5","w60_tf",3.1340619974825
"63493",-7.9,"5","sn_net_rating_diff",-14.0584724662258
"63494",-7.9,"5","w60_en",-12.5555920973548
"63495",-7.9,"5","w_40",-13.0293349575979
"63496",-7.9,"5","w40_t",-12.8707904986539
"63497",-7.9,"5","w40_td",-13.2101371215349
"63498",-7.9,"5","w60_tf",-13.8709146926789
"63499",0.1,"5","sn_net_rating_diff",9.11891077311822
"63500",0.1,"5","w60_en",6.56625682787223
"63501",0.1,"5","w_40",9.10450215872114
"63502",0.1,"5","w40_t",7.82947791199182
"63503",0.1,"5","w40_td",9.18896496397446
"63504",0.1,"5","w60_tf",9.13836101321893
"63505",-15.8,"5","sn_net_rating_diff",-2.80919859273666
"63506",-15.8,"5","w60_en",-2.80133008385163
"63507",-15.8,"5","w_40",-2.78445608320193
"63508",-15.8,"5","w40_t",-3.70798319770244
"63509",-15.8,"5","w40_td",-3.75169502519826
"63510",-15.8,"5","w60_tf",-4.80216348533958
"63511",14.1,"5","sn_net_rating_diff",1.65172035709525
"63512",14.1,"5","w60_en",2.13188277910459
"63513",14.1,"5","w_40",1.3259891669956
"63514",14.1,"5","w40_t",1.42940946054713
"63515",14.1,"5","w40_td",1.80200794612762
"63516",14.1,"5","w60_tf",1.85849949424985
"63517",-6.5,"5","sn_net_rating_diff",-3.48803408510239
"63518",-6.5,"5","w60_en",-3.34630011008848
"63519",-6.5,"5","w_40",-3.82519331550309
"63520",-6.5,"5","w40_t",-4.60681229688241
"63521",-6.5,"5","w40_td",-5.06469867063399
"63522",-6.5,"5","w60_tf",-5.10488566576383
"63523",-1.9,"5","sn_net_rating_diff",-19.1982269084235
"63524",-1.9,"5","w60_en",-16.1882298561179
"63525",-1.9,"5","w_40",-18.7410336200038
"63526",-1.9,"5","w40_t",-17.4490262943768
"63527",-1.9,"5","w40_td",-19.6794031084755
"63528",-1.9,"5","w60_tf",-20.1051398523038
"63529",-28.3,"5","sn_net_rating_diff",-20.1679918975173
"63530",-28.3,"5","w60_en",-16.9025051004344
"63531",-28.3,"5","w_40",-19.3255169968766
"63532",-28.3,"5","w40_t",-18.1554511916151
"63533",-28.3,"5","w40_td",-20.1229888845168
"63534",-28.3,"5","w60_tf",-19.8563980464896
"63535",-30.6,"5","sn_net_rating_diff",-4.06989307855872
"63536",-30.6,"5","w60_en",-4.30080226298805
"63537",-30.6,"5","w_40",-4.84195290552548
"63538",-30.6,"5","w40_t",-4.56320313110611
"63539",-30.6,"5","w40_td",-5.93849389456355
"63540",-30.6,"5","w60_tf",-4.59688331866139
"63541",10,"5","sn_net_rating_diff",-8.43383552948124
"63542",10,"5","w60_en",-7.76375877430441
"63543",10,"5","w_40",-9.05731824170756
"63544",10,"5","w40_t",-8.50054753436816
"63545",10,"5","w40_td",-10.7482734351995
"63546",10,"5","w60_tf",-8.5850760564313
"63547",-5.3,"5","sn_net_rating_diff",-4.36082257528689
"63548",-5.3,"5","w60_en",-3.44397812374863
"63549",-5.3,"5","w_40",-4.63551712278987
"63550",-5.3,"5","w40_t",-4.88525416137639
"63551",-5.3,"5","w40_td",-5.29697631689038
"63552",-5.3,"5","w60_tf",-6.04091952838073
"63553",-10.2,"5","sn_net_rating_diff",-7.56104703929674
"63554",-10.2,"5","w60_en",-5.60892262759132
"63555",-10.2,"5","w_40",-7.12974083536981
"63556",-10.2,"5","w40_t",-5.71268862287825
"63557",-10.2,"5","w40_td",-6.18522227088202
"63558",-10.2,"5","w60_tf",-6.55089366088217
"63559",-17.7,"5","sn_net_rating_diff",-13.2826604749507
"63560",-17.7,"5","w60_en",-11.3921535974642
"63561",-17.7,"5","w_40",-13.1226003258525
"63562",-17.7,"5","w40_t",-12.8913210285044
"63563",-17.7,"5","w40_td",-15.3685697714901
"63564",-17.7,"5","w60_tf",-14.3030502624729
"63565",3.9,"5","sn_net_rating_diff",-1.83943360364277
"63566",3.9,"5","w60_en",-3.41828193050258
"63567",3.9,"5","w_40",-2.16134537408082
"63568",3.9,"5","w40_t",-3.02967928521996
"63569",3.9,"5","w40_td",-3.71660140047544
"63570",3.9,"5","w60_tf",-2.60463419525432
"63571",-3,"5","sn_net_rating_diff",-7.17314104365918
"63572",-3,"5","w60_en",-6.49207353433772
"63573",-3,"5","w_40",-7.07707608388058
"63574",-3,"5","w40_t",-6.69363485375938
"63575",-3,"5","w40_td",-7.66058504883677
"63576",-3,"5","w60_tf",-8.08033664210996
"63577",5.4,"5","sn_net_rating_diff",-7.27011754256857
"63578",5.4,"5","w60_en",-7.22034080840272
"63579",5.4,"5","w_40",-6.37301248574056
"63580",5.4,"5","w40_t",-6.52400015956663
"63581",5.4,"5","w40_td",-7.00316238837634
"63582",5.4,"5","w60_tf",-5.62147872295913
"63583",-11.6,"5","sn_net_rating_diff",-7.27011754256857
"63584",-11.6,"5","w60_en",-7.30058640638152
"63585",-11.6,"5","w_40",-6.65180105761949
"63586",-11.6,"5","w40_t",-7.07683063944609
"63587",-11.6,"5","w40_td",-7.96632110484339
"63588",-11.6,"5","w60_tf",-7.60549490254619
"63589",17,"5","sn_net_rating_diff",3.20334433964547
"63590",17,"5","w60_en",2.1803986031549
"63591",17,"5","w_40",2.85879457784223
"63592",17,"5","w40_t",2.48221579853125
"63593",17,"5","w40_td",3.49290315599622
"63594",17,"5","w60_tf",3.67046711740698
"63595",-6.4,"5","sn_net_rating_diff",-7.9489530349343
"63596",-6.4,"5","w60_en",-5.96153301789217
"63597",-6.4,"5","w_40",-8.33744679354421
"63598",-6.4,"5","w40_t",-8.20816324795919
"63599",-6.4,"5","w40_td",-10.2782721984281
"63600",-6.4,"5","w60_tf",-8.56182962354904
"63601",3.9,"5","sn_net_rating_diff",-9.6945300153033
"63602",3.9,"5","w60_en",-7.82115118504945
"63603",3.9,"5","w_40",-9.22711413154966
"63604",3.9,"5","w40_t",-9.0728136462735
"63605",3.9,"5","w40_td",-10.4572854754776
"63606",3.9,"5","w60_tf",-10.5824618193211
"63607",-0.1,"5","sn_net_rating_diff",-6.00942305674651
"63608",-0.1,"5","w60_en",-5.05119094223105
"63609",-0.1,"5","w_40",-7.16931976441266
"63610",-0.1,"5","w40_t",-7.07540549911178
"63611",-0.1,"5","w40_td",-9.79493779971886
"63612",-0.1,"5","w60_tf",-8.86983170320408
"63613",-25.7,"5","sn_net_rating_diff",3.0093913418267
"63614",-25.7,"5","w60_en",2.32433303503651
"63615",-25.7,"5","w_40",2.69243812269758
"63616",-25.7,"5","w40_t",3.65707877257384
"63617",-25.7,"5","w40_td",5.00505690915806
"63618",-25.7,"5","w60_tf",4.47598802415523
"63619",16.3,"5","sn_net_rating_diff",3.30032083855486
"63620",16.3,"5","w60_en",2.60455774184006
"63621",16.3,"5","w_40",2.92727762466792
"63622",16.3,"5","w40_t",3.34472229292227
"63623",16.3,"5","w40_td",4.07439071390069
"63624",16.3,"5","w60_tf",4.42300045393189
"63625",-29.7,"5","sn_net_rating_diff",-2.13036310037094
"63626",-29.7,"5","w60_en",-2.36237657529099
"63627",-29.7,"5","w_40",-2.40374239757801
"63628",-29.7,"5","w40_t",-2.86133097152635
"63629",-29.7,"5","w40_td",-3.29288386237235
"63630",-29.7,"5","w60_tf",-2.3889442625108
"63631",18.4,"5","sn_net_rating_diff",0.488002370182574
"63632",18.4,"5","w60_en",0.333090924444406
"63633",18.4,"5","w_40",0.384111985271935
"63634",18.4,"5","w40_t",1.20528096506296
"63635",18.4,"5","w40_td",2.35708314251747
"63636",18.4,"5","w60_tf",0.736937137324746
"63637",6.5,"5","sn_net_rating_diff",-3.19710458837422
"63638",6.5,"5","w60_en",-3.01687538479253
"63639",6.5,"5","w_40",-3.76165763480775
"63640",6.5,"5","w40_t",-4.10068983521884
"63641",6.5,"5","w40_td",-5.34814116161113
"63642",6.5,"5","w60_tf",-3.75848184080622
"63643",-10.3,"5","sn_net_rating_diff",-5.71849356001834
"63644",-10.3,"5","w60_en",-4.50013143563366
"63645",-10.3,"5","w_40",-6.07292280838271
"63646",-10.3,"5","w40_t",-5.99516200210812
"63647",-10.3,"5","w40_td",-5.46664949135767
"63648",-10.3,"5","w60_tf",-5.59861770098043
"63649",-10.4,"5","sn_net_rating_diff",4.85194482110509
"63650",-10.4,"5","w60_en",2.44337517365306
"63651",-10.4,"5","w_40",5.83093346802166
"63652",-10.4,"5","w40_t",5.63765887790896
"63653",-10.4,"5","w40_td",4.79161956330418
"63654",-10.4,"5","w60_tf",5.71124652930302
"63655",-3.6,"5","sn_net_rating_diff",-3.87594008073995
"63656",-3.6,"5","w60_en",-2.69942829251896
"63657",-3.6,"5","w_40",-4.05420023595188
"63658",-3.6,"5","w40_t",-3.90649364632497
"63659",-3.6,"5","w40_td",-3.65777517868579
"63660",-3.6,"5","w60_tf",-2.35906828087472
"63661",21.2,"5","sn_net_rating_diff",-8.33685903057185
"63662",21.2,"5","w60_en",-6.21866194747195
"63663",21.2,"5","w_40",-8.9476886887913
"63664",21.2,"5","w40_t",-8.95671250590579
"63665",21.2,"5","w40_td",-8.13658111125539
"63666",21.2,"5","w60_tf",-5.89652305157687
"63667",-10.8,"5","sn_net_rating_diff",-8.72476502620941
"63668",-10.8,"5","w60_en",-7.26927625659489
"63669",-10.8,"5","w_40",-9.38956579891272
"63670",-10.8,"5","w40_t",-9.37814869260774
"63671",-10.8,"5","w40_td",-8.56172801895588
"63672",-10.8,"5","w60_tf",-10.4851547677661
"63673",2.1,"5","sn_net_rating_diff",0.875908365820131
"63674",2.1,"5","w60_en",0.398850650422094
"63675",2.1,"5","w_40",1.16649742640813
"63676",2.1,"5","w40_t",1.46434928882937
"63677",2.1,"5","w40_td",1.12956559183069
"63678",2.1,"5","w60_tf",0.0461538556751915
"63679",-3.8,"5","sn_net_rating_diff",-1.06362161236766
"63680",-3.8,"5","w60_en",-2.10007506407847
"63681",-3.8,"5","w_40",-0.913150671321553
"63682",-3.8,"5","w40_t",-0.783331953084603
"63683",-3.8,"5","w40_td",-0.876428009927857
"63684",-3.8,"5","w60_tf",-0.315764652389687
"63685",-1.8,"5","sn_net_rating_diff",-1.45152760800521
"63686",-1.8,"5","w60_en",-1.07640569247789
"63687",-1.8,"5","w_40",-1.5662185218874
"63688",-1.8,"5","w40_t",-0.976057281769323
"63689",-1.8,"5","w40_td",-1.13154207245234
"63690",-1.8,"5","w60_tf",-0.535575271036956
"63691",7.3,"5","sn_net_rating_diff",-3.10012808946483
"63692",7.3,"5","w60_en",-2.93565631009505
"63693",7.3,"5","w_40",-2.89039785690898
"63694",7.3,"5","w40_t",-3.36690187391012
"63695",7.3,"5","w40_td",-3.08931706938336
"63696",7.3,"5","w60_tf",-2.91921954314607
"63697",-25.4,"5","sn_net_rating_diff",-6.68825854911224
"63698",-25.4,"5","w60_en",-6.41132151035742
"63699",-25.4,"5","w_40",-7.0617335869414
"63700",-25.4,"5","w40_t",-6.99258943610786
"63701",-25.4,"5","w40_td",-6.55622792410306
"63702",-25.4,"5","w60_tf",-5.57701004645108
"63703",-6.7,"5","sn_net_rating_diff",0.391025871273184
"63704",-6.7,"5","w60_en",-0.801723902850259
"63705",-6.7,"5","w_40",0.884962226801412
"63706",-6.7,"5","w40_t",0.50077482902828
"63707",-6.7,"5","w40_td",0.453639940737908
"63708",-6.7,"5","w60_tf",1.30401385711925
"63709",-1,"5","sn_net_rating_diff",8.73100477748067
"63710",-1,"5","w60_en",7.44902986786068
"63711",-1,"5","w_40",9.72109792466417
"63712",-1,"5","w40_t",10.4418992340978
"63713",-1,"5","w40_td",9.6325206719803
"63714",-1,"5","w60_tf",11.1154347596616
"63715",16.5,"5","sn_net_rating_diff",1.36079086036708
"63716",16.5,"5","w60_en",0.00530076275639058
"63717",16.5,"5","w_40",1.22844463942949
"63718",16.5,"5","w40_t",1.68525571131046
"63719",16.5,"5","w40_td",1.04499262335523
"63720",16.5,"5","w60_tf",3.20856186980409
"63721",-19.3,"5","sn_net_rating_diff",-8.72476502620941
"63722",-19.3,"5","w60_en",-7.60469448744918
"63723",-19.3,"5","w_40",-9.65953726234368
"63724",-19.3,"5","w40_t",-9.68846223392387
"63725",-19.3,"5","w40_td",-9.45778294879493
"63726",-19.3,"5","w60_tf",-8.983637694466
"63727",-1.1,"5","sn_net_rating_diff",-9.40360051857514
"63728",-1.1,"5","w60_en",-8.09963087110653
"63729",-1.1,"5","w_40",-9.77321852068597
"63730",-1.1,"5","w40_t",-10.1918678943776
"63731",-1.1,"5","w40_td",-9.56806610393079
"63732",-1.1,"5","w60_tf",-10.9325211200909
"63733",-17.7,"5","sn_net_rating_diff",-4.06989307855872
"63734",-17.7,"5","w60_en",-3.42737293651391
"63735",-17.7,"5","w_40",-4.14288216429292
"63736",-17.7,"5","w40_t",-4.15227689174191
"63737",-17.7,"5","w40_td",-3.81322328905483
"63738",-17.7,"5","w60_tf",-4.71191744079682
"63739",-47.9,"5","sn_net_rating_diff",-4.36082257528689
"63740",-47.9,"5","w60_en",-3.78093987157691
"63741",-47.9,"5","w_40",-4.3546292393757
"63742",-47.9,"5","w40_t",-4.37247581530299
"63743",-47.9,"5","w40_td",-4.12251338261107
"63744",-47.9,"5","w60_tf",-3.23383383728236
"63745",-5.5,"5","sn_net_rating_diff",4.7549683221957
"63746",-5.5,"5","w60_en",2.68153483782762
"63747",-5.5,"5","w_40",5.89680635945087
"63748",-5.5,"5","w40_t",5.29548879675959
"63749",-5.5,"5","w40_td",5.15039997274057
"63750",-5.5,"5","w60_tf",8.00915032779142
"63751",26.1,"5","sn_net_rating_diff",2.23357935055158
"63752",26.1,"5","w60_en",0.843307420268587
"63753",26.1,"5","w_40",2.41328562460183
"63754",26.1,"5","w40_t",2.7537960047848
"63755",26.1,"5","w40_td",2.37030947908343
"63756",26.1,"5","w60_tf",1.41334692278006
"63757",-12.3,"5","sn_net_rating_diff",4.94892132001448
"63758",-12.3,"5","w60_en",3.89051596137221
"63759",-12.3,"5","w_40",5.83937620493969
"63760",-12.3,"5","w40_t",5.47831195329164
"63761",-12.3,"5","w40_td",5.35598065446232
"63762",-12.3,"5","w60_tf",8.1097758092026
"63763",-31.6,"5","sn_net_rating_diff",-0.190833122183151
"63764",-31.6,"5","w60_en",-0.146148551953589
"63765",-31.6,"5","w_40",-0.430739325838156
"63766",-31.6,"5","w40_t",0.250793332188825
"63767",-31.6,"5","w40_td",-0.191208645911563
"63768",-31.6,"5","w60_tf",1.76979531055041
"63769",28,"5","sn_net_rating_diff",-1.93641010255216
"63770",28,"5","w60_en",-2.156689028888
"63771",28,"5","w_40",-1.87714408298739
"63772",28,"5","w40_t",-2.04572489093693
"63773",28,"5","w40_td",-2.04784863032435
"63774",28,"5","w60_tf",-1.72122492263343
"63775",32.2,"5","sn_net_rating_diff",-1.74245710473338
"63776",32.2,"5","w60_en",-1.49848335991912
"63777",32.2,"5","w_40",-1.24683977855626
"63778",32.2,"5","w40_t",-1.37737848866639
"63779",32.2,"5","w40_td",-0.975869107763201
"63780",32.2,"5","w60_tf",0.0619628076530223
"63781",7.7,"5","sn_net_rating_diff",3.0093913418267
"63782",7.7,"5","w60_en",2.47443551613142
"63783",7.7,"5","w_40",3.64510569738628
"63784",7.7,"5","w40_t",4.19299367267047
"63785",7.7,"5","w40_td",4.29343435540636
"63786",7.7,"5","w60_tf",3.55577518213421
"63787",-10.7,"5","sn_net_rating_diff",-8.33685903057185
"63788",-10.7,"5","w60_en",-7.83322723363777
"63789",-10.7,"5","w_40",-8.59206531472284
"63790",-10.7,"5","w40_t",-9.28325377967763
"63791",-10.7,"5","w40_td",-8.77191193571071
"63792",-10.7,"5","w60_tf",-10.2516004157514
"63793",0,"5","sn_net_rating_diff",-6.49430555129346
"63794",0,"5","w60_en",-5.87904648580103
"63795",0,"5","w_40",-6.64639878371812
"63796",0,"5","w40_t",-7.34808550193996
"63797",0,"5","w40_td",-6.99225206618038
"63798",0,"5","w60_tf",-5.51618139051033
"63799",11.1,"5","sn_net_rating_diff",0.294049372363795
"63800",11.1,"5","w60_en",0.067307653598808
"63801",11.1,"5","w_40",0.783310057719037
"63802",11.1,"5","w40_t",0.90652091041648
"63803",11.1,"5","w40_td",1.18284944718689
"63804",11.1,"5","w60_tf",2.76441886595692
"63805",8.2,"5","sn_net_rating_diff",4.36706232655815
"63806",8.2,"5","w60_en",2.7359228140372
"63807",8.2,"5","w_40",4.50604043540416
"63808",8.2,"5","w40_t",4.94295111368804
"63809",8.2,"5","w40_td",4.49711502467175
"63810",8.2,"5","w60_tf",5.62435748342905
"63811",-10,"5","sn_net_rating_diff",-3.391057586193
"63812",-10,"5","w60_en",-4.92411099043459
"63813",-10,"5","w_40",-3.16050579267124
"63814",-10,"5","w40_t",-3.50825478196271
"63815",-10,"5","w40_td",-3.35818914048911
"63816",-10,"5","w60_tf",-5.88295862184637
"63817",-6.2,"5","sn_net_rating_diff",-6.00942305674651
"63818",-6.2,"5","w60_en",-5.4829973706353
"63819",-6.2,"5","w_40",-6.01133952157817
"63820",-6.2,"5","w40_t",-6.27839143557585
"63821",-6.2,"5","w40_td",-6.08417129581874
"63822",-6.2,"5","w60_tf",-6.37273872889836
"63823",-28.9,"5","sn_net_rating_diff",0.197072873454406
"63824",-28.9,"5","w60_en",-0.835750452425225
"63825",-28.9,"5","w_40",0.192938163234433
"63826",-28.9,"5","w40_t",-0.326493311187033
"63827",-28.9,"5","w40_td",-0.756942263071104
"63828",-28.9,"5","w60_tf",-1.10454210055789
"63829",24.4,"5","sn_net_rating_diff",4.94892132001448
"63830",24.4,"5","w60_en",4.07207401593417
"63831",24.4,"5","w_40",4.66712064366562
"63832",24.4,"5","w40_t",5.71623987881597
"63833",24.4,"5","w40_td",5.11575084838741
"63834",24.4,"5","w60_tf",7.23438097438179
"63835",-11.8,"5","sn_net_rating_diff",-6.49430555129346
"63836",-11.8,"5","w60_en",-5.51219993034216
"63837",-11.8,"5","w_40",-6.15557974678066
"63838",-11.8,"5","w40_t",-6.23109542657659
"63839",-11.8,"5","w40_td",-5.42278276616935
"63840",-11.8,"5","w60_tf",-5.9271179801568
"63841",-14.7,"5","sn_net_rating_diff",-7.36709404147796
"63842",-14.7,"5","w60_en",-5.70864327420075
"63843",-14.7,"5","w_40",-7.97651212712858
"63844",-14.7,"5","w40_t",-7.36296349127715
"63845",-14.7,"5","w40_td",-7.47760146699014
"63846",-14.7,"5","w60_tf",-7.33469276407369
"63847",-7.9,"5","sn_net_rating_diff",-2.5182690960085
"63848",-7.9,"5","w60_en",-2.08093846594159
"63849",-7.9,"5","w_40",-2.5785870804178
"63850",-7.9,"5","w40_t",-2.4683792552729
"63851",-7.9,"5","w40_td",-2.53633365238567
"63852",-7.9,"5","w60_tf",-3.1198213000452
"63853",-3,"5","sn_net_rating_diff",4.27008582764876
"63854",-3,"5","w60_en",2.62606137244606
"63855",-3,"5","w_40",4.64287005672425
"63856",-3,"5","w40_t",4.11297501035519
"63857",-3,"5","w40_td",3.81513762068957
"63858",-3,"5","w60_tf",3.0822968506631
"63859",8.4,"5","sn_net_rating_diff",2.71846184509853
"63860",8.4,"5","w60_en",2.76260135404176
"63861",8.4,"5","w_40",2.58061827669188
"63862",8.4,"5","w40_t",3.82928712290863
"63863",8.4,"5","w40_td",3.60147893455147
"63864",8.4,"5","w60_tf",2.84238224798137
"63865",-6.1,"5","sn_net_rating_diff",-5.91244655783712
"63866",-6.1,"5","w60_en",-6.52325399927326
"63867",-6.1,"5","w_40",-5.26435898656519
