"player_id","player_name","team_id","team_abbreviation","gp","w","l","min","min1","dist_feet","dist_miles","dist_miles_off","dist_miles_def","avg_speed","avg_speed_off","avg_speed_def","date"
201609,"Goran Dragic",1610612748,"MIA",1,1,0,30.88,30.88,12147,2.3,1.28,1.02,4.48,5.01,3.94,"10/28/2015"
202330,"Gordon Hayward",1610612762,"UTA",1,0,1,35.45,35.45,12830,2.43,1.38,1.05,4.06,4.71,3.76,"10/28/2015"
203476,"Gorgui Dieng",1610612750,"MIN",1,1,0,20.32,20.32,7986,1.51,0.79,0.73,4.44,4.5,4.38,"10/28/2015"
202328,"Greg Monroe",1610612749,"MIL",1,0,1,34.52,34.52,11847,2.24,1.14,1.11,3.95,4.06,3.83,"10/28/2015"
202349,"Greivis Vasquez",1610612749,"MIL",1,0,1,29.32,29.32,11400,2.16,1.19,0.97,4.67,5.34,4.06,"10/28/2015"
202355,"Hassan Whiteside",1610612748,"MIA",1,1,0,20.25,20.25,6991,1.32,0.66,0.67,3.86,4.44,3.91,"10/28/2015"
203138,"Hollis Thompson",1610612755,"PHI",1,0,1,36.07,36.07,14482,2.74,1.62,1.12,4.51,4.61,4.38,"10/28/2015"
101133,"Ian Mahinmi",1610612754,"IND",1,0,1,24.78,24.78,8639,1.64,0.81,0.82,3.88,4.28,3.55,"10/28/2015"
203477,"Isaiah Canaan",1610612755,"PHI",1,0,1,37.98,37.98,13796,2.61,1.62,1,4.11,4.28,3.88,"10/28/2015"
202738,"Isaiah Thomas",1610612738,"BOS",1,1,0,29.15,29.15,11018,2.09,1.03,1.05,4.34,4.76,4.02,"10/28/2015"
202397,"Ish Smith",1610612755,"PHI",1,0,1,28.58,28.58,10771,2.04,1.14,0.9,4.47,4.86,4.08,"10/28/2015"
200826,"J.J. Barea",1610612742,"DAL",1,1,0,24.77,24.77,9583,1.81,1.02,0.8,4.36,4.51,4.19,"10/28/2015"
200755,"JJ Redick",1610612746,"LAC",1,1,0,30.75,30.75,12450,2.36,1.21,1.15,4.68,4.66,4.32,"10/28/2015"
2747,"JR Smith",1610612739,"CLE",1,1,0,33.85,33.85,12373,2.34,1.3,1.04,4.08,4.56,3.59,"10/28/2015"
203960,"JaKarr Sampson",1610612743,"DEN",1,0,1,26.95,26.95,10157,1.92,1.11,0.81,4.26,4.43,4.04,"10/28/2015"
203210,"JaMychal Green",1610612763,"MEM",1,0,1,14,14,5701,1.08,0.6,0.48,4.74,4.97,4.47,"10/28/2015"
203109,"Jae Crowder",1610612738,"BOS",1,1,0,31.2,31.2,11596,2.2,1.05,1.15,4.25,5.13,3.63,"10/28/2015"
1626143,"Jahlil Okafor",1610612755,"PHI",1,0,1,38.08,38.08,13529,2.56,1.48,1.08,4.11,4.07,4.17,"10/28/2015"
2037,"Jamal Crawford",1610612746,"LAC",1,1,0,21.13,21.13,7619,1.44,0.72,0.72,4,4.14,3.86,"10/28/2015"
2749,"Jameer Nelson",1610612743,"DEN",1,1,0,24.5,24.5,8417,1.59,0.84,0.75,3.93,3.85,4.01,"10/28/2015"
202341,"James Anderson",1610612758,"SAC",1,0,1,3.23,3.23,1498,0.28,0.16,0.12,5.55,6.63,4.19,"10/28/2015"
201935,"James Harden",1610612745,"HOU",1,0,1,36.38,36.38,12238,2.32,1.28,1.04,3.82,4.23,3.39,"10/28/2015"
201949,"James Johnson",1610612761,"TOR",1,1,0,3.03,3.03,1044,0.2,0.1,0.1,3.99,4.02,3.95,"10/28/2015"
2592,"James Jones",1610612739,"CLE",1,1,0,5.25,5.25,1912,0.36,0.19,0.17,4.58,4.83,4.36,"10/28/2015"
203099,"Jared Cunningham",1610612739,"CLE",1,1,0,15.15,15.15,6154,1.17,0.58,0.59,4.77,5.13,4.45,"10/28/2015"
203096,"Jared Sullinger",1610612738,"BOS",1,1,0,21.05,21.05,7106,1.35,0.61,0.73,3.73,4.28,3.36,"10/28/2015"
