"","team","w","l","w_lpercent","gb","pw","pl","ps_g","pa_g","date"
"5801","Washington Wizards",32,50,0.39,"28.0",34,48,114,116.9,"2019-4-24"
"5802","Atlanta Hawks",29,53,0.354,"31.0",27,55,113.3,119.4,"2019-4-24"
"5803","Chicago Bulls",22,60,0.268,"38.0",21,61,104.9,113.4,"2019-4-24"
"5804","Cleveland Cavaliers",19,63,0.232,"41.0",19,63,104.5,114.1,"2019-4-24"
"5805","New York Knicks",17,65,0.207,"43.0",19,63,104.6,113.8,"2019-4-24"
"5806","Golden State Warriors*",57,25,0.695,"—",56,26,117.7,111.2,"2019-4-24"
"5807","Denver Nuggets*",54,28,0.659,"3.0",51,31,110.7,106.7,"2019-4-24"
"5808","Houston Rockets*",53,29,0.646,"4.0",53,29,113.9,109.1,"2019-4-24"
"5809","Portland Trail Blazers*",53,29,0.646,"4.0",51,31,114.7,110.5,"2019-4-24"
"5810","Utah Jazz*",50,32,0.61,"7.0",54,28,111.7,106.5,"2019-4-24"
"5811","Oklahoma City Thunder*",49,33,0.598,"8.0",50,32,114.5,111.1,"2019-4-24"
"5812","San Antonio Spurs*",48,34,0.585,"9.0",45,37,111.7,110,"2019-4-24"
"5813","Los Angeles Clippers*",48,34,0.585,"9.0",43,39,115.1,114.3,"2019-4-24"
"5814","Sacramento Kings",39,43,0.476,"18.0",38,44,114.2,115.3,"2019-4-24"
"5815","Los Angeles Lakers",37,45,0.451,"20.0",37,45,111.8,113.5,"2019-4-24"
"5816","Minnesota Timberwolves",36,46,0.439,"21.0",37,45,112.5,114,"2019-4-24"
"5817","Dallas Mavericks",33,49,0.402,"24.0",38,44,108.9,110.1,"2019-4-24"
"5818","New Orleans Pelicans",33,49,0.402,"24.0",38,44,115.4,116.8,"2019-4-24"
"5819","Memphis Grizzlies",33,49,0.402,"24.0",34,48,103.5,106.1,"2019-4-24"
"5820","Phoenix Suns",19,63,0.232,"38.0",19,63,107.5,116.8,"2019-4-24"
"5821","Milwaukee Bucks*",60,22,0.732,"—",61,21,118.1,109.3,"2019-4-25"
"5822","Toronto Raptors*",58,24,0.707,"2.0",56,26,114.4,108.4,"2019-4-25"
"5823","Philadelphia 76ers*",51,31,0.622,"9.0",48,34,115.2,112.5,"2019-4-25"
"5824","Boston Celtics*",49,33,0.598,"11.0",52,30,112.4,108,"2019-4-25"
"5825","Indiana Pacers*",48,34,0.585,"12.0",50,32,108,104.7,"2019-4-25"
"5826","Orlando Magic*",42,40,0.512,"18.0",43,39,107.3,106.6,"2019-4-25"
"5827","Brooklyn Nets*",42,40,0.512,"18.0",41,41,112.2,112.3,"2019-4-25"
"5828","Detroit Pistons*",41,41,0.5,"19.0",40,42,107,107.3,"2019-4-25"
"5829","Charlotte Hornets",39,43,0.476,"21.0",38,44,110.7,111.8,"2019-4-25"
"5830","Miami Heat",39,43,0.476,"21.0",40,42,105.7,105.9,"2019-4-25"
"5831","Washington Wizards",32,50,0.39,"28.0",34,48,114,116.9,"2019-4-25"
"5832","Atlanta Hawks",29,53,0.354,"31.0",27,55,113.3,119.4,"2019-4-25"
"5833","Chicago Bulls",22,60,0.268,"38.0",21,61,104.9,113.4,"2019-4-25"
"5834","Cleveland Cavaliers",19,63,0.232,"41.0",19,63,104.5,114.1,"2019-4-25"
"5835","New York Knicks",17,65,0.207,"43.0",19,63,104.6,113.8,"2019-4-25"
"5836","Golden State Warriors*",57,25,0.695,"—",56,26,117.7,111.2,"2019-4-25"
"5837","Denver Nuggets*",54,28,0.659,"3.0",51,31,110.7,106.7,"2019-4-25"
"5838","Houston Rockets*",53,29,0.646,"4.0",53,29,113.9,109.1,"2019-4-25"
"5839","Portland Trail Blazers*",53,29,0.646,"4.0",51,31,114.7,110.5,"2019-4-25"
"5840","Utah Jazz*",50,32,0.61,"7.0",54,28,111.7,106.5,"2019-4-25"
"5841","Oklahoma City Thunder*",49,33,0.598,"8.0",50,32,114.5,111.1,"2019-4-25"
"5842","Los Angeles Clippers*",48,34,0.585,"9.0",43,39,115.1,114.3,"2019-4-25"
"5843","San Antonio Spurs*",48,34,0.585,"9.0",45,37,111.7,110,"2019-4-25"
"5844","Sacramento Kings",39,43,0.476,"18.0",38,44,114.2,115.3,"2019-4-25"
"5845","Los Angeles Lakers",37,45,0.451,"20.0",37,45,111.8,113.5,"2019-4-25"
"5846","Minnesota Timberwolves",36,46,0.439,"21.0",37,45,112.5,114,"2019-4-25"
"5847","Dallas Mavericks",33,49,0.402,"24.0",38,44,108.9,110.1,"2019-4-25"
"5848","New Orleans Pelicans",33,49,0.402,"24.0",38,44,115.4,116.8,"2019-4-25"
"5849","Memphis Grizzlies",33,49,0.402,"24.0",34,48,103.5,106.1,"2019-4-25"
"5850","Phoenix Suns",19,63,0.232,"38.0",19,63,107.5,116.8,"2019-4-25"
"5851","Milwaukee Bucks*",60,22,0.732,"—",61,21,118.1,109.3,"2019-4-26"
"5852","Toronto Raptors*",58,24,0.707,"2.0",56,26,114.4,108.4,"2019-4-26"
"5853","Philadelphia 76ers*",51,31,0.622,"9.0",48,34,115.2,112.5,"2019-4-26"
"5854","Boston Celtics*",49,33,0.598,"11.0",52,30,112.4,108,"2019-4-26"
"5855","Indiana Pacers*",48,34,0.585,"12.0",50,32,108,104.7,"2019-4-26"
"5856","Orlando Magic*",42,40,0.512,"18.0",43,39,107.3,106.6,"2019-4-26"
"5857","Brooklyn Nets*",42,40,0.512,"18.0",41,41,112.2,112.3,"2019-4-26"
"5858","Detroit Pistons*",41,41,0.5,"19.0",40,42,107,107.3,"2019-4-26"
"5859","Charlotte Hornets",39,43,0.476,"21.0",38,44,110.7,111.8,"2019-4-26"
"5860","Miami Heat",39,43,0.476,"21.0",40,42,105.7,105.9,"2019-4-26"
"5861","Washington Wizards",32,50,0.39,"28.0",34,48,114,116.9,"2019-4-26"
"5862","Atlanta Hawks",29,53,0.354,"31.0",27,55,113.3,119.4,"2019-4-26"
"5863","Chicago Bulls",22,60,0.268,"38.0",21,61,104.9,113.4,"2019-4-26"
"5864","Cleveland Cavaliers",19,63,0.232,"41.0",19,63,104.5,114.1,"2019-4-26"
"5865","New York Knicks",17,65,0.207,"43.0",19,63,104.6,113.8,"2019-4-26"
"5866","Golden State Warriors*",57,25,0.695,"—",56,26,117.7,111.2,"2019-4-26"
"5867","Denver Nuggets*",54,28,0.659,"3.0",51,31,110.7,106.7,"2019-4-26"
"5868","Houston Rockets*",53,29,0.646,"4.0",53,29,113.9,109.1,"2019-4-26"
"5869","Portland Trail Blazers*",53,29,0.646,"4.0",51,31,114.7,110.5,"2019-4-26"
"5870","Utah Jazz*",50,32,0.61,"7.0",54,28,111.7,106.5,"2019-4-26"
"5871","Oklahoma City Thunder*",49,33,0.598,"8.0",50,32,114.5,111.1,"2019-4-26"
"5872","Los Angeles Clippers*",48,34,0.585,"9.0",43,39,115.1,114.3,"2019-4-26"
"5873","San Antonio Spurs*",48,34,0.585,"9.0",45,37,111.7,110,"2019-4-26"
"5874","Sacramento Kings",39,43,0.476,"18.0",38,44,114.2,115.3,"2019-4-26"
"5875","Los Angeles Lakers",37,45,0.451,"20.0",37,45,111.8,113.5,"2019-4-26"
"5876","Minnesota Timberwolves",36,46,0.439,"21.0",37,45,112.5,114,"2019-4-26"
"5877","Dallas Mavericks",33,49,0.402,"24.0",38,44,108.9,110.1,"2019-4-26"
"5878","New Orleans Pelicans",33,49,0.402,"24.0",38,44,115.4,116.8,"2019-4-26"
"5879","Memphis Grizzlies",33,49,0.402,"24.0",34,48,103.5,106.1,"2019-4-26"
"5880","Phoenix Suns",19,63,0.232,"38.0",19,63,107.5,116.8,"2019-4-26"
"5881","Milwaukee Bucks*",60,22,0.732,"—",61,21,118.1,109.3,"2019-4-27"
"5882","Toronto Raptors*",58,24,0.707,"2.0",56,26,114.4,108.4,"2019-4-27"
"5883","Philadelphia 76ers*",51,31,0.622,"9.0",48,34,115.2,112.5,"2019-4-27"
"5884","Boston Celtics*",49,33,0.598,"11.0",52,30,112.4,108,"2019-4-27"
"5885","Indiana Pacers*",48,34,0.585,"12.0",50,32,108,104.7,"2019-4-27"
"5886","Orlando Magic*",42,40,0.512,"18.0",43,39,107.3,106.6,"2019-4-27"
"5887","Brooklyn Nets*",42,40,0.512,"18.0",41,41,112.2,112.3,"2019-4-27"
"5888","Detroit Pistons*",41,41,0.5,"19.0",40,42,107,107.3,"2019-4-27"
"5889","Charlotte Hornets",39,43,0.476,"21.0",38,44,110.7,111.8,"2019-4-27"
"5890","Miami Heat",39,43,0.476,"21.0",40,42,105.7,105.9,"2019-4-27"
"5891","Washington Wizards",32,50,0.39,"28.0",34,48,114,116.9,"2019-4-27"
"5892","Atlanta Hawks",29,53,0.354,"31.0",27,55,113.3,119.4,"2019-4-27"
"5893","Chicago Bulls",22,60,0.268,"38.0",21,61,104.9,113.4,"2019-4-27"
"5894","Cleveland Cavaliers",19,63,0.232,"41.0",19,63,104.5,114.1,"2019-4-27"
"5895","New York Knicks",17,65,0.207,"43.0",19,63,104.6,113.8,"2019-4-27"
"5896","Golden State Warriors*",57,25,0.695,"—",56,26,117.7,111.2,"2019-4-27"
"5897","Denver Nuggets*",54,28,0.659,"3.0",51,31,110.7,106.7,"2019-4-27"
"5898","Houston Rockets*",53,29,0.646,"4.0",53,29,113.9,109.1,"2019-4-27"
"5899","Portland Trail Blazers*",53,29,0.646,"4.0",51,31,114.7,110.5,"2019-4-27"
"5900","Utah Jazz*",50,32,0.61,"7.0",54,28,111.7,106.5,"2019-4-27"
"5901","Oklahoma City Thunder*",49,33,0.598,"8.0",50,32,114.5,111.1,"2019-4-27"
"5902","Los Angeles Clippers*",48,34,0.585,"9.0",43,39,115.1,114.3,"2019-4-27"
"5903","San Antonio Spurs*",48,34,0.585,"9.0",45,37,111.7,110,"2019-4-27"
"5904","Sacramento Kings",39,43,0.476,"18.0",38,44,114.2,115.3,"2019-4-27"
"5905","Los Angeles Lakers",37,45,0.451,"20.0",37,45,111.8,113.5,"2019-4-27"
"5906","Minnesota Timberwolves",36,46,0.439,"21.0",37,45,112.5,114,"2019-4-27"
"5907","Dallas Mavericks",33,49,0.402,"24.0",38,44,108.9,110.1,"2019-4-27"
"5908","New Orleans Pelicans",33,49,0.402,"24.0",38,44,115.4,116.8,"2019-4-27"
"5909","Memphis Grizzlies",33,49,0.402,"24.0",34,48,103.5,106.1,"2019-4-27"
"5910","Phoenix Suns",19,63,0.232,"38.0",19,63,107.5,116.8,"2019-4-27"
"5911","Milwaukee Bucks*",60,22,0.732,"—",61,21,118.1,109.3,"2019-4-28"
"5912","Toronto Raptors*",58,24,0.707,"2.0",56,26,114.4,108.4,"2019-4-28"
"5913","Philadelphia 76ers*",51,31,0.622,"9.0",48,34,115.2,112.5,"2019-4-28"
"5914","Boston Celtics*",49,33,0.598,"11.0",52,30,112.4,108,"2019-4-28"
"5915","Indiana Pacers*",48,34,0.585,"12.0",50,32,108,104.7,"2019-4-28"
"5916","Orlando Magic*",42,40,0.512,"18.0",43,39,107.3,106.6,"2019-4-28"
"5917","Brooklyn Nets*",42,40,0.512,"18.0",41,41,112.2,112.3,"2019-4-28"
"5918","Detroit Pistons*",41,41,0.5,"19.0",40,42,107,107.3,"2019-4-28"
"5919","Charlotte Hornets",39,43,0.476,"21.0",38,44,110.7,111.8,"2019-4-28"
"5920","Miami Heat",39,43,0.476,"21.0",40,42,105.7,105.9,"2019-4-28"
"5921","Washington Wizards",32,50,0.39,"28.0",34,48,114,116.9,"2019-4-28"
"5922","Atlanta Hawks",29,53,0.354,"31.0",27,55,113.3,119.4,"2019-4-28"
"5923","Chicago Bulls",22,60,0.268,"38.0",21,61,104.9,113.4,"2019-4-28"
"5924","Cleveland Cavaliers",19,63,0.232,"41.0",19,63,104.5,114.1,"2019-4-28"
"5925","New York Knicks",17,65,0.207,"43.0",19,63,104.6,113.8,"2019-4-28"
"5926","Golden State Warriors*",57,25,0.695,"—",56,26,117.7,111.2,"2019-4-28"
"5927","Denver Nuggets*",54,28,0.659,"3.0",51,31,110.7,106.7,"2019-4-28"
"5928","Houston Rockets*",53,29,0.646,"4.0",53,29,113.9,109.1,"2019-4-28"
"5929","Portland Trail Blazers*",53,29,0.646,"4.0",51,31,114.7,110.5,"2019-4-28"
"5930","Utah Jazz*",50,32,0.61,"7.0",54,28,111.7,106.5,"2019-4-28"
"5931","Oklahoma City Thunder*",49,33,0.598,"8.0",50,32,114.5,111.1,"2019-4-28"
"5932","Los Angeles Clippers*",48,34,0.585,"9.0",43,39,115.1,114.3,"2019-4-28"
"5933","San Antonio Spurs*",48,34,0.585,"9.0",45,37,111.7,110,"2019-4-28"
"5934","Sacramento Kings",39,43,0.476,"18.0",38,44,114.2,115.3,"2019-4-28"
"5935","Los Angeles Lakers",37,45,0.451,"20.0",37,45,111.8,113.5,"2019-4-28"
"5936","Minnesota Timberwolves",36,46,0.439,"21.0",37,45,112.5,114,"2019-4-28"
"5937","Dallas Mavericks",33,49,0.402,"24.0",38,44,108.9,110.1,"2019-4-28"
"5938","New Orleans Pelicans",33,49,0.402,"24.0",38,44,115.4,116.8,"2019-4-28"
"5939","Memphis Grizzlies",33,49,0.402,"24.0",34,48,103.5,106.1,"2019-4-28"
"5940","Phoenix Suns",19,63,0.232,"38.0",19,63,107.5,116.8,"2019-4-28"
"5941","Milwaukee Bucks*",60,22,0.732,"—",61,21,118.1,109.3,"2019-4-29"
"5942","Toronto Raptors*",58,24,0.707,"2.0",56,26,114.4,108.4,"2019-4-29"
"5943","Philadelphia 76ers*",51,31,0.622,"9.0",48,34,115.2,112.5,"2019-4-29"
"5944","Boston Celtics*",49,33,0.598,"11.0",52,30,112.4,108,"2019-4-29"
"5945","Indiana Pacers*",48,34,0.585,"12.0",50,32,108,104.7,"2019-4-29"
"5946","Orlando Magic*",42,40,0.512,"18.0",43,39,107.3,106.6,"2019-4-29"
"5947","Brooklyn Nets*",42,40,0.512,"18.0",41,41,112.2,112.3,"2019-4-29"
"5948","Detroit Pistons*",41,41,0.5,"19.0",40,42,107,107.3,"2019-4-29"
"5949","Charlotte Hornets",39,43,0.476,"21.0",38,44,110.7,111.8,"2019-4-29"
"5950","Miami Heat",39,43,0.476,"21.0",40,42,105.7,105.9,"2019-4-29"
"5951","Washington Wizards",32,50,0.39,"28.0",34,48,114,116.9,"2019-4-29"
"5952","Atlanta Hawks",29,53,0.354,"31.0",27,55,113.3,119.4,"2019-4-29"
"5953","Chicago Bulls",22,60,0.268,"38.0",21,61,104.9,113.4,"2019-4-29"
"5954","Cleveland Cavaliers",19,63,0.232,"41.0",19,63,104.5,114.1,"2019-4-29"
"5955","New York Knicks",17,65,0.207,"43.0",19,63,104.6,113.8,"2019-4-29"
"5956","Golden State Warriors*",57,25,0.695,"—",56,26,117.7,111.2,"2019-4-29"
"5957","Denver Nuggets*",54,28,0.659,"3.0",51,31,110.7,106.7,"2019-4-29"
"5958","Houston Rockets*",53,29,0.646,"4.0",53,29,113.9,109.1,"2019-4-29"
"5959","Portland Trail Blazers*",53,29,0.646,"4.0",51,31,114.7,110.5,"2019-4-29"
"5960","Utah Jazz*",50,32,0.61,"7.0",54,28,111.7,106.5,"2019-4-29"
"5961","Oklahoma City Thunder*",49,33,0.598,"8.0",50,32,114.5,111.1,"2019-4-29"
"5962","Los Angeles Clippers*",48,34,0.585,"9.0",43,39,115.1,114.3,"2019-4-29"
"5963","San Antonio Spurs*",48,34,0.585,"9.0",45,37,111.7,110,"2019-4-29"
"5964","Sacramento Kings",39,43,0.476,"18.0",38,44,114.2,115.3,"2019-4-29"
"5965","Los Angeles Lakers",37,45,0.451,"20.0",37,45,111.8,113.5,"2019-4-29"
"5966","Minnesota Timberwolves",36,46,0.439,"21.0",37,45,112.5,114,"2019-4-29"
"5967","Dallas Mavericks",33,49,0.402,"24.0",38,44,108.9,110.1,"2019-4-29"
"5968","New Orleans Pelicans",33,49,0.402,"24.0",38,44,115.4,116.8,"2019-4-29"
"5969","Memphis Grizzlies",33,49,0.402,"24.0",34,48,103.5,106.1,"2019-4-29"
"5970","Phoenix Suns",19,63,0.232,"38.0",19,63,107.5,116.8,"2019-4-29"
"5971","Milwaukee Bucks*",60,22,0.732,"—",61,21,118.1,109.3,"2019-4-30"
"5972","Toronto Raptors*",58,24,0.707,"2.0",56,26,114.4,108.4,"2019-4-30"
"5973","Philadelphia 76ers*",51,31,0.622,"9.0",48,34,115.2,112.5,"2019-4-30"
"5974","Boston Celtics*",49,33,0.598,"11.0",52,30,112.4,108,"2019-4-30"
"5975","Indiana Pacers*",48,34,0.585,"12.0",50,32,108,104.7,"2019-4-30"
"5976","Orlando Magic*",42,40,0.512,"18.0",43,39,107.3,106.6,"2019-4-30"
"5977","Brooklyn Nets*",42,40,0.512,"18.0",41,41,112.2,112.3,"2019-4-30"
"5978","Detroit Pistons*",41,41,0.5,"19.0",40,42,107,107.3,"2019-4-30"
"5979","Charlotte Hornets",39,43,0.476,"21.0",38,44,110.7,111.8,"2019-4-30"
"5980","Miami Heat",39,43,0.476,"21.0",40,42,105.7,105.9,"2019-4-30"
"5981","Washington Wizards",32,50,0.39,"28.0",34,48,114,116.9,"2019-4-30"
"5982","Atlanta Hawks",29,53,0.354,"31.0",27,55,113.3,119.4,"2019-4-30"
"5983","Chicago Bulls",22,60,0.268,"38.0",21,61,104.9,113.4,"2019-4-30"
"5984","Cleveland Cavaliers",19,63,0.232,"41.0",19,63,104.5,114.1,"2019-4-30"
"5985","New York Knicks",17,65,0.207,"43.0",19,63,104.6,113.8,"2019-4-30"
"5986","Golden State Warriors*",57,25,0.695,"—",56,26,117.7,111.2,"2019-4-30"
"5987","Denver Nuggets*",54,28,0.659,"3.0",51,31,110.7,106.7,"2019-4-30"
"5988","Houston Rockets*",53,29,0.646,"4.0",53,29,113.9,109.1,"2019-4-30"
"5989","Portland Trail Blazers*",53,29,0.646,"4.0",51,31,114.7,110.5,"2019-4-30"
"5990","Utah Jazz*",50,32,0.61,"7.0",54,28,111.7,106.5,"2019-4-30"
"5991","Oklahoma City Thunder*",49,33,0.598,"8.0",50,32,114.5,111.1,"2019-4-30"
"5992","Los Angeles Clippers*",48,34,0.585,"9.0",43,39,115.1,114.3,"2019-4-30"
"5993","San Antonio Spurs*",48,34,0.585,"9.0",45,37,111.7,110,"2019-4-30"
"5994","Sacramento Kings",39,43,0.476,"18.0",38,44,114.2,115.3,"2019-4-30"
"5995","Los Angeles Lakers",37,45,0.451,"20.0",37,45,111.8,113.5,"2019-4-30"
"5996","Minnesota Timberwolves",36,46,0.439,"21.0",37,45,112.5,114,"2019-4-30"
"5997","Dallas Mavericks",33,49,0.402,"24.0",38,44,108.9,110.1,"2019-4-30"
"5998","New Orleans Pelicans",33,49,0.402,"24.0",38,44,115.4,116.8,"2019-4-30"
"5999","Memphis Grizzlies",33,49,0.402,"24.0",34,48,103.5,106.1,"2019-4-30"
"6000","Phoenix Suns",19,63,0.232,"38.0",19,63,107.5,116.8,"2019-4-30"
"6001","Philadelphia 76ers*",49,23,0.681,"—",48,24,113.6,108.1,"2019-4-31"
"6002","Brooklyn Nets*",48,24,0.667,"1.0",46,26,118.6,114.1,"2019-4-31"
"6003","Milwaukee Bucks*",46,26,0.639,"3.0",48,24,120.1,114.2,"2019-4-31"
"6004","Atlanta Hawks*",41,31,0.569,"8.0",41,31,113.7,111.4,"2019-4-31"
"6005","New York Knicks*",41,31,0.569,"8.0",41,31,107,104.7,"2019-4-31"
"6006","Miami Heat*",40,32,0.556,"9.0",36,36,108.1,108,"2019-4-31"
"6007","Boston Celtics*",36,36,0.5,"13.0",39,33,112.6,111.2,"2019-4-31"
"6008","Washington Wizards*",34,38,0.472,"15.0",32,40,116.6,118.5,"2019-4-31"
"6009","Indiana Pacers",34,38,0.472,"15.0",36,36,115.3,115.3,"2019-4-31"
"6010","Charlotte Hornets",33,39,0.458,"16.0",32,40,109.5,111.4,"2019-4-31"
"6011","Chicago Bulls",31,41,0.431,"18.0",34,38,110.7,111.6,"2019-4-31"
"6012","Toronto Raptors",27,45,0.375,"22.0",35,37,111.3,111.7,"2019-4-31"
"6013","Cleveland Cavaliers",22,50,0.306,"27.0",18,54,103.8,112.3,"2019-4-31"
"6014","Orlando Magic",21,51,0.292,"28.0",17,55,104,113.3,"2019-4-31"
"6015","Detroit Pistons",20,52,0.278,"29.0",26,46,106.6,111.1,"2019-4-31"
"6016","Utah Jazz*",52,20,0.722,"—",55,17,116.4,107.2,"2019-4-31"
"6017","Phoenix Suns*",51,21,0.708,"1.0",49,23,115.3,109.5,"2019-4-31"
"6018","Los Angeles Clippers*",47,25,0.653,"5.0",49,23,114,107.8,"2019-4-31"
"6019","Denver Nuggets*",47,25,0.653,"5.0",47,25,115.1,110.1,"2019-4-31"
"6020","Dallas Mavericks*",42,30,0.583,"10.0",41,31,112.4,110.2,"2019-4-31"
"6021","Portland Trail Blazers*",42,30,0.583,"10.0",40,32,116.1,114.3,"2019-4-31"
"6022","Los Angeles Lakers*",42,30,0.583,"10.0",42,30,109.5,106.8,"2019-4-31"
"6023","Golden State Warriors",39,33,0.542,"13.0",38,34,113.7,112.7,"2019-4-31"
"6024","Memphis Grizzlies*",38,34,0.528,"14.0",38,34,113.3,112.3,"2019-4-31"
"6025","San Antonio Spurs",33,39,0.458,"19.0",32,40,111.1,112.8,"2019-4-31"
"6026","New Orleans Pelicans",31,41,0.431,"21.0",35,37,114.6,114.9,"2019-4-31"
"6027","Sacramento Kings",31,41,0.431,"21.0",28,44,113.7,117.4,"2019-4-31"
"6028","Minnesota Timberwolves",23,49,0.319,"29.0",24,48,112.1,117.7,"2019-4-31"
"6029","Oklahoma City Thunder",22,50,0.306,"30.0",15,57,105,115.6,"2019-4-31"
"6030","Houston Rockets",17,55,0.236,"35.0",20,52,108.8,116.7,"2019-4-31"
"6031","Milwaukee Bucks*",60,22,0.732,"—",61,21,118.1,109.3,"2019-5-1"
"6032","Toronto Raptors*",58,24,0.707,"2.0",56,26,114.4,108.4,"2019-5-1"
"6033","Philadelphia 76ers*",51,31,0.622,"9.0",48,34,115.2,112.5,"2019-5-1"
"6034","Boston Celtics*",49,33,0.598,"11.0",52,30,112.4,108,"2019-5-1"
"6035","Indiana Pacers*",48,34,0.585,"12.0",50,32,108,104.7,"2019-5-1"
"6036","Orlando Magic*",42,40,0.512,"18.0",43,39,107.3,106.6,"2019-5-1"
"6037","Brooklyn Nets*",42,40,0.512,"18.0",41,41,112.2,112.3,"2019-5-1"
"6038","Detroit Pistons*",41,41,0.5,"19.0",40,42,107,107.3,"2019-5-1"
"6039","Charlotte Hornets",39,43,0.476,"21.0",38,44,110.7,111.8,"2019-5-1"
"6040","Miami Heat",39,43,0.476,"21.0",40,42,105.7,105.9,"2019-5-1"
"6041","Washington Wizards",32,50,0.39,"28.0",34,48,114,116.9,"2019-5-1"
"6042","Atlanta Hawks",29,53,0.354,"31.0",27,55,113.3,119.4,"2019-5-1"
"6043","Chicago Bulls",22,60,0.268,"38.0",21,61,104.9,113.4,"2019-5-1"
"6044","Cleveland Cavaliers",19,63,0.232,"41.0",19,63,104.5,114.1,"2019-5-1"
"6045","New York Knicks",17,65,0.207,"43.0",19,63,104.6,113.8,"2019-5-1"
"6046","Golden State Warriors*",57,25,0.695,"—",56,26,117.7,111.2,"2019-5-1"
"6047","Denver Nuggets*",54,28,0.659,"3.0",51,31,110.7,106.7,"2019-5-1"
"6048","Houston Rockets*",53,29,0.646,"4.0",53,29,113.9,109.1,"2019-5-1"
"6049","Portland Trail Blazers*",53,29,0.646,"4.0",51,31,114.7,110.5,"2019-5-1"
"6050","Utah Jazz*",50,32,0.61,"7.0",54,28,111.7,106.5,"2019-5-1"
"6051","Oklahoma City Thunder*",49,33,0.598,"8.0",50,32,114.5,111.1,"2019-5-1"
"6052","Los Angeles Clippers*",48,34,0.585,"9.0",43,39,115.1,114.3,"2019-5-1"
"6053","San Antonio Spurs*",48,34,0.585,"9.0",45,37,111.7,110,"2019-5-1"
"6054","Sacramento Kings",39,43,0.476,"18.0",38,44,114.2,115.3,"2019-5-1"
"6055","Los Angeles Lakers",37,45,0.451,"20.0",37,45,111.8,113.5,"2019-5-1"
"6056","Minnesota Timberwolves",36,46,0.439,"21.0",37,45,112.5,114,"2019-5-1"
"6057","Dallas Mavericks",33,49,0.402,"24.0",38,44,108.9,110.1,"2019-5-1"
"6058","New Orleans Pelicans",33,49,0.402,"24.0",38,44,115.4,116.8,"2019-5-1"
"6059","Memphis Grizzlies",33,49,0.402,"24.0",34,48,103.5,106.1,"2019-5-1"
"6060","Phoenix Suns",19,63,0.232,"38.0",19,63,107.5,116.8,"2019-5-1"
"6061","Milwaukee Bucks*",60,22,0.732,"—",61,21,118.1,109.3,"2019-5-2"
"6062","Toronto Raptors*",58,24,0.707,"2.0",56,26,114.4,108.4,"2019-5-2"
"6063","Philadelphia 76ers*",51,31,0.622,"9.0",48,34,115.2,112.5,"2019-5-2"
"6064","Boston Celtics*",49,33,0.598,"11.0",52,30,112.4,108,"2019-5-2"
"6065","Indiana Pacers*",48,34,0.585,"12.0",50,32,108,104.7,"2019-5-2"
"6066","Orlando Magic*",42,40,0.512,"18.0",43,39,107.3,106.6,"2019-5-2"
"6067","Brooklyn Nets*",42,40,0.512,"18.0",41,41,112.2,112.3,"2019-5-2"
"6068","Detroit Pistons*",41,41,0.5,"19.0",40,42,107,107.3,"2019-5-2"
"6069","Charlotte Hornets",39,43,0.476,"21.0",38,44,110.7,111.8,"2019-5-2"
"6070","Miami Heat",39,43,0.476,"21.0",40,42,105.7,105.9,"2019-5-2"
"6071","Washington Wizards",32,50,0.39,"28.0",34,48,114,116.9,"2019-5-2"
"6072","Atlanta Hawks",29,53,0.354,"31.0",27,55,113.3,119.4,"2019-5-2"
"6073","Chicago Bulls",22,60,0.268,"38.0",21,61,104.9,113.4,"2019-5-2"
"6074","Cleveland Cavaliers",19,63,0.232,"41.0",19,63,104.5,114.1,"2019-5-2"
"6075","New York Knicks",17,65,0.207,"43.0",19,63,104.6,113.8,"2019-5-2"
"6076","Golden State Warriors*",57,25,0.695,"—",56,26,117.7,111.2,"2019-5-2"
"6077","Denver Nuggets*",54,28,0.659,"3.0",51,31,110.7,106.7,"2019-5-2"
"6078","Houston Rockets*",53,29,0.646,"4.0",53,29,113.9,109.1,"2019-5-2"
"6079","Portland Trail Blazers*",53,29,0.646,"4.0",51,31,114.7,110.5,"2019-5-2"
"6080","Utah Jazz*",50,32,0.61,"7.0",54,28,111.7,106.5,"2019-5-2"
"6081","Oklahoma City Thunder*",49,33,0.598,"8.0",50,32,114.5,111.1,"2019-5-2"
"6082","San Antonio Spurs*",48,34,0.585,"9.0",45,37,111.7,110,"2019-5-2"
"6083","Los Angeles Clippers*",48,34,0.585,"9.0",43,39,115.1,114.3,"2019-5-2"
"6084","Sacramento Kings",39,43,0.476,"18.0",38,44,114.2,115.3,"2019-5-2"
"6085","Los Angeles Lakers",37,45,0.451,"20.0",37,45,111.8,113.5,"2019-5-2"
"6086","Minnesota Timberwolves",36,46,0.439,"21.0",37,45,112.5,114,"2019-5-2"
"6087","Dallas Mavericks",33,49,0.402,"24.0",38,44,108.9,110.1,"2019-5-2"
"6088","New Orleans Pelicans",33,49,0.402,"24.0",38,44,115.4,116.8,"2019-5-2"
"6089","Memphis Grizzlies",33,49,0.402,"24.0",34,48,103.5,106.1,"2019-5-2"
"6090","Phoenix Suns",19,63,0.232,"38.0",19,63,107.5,116.8,"2019-5-2"
"6091","Milwaukee Bucks*",60,22,0.732,"—",61,21,118.1,109.3,"2019-5-3"
"6092","Toronto Raptors*",58,24,0.707,"2.0",56,26,114.4,108.4,"2019-5-3"
