"team","w","l","w_lpercent","gb","pw","pl","ps_g","pa_g","date"
"New York Knicks","5","13",".278","2.5","8","10","95.5","97.3","2013-12-6"
"Brooklyn Nets*","5","14",".263","3.0","4","15","94.6","103.4","2013-12-6"
"Indiana Pacers*","17","2",".895","—","16","3","97.6","87.5","2013-12-6"
"Detroit Pistons","9","10",".474","8.0","9","10","99.9","100.0","2013-12-6"
"Chicago Bulls*","8","9",".471","8.0","9","8","95.3","94.1","2013-12-6"
"Cleveland Cavaliers","6","13",".316","11.0","5","14","92.6","100.5","2013-12-6"
"Milwaukee Bucks","4","15",".211","13.0","4","15","91.3","99.9","2013-12-6"
"Miami Heat*","14","5",".737","—","14","5","103.2","96.6","2013-12-6"
"Atlanta Hawks*","11","10",".524","4.0","11","10","99.6","99.0","2013-12-6"
"Washington Wizards*","9","10",".474","5.0","9","10","99.4","100.2","2013-12-6"
"Charlotte Bobcats*","9","11",".450","5.5","9","11","89.6","91.5","2013-12-6"
"Orlando Magic","6","13",".316","8.0","7","12","98.9","103.3","2013-12-6"
"Portland Trail Blazers*","17","3",".850","—","14","6","106.3","99.8","2013-12-6"
"Oklahoma City Thunder*","14","4",".778","2.0","12","6","104.0","99.4","2013-12-6"
"Denver Nuggets","11","8",".579","5.5","11","8","104.0","101.7","2013-12-6"
"Minnesota Timberwolves","9","10",".474","7.5","12","7","105.9","101.8","2013-12-6"
"Utah Jazz","4","17",".190","13.5","4","17","91.5","101.5","2013-12-6"
"Los Angeles Clippers*","13","7",".650","—","13","7","105.7","101.1","2013-12-6"
"Golden State Warriors*","11","9",".550","2.0","12","8","102.4","100.0","2013-12-6"
"Phoenix Suns","11","9",".550","2.0","11","9","101.2","99.5","2013-12-6"
"Los Angeles Lakers","10","9",".526","2.5","9","10","101.3","102.8","2013-12-6"
"Sacramento Kings","4","13",".235","7.5","6","11","97.1","100.9","2013-12-6"
"San Antonio Spurs*","15","3",".833","—","14","4","101.9","92.1","2013-12-6"
"Houston Rockets*","14","7",".667","2.5","15","6","107.9","101.8","2013-12-6"
"Dallas Mavericks*","12","8",".600","4.0","11","9","103.5","101.7","2013-12-6"
"Memphis Grizzlies*","9","9",".500","6.0","8","10","93.8","95.9","2013-12-6"
"New Orleans Pelicans","9","10",".474","6.5","10","9","103.0","102.2","2013-12-6"
"Boston Celtics","9","12",".429","—","9","12","94.3","96.9","2013-12-7"
"Philadelphia 76ers","7","14",".333","2.0","6","15","102.9","110.2","2013-12-7"
"Toronto Raptors*","6","12",".333","1.5","8","10","97.3","98.7","2013-12-7"
"Brooklyn Nets*","6","14",".300","2.5","5","15","94.4","102.3","2013-12-7"
"New York Knicks","5","13",".278","2.5","8","10","95.5","97.3","2013-12-7"
"Indiana Pacers*","18","2",".900","—","16","4","98.3","88.1","2013-12-7"
"Detroit Pistons","10","10",".500","8.0","11","9","99.6","98.8","2013-12-7"
"Chicago Bulls*","8","10",".444","9.0","9","9","94.2","94.0","2013-12-7"
"Cleveland Cavaliers","7","13",".350","11.0","5","15","92.4","99.6","2013-12-7"
"Milwaukee Bucks","4","16",".200","14.0","4","16","90.8","99.4","2013-12-7"
"Miami Heat*","15","5",".750","—","15","5","103.2","95.9","2013-12-7"
"Atlanta Hawks*","11","10",".524","4.5","11","10","99.6","99.0","2013-12-7"
"Washington Wizards*","9","10",".474","5.5","9","10","99.4","100.2","2013-12-7"
"Charlotte Bobcats*","9","11",".450","6.0","9","11","89.6","91.5","2013-12-7"
"Orlando Magic","6","13",".316","8.5","7","12","98.9","103.3","2013-12-7"
"Portland Trail Blazers*","17","4",".810","—","15","6","106.2","100.2","2013-12-7"
"Oklahoma City Thunder*","14","4",".778","1.5","12","6","104.0","99.4","2013-12-7"
"Denver Nuggets","12","8",".600","4.5","12","8","104.0","101.3","2013-12-7"
"Minnesota Timberwolves","9","11",".450","7.5","12","8","104.7","101.9","2013-12-7"
"Utah Jazz","4","18",".182","13.5","4","18","92.0","102.0","2013-12-7"
"Los Angeles Clippers*","13","8",".619","—","13","8","104.6","100.4","2013-12-7"
"Golden State Warriors*","12","9",".571","1.0","13","8","102.6","99.1","2013-12-7"
"Phoenix Suns","11","9",".550","1.5","11","9","101.2","99.5","2013-12-7"
"Los Angeles Lakers","10","9",".526","2.0","9","10","101.3","102.8","2013-12-7"
"Sacramento Kings","5","13",".278","6.5","7","11","97.9","101.0","2013-12-7"
"San Antonio Spurs*","15","4",".789","—","15","4","101.8","93.1","2013-12-7"
"Houston Rockets*","14","7",".667","2.0","15","6","107.9","101.8","2013-12-7"
"Dallas Mavericks*","13","8",".619","3.0","12","9","103.7","101.9","2013-12-7"
"Memphis Grizzlies*","9","10",".474","6.0","7","12","93.2","96.6","2013-12-7"
"New Orleans Pelicans","9","10",".474","6.0","10","9","103.0","102.2","2013-12-7"
"Boston Celtics","10","12",".455","—","11","11","95.2","95.8","2013-12-8"
"Toronto Raptors*","7","12",".368","1.5","9","10","97.7","98.4","2013-12-8"
"Philadelphia 76ers","7","14",".333","2.5","6","15","102.9","110.2","2013-12-8"
"Brooklyn Nets*","6","14",".300","3.0","5","15","94.4","102.3","2013-12-8"
"New York Knicks","5","14",".263","3.5","7","12","94.3","98.2","2013-12-8"
"Indiana Pacers*","18","3",".857","—","16","5","98.1","89.5","2013-12-8"
"Detroit Pistons","10","11",".476","8.0","11","10","99.3","99.3","2013-12-8"
"Chicago Bulls*","8","10",".444","8.5","9","9","94.2","94.0","2013-12-8"
"Cleveland Cavaliers","7","13",".350","10.5","5","15","92.4","99.6","2013-12-8"
"Milwaukee Bucks","4","16",".200","13.5","4","16","90.8","99.4","2013-12-8"
"Miami Heat*","16","5",".762","—","16","5","103.5","95.9","2013-12-8"
"Atlanta Hawks*","11","10",".524","5.0","11","10","99.6","99.0","2013-12-8"
"Washington Wizards*","9","10",".474","6.0","9","10","99.4","100.2","2013-12-8"
"Charlotte Bobcats*","9","11",".450","6.5","9","11","89.6","91.5","2013-12-8"
"Orlando Magic","6","14",".300","9.5","7","13","98.4","103.0","2013-12-8"
"Portland Trail Blazers*","17","4",".810","—","15","6","106.2","100.2","2013-12-8"
"Oklahoma City Thunder*","15","4",".789","1.0","13","6","104.7","99.1","2013-12-8"
"Denver Nuggets","12","8",".600","4.5","12","8","104.0","101.3","2013-12-8"
"Minnesota Timberwolves","9","11",".450","7.5","12","8","104.7","101.9","2013-12-8"
"Utah Jazz","4","18",".182","13.5","4","18","92.0","102.0","2013-12-8"
"Los Angeles Clippers*","13","8",".619","—","13","8","104.6","100.4","2013-12-8"
"Golden State Warriors*","12","9",".571","1.0","13","8","102.6","99.1","2013-12-8"
"Phoenix Suns","11","9",".550","1.5","11","9","101.2","99.5","2013-12-8"
"Los Angeles Lakers","10","10",".500","2.5","9","11","101.0","103.0","2013-12-8"
"Sacramento Kings","5","13",".278","6.5","7","11","97.9","101.0","2013-12-8"
"San Antonio Spurs*","15","4",".789","—","15","4","101.8","93.1","2013-12-8"
"Houston Rockets*","15","7",".682","1.5","15","7","107.5","101.2","2013-12-8"
"Dallas Mavericks*","13","8",".619","3.0","12","9","103.7","101.9","2013-12-8"
"Memphis Grizzlies*","9","10",".474","6.0","7","12","93.2","96.6","2013-12-8"
"New Orleans Pelicans","9","10",".474","6.0","10","9","103.0","102.2","2013-12-8"
"Boston Celtics","10","12",".455","—","11","11","95.2","95.8","2013-12-9"
"Toronto Raptors*","7","12",".368","1.5","9","10","97.7","98.4","2013-12-9"
"Philadelphia 76ers","7","15",".318","3.0","6","16","102.0","109.5","2013-12-9"
"Brooklyn Nets*","6","14",".300","3.0","5","15","94.4","102.3","2013-12-9"
"New York Knicks","5","14",".263","3.5","7","12","94.3","98.2","2013-12-9"
"Indiana Pacers*","18","3",".857","—","16","5","98.1","89.5","2013-12-9"
"Detroit Pistons","10","11",".476","8.0","11","10","99.3","99.3","2013-12-9"
"Chicago Bulls*","8","10",".444","8.5","9","9","94.2","94.0","2013-12-9"
"Cleveland Cavaliers","7","13",".350","10.5","5","15","92.4","99.6","2013-12-9"
"Milwaukee Bucks","4","16",".200","13.5","4","16","90.8","99.4","2013-12-9"
"Miami Heat*","16","5",".762","—","16","5","103.5","95.9","2013-12-9"
"Atlanta Hawks*","11","10",".524","5.0","11","10","99.6","99.0","2013-12-9"
"Charlotte Bobcats*","10","11",".476","6.0","9","12","90.8","92.4","2013-12-9"
"Washington Wizards*","9","11",".450","6.5","9","11","98.1","98.9","2013-12-9"
"Orlando Magic","6","15",".286","10.0","7","14","97.7","102.6","2013-12-9"
"Portland Trail Blazers*","18","4",".818","—","15","7","106.2","99.9","2013-12-9"
"Oklahoma City Thunder*","15","4",".789","1.5","13","6","104.7","99.1","2013-12-9"
"Denver Nuggets","13","8",".619","4.5","12","9","102.6","100.0","2013-12-9"
"Minnesota Timberwolves","9","11",".450","8.0","12","8","104.7","101.9","2013-12-9"
"Utah Jazz","4","19",".174","14.5","4","19","92.1","102.1","2013-12-9"
"Los Angeles Clippers*","14","8",".636","—","14","8","104.1","99.6","2013-12-9"
"Golden State Warriors*","12","10",".545","2.0","13","9","103.0","99.9","2013-12-9"
"Phoenix Suns","11","9",".550","2.0","11","9","101.2","99.5","2013-12-9"
"Los Angeles Lakers","10","10",".500","3.0","9","11","101.0","103.0","2013-12-9"
"Sacramento Kings","6","13",".316","6.5","8","11","98.7","100.8","2013-12-9"
"San Antonio Spurs*","15","4",".789","—","15","4","101.8","93.1","2013-12-9"
"Houston Rockets*","15","7",".682","1.5","15","7","107.5","101.2","2013-12-9"
"Dallas Mavericks*","13","9",".591","3.5","12","10","103.4","102.3","2013-12-9"
"Memphis Grizzlies*","10","10",".500","5.5","8","12","93.2","96.0","2013-12-9"
"New Orleans Pelicans","9","10",".474","6.0","10","9","103.0","102.2","2013-12-9"
"Boston Celtics","10","13",".435","—","11","12","95.3","96.1","2013-12-10"
"Toronto Raptors*","7","13",".350","1.5","9","11","98.0","99.3","2013-12-10"
"Brooklyn Nets*","7","14",".333","2.0","6","15","94.9","102.0","2013-12-10"
"Philadelphia 76ers","7","15",".318","2.5","6","16","102.0","109.5","2013-12-10"
"New York Knicks","5","15",".250","3.5","7","13","94.3","98.7","2013-12-10"
"Indiana Pacers*","19","3",".864","—","17","5","97.7","89.3","2013-12-10"
"Detroit Pistons","10","12",".455","9.0","10","12","99.1","100.3","2013-12-10"
"Chicago Bulls*","8","11",".421","9.5","9","10","93.1","93.2","2013-12-10"
"Cleveland Cavaliers","8","13",".381","10.5","6","15","93.1","99.3","2013-12-10"
"Milwaukee Bucks","5","16",".238","13.5","5","16","90.2","98.2","2013-12-10"
"Miami Heat*","16","6",".727","—","16","6","102.6","95.6","2013-12-10"
"Atlanta Hawks*","11","11",".500","5.0","11","11","99.2","99.1","2013-12-10"
"Charlotte Bobcats*","10","11",".476","5.5","9","12","90.8","92.4","2013-12-10"
"Washington Wizards*","9","11",".450","6.0","9","11","98.1","98.9","2013-12-10"
"Orlando Magic","6","15",".286","9.5","7","14","97.7","102.6","2013-12-10"
"Portland Trail Blazers*","18","4",".818","—","15","7","106.2","99.9","2013-12-10"
"Oklahoma City Thunder*","16","4",".800","1.0","14","6","104.6","98.8","2013-12-10"
"Denver Nuggets","13","8",".619","4.5","12","9","102.6","100.0","2013-12-10"
"Minnesota Timberwolves","10","11",".476","7.5","13","8","105.5","101.5","2013-12-10"
"Utah Jazz","4","19",".174","14.5","4","19","92.1","102.1","2013-12-10"
"Los Angeles Clippers*","14","8",".636","—","14","8","104.1","99.6","2013-12-10"
"Phoenix Suns","12","9",".571","1.5","12","9","101.8","99.9","2013-12-10"
"Golden State Warriors*","12","10",".545","2.0","13","9","103.0","99.9","2013-12-10"
"Los Angeles Lakers","10","11",".476","3.5","9","12","101.3","103.5","2013-12-10"
"Sacramento Kings","6","13",".316","6.5","8","11","98.7","100.8","2013-12-10"
"San Antonio Spurs*","16","4",".800","—","16","4","102.6","93.6","2013-12-10"
"Houston Rockets*","15","7",".682","2.0","15","7","107.5","101.2","2013-12-10"
"Dallas Mavericks*","13","9",".591","4.0","12","10","103.4","102.3","2013-12-10"
"Memphis Grizzlies*","10","10",".500","6.0","8","12","93.2","96.0","2013-12-10"
"New Orleans Pelicans","9","10",".474","6.5","10","9","103.0","102.2","2013-12-10"
"Boston Celtics","10","14",".417","—","11","13","95.0","96.1","2013-12-11"
"Toronto Raptors*","7","13",".350","1.0","9","11","98.0","99.3","2013-12-11"
"Brooklyn Nets*","7","14",".333","1.5","6","15","94.9","102.0","2013-12-11"
"Philadelphia 76ers","7","16",".304","2.5","6","17","101.8","109.3","2013-12-11"
"New York Knicks","6","15",".286","2.5","8","13","93.8","97.7","2013-12-11"
"Indiana Pacers*","19","3",".864","—","17","5","97.7","89.3","2013-12-11"
"Detroit Pistons","10","13",".435","9.5","10","13","99.4","100.7","2013-12-11"
"Chicago Bulls*","8","12",".400","10.0","10","10","92.4","92.7","2013-12-11"
"Cleveland Cavaliers","8","13",".381","10.5","6","15","93.1","99.3","2013-12-11"
"Milwaukee Bucks","5","17",".227","14.0","5","17","89.6","98.7","2013-12-11"
"Miami Heat*","16","6",".727","—","16","6","102.6","95.6","2013-12-11"
"Atlanta Hawks*","11","11",".500","5.0","11","11","99.2","99.1","2013-12-11"
"Charlotte Bobcats*","10","12",".455","6.0","9","13","90.5","92.4","2013-12-11"
"Washington Wizards*","9","11",".450","6.0","9","11","98.1","98.9","2013-12-11"
"Orlando Magic","7","15",".318","9.0","8","14","97.5","101.7","2013-12-11"
"Portland Trail Blazers*","18","4",".818","—","15","7","106.2","99.9","2013-12-11"
"Oklahoma City Thunder*","17","4",".810","0.5","15","6","105.1","98.8","2013-12-11"
"Denver Nuggets","13","8",".619","4.5","12","9","102.6","100.0","2013-12-11"
"Minnesota Timberwolves","11","11",".500","7.0","14","8","105.5","101.4","2013-12-11"
"Utah Jazz","5","19",".208","14.0","5","19","93.3","102.0","2013-12-11"
"Los Angeles Clippers*","15","8",".652","—","15","8","103.7","99.1","2013-12-11"
"Golden State Warriors*","13","10",".565","2.0","14","9","102.7","99.6","2013-12-11"
"Phoenix Suns","12","9",".571","2.0","12","9","101.8","99.9","2013-12-11"
"Los Angeles Lakers","10","11",".476","4.0","9","12","101.3","103.5","2013-12-11"
"Sacramento Kings","6","14",".300","7.5","8","12","98.8","101.9","2013-12-11"
"San Antonio Spurs*","17","4",".810","—","17","4","102.9","92.8","2013-12-11"
"Houston Rockets*","15","7",".682","2.5","15","7","107.5","101.2","2013-12-11"
"Dallas Mavericks*","13","10",".565","5.0","12","11","103.0","102.0","2013-12-11"
"New Orleans Pelicans","10","10",".500","6.5","11","9","103.4","102.4","2013-12-11"
"Memphis Grizzlies*","10","11",".476","7.0","8","13","93.5","97.0","2013-12-11"
"Boston Celtics","10","14",".417","—","11","13","95.0","96.1","2013-12-12"
"Brooklyn Nets*","8","14",".364","1.0","6","16","95.2","101.6","2013-12-12"
"Toronto Raptors*","7","13",".350","1.0","9","11","98.0","99.3","2013-12-12"
"Philadelphia 76ers","7","16",".304","2.5","6","17","101.8","109.3","2013-12-12"
"New York Knicks","6","15",".286","2.5","8","13","93.8","97.7","2013-12-12"
"Indiana Pacers*","19","3",".864","—","17","5","97.7","89.3","2013-12-12"
"Detroit Pistons","10","13",".435","9.5","10","13","99.4","100.7","2013-12-12"
"Chicago Bulls*","8","12",".400","10.0","10","10","92.4","92.7","2013-12-12"
"Cleveland Cavaliers","8","13",".381","10.5","6","15","93.1","99.3","2013-12-12"
"Milwaukee Bucks","5","17",".227","14.0","5","17","89.6","98.7","2013-12-12"
"Miami Heat*","16","6",".727","—","16","6","102.6","95.6","2013-12-12"
"Atlanta Hawks*","11","11",".500","5.0","11","11","99.2","99.1","2013-12-12"
"Charlotte Bobcats*","10","12",".455","6.0","9","13","90.5","92.4","2013-12-12"
"Washington Wizards*","9","11",".450","6.0","9","11","98.1","98.9","2013-12-12"
"Orlando Magic","7","15",".318","9.0","8","14","97.5","101.7","2013-12-12"
"Portland Trail Blazers*","19","4",".826","—","16","7","106.4","100.1","2013-12-12"
"Oklahoma City Thunder*","17","4",".810","1.0","15","6","105.1","98.8","2013-12-12"
"Denver Nuggets","13","8",".619","5.0","12","9","102.6","100.0","2013-12-12"
"Minnesota Timberwolves","11","11",".500","7.5","14","8","105.5","101.4","2013-12-12"
"Utah Jazz","5","19",".208","14.5","5","19","93.3","102.0","2013-12-12"
"Los Angeles Clippers*","15","9",".625","—","15","9","103.3","99.3","2013-12-12"
"Golden State Warriors*","13","10",".565","1.5","14","9","102.7","99.6","2013-12-12"
"Phoenix Suns","12","9",".571","1.5","12","9","101.8","99.9","2013-12-12"
"Los Angeles Lakers","10","11",".476","3.5","9","12","101.3","103.5","2013-12-12"
"Sacramento Kings","6","14",".300","7.0","8","12","98.8","101.9","2013-12-12"
"San Antonio Spurs*","17","4",".810","—","17","4","102.9","92.8","2013-12-12"
"Houston Rockets*","15","8",".652","3.0","16","7","107.3","101.6","2013-12-12"
"Dallas Mavericks*","13","10",".565","5.0","12","11","103.0","102.0","2013-12-12"
"New Orleans Pelicans","10","10",".500","6.5","11","9","103.4","102.4","2013-12-12"
"Memphis Grizzlies*","10","11",".476","7.0","8","13","93.5","97.0","2013-12-12"
"Boston Celtics","11","14",".440","—","12","13","94.8","95.7","2013-12-13"
"Toronto Raptors*","8","13",".381","1.0","10","11","98.5","99.3","2013-12-13"
"Brooklyn Nets*","8","15",".348","2.0","7","16","95.3","101.7","2013-12-13"
"Philadelphia 76ers","7","17",".292","3.5","6","18","101.8","109.3","2013-12-13"
"New York Knicks","6","16",".273","3.5","8","14","93.4","97.4","2013-12-13"
"Indiana Pacers*","20","3",".870","—","18","5","97.8","89.5","2013-12-13"
"Detroit Pistons","11","13",".458","9.5","11","13","99.5","100.7","2013-12-13"
"Chicago Bulls*","9","12",".429","10.0","10","11","92.3","92.5","2013-12-13"
"Cleveland Cavaliers","9","13",".409","10.5","7","15","93.9","99.4","2013-12-13"
"Milwaukee Bucks","5","18",".217","15.0","5","18","89.6","98.3","2013-12-13"
"Miami Heat*","16","6",".727","—","16","6","102.6","95.6","2013-12-13"
"Atlanta Hawks*","12","11",".522","4.5","12","11","99.3","99.1","2013-12-13"
"Charlotte Bobcats*","10","13",".435","6.5","10","13","90.6","92.7","2013-12-13"
"Washington Wizards*","9","12",".429","6.5","10","11","98.1","99.0","2013-12-13"
"Orlando Magic","7","16",".304","9.5","8","15","97.6","102.0","2013-12-13"
"Portland Trail Blazers*","19","4",".826","—","16","7","106.4","100.1","2013-12-13"
"Oklahoma City Thunder*","18","4",".818","0.5","16","6","105.9","98.7","2013-12-13"
"Denver Nuggets","13","9",".591","5.5","13","9","102.1","100.1","2013-12-13"
"Minnesota Timberwolves","11","12",".478","8.0","14","9","105.7","102.1","2013-12-13"
"Utah Jazz","6","19",".240","14.0","6","19","93.7","101.7","2013-12-13"
"Los Angeles Clippers*","15","9",".625","—","15","9","103.3","99.3","2013-12-13"
"Phoenix Suns","13","9",".591","1.0","13","9","102.4","100.2","2013-12-13"
"Golden State Warriors*","13","11",".542","2.0","14","10","103.0","100.3","2013-12-13"
"Los Angeles Lakers","10","12",".455","4.0","9","13","101.1","104.3","2013-12-13"
"Sacramento Kings","6","15",".286","7.5","8","13","99.2","102.5","2013-12-13"
"San Antonio Spurs*","18","4",".818","—","18","4","103.5","93.6","2013-12-13"
"Houston Rockets*","16","8",".667","3.0","16","8","107.7","102.0","2013-12-13"
"Dallas Mavericks*","13","10",".565","5.5","12","11","103.0","102.0","2013-12-13"
"New Orleans Pelicans","11","10",".524","6.5","11","10","103.4","102.1","2013-12-13"
"Memphis Grizzlies*","10","12",".455","8.0","8","14","93.7","97.3","2013-12-13"
"Boston Celtics","11","14",".440","—","12","13","94.8","95.7","2013-12-14"
"Toronto Raptors*","9","13",".409","0.5","11","11","98.5","98.3","2013-12-14"
"Brooklyn Nets*","8","15",".348","2.0","7","16","95.3","101.7","2013-12-14"
"New York Knicks","7","16",".304","3.0","9","14","94.2","97.7","2013-12-14"
"Philadelphia 76ers","7","18",".280","4.0","6","19","101.9","110.4","2013-12-14"
"Indiana Pacers*","20","3",".870","—","18","5","97.8","89.5","2013-12-14"
"Detroit Pistons","11","13",".458","9.5","11","13","99.5","100.7","2013-12-14"
"Chicago Bulls*","9","13",".409","10.5","10","12","91.6","92.8","2013-12-14"
"Cleveland Cavaliers","9","14",".391","11.0","7","16","94.4","100.0","2013-12-14"
"Milwaukee Bucks","5","19",".208","15.5","5","19","89.8","98.7","2013-12-14"
"Miami Heat*","17","6",".739","—","17","6","103.1","96.1","2013-12-14"
"Atlanta Hawks*","12","12",".500","5.5","12","12","99.6","99.6","2013-12-14"
"Charlotte Bobcats*","10","14",".417","7.5","10","14","90.4","92.5","2013-12-14"
"Washington Wizards*","9","13",".409","7.5","10","12","98.1","99.6","2013-12-14"
"Orlando Magic","7","16",".304","10.0","8","15","97.6","102.0","2013-12-14"
"Portland Trail Blazers*","20","4",".833","—","18","6","107.8","100.3","2013-12-14"
"Oklahoma City Thunder*","18","4",".818","1.0","16","6","105.9","98.7","2013-12-14"
"Denver Nuggets","13","9",".591","6.0","13","9","102.1","100.1","2013-12-14"
"Minnesota Timberwolves","11","12",".478","8.5","14","9","105.7","102.1","2013-12-14"
"Utah Jazz","6","20",".231","15.0","6","20","93.3","101.6","2013-12-14"
"Los Angeles Clippers*","16","9",".640","—","16","9","103.7","99.2","2013-12-14"
"Phoenix Suns","13","9",".591","1.5","13","9","102.4","100.2","2013-12-14"
"Golden State Warriors*","13","11",".542","2.5","14","10","103.0","100.3","2013-12-14"
"Los Angeles Lakers","11","12",".478","4.0","9","14","100.5","103.5","2013-12-14"
"Sacramento Kings","6","15",".286","8.0","8","13","99.2","102.5","2013-12-14"
"San Antonio Spurs*","19","4",".826","—","19","4","103.3","93.2","2013-12-14"
"Houston Rockets*","16","8",".667","3.5","16","8","107.7","102.0","2013-12-14"
"Dallas Mavericks*","14","10",".583","5.5","13","11","103.1","101.6","2013-12-14"
"New Orleans Pelicans","11","10",".524","7.0","11","10","103.4","102.1","2013-12-14"
"Memphis Grizzlies*","10","12",".455","8.5","8","14","93.7","97.3","2013-12-14"
"Boston Celtics","11","14",".440","—","12","13","94.8","95.7","2013-12-15"
"Toronto Raptors*","9","13",".409","0.5","11","11","98.5","98.3","2013-12-15"
"Brooklyn Nets*","8","15",".348","2.0","7","16","95.3","101.7","2013-12-15"
"New York Knicks","7","16",".304","3.0","9","14","94.2","97.7","2013-12-15"
"Philadelphia 76ers","7","18",".280","4.0","6","19","101.9","110.4","2013-12-15"
"Indiana Pacers*","20","3",".870","—","18","5","97.8","89.5","2013-12-15"
"Detroit Pistons","11","14",".440","10.0","11","14","99.9","101.1","2013-12-15"
"Chicago Bulls*","9","13",".409","10.5","10","12","91.6","92.8","2013-12-15"
"Cleveland Cavaliers","9","14",".391","11.0","7","16","94.4","100.0","2013-12-15"
"Milwaukee Bucks","5","19",".208","15.5","5","19","89.8","98.7","2013-12-15"
"Miami Heat*","17","6",".739","—","17","6","103.1","96.1","2013-12-15"
"Atlanta Hawks*","12","12",".500","5.5","12","12","99.6","99.6","2013-12-15"
"Charlotte Bobcats*","10","14",".417","7.5","10","14","90.4","92.5","2013-12-15"
"Washington Wizards*","9","13",".409","7.5","10","12","98.1","99.6","2013-12-15"
"Orlando Magic","7","17",".292","10.5","8","16","97.6","102.0","2013-12-15"
"Portland Trail Blazers*","21","4",".840","—","18","7","107.9","100.6","2013-12-15"
"Oklahoma City Thunder*","19","4",".826","1.0","17","6","105.7","98.7","2013-12-15"
"Denver Nuggets","14","9",".609","6.0","13","10","102.1","99.8","2013-12-15"
"Minnesota Timberwolves","12","12",".500","8.5","15","9","105.5","101.7","2013-12-15"
"Utah Jazz","6","20",".231","15.5","6","20","93.3","101.6","2013-12-15"
"Los Angeles Clippers*","16","9",".640","—","16","9","103.7","99.2","2013-12-15"
"Phoenix Suns","14","9",".609","1.0","13","10","102.6","100.3","2013-12-15"
"Golden State Warriors*","13","12",".520","3.0","15","10","103.0","100.5","2013-12-15"
"Los Angeles Lakers","11","12",".478","4.0","9","14","100.5","103.5","2013-12-15"
"Sacramento Kings","7","15",".318","7.5","9","13","99.5","102.0","2013-12-15"
"San Antonio Spurs*","19","4",".826","—","19","4","103.3","93.2","2013-12-15"
"Houston Rockets*","16","9",".640","4.0","16","9","107.0","102.2","2013-12-15"
"Dallas Mavericks*","14","10",".583","5.5","13","11","103.1","101.6","2013-12-15"
"New Orleans Pelicans","11","11",".500","7.5","12","10","103.0","102.1","2013-12-15"
"Memphis Grizzlies*","10","13",".435","9.0","8","15","93.7","97.4","2013-12-15"
"Boston Celtics","12","14",".462","—","12","14","95.0","95.8","2013-12-16"
"Toronto Raptors*","9","13",".409","1.0","11","11","98.5","98.3","2013-12-16"
"Brooklyn Nets*","9","15",".375","2.0","8","16","96.8","101.3","2013-12-16"
"New York Knicks","7","17",".292","4.0","9","15","94.5","97.9","2013-12-16"
"Philadelphia 76ers","7","19",".269","5.0","6","20","101.6","111.2","2013-12-16"
"Indiana Pacers*","20","4",".833","—","18","6","97.7","90.0","2013-12-16"
"Detroit Pistons","12","14",".462","9.0","12","14","100.0","100.9","2013-12-16"
"Chicago Bulls*","9","14",".391","10.5","10","13","91.2","92.4","2013-12-16"
"Cleveland Cavaliers","9","14",".391","10.5","7","16","94.4","100.0","2013-12-16"
"Milwaukee Bucks","5","19",".208","15.0","5","19","89.8","98.7","2013-12-16"
"Miami Heat*","18","6",".750","—","18","6","103.7","96.0","2013-12-16"
"Atlanta Hawks*","13","12",".520","5.5","13","12","100.2","99.6","2013-12-16"
"Washington Wizards*","10","13",".435","7.5","10","13","98.3","99.7","2013-12-16"
"Charlotte Bobcats*","10","14",".417","8.0","10","14","90.4","92.5","2013-12-16"
"Orlando Magic","8","17",".320","10.5","9","16","97.0","101.2","2013-12-16"
"Portland Trail Blazers*","21","4",".840","—","18","7","107.9","100.6","2013-12-16"
"Oklahoma City Thunder*","19","4",".826","1.0","17","6","105.7","98.7","2013-12-16"
"Denver Nuggets","14","9",".609","6.0","13","10","102.1","99.8","2013-12-16"
"Minnesota Timberwolves","12","13",".480","9.0","15","10","105.2","101.7","2013-12-16"
"Utah Jazz","6","21",".222","16.0","6","21","93.4","102.2","2013-12-16"
"Los Angeles Clippers*","17","9",".654","—","17","9","104.1","98.9","2013-12-16"
"Phoenix Suns","14","9",".609","1.5","13","10","102.6","100.3","2013-12-16"
"Golden State Warriors*","13","12",".520","3.5","15","10","103.0","100.5","2013-12-16"
"Los Angeles Lakers","11","13",".458","5.0","9","15","100.5","103.9","2013-12-16"
"Sacramento Kings","7","15",".318","8.0","9","13","99.5","102.0","2013-12-16"
"San Antonio Spurs*","19","5",".792","—","19","5","102.9","94.1","2013-12-16"
"Houston Rockets*","16","9",".640","3.5","16","9","107.0","102.2","2013-12-16"
"Dallas Mavericks*","14","10",".583","5.0","13","11","103.1","101.6","2013-12-16"
"New Orleans Pelicans","11","11",".500","7.0","12","10","103.0","102.1","2013-12-16"
"Memphis Grizzlies*","10","13",".435","8.5","8","15","93.7","97.4","2013-12-16"
"Boston Celtics","12","14",".462","—","12","14","95.0","95.8","2013-12-17"
"Toronto Raptors*","9","13",".409","1.0","11","11","98.5","98.3","2013-12-17"
"Brooklyn Nets*","9","15",".375","2.0","8","16","96.8","101.3","2013-12-17"
"New York Knicks","7","17",".292","4.0","9","15","94.5","97.9","2013-12-17"
"Philadelphia 76ers","7","19",".269","5.0","6","20","101.6","111.2","2013-12-17"
"Indiana Pacers*","20","4",".833","—","18","6","97.7","90.0","2013-12-17"
"Detroit Pistons","12","14",".462","9.0","12","14","100.0","100.9","2013-12-17"
