"team","w","l","w_lpercent","gb","pw","pl","ps_g","pa_g","date"
"Philadelphia 76ers*","25","18",".581","—","32","11","94.8","87.9","2012-3-14"
"Boston Celtics*","23","19",".548","1.5","23","19","91.3","90.1","2012-3-14"
"New York Knicks*","19","24",".442","6.0","23","20","97.3","96.1","2012-3-14"
"New Jersey Nets","15","29",".341","10.5","13","31","93.0","99.0","2012-3-14"
"Toronto Raptors","14","29",".326","11.0","15","28","90.1","94.1","2012-3-14"
"Chicago Bulls*","36","9",".800","—","36","9","98.3","89.2","2012-3-14"
"Indiana Pacers*","25","16",".610","9.0","25","16","95.4","92.1","2012-3-14"
"Milwaukee Bucks","19","24",".442","16.0","19","24","97.0","98.7","2012-3-14"
"Cleveland Cavaliers","16","25",".390","18.0","15","26","94.8","98.8","2012-3-14"
"Detroit Pistons","16","27",".372","19.0","13","30","90.2","95.8","2012-3-14"
"Miami Heat*","31","11",".738","—","32","10","102.5","94.3","2012-3-14"
"Orlando Magic*","28","16",".636","4.0","26","18","94.8","92.6","2012-3-14"
"Atlanta Hawks*","24","19",".558","7.5","24","19","93.7","92.3","2012-3-14"
"Washington Wizards","9","32",".220","21.5","9","32","93.8","102.3","2012-3-14"
"Charlotte Bobcats","6","35",".146","24.5","5","36","86.8","100.2","2012-3-14"
"Oklahoma City Thunder*","32","10",".762","—","29","13","102.5","96.4","2012-3-14"
"Denver Nuggets*","24","19",".558","8.5","25","18","104.1","101.5","2012-3-14"
"Minnesota Timberwolves","22","21",".512","10.5","23","20","98.2","97.2","2012-3-14"
"Utah Jazz*","20","22",".476","12.0","19","23","97.2","98.3","2012-3-14"
"Portland Trail Blazers","20","23",".465","12.5","24","19","97.1","95.2","2012-3-14"
"Los Angeles Lakers*","27","16",".628","—","25","18","95.1","92.7","2012-3-14"
"Los Angeles Clippers*","24","17",".585","2.0","24","17","97.8","95.7","2012-3-14"
"Phoenix Suns","20","22",".476","6.5","19","23","96.2","97.6","2012-3-14"
"Golden State Warriors","18","22",".450","7.5","19","21","98.4","99.4","2012-3-14"
"Sacramento Kings","14","29",".326","13.0","11","32","96.1","103.3","2012-3-14"
"San Antonio Spurs*","28","13",".683","—","26","15","100.5","96.3","2012-3-14"
"Memphis Grizzlies*","24","17",".585","4.0","24","17","94.7","92.6","2012-3-14"
"Dallas Mavericks*","24","20",".545","5.5","25","19","94.3","92.4","2012-3-14"
"Houston Rockets","24","20",".545","5.5","23","21","98.1","97.7","2012-3-14"
"New Orleans Hornets","10","33",".233","19.0","13","30","88.5","93.7","2012-3-14"
"Philadelphia 76ers*","25","18",".581","—","32","11","94.8","87.9","2012-3-15"
"Boston Celtics*","23","19",".548","1.5","23","19","91.3","90.1","2012-3-15"
"New York Knicks*","19","24",".442","6.0","23","20","97.3","96.1","2012-3-15"
"New Jersey Nets","15","29",".341","10.5","13","31","93.0","99.0","2012-3-15"
"Toronto Raptors","14","29",".326","11.0","15","28","90.1","94.1","2012-3-15"
"Chicago Bulls*","36","9",".800","—","36","9","98.3","89.2","2012-3-15"
"Indiana Pacers*","25","16",".610","9.0","25","16","95.4","92.1","2012-3-15"
"Milwaukee Bucks","19","24",".442","16.0","19","24","97.0","98.7","2012-3-15"
"Cleveland Cavaliers","16","25",".390","18.0","15","26","94.8","98.8","2012-3-15"
"Detroit Pistons","16","27",".372","19.0","13","30","90.2","95.8","2012-3-15"
"Miami Heat*","31","11",".738","—","32","10","102.5","94.3","2012-3-15"
"Orlando Magic*","28","16",".636","4.0","26","18","94.8","92.6","2012-3-15"
"Atlanta Hawks*","24","19",".558","7.5","24","19","93.7","92.3","2012-3-15"
"Washington Wizards","10","32",".238","21.0","10","32","93.9","102.0","2012-3-15"
"Charlotte Bobcats","6","36",".143","25.0","5","37","87.0","100.2","2012-3-15"
"Oklahoma City Thunder*","33","10",".767","—","30","13","102.5","96.3","2012-3-15"
"Denver Nuggets*","24","20",".545","9.5","25","19","103.8","101.5","2012-3-15"
"Minnesota Timberwolves","22","22",".500","11.5","23","21","98.3","97.5","2012-3-15"
"Utah Jazz*","21","22",".488","12.0","20","23","97.6","98.5","2012-3-15"
"Portland Trail Blazers","20","23",".465","13.0","24","19","97.1","95.2","2012-3-15"
"Los Angeles Lakers*","27","16",".628","—","25","18","95.1","92.7","2012-3-15"
"Los Angeles Clippers*","24","18",".571","2.5","24","18","97.6","95.6","2012-3-15"
"Phoenix Suns","21","22",".488","6.0","19","24","96.1","97.4","2012-3-15"
"Golden State Warriors","18","22",".450","7.5","19","21","98.4","99.4","2012-3-15"
"Sacramento Kings","14","29",".326","13.0","11","32","96.1","103.3","2012-3-15"
"San Antonio Spurs*","28","13",".683","—","26","15","100.5","96.3","2012-3-15"
"Dallas Mavericks*","25","20",".556","5.0","26","19","94.5","92.5","2012-3-15"
"Memphis Grizzlies*","24","17",".585","4.0","24","17","94.7","92.6","2012-3-15"
"Houston Rockets","24","20",".545","5.5","23","21","98.1","97.7","2012-3-15"
"New Orleans Hornets","10","34",".227","19.5","14","30","88.5","93.8","2012-3-15"
"Philadelphia 76ers*","25","19",".568","—","32","12","94.5","87.8","2012-3-16"
"Boston Celtics*","23","20",".535","1.5","23","20","91.4","90.8","2012-3-16"
"New York Knicks*","20","24",".455","5.0","24","20","97.7","96.2","2012-3-16"
"Toronto Raptors","15","29",".341","10.0","16","28","90.7","94.5","2012-3-16"
"New Jersey Nets","15","30",".333","10.5","13","32","92.5","98.7","2012-3-16"
"Chicago Bulls*","36","10",".783","—","36","10","98.1","89.5","2012-3-16"
"Indiana Pacers*","25","17",".595","9.0","25","17","95.5","92.7","2012-3-16"
"Milwaukee Bucks","20","24",".455","15.0","20","24","97.5","98.7","2012-3-16"
"Cleveland Cavaliers","16","25",".390","17.5","15","26","94.8","98.8","2012-3-16"
"Detroit Pistons","16","28",".364","19.0","13","31","90.4","96.1","2012-3-16"
"Miami Heat*","32","11",".744","—","33","10","102.1","93.9","2012-3-16"
"Orlando Magic*","29","16",".644","4.0","27","18","94.6","92.1","2012-3-16"
"Atlanta Hawks*","25","19",".568","7.5","25","19","93.9","92.2","2012-3-16"
"Washington Wizards","10","33",".233","22.0","10","33","93.8","102.0","2012-3-16"
"Charlotte Bobcats","6","36",".143","25.5","5","37","87.0","100.2","2012-3-16"
"Oklahoma City Thunder*","33","11",".750","—","31","13","102.5","96.7","2012-3-16"
"Denver Nuggets*","24","20",".545","9.0","25","19","103.8","101.5","2012-3-16"
"Minnesota Timberwolves","22","23",".489","11.5","24","21","98.2","97.5","2012-3-16"
"Utah Jazz*","21","22",".488","11.5","20","23","97.6","98.5","2012-3-16"
"Portland Trail Blazers","21","23",".477","12.0","25","19","97.2","95.0","2012-3-16"
"Los Angeles Lakers*","28","16",".636","—","26","18","95.2","92.6","2012-3-16"
"Los Angeles Clippers*","24","18",".571","3.0","24","18","97.6","95.6","2012-3-16"
"Phoenix Suns","22","22",".500","6.0","20","24","96.4","97.5","2012-3-16"
"Golden State Warriors","18","23",".439","8.5","18","23","98.4","99.9","2012-3-16"
"Sacramento Kings","15","29",".341","13.0","13","31","96.6","103.1","2012-3-16"
"San Antonio Spurs*","29","13",".690","—","27","15","100.8","96.5","2012-3-16"
"Dallas Mavericks*","25","20",".556","5.5","26","19","94.5","92.5","2012-3-16"
"Memphis Grizzlies*","24","18",".571","5.0","24","18","95.0","93.1","2012-3-16"
"Houston Rockets","24","20",".545","6.0","23","21","98.1","97.7","2012-3-16"
"New Orleans Hornets","10","34",".227","20.0","14","30","88.5","93.8","2012-3-16"
"Philadelphia 76ers*","25","20",".556","—","33","12","94.1","87.8","2012-3-17"
"Boston Celtics*","23","21",".523","1.5","23","21","91.4","90.9","2012-3-17"
"New York Knicks*","21","24",".467","4.0","25","20","97.8","96.0","2012-3-17"
"Toronto Raptors","15","30",".333","10.0","16","29","91.0","94.8","2012-3-17"
"New Jersey Nets","15","31",".326","10.5","13","33","92.6","98.8","2012-3-17"
"Chicago Bulls*","37","10",".787","—","37","10","97.9","89.3","2012-3-17"
"Indiana Pacers*","25","18",".581","10.0","25","18","95.3","92.9","2012-3-17"
"Milwaukee Bucks","20","24",".455","15.5","20","24","97.5","98.7","2012-3-17"
"Cleveland Cavaliers","16","25",".390","18.0","15","26","94.8","98.8","2012-3-17"
"Detroit Pistons","16","28",".364","19.5","13","31","90.4","96.1","2012-3-17"
"Miami Heat*","32","11",".744","—","33","10","102.1","93.9","2012-3-17"
"Orlando Magic*","29","16",".644","4.0","27","18","94.6","92.1","2012-3-17"
"Atlanta Hawks*","25","19",".568","7.5","25","19","93.9","92.2","2012-3-17"
"Washington Wizards","10","33",".233","22.0","10","33","93.8","102.0","2012-3-17"
"Charlotte Bobcats","7","36",".163","25.0","6","37","87.4","100.3","2012-3-17"
"Oklahoma City Thunder*","33","11",".750","—","31","13","102.5","96.7","2012-3-17"
"Denver Nuggets*","25","20",".556","8.5","26","19","103.7","101.3","2012-3-17"
"Utah Jazz*","22","22",".500","11.0","21","23","97.6","98.3","2012-3-17"
"Minnesota Timberwolves","22","23",".489","11.5","24","21","98.2","97.5","2012-3-17"
"Portland Trail Blazers","21","23",".477","12.0","25","19","97.2","95.0","2012-3-17"
"Los Angeles Lakers*","28","16",".636","—","26","18","95.2","92.6","2012-3-17"
"Los Angeles Clippers*","25","18",".581","2.5","25","18","97.5","95.5","2012-3-17"
"Phoenix Suns","22","22",".500","6.0","20","24","96.4","97.5","2012-3-17"
"Golden State Warriors","18","24",".429","9.0","19","23","98.2","99.9","2012-3-17"
"Sacramento Kings","15","29",".341","13.0","13","31","96.6","103.1","2012-3-17"
"San Antonio Spurs*","29","14",".674","—","27","16","100.8","96.8","2012-3-17"
"Dallas Mavericks*","26","20",".565","4.5","27","19","94.7","92.6","2012-3-17"
"Memphis Grizzlies*","24","18",".571","4.5","24","18","95.0","93.1","2012-3-17"
"Houston Rockets","24","21",".533","6.0","23","22","97.9","97.6","2012-3-17"
"New Orleans Hornets","11","34",".244","19.0","14","31","88.8","93.8","2012-3-17"
"Philadelphia 76ers*","25","20",".556","—","33","12","94.1","87.8","2012-3-18"
"Boston Celtics*","23","21",".523","1.5","23","21","91.4","90.9","2012-3-18"
"New York Knicks*","21","24",".467","4.0","25","20","97.8","96.0","2012-3-18"
"Toronto Raptors","15","30",".333","10.0","16","29","91.0","94.8","2012-3-18"
"New Jersey Nets","15","31",".326","10.5","13","33","92.6","98.8","2012-3-18"
"Chicago Bulls*","37","10",".787","—","37","10","97.9","89.3","2012-3-18"
"Indiana Pacers*","25","18",".581","10.0","25","18","95.3","92.9","2012-3-18"
"Milwaukee Bucks","20","24",".455","15.5","20","24","97.5","98.7","2012-3-18"
"Cleveland Cavaliers","16","26",".381","18.5","15","27","94.6","98.9","2012-3-18"
"Detroit Pistons","16","29",".356","20.0","13","32","90.2","95.9","2012-3-18"
"Miami Heat*","33","11",".750","—","34","10","101.8","93.6","2012-3-18"
"Orlando Magic*","29","17",".630","5.0","27","19","94.3","92.0","2012-3-18"
"Atlanta Hawks*","26","19",".578","7.5","26","19","94.1","92.1","2012-3-18"
"Washington Wizards","10","34",".227","23.0","10","34","93.8","101.9","2012-3-18"
"Charlotte Bobcats","7","36",".163","25.5","6","37","87.4","100.3","2012-3-18"
"Oklahoma City Thunder*","34","11",".756","—","32","13","102.7","96.6","2012-3-18"
"Denver Nuggets*","25","20",".556","9.0","26","19","103.7","101.3","2012-3-18"
"Utah Jazz*","23","22",".511","11.0","22","23","97.7","98.3","2012-3-18"
"Minnesota Timberwolves","22","24",".478","12.5","24","22","98.2","97.8","2012-3-18"
"Portland Trail Blazers","21","24",".467","13.0","25","20","97.1","95.4","2012-3-18"
"Los Angeles Lakers*","28","17",".622","—","26","19","95.2","92.9","2012-3-18"
"Los Angeles Clippers*","26","18",".591","1.5","25","19","97.3","95.2","2012-3-18"
"Phoenix Suns","23","22",".511","5.0","21","24","96.4","97.2","2012-3-18"
"Golden State Warriors","18","24",".429","8.5","19","23","98.2","99.9","2012-3-18"
"Sacramento Kings","16","29",".356","12.0","14","31","97.0","103.0","2012-3-18"
"San Antonio Spurs*","29","14",".674","—","27","16","100.8","96.8","2012-3-18"
"Dallas Mavericks*","26","20",".565","4.5","27","19","94.7","92.6","2012-3-18"
"Memphis Grizzlies*","25","18",".581","4.0","25","18","95.1","93.1","2012-3-18"
"Houston Rockets","24","22",".522","6.5","23","23","97.7","97.7","2012-3-18"
"New Orleans Hornets","11","34",".244","19.0","14","31","88.8","93.8","2012-3-18"
"Philadelphia 76ers*","26","20",".565","—","34","12","94.4","87.7","2012-3-19"
"Boston Celtics*","24","21",".533","1.5","23","22","91.1","90.6","2012-3-19"
"New York Knicks*","21","24",".467","4.5","25","20","97.8","96.0","2012-3-19"
"Toronto Raptors","15","30",".333","10.5","16","29","91.0","94.8","2012-3-19"
"New Jersey Nets","15","32",".319","11.5","14","33","92.7","98.9","2012-3-19"
"Chicago Bulls*","38","10",".792","—","38","10","97.6","88.6","2012-3-19"
"Indiana Pacers*","25","18",".581","10.5","25","18","95.3","92.9","2012-3-19"
"Milwaukee Bucks","20","24",".455","16.0","20","24","97.5","98.7","2012-3-19"
"Cleveland Cavaliers","17","26",".395","18.5","15","28","94.9","99.0","2012-3-19"
"Detroit Pistons","16","29",".356","20.5","13","32","90.2","95.9","2012-3-19"
"Miami Heat*","33","11",".750","—","34","10","101.8","93.6","2012-3-19"
"Orlando Magic*","29","18",".617","5.5","27","20","93.6","91.9","2012-3-19"
"Atlanta Hawks*","26","20",".565","8.0","26","20","93.7","91.8","2012-3-19"
"Washington Wizards","10","34",".227","23.0","10","34","93.8","101.9","2012-3-19"
"Charlotte Bobcats","7","37",".159","26.0","5","39","87.3","100.4","2012-3-19"
"Oklahoma City Thunder*","34","11",".756","—","32","13","102.7","96.6","2012-3-19"
"Denver Nuggets*","25","21",".543","9.5","26","20","103.5","101.5","2012-3-19"
"Utah Jazz*","23","22",".511","11.0","22","23","97.7","98.3","2012-3-19"
"Minnesota Timberwolves","23","24",".489","12.0","24","23","98.2","97.7","2012-3-19"
"Portland Trail Blazers","21","24",".467","13.0","25","20","97.1","95.4","2012-3-19"
"Los Angeles Lakers*","28","17",".622","—","26","19","95.2","92.9","2012-3-19"
"Los Angeles Clippers*","26","18",".591","1.5","25","19","97.3","95.2","2012-3-19"
"Phoenix Suns","23","22",".511","5.0","21","24","96.4","97.2","2012-3-19"
"Golden State Warriors","18","25",".419","9.0","19","24","98.1","99.8","2012-3-19"
"Sacramento Kings","16","29",".356","12.0","14","31","97.0","103.0","2012-3-19"
"San Antonio Spurs*","29","14",".674","—","27","16","100.8","96.8","2012-3-19"
"Dallas Mavericks*","27","20",".574","4.0","28","19","95.1","92.7","2012-3-19"
"Memphis Grizzlies*","25","18",".581","4.0","25","18","95.1","93.1","2012-3-19"
"Houston Rockets","24","22",".522","6.5","23","23","97.7","97.7","2012-3-19"
"New Orleans Hornets","11","34",".244","19.0","14","31","88.8","93.8","2012-3-19"
"Philadelphia 76ers*","26","20",".565","—","34","12","94.4","87.7","2012-3-20"
"Boston Celtics*","24","21",".533","1.5","23","22","91.1","90.6","2012-3-20"
"New York Knicks*","22","24",".478","4.0","27","19","97.9","95.8","2012-3-20"
"Toronto Raptors","15","31",".326","11.0","16","30","90.9","95.0","2012-3-20"
"New Jersey Nets","15","32",".319","11.5","14","33","92.7","98.9","2012-3-20"
"Chicago Bulls*","38","10",".792","—","38","10","97.6","88.6","2012-3-20"
"Indiana Pacers*","26","18",".591","10.0","26","18","95.5","92.8","2012-3-20"
"Milwaukee Bucks","21","24",".467","15.5","22","23","98.0","98.4","2012-3-20"
"Cleveland Cavaliers","17","26",".395","18.5","15","28","94.9","99.0","2012-3-20"
"Detroit Pistons","16","29",".356","20.5","13","32","90.2","95.9","2012-3-20"
"Miami Heat*","34","11",".756","—","34","11","101.8","93.6","2012-3-20"
"Orlando Magic*","29","18",".617","6.0","27","20","93.6","91.9","2012-3-20"
"Atlanta Hawks*","26","20",".565","8.5","26","20","93.7","91.8","2012-3-20"
"Washington Wizards","10","34",".227","23.5","10","34","93.8","101.9","2012-3-20"
"Charlotte Bobcats","7","37",".159","26.5","5","39","87.3","100.4","2012-3-20"
"Oklahoma City Thunder*","34","12",".739","—","32","14","102.4","96.6","2012-3-20"
"Denver Nuggets*","25","21",".543","9.0","26","20","103.5","101.5","2012-3-20"
"Utah Jazz*","24","22",".522","10.0","22","24","97.7","98.2","2012-3-20"
"Minnesota Timberwolves","23","24",".489","11.5","24","23","98.2","97.7","2012-3-20"
"Portland Trail Blazers","21","25",".457","13.0","25","21","96.9","95.8","2012-3-20"
"Los Angeles Lakers*","28","18",".609","—","27","19","95.4","93.2","2012-3-20"
"Los Angeles Clippers*","26","19",".578","1.5","25","20","97.1","95.3","2012-3-20"
"Phoenix Suns","23","23",".500","5.0","22","24","96.4","97.2","2012-3-20"
"Golden State Warriors","18","25",".419","8.5","19","24","98.1","99.8","2012-3-20"
"Sacramento Kings","17","29",".370","11.0","14","32","97.5","103.2","2012-3-20"
"San Antonio Spurs*","29","14",".674","—","27","16","100.8","96.8","2012-3-20"
"Dallas Mavericks*","27","20",".574","4.0","28","19","95.1","92.7","2012-3-20"
"Memphis Grizzlies*","25","19",".568","4.5","25","19","95.4","93.7","2012-3-20"
"Houston Rockets","25","22",".532","6.0","24","23","97.9","97.8","2012-3-20"
"New Orleans Hornets","11","34",".244","19.0","14","31","88.8","93.8","2012-3-20"
"Philadelphia 76ers*","26","21",".553","—","34","13","94.0","87.5","2012-3-21"
"Boston Celtics*","24","21",".533","1.0","23","22","91.1","90.6","2012-3-21"
"New York Knicks*","23","24",".489","3.0","27","20","97.6","95.4","2012-3-21"
"Toronto Raptors","15","32",".319","11.0","16","31","90.7","95.0","2012-3-21"
"New Jersey Nets","15","33",".313","11.5","13","35","92.6","99.1","2012-3-21"
"Chicago Bulls*","39","10",".796","—","39","10","97.6","88.5","2012-3-21"
"Indiana Pacers*","26","18",".591","10.5","26","18","95.5","92.8","2012-3-21"
"Milwaukee Bucks","21","24",".467","16.0","22","23","98.0","98.4","2012-3-21"
"Cleveland Cavaliers","17","27",".386","19.5","16","28","95.0","99.0","2012-3-21"
"Detroit Pistons","16","30",".348","21.5","14","32","90.8","96.3","2012-3-21"
"Miami Heat*","34","11",".756","—","34","11","101.8","93.6","2012-3-21"
"Orlando Magic*","30","18",".625","5.5","27","21","93.8","91.9","2012-3-21"
"Atlanta Hawks*","27","20",".574","8.0","27","20","93.9","92.0","2012-3-21"
"Washington Wizards","11","34",".244","23.0","11","34","94.1","101.6","2012-3-21"
"Charlotte Bobcats","7","37",".159","26.5","5","39","87.3","100.4","2012-3-21"
"Oklahoma City Thunder*","35","12",".745","—","33","14","102.7","96.5","2012-3-21"
"Denver Nuggets*","26","21",".553","9.0","27","20","103.7","101.8","2012-3-21"
"Utah Jazz*","24","22",".522","10.5","22","24","97.7","98.2","2012-3-21"
"Minnesota Timberwolves","23","25",".479","12.5","24","24","98.2","98.1","2012-3-21"
"Portland Trail Blazers","21","25",".457","13.5","25","21","96.9","95.8","2012-3-21"
"Los Angeles Lakers*","29","18",".617","—","28","19","95.7","93.2","2012-3-21"
"Los Angeles Clippers*","26","20",".565","2.5","25","21","97.0","95.7","2012-3-21"
"Phoenix Suns","23","24",".489","6.0","22","25","96.3","97.4","2012-3-21"
"Golden State Warriors","19","25",".432","8.5","20","24","98.2","99.7","2012-3-21"
"Sacramento Kings","17","29",".370","11.5","14","32","97.5","103.2","2012-3-21"
"San Antonio Spurs*","30","14",".682","—","28","16","101.1","96.8","2012-3-21"
"Dallas Mavericks*","27","21",".563","5.0","28","20","95.0","93.0","2012-3-21"
"Memphis Grizzlies*","25","19",".568","5.0","25","19","95.4","93.7","2012-3-21"
"Houston Rockets","25","22",".532","6.5","24","23","97.9","97.8","2012-3-21"
"New Orleans Hornets","11","35",".239","20.0","14","32","88.9","94.0","2012-3-21"
"Philadelphia 76ers*","26","21",".553","—","34","13","94.0","87.5","2012-3-22"
"Boston Celtics*","25","21",".543","0.5","24","22","91.3","90.6","2012-3-22"
"New York Knicks*","23","24",".489","3.0","27","20","97.6","95.4","2012-3-22"
"Toronto Raptors","15","32",".319","11.0","16","31","90.7","95.0","2012-3-22"
"New Jersey Nets","15","33",".313","11.5","13","35","92.6","99.1","2012-3-22"
"Chicago Bulls*","39","10",".796","—","39","10","97.6","88.5","2012-3-22"
"Indiana Pacers*","27","18",".600","10.0","27","18","95.3","92.6","2012-3-22"
"Milwaukee Bucks","21","25",".457","16.5","22","24","97.8","98.4","2012-3-22"
"Cleveland Cavaliers","17","27",".386","19.5","16","28","95.0","99.0","2012-3-22"
"Detroit Pistons","16","30",".348","21.5","14","32","90.8","96.3","2012-3-22"
"Miami Heat*","34","11",".756","—","34","11","101.8","93.6","2012-3-22"
"Orlando Magic*","30","18",".625","5.5","27","21","93.8","91.9","2012-3-22"
"Atlanta Hawks*","27","20",".574","8.0","27","20","93.9","92.0","2012-3-22"
"Washington Wizards","11","35",".239","23.5","12","34","93.8","101.3","2012-3-22"
"Charlotte Bobcats","7","37",".159","26.5","5","39","87.3","100.4","2012-3-22"
"Oklahoma City Thunder*","35","12",".745","—","33","14","102.7","96.5","2012-3-22"
"Denver Nuggets*","26","21",".553","9.0","27","20","103.7","101.8","2012-3-22"
"Utah Jazz*","25","22",".532","10.0","23","24","97.8","98.2","2012-3-22"
"Minnesota Timberwolves","23","25",".479","12.5","24","24","98.2","98.1","2012-3-22"
"Portland Trail Blazers","22","25",".468","13.0","25","22","96.9","95.8","2012-3-22"
"Los Angeles Lakers*","29","18",".617","—","28","19","95.7","93.2","2012-3-22"
"Los Angeles Clippers*","26","21",".553","3.0","25","22","96.8","95.8","2012-3-22"
"Phoenix Suns","23","24",".489","6.0","22","25","96.3","97.4","2012-3-22"
"Golden State Warriors","19","26",".422","9.0","19","26","97.8","99.9","2012-3-22"
"Sacramento Kings","17","30",".362","12.0","15","32","97.6","103.2","2012-3-22"
"San Antonio Spurs*","30","14",".682","—","28","16","101.1","96.8","2012-3-22"
"Dallas Mavericks*","27","21",".563","5.0","28","20","95.0","93.0","2012-3-22"
"Houston Rockets","26","22",".542","6.0","25","23","98.1","97.5","2012-3-22"
"Memphis Grizzlies*","25","20",".556","5.5","25","20","95.4","93.8","2012-3-22"
"New Orleans Hornets","12","35",".255","19.5","15","32","89.0","93.9","2012-3-22"
"Philadelphia 76ers*","27","21",".563","—","35","13","94.1","87.5","2012-3-23"
"Boston Celtics*","25","22",".532","1.5","24","23","91.2","90.8","2012-3-23"
"New York Knicks*","23","25",".479","4.0","27","21","97.2","95.4","2012-3-23"
"Toronto Raptors","16","32",".333","11.0","17","31","90.8","94.6","2012-3-23"
"New Jersey Nets","15","34",".306","12.5","14","35","92.5","99.0","2012-3-23"
"Chicago Bulls*","39","10",".796","—","39","10","97.6","88.5","2012-3-23"
"Indiana Pacers*","27","19",".587","10.5","27","19","95.6","93.0","2012-3-23"
"Milwaukee Bucks","22","25",".468","16.0","23","24","98.1","98.3","2012-3-23"
"Cleveland Cavaliers","17","28",".378","20.0","16","29","94.7","98.9","2012-3-23"
"Detroit Pistons","16","31",".340","22.0","14","33","90.4","96.1","2012-3-23"
"Miami Heat*","35","11",".761","—","35","11","101.5","93.2","2012-3-23"
"Orlando Magic*","31","18",".633","5.5","28","21","93.8","91.7","2012-3-23"
"Atlanta Hawks*","28","20",".583","8.0","28","20","93.9","91.9","2012-3-23"
"Washington Wizards","11","35",".239","24.0","12","34","93.8","101.3","2012-3-23"
"Charlotte Bobcats","7","38",".156","27.5","5","40","87.4","100.6","2012-3-23"
"Oklahoma City Thunder*","36","12",".750","—","34","14","103.6","97.4","2012-3-23"
"Denver Nuggets*","26","22",".542","10.0","26","22","103.7","102.2","2012-3-23"
"Utah Jazz*","26","22",".542","10.0","24","24","98.3","98.3","2012-3-23"
"Minnesota Timberwolves","23","26",".469","13.5","24","25","99.1","99.2","2012-3-23"
"Portland Trail Blazers","22","26",".458","14.0","26","22","96.9","95.9","2012-3-23"
"Los Angeles Lakers*","30","18",".625","—","29","19","95.9","93.2","2012-3-23"
"Los Angeles Clippers*","26","21",".553","3.5","25","22","96.8","95.8","2012-3-23"
"Phoenix Suns","24","24",".500","6.0","22","26","96.7","97.6","2012-3-23"
"Golden State Warriors","19","26",".422","9.5","19","26","97.8","99.9","2012-3-23"
"Sacramento Kings","17","30",".362","12.5","15","32","97.6","103.2","2012-3-23"
"San Antonio Spurs*","31","14",".689","—","30","15","101.2","96.6","2012-3-23"
"Dallas Mavericks*","27","22",".551","6.0","27","22","94.9","93.2","2012-3-23"
"Houston Rockets","26","22",".542","6.5","25","23","98.1","97.5","2012-3-23"
"Memphis Grizzlies*","25","20",".556","6.0","25","20","95.4","93.8","2012-3-23"
"New Orleans Hornets","12","35",".255","20.0","15","32","89.0","93.9","2012-3-23"
"Philadelphia 76ers*","27","21",".563","—","35","13","94.1","87.5","2012-3-24"
"Boston Celtics*","25","22",".532","1.5","24","23","91.2","90.8","2012-3-24"
"New York Knicks*","24","25",".490","3.5","28","21","97.3","95.1","2012-3-24"
"Toronto Raptors","16","33",".327","11.5","18","31","91.0","94.8","2012-3-24"
"New Jersey Nets","16","34",".320","12.0","14","36","92.7","98.8","2012-3-24"
"Chicago Bulls*","40","10",".800","—","40","10","97.6","88.7","2012-3-24"
"Indiana Pacers*","28","19",".596","10.5","29","18","96.2","93.3","2012-3-24"
"Milwaukee Bucks","22","26",".458","17.0","23","25","98.2","98.9","2012-3-24"
"Cleveland Cavaliers","17","28",".378","20.5","16","29","94.7","98.9","2012-3-24"
"Detroit Pistons","16","32",".333","23.0","14","34","90.2","96.3","2012-3-24"
"Miami Heat*","35","11",".761","—","35","11","101.5","93.2","2012-3-24"
"Orlando Magic*","31","18",".633","5.5","28","21","93.8","91.7","2012-3-24"
"Atlanta Hawks*","29","20",".592","7.5","28","21","93.9","91.9","2012-3-24"
"Washington Wizards","11","36",".234","24.5","12","35","93.8","101.1","2012-3-24"
"Charlotte Bobcats","7","39",".152","28.0","6","40","87.4","100.7","2012-3-24"
"Oklahoma City Thunder*","36","12",".750","—","34","14","103.6","97.4","2012-3-24"
"Denver Nuggets*","26","22",".542","10.0","26","22","103.7","102.2","2012-3-24"
"Utah Jazz*","26","22",".542","10.0","24","24","98.3","98.3","2012-3-24"
"Minnesota Timberwolves","23","26",".469","13.5","24","25","99.1","99.2","2012-3-24"
"Portland Trail Blazers","22","26",".458","14.0","26","22","96.9","95.9","2012-3-24"
"Los Angeles Lakers*","30","18",".625","—","29","19","95.9","93.2","2012-3-24"
"Los Angeles Clippers*","27","21",".563","3.0","26","22","96.9","95.5","2012-3-24"
"Phoenix Suns","24","24",".500","6.0","22","26","96.7","97.6","2012-3-24"
"Golden State Warriors","20","26",".435","9.0","20","26","98.1","100.0","2012-3-24"
"Sacramento Kings","17","31",".354","13.0","15","33","97.8","103.4","2012-3-24"
"San Antonio Spurs*","32","14",".696","—","30","16","100.9","96.4","2012-3-24"
"Dallas Mavericks*","28","22",".560","6.0","28","22","95.0","93.3","2012-3-24"
"Houston Rockets","26","23",".531","7.5","25","24","98.1","97.6","2012-3-24"
"Memphis Grizzlies*","25","21",".543","7.0","25","21","95.1","93.9","2012-3-24"
"New Orleans Hornets","12","36",".250","21.0","16","32","89.0","93.8","2012-3-24"
"Philadelphia 76ers*","27","22",".551","—","35","14","93.8","87.6","2012-3-25"
"Boston Celtics*","26","22",".542","0.5","25","23","91.1","90.5","2012-3-25"
"New York Knicks*","24","25",".490","3.0","28","21","97.3","95.1","2012-3-25"
"Toronto Raptors","16","33",".327","11.0","18","31","91.0","94.8","2012-3-25"
