"team","w","l","w_lpercent","gb","pw","pl","ps_g","pa_g","date"
"Philadelphia 76ers*","20","14",".588","—","25","9","94.0","87.5","2012-2-24"
"New York Knicks*","17","18",".486","3.5","19","16","95.2","94.1","2012-2-24"
"Boston Celtics*","15","17",".469","4.0","17","15","89.4","88.5","2012-2-24"
"Toronto Raptors","10","23",".303","9.5","10","23","89.2","94.3","2012-2-24"
"New Jersey Nets","10","25",".286","10.5","10","25","92.5","99.3","2012-2-24"
"Chicago Bulls*","27","8",".771","—","28","7","97.3","87.9","2012-2-24"
"Indiana Pacers*","21","12",".636","5.0","20","13","95.5","92.5","2012-2-24"
"Cleveland Cavaliers","13","18",".419","12.0","12","19","93.7","97.3","2012-2-24"
"Milwaukee Bucks","13","20",".394","13.0","14","19","94.5","96.8","2012-2-24"
"Detroit Pistons","11","24",".314","16.0","9","26","89.3","95.9","2012-2-24"
"Miami Heat*","27","7",".794","—","27","7","103.7","94.4","2012-2-24"
"Orlando Magic*","22","13",".629","5.5","20","15","93.1","90.8","2012-2-24"
"Atlanta Hawks*","20","14",".588","7.0","19","15","93.4","91.6","2012-2-24"
"Washington Wizards","7","26",".212","19.5","7","26","91.9","100.8","2012-2-24"
"Charlotte Bobcats","4","28",".125","22.0","3","29","86.5","100.8","2012-2-24"
"Oklahoma City Thunder*","27","7",".794","—","24","10","102.7","96.2","2012-2-24"
"Portland Trail Blazers","18","16",".529","9.0","23","11","98.4","93.1","2012-2-24"
"Denver Nuggets*","18","17",".514","9.5","20","15","103.4","101.3","2012-2-24"
"Minnesota Timberwolves","17","17",".500","10.0","18","16","96.8","95.6","2012-2-24"
"Utah Jazz*","15","17",".469","11.0","14","18","96.2","97.7","2012-2-24"
"Los Angeles Clippers*","20","11",".645","—","18","13","97.9","95.3","2012-2-24"
"Los Angeles Lakers*","20","14",".588","1.5","19","15","93.1","91.4","2012-2-24"
"Phoenix Suns","14","20",".412","7.5","14","20","94.6","97.1","2012-2-24"
"Golden State Warriors","13","17",".433","6.5","13","17","99.2","100.7","2012-2-24"
"Sacramento Kings","11","22",".333","10.0","8","25","94.2","102.1","2012-2-24"
"San Antonio Spurs*","24","10",".706","—","21","13","99.3","95.6","2012-2-24"
"Dallas Mavericks*","21","13",".618","3.0","21","13","94.4","90.8","2012-2-24"
"Houston Rockets","20","14",".588","4.0","19","15","97.5","95.9","2012-2-24"
"Memphis Grizzlies*","19","15",".559","5.0","19","15","93.4","92.2","2012-2-24"
"New Orleans Hornets","8","25",".242","15.5","10","23","88.2","93.2","2012-2-24"
"Philadelphia 76ers*","20","14",".588","—","25","9","94.0","87.5","2012-2-25"
"New York Knicks*","17","18",".486","3.5","19","16","95.2","94.1","2012-2-25"
"Boston Celtics*","15","17",".469","4.0","17","15","89.4","88.5","2012-2-25"
"Toronto Raptors","10","23",".303","9.5","10","23","89.2","94.3","2012-2-25"
"New Jersey Nets","10","25",".286","10.5","10","25","92.5","99.3","2012-2-25"
"Chicago Bulls*","27","8",".771","—","28","7","97.3","87.9","2012-2-25"
"Indiana Pacers*","21","12",".636","5.0","20","13","95.5","92.5","2012-2-25"
"Cleveland Cavaliers","13","18",".419","12.0","12","19","93.7","97.3","2012-2-25"
"Milwaukee Bucks","13","20",".394","13.0","14","19","94.5","96.8","2012-2-25"
"Detroit Pistons","11","24",".314","16.0","9","26","89.3","95.9","2012-2-25"
"Miami Heat*","27","7",".794","—","27","7","103.7","94.4","2012-2-25"
"Orlando Magic*","22","13",".629","5.5","20","15","93.1","90.8","2012-2-25"
"Atlanta Hawks*","20","14",".588","7.0","19","15","93.4","91.6","2012-2-25"
"Washington Wizards","7","26",".212","19.5","7","26","91.9","100.8","2012-2-25"
"Charlotte Bobcats","4","28",".125","22.0","3","29","86.5","100.8","2012-2-25"
"Oklahoma City Thunder*","27","7",".794","—","24","10","102.7","96.2","2012-2-25"
"Portland Trail Blazers","18","16",".529","9.0","23","11","98.4","93.1","2012-2-25"
"Denver Nuggets*","18","17",".514","9.5","20","15","103.4","101.3","2012-2-25"
"Minnesota Timberwolves","17","17",".500","10.0","18","16","96.8","95.6","2012-2-25"
"Utah Jazz*","15","17",".469","11.0","14","18","96.2","97.7","2012-2-25"
"Los Angeles Clippers*","20","11",".645","—","18","13","97.9","95.3","2012-2-25"
"Los Angeles Lakers*","20","14",".588","1.5","19","15","93.1","91.4","2012-2-25"
"Phoenix Suns","14","20",".412","7.5","14","20","94.6","97.1","2012-2-25"
"Golden State Warriors","13","17",".433","6.5","13","17","99.2","100.7","2012-2-25"
"Sacramento Kings","11","22",".333","10.0","8","25","94.2","102.1","2012-2-25"
"San Antonio Spurs*","24","10",".706","—","21","13","99.3","95.6","2012-2-25"
"Dallas Mavericks*","21","13",".618","3.0","21","13","94.4","90.8","2012-2-25"
"Houston Rockets","20","14",".588","4.0","19","15","97.5","95.9","2012-2-25"
"Memphis Grizzlies*","19","15",".559","5.0","19","15","93.4","92.2","2012-2-25"
"New Orleans Hornets","8","25",".242","15.5","10","23","88.2","93.2","2012-2-25"
"Philadelphia 76ers*","20","14",".588","—","25","9","94.0","87.5","2012-2-26"
"New York Knicks*","17","18",".486","3.5","19","16","95.2","94.1","2012-2-26"
"Boston Celtics*","15","17",".469","4.0","17","15","89.4","88.5","2012-2-26"
"Toronto Raptors","10","23",".303","9.5","10","23","89.2","94.3","2012-2-26"
"New Jersey Nets","10","25",".286","10.5","10","25","92.5","99.3","2012-2-26"
"Chicago Bulls*","27","8",".771","—","28","7","97.3","87.9","2012-2-26"
"Indiana Pacers*","21","12",".636","5.0","20","13","95.5","92.5","2012-2-26"
"Cleveland Cavaliers","13","18",".419","12.0","12","19","93.7","97.3","2012-2-26"
"Milwaukee Bucks","13","20",".394","13.0","14","19","94.5","96.8","2012-2-26"
"Detroit Pistons","11","24",".314","16.0","9","26","89.3","95.9","2012-2-26"
"Miami Heat*","27","7",".794","—","27","7","103.7","94.4","2012-2-26"
"Orlando Magic*","22","13",".629","5.5","20","15","93.1","90.8","2012-2-26"
"Atlanta Hawks*","20","14",".588","7.0","19","15","93.4","91.6","2012-2-26"
"Washington Wizards","7","26",".212","19.5","7","26","91.9","100.8","2012-2-26"
"Charlotte Bobcats","4","28",".125","22.0","3","29","86.5","100.8","2012-2-26"
"Oklahoma City Thunder*","27","7",".794","—","24","10","102.7","96.2","2012-2-26"
"Portland Trail Blazers","18","16",".529","9.0","23","11","98.4","93.1","2012-2-26"
"Denver Nuggets*","18","17",".514","9.5","20","15","103.4","101.3","2012-2-26"
"Minnesota Timberwolves","17","17",".500","10.0","18","16","96.8","95.6","2012-2-26"
"Utah Jazz*","15","17",".469","11.0","14","18","96.2","97.7","2012-2-26"
"Los Angeles Clippers*","20","11",".645","—","18","13","97.9","95.3","2012-2-26"
"Los Angeles Lakers*","20","14",".588","1.5","19","15","93.1","91.4","2012-2-26"
"Phoenix Suns","14","20",".412","7.5","14","20","94.6","97.1","2012-2-26"
"Golden State Warriors","13","17",".433","6.5","13","17","99.2","100.7","2012-2-26"
"Sacramento Kings","11","22",".333","10.0","8","25","94.2","102.1","2012-2-26"
"San Antonio Spurs*","24","10",".706","—","21","13","99.3","95.6","2012-2-26"
"Dallas Mavericks*","21","13",".618","3.0","21","13","94.4","90.8","2012-2-26"
"Houston Rockets","20","14",".588","4.0","19","15","97.5","95.9","2012-2-26"
"Memphis Grizzlies*","19","15",".559","5.0","19","15","93.4","92.2","2012-2-26"
"New Orleans Hornets","8","25",".242","15.5","10","23","88.2","93.2","2012-2-26"
"Philadelphia 76ers*","20","14",".588","—","25","9","94.0","87.5","2012-2-27"
"New York Knicks*","17","18",".486","3.5","19","16","95.2","94.1","2012-2-27"
"Boston Celtics*","15","17",".469","4.0","17","15","89.4","88.5","2012-2-27"
"Toronto Raptors","10","23",".303","9.5","10","23","89.2","94.3","2012-2-27"
"New Jersey Nets","10","25",".286","10.5","10","25","92.5","99.3","2012-2-27"
"Chicago Bulls*","27","8",".771","—","28","7","97.3","87.9","2012-2-27"
"Indiana Pacers*","21","12",".636","5.0","20","13","95.5","92.5","2012-2-27"
"Cleveland Cavaliers","13","18",".419","12.0","12","19","93.7","97.3","2012-2-27"
"Milwaukee Bucks","13","20",".394","13.0","14","19","94.5","96.8","2012-2-27"
"Detroit Pistons","11","24",".314","16.0","9","26","89.3","95.9","2012-2-27"
"Miami Heat*","27","7",".794","—","27","7","103.7","94.4","2012-2-27"
"Orlando Magic*","22","13",".629","5.5","20","15","93.1","90.8","2012-2-27"
"Atlanta Hawks*","20","14",".588","7.0","19","15","93.4","91.6","2012-2-27"
"Washington Wizards","7","26",".212","19.5","7","26","91.9","100.8","2012-2-27"
"Charlotte Bobcats","4","28",".125","22.0","3","29","86.5","100.8","2012-2-27"
"Oklahoma City Thunder*","27","7",".794","—","24","10","102.7","96.2","2012-2-27"
"Portland Trail Blazers","18","16",".529","9.0","23","11","98.4","93.1","2012-2-27"
"Denver Nuggets*","18","17",".514","9.5","20","15","103.4","101.3","2012-2-27"
"Minnesota Timberwolves","17","17",".500","10.0","18","16","96.8","95.6","2012-2-27"
"Utah Jazz*","15","17",".469","11.0","14","18","96.2","97.7","2012-2-27"
"Los Angeles Clippers*","20","11",".645","—","18","13","97.9","95.3","2012-2-27"
"Los Angeles Lakers*","20","14",".588","1.5","19","15","93.1","91.4","2012-2-27"
"Phoenix Suns","14","20",".412","7.5","14","20","94.6","97.1","2012-2-27"
"Golden State Warriors","13","17",".433","6.5","13","17","99.2","100.7","2012-2-27"
"Sacramento Kings","11","22",".333","10.0","8","25","94.2","102.1","2012-2-27"
"San Antonio Spurs*","24","10",".706","—","21","13","99.3","95.6","2012-2-27"
"Dallas Mavericks*","21","13",".618","3.0","21","13","94.4","90.8","2012-2-27"
"Houston Rockets","20","14",".588","4.0","19","15","97.5","95.9","2012-2-27"
"Memphis Grizzlies*","19","15",".559","5.0","19","15","93.4","92.2","2012-2-27"
"New Orleans Hornets","8","25",".242","15.5","10","23","88.2","93.2","2012-2-27"
"Philadelphia 76ers*","21","14",".600","—","26","9","94.1","87.0","2012-2-28"
"New York Knicks*","17","18",".486","4.0","19","16","95.2","94.1","2012-2-28"
"Boston Celtics*","16","17",".485","4.0","18","15","89.3","88.4","2012-2-28"
"New Jersey Nets","11","25",".306","10.5","10","26","92.5","99.1","2012-2-28"
"Toronto Raptors","10","24",".294","10.5","11","23","89.1","94.1","2012-2-28"
"Chicago Bulls*","28","8",".778","—","29","7","97.4","88.1","2012-2-28"
"Indiana Pacers*","22","12",".647","5.0","21","13","95.7","92.1","2012-2-28"
"Milwaukee Bucks","14","20",".412","13.0","14","20","95.3","97.4","2012-2-28"
"Cleveland Cavaliers","13","19",".406","13.0","12","20","93.4","97.0","2012-2-28"
"Detroit Pistons","11","25",".306","17.0","9","27","88.7","95.9","2012-2-28"
"Miami Heat*","27","7",".794","—","27","7","103.7","94.4","2012-2-28"
"Orlando Magic*","22","13",".629","5.5","20","15","93.1","90.8","2012-2-28"
"Atlanta Hawks*","20","14",".588","7.0","19","15","93.4","91.6","2012-2-28"
"Washington Wizards","7","27",".206","20.0","8","26","92.6","101.4","2012-2-28"
"Charlotte Bobcats","4","28",".125","22.0","3","29","86.5","100.8","2012-2-28"
"Oklahoma City Thunder*","27","7",".794","—","24","10","102.7","96.2","2012-2-28"
"Portland Trail Blazers","18","16",".529","9.0","23","11","98.4","93.1","2012-2-28"
"Denver Nuggets*","18","17",".514","9.5","20","15","103.4","101.3","2012-2-28"
"Minnesota Timberwolves","18","17",".514","9.5","19","16","97.1","95.7","2012-2-28"
"Utah Jazz*","15","18",".455","11.5","15","18","96.2","97.8","2012-2-28"
"Los Angeles Clippers*","20","12",".625","—","19","13","97.9","95.7","2012-2-28"
"Los Angeles Lakers*","20","14",".588","1.0","19","15","93.1","91.4","2012-2-28"
"Phoenix Suns","14","20",".412","7.0","14","20","94.6","97.1","2012-2-28"
"Golden State Warriors","13","18",".419","6.5","13","18","98.5","100.7","2012-2-28"
"Sacramento Kings","12","22",".353","9.0","9","25","94.4","101.9","2012-2-28"
"San Antonio Spurs*","24","10",".706","—","21","13","99.3","95.6","2012-2-28"
"Dallas Mavericks*","21","14",".600","3.5","22","13","94.3","90.9","2012-2-28"
"Houston Rockets","21","14",".600","3.5","20","15","97.3","95.6","2012-2-28"
"Memphis Grizzlies*","19","15",".559","5.0","19","15","93.4","92.2","2012-2-28"
"New Orleans Hornets","8","26",".235","16.0","11","23","88.4","93.4","2012-2-28"
"Philadelphia 76ers*","21","15",".583","—","27","9","93.9","87.1","2012-2-29"
"New York Knicks*","18","18",".500","3.0","20","16","95.9","94.3","2012-2-29"
"Boston Celtics*","17","17",".500","3.0","18","16","89.7","88.6","2012-2-29"
"Toronto Raptors","11","24",".314","9.5","12","23","89.3","93.8","2012-2-29"
"New Jersey Nets","11","25",".306","10.0","10","26","92.5","99.1","2012-2-29"
"Chicago Bulls*","29","8",".784","—","30","7","97.4","88.1","2012-2-29"
"Indiana Pacers*","22","12",".647","5.5","21","13","95.7","92.1","2012-2-29"
"Milwaukee Bucks","14","21",".400","14.0","15","20","95.3","97.5","2012-2-29"
"Cleveland Cavaliers","13","20",".394","14.0","12","21","93.7","97.7","2012-2-29"
"Detroit Pistons","12","25",".324","17.0","10","27","89.2","95.8","2012-2-29"
"Miami Heat*","27","7",".794","—","27","7","103.7","94.4","2012-2-29"
"Orlando Magic*","23","13",".639","5.0","21","15","93.3","90.9","2012-2-29"
"Atlanta Hawks*","20","15",".571","7.5","20","15","93.0","91.5","2012-2-29"
"Washington Wizards","7","28",".200","20.5","8","27","92.7","101.4","2012-2-29"
"Charlotte Bobcats","4","29",".121","22.5","3","30","86.7","101.1","2012-2-29"
"Oklahoma City Thunder*","28","7",".800","—","25","10","102.4","96.0","2012-2-29"
"Denver Nuggets*","19","17",".528","9.5","21","15","103.4","101.1","2012-2-29"
"Portland Trail Blazers","18","17",".514","10.0","24","11","98.3","93.4","2012-2-29"
"Minnesota Timberwolves","18","18",".500","10.5","19","17","96.8","95.9","2012-2-29"
"Utah Jazz*","16","18",".471","11.5","16","18","96.4","97.4","2012-2-29"
"Los Angeles Lakers*","21","14",".600","—","20","15","93.5","91.2","2012-2-29"
"Los Angeles Clippers*","20","12",".625","-0.5","19","13","97.9","95.7","2012-2-29"
"Golden State Warriors","14","18",".438","5.5","14","18","98.1","100.2","2012-2-29"
"Phoenix Suns","14","20",".412","6.5","14","20","94.6","97.1","2012-2-29"
"Sacramento Kings","12","22",".353","8.5","9","25","94.4","101.9","2012-2-29"
"San Antonio Spurs*","24","11",".686","—","22","13","99.0","95.6","2012-2-29"
"Dallas Mavericks*","21","15",".583","3.5","22","14","94.0","91.0","2012-2-29"
"Houston Rockets","21","15",".583","3.5","19","17","96.9","95.8","2012-2-29"
"Memphis Grizzlies*","20","15",".571","4.0","20","15","93.5","92.0","2012-2-29"
"New Orleans Hornets","8","27",".229","16.0","11","24","88.2","93.4","2012-2-29"
"Philadelphia 76ers*","49","23","0.681","—","48","24","113.6","108.1","2012-2-30"
"Brooklyn Nets*","48","24","0.667","1.0","46","26","118.6","114.1","2012-2-30"
"Milwaukee Bucks*","46","26","0.639","3.0","48","24","120.1","114.2","2012-2-30"
"Atlanta Hawks*","41","31","0.569","8.0","41","31","113.7","111.4","2012-2-30"
"New York Knicks*","41","31","0.569","8.0","41","31","107","104.7","2012-2-30"
"Miami Heat*","40","32","0.556","9.0","36","36","108.1","108","2012-2-30"
"Boston Celtics*","36","36","0.5","13.0","39","33","112.6","111.2","2012-2-30"
"Washington Wizards*","34","38","0.472","15.0","32","40","116.6","118.5","2012-2-30"
"Indiana Pacers","34","38","0.472","15.0","36","36","115.3","115.3","2012-2-30"
"Charlotte Hornets","33","39","0.458","16.0","32","40","109.5","111.4","2012-2-30"
"Chicago Bulls","31","41","0.431","18.0","34","38","110.7","111.6","2012-2-30"
"Toronto Raptors","27","45","0.375","22.0","35","37","111.3","111.7","2012-2-30"
"Cleveland Cavaliers","22","50","0.306","27.0","18","54","103.8","112.3","2012-2-30"
"Orlando Magic","21","51","0.292","28.0","17","55","104","113.3","2012-2-30"
"Detroit Pistons","20","52","0.278","29.0","26","46","106.6","111.1","2012-2-30"
"Utah Jazz*","52","20","0.722","—","55","17","116.4","107.2","2012-2-30"
"Phoenix Suns*","51","21","0.708","1.0","49","23","115.3","109.5","2012-2-30"
"Los Angeles Clippers*","47","25","0.653","5.0","49","23","114","107.8","2012-2-30"
"Denver Nuggets*","47","25","0.653","5.0","47","25","115.1","110.1","2012-2-30"
"Dallas Mavericks*","42","30","0.583","10.0","41","31","112.4","110.2","2012-2-30"
"Portland Trail Blazers*","42","30","0.583","10.0","40","32","116.1","114.3","2012-2-30"
"Los Angeles Lakers*","42","30","0.583","10.0","42","30","109.5","106.8","2012-2-30"
"Golden State Warriors","39","33","0.542","13.0","38","34","113.7","112.7","2012-2-30"
"Memphis Grizzlies*","38","34","0.528","14.0","38","34","113.3","112.3","2012-2-30"
"San Antonio Spurs","33","39","0.458","19.0","32","40","111.1","112.8","2012-2-30"
"New Orleans Pelicans","31","41","0.431","21.0","35","37","114.6","114.9","2012-2-30"
"Sacramento Kings","31","41","0.431","21.0","28","44","113.7","117.4","2012-2-30"
"Minnesota Timberwolves","23","49","0.319","29.0","24","48","112.1","117.7","2012-2-30"
"Oklahoma City Thunder","22","50","0.306","30.0","15","57","105","115.6","2012-2-30"
"Houston Rockets","17","55","0.236","35.0","20","52","108.8","116.7","2012-2-30"
"Philadelphia 76ers*","49","23","0.681","—","48","24","113.6","108.1","2012-2-31"
"Brooklyn Nets*","48","24","0.667","1.0","46","26","118.6","114.1","2012-2-31"
"Milwaukee Bucks*","46","26","0.639","3.0","48","24","120.1","114.2","2012-2-31"
"Atlanta Hawks*","41","31","0.569","8.0","41","31","113.7","111.4","2012-2-31"
"New York Knicks*","41","31","0.569","8.0","41","31","107","104.7","2012-2-31"
"Miami Heat*","40","32","0.556","9.0","36","36","108.1","108","2012-2-31"
"Boston Celtics*","36","36","0.5","13.0","39","33","112.6","111.2","2012-2-31"
"Washington Wizards*","34","38","0.472","15.0","32","40","116.6","118.5","2012-2-31"
"Indiana Pacers","34","38","0.472","15.0","36","36","115.3","115.3","2012-2-31"
"Charlotte Hornets","33","39","0.458","16.0","32","40","109.5","111.4","2012-2-31"
"Chicago Bulls","31","41","0.431","18.0","34","38","110.7","111.6","2012-2-31"
"Toronto Raptors","27","45","0.375","22.0","35","37","111.3","111.7","2012-2-31"
